"GENE_SYMBOL","GSM4942759--P10","GSM4942760--P11","GSM4942761--P11","GSM4942762--P13","GSM4942763--P13","GSM4942764--P1","GSM4942765--P1","GSM4942766--P2","GSM4942767--P5","GSM4942768--P5","GSM4942769--P9","GSM4942786--P12","GSM4942787--P12","GSM4942788--P14","GSM4942789--P14","GSM4942790--P3","GSM4942791--P3","GSM4942792--P4","GSM4942793--P4","GSM4942794--P6","GSM4942795--P6","GSM4942796--P7","GSM4942797--P8","GSM4942798--P8","GSM4942799--P8"
"SLC39A1",11,31,20,14,9,17,37,14,27,60,64,22,26,31,43,47,9,2,38,41,51,11,35,51,60
"SLC39A10",4,11,9,6,14,22,57,19,22,24,12,25,18,42,20,14,4,6,19,30,24,32,30,7,18
"SLC39A11",18,4,1,7,2,4,12,2,15,14,4,4,8,4,7,17,4,0,15,12,12,0,12,3,1
"SLC39A12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLC39A13",11,30,38,40,18,20,9,52,11,31,8,16,25,30,13,40,3,14,66,15,37,85,37,19,32
"SLC39A14",27,11,5,29,27,47,78,4,0,0,23,14,31,27,11,25,19,13,0,14,6,19,74,19,13
"SLC39A2",42,6,0,0,10,0,0,0,5,26,11,6,3,0,0,24,2,3,5,0,0,0,0,5,0
"SLC39A3",0,10,4,9,3,4,1,19,6,5,0,0,6,17,8,6,2,0,0,6,8,0,1,15,0
"SLC39A4",5,3,0,7,0,1,8,7,1,21,9,1,4,4,0,0,0,0,2,5,1,0,4,0,0
"SLC39A5",0,1,5,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"SLC39A6",30,52,16,63,60,20,40,46,164,264,74,62,45,27,19,90,46,28,56,24,30,20,28,66,14
"SLC39A7",29,36,62,101,39,39,33,59,43,60,81,42,49,68,13,49,18,15,21,74,87,83,74,32,87
"SLC39A8",15,10,2,10,6,46,75,64,0,12,6,18,26,30,8,1,16,0,15,31,18,79,58,8,5
"SLC39A9",16,3,15,16,14,10,9,22,20,17,17,14,15,23,6,13,10,25,19,4,27,20,22,5,27
"SLC3A1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLC3A2",42,14,6,20,27,19,14,19,26,33,39,19,17,12,12,27,9,9,28,18,13,43,58,29,17
"SLC40A1",194,39,145,9,6,30,74,19,11,10,83,133,138,421,114,56,35,101,31,164,169,180,46,31,85
"SLC41A1",17,7,0,27,22,7,0,0,2,2,7,8,3,21,0,0,0,4,3,7,12,0,11,8,11
"SLC41A2",53,5,0,11,3,0,12,0,0,0,5,3,10,2,2,12,1,1,0,4,7,10,16,7,2
"SLC41A3",1,12,2,1,7,0,2,0,1,7,11,7,3,25,5,3,3,10,0,6,13,0,3,1,7
"SLC43A1",8,1,0,9,1,2,1,0,2,20,2,1,2,5,5,1,5,3,0,11,5,0,5,3,0
"SLC43A2",0,23,0,30,1,13,73,42,21,3,6,16,14,65,15,39,19,8,15,40,32,55,40,29,15
"SLC43A3",45,36,28,53,39,17,42,42,20,22,40,50,43,59,29,53,28,6,2,50,37,45,99,66,55
"SLC44A1",99,31,27,70,55,26,45,85,64,198,113,46,55,61,26,89,74,73,65,45,72,112,70,57,30
"SLC44A2",14,10,35,6,12,3,5,20,29,67,57,13,19,5,18,25,7,10,67,25,8,15,17,24,36
"SLC44A3",20,1,3,0,2,0,0,0,4,3,4,0,5,1,0,0,0,0,0,0,1,18,0,9,0
"SLC44A4",0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,1,0,0,0,2,0,0,1,1,0
"SLC44A5",4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0
"SLC45A1",15,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,3,0
"SLC45A2",0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0
"SLC45A3",1,0,0,2,0,1,0,0,1,0,0,8,1,1,1,17,2,0,0,5,9,13,0,0,0
"SLC45A4",0,20,3,0,12,0,0,2,5,0,2,6,8,36,6,2,6,12,1,6,9,11,3,4,11
"SLC46A1",0,0,0,0,0,1,5,0,0,0,0,4,1,2,0,0,2,0,6,4,6,0,2,0,0
"SLC46A2",8,2,0,0,0,0,0,0,10,41,6,4,0,0,2,0,3,11,10,0,0,0,0,0,0
"SLC46A3",8,4,23,8,2,7,1,21,3,0,10,2,4,13,1,5,7,4,0,21,24,19,16,17,18
"SLC47A1",6,5,0,1,4,1,0,0,7,5,18,2,3,0,0,15,5,3,0,0,0,9,0,0,0
"SLC47A2",43,1,0,0,1,0,0,1,11,22,16,2,2,0,0,0,2,6,0,0,5,0,1,0,0
"SLC48A1",28,4,7,2,3,4,2,10,10,10,25,0,9,4,7,7,7,3,3,13,1,4,16,9,9
"SLC4A1",13,11,10,11,3,10,15,22,10,7,11,11,9,5,5,10,12,18,17,5,9,13,13,11,7
"SLC4A10",10,0,1,0,0,3,0,0,0,0,0,0,0,6,1,0,0,0,0,11,6,0,0,0,0
"SLC4A11",0,1,0,1,0,0,0,0,19,14,11,8,1,0,5,8,4,2,0,0,0,0,0,0,0
"SLC4A1AP",12,13,0,12,4,17,12,8,8,23,4,13,10,16,7,29,8,1,15,10,2,21,14,10,12
"SLC4A2",0,1,25,10,14,3,4,19,13,16,4,2,4,4,1,14,0,0,0,4,0,13,11,4,0
"SLC4A3",0,0,0,0,0,2,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0
"SLC4A4",0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,19,0,0,2,2,0,0,0,0,0
"SLC4A5",0,0,0,2,0,4,0,2,0,2,0,0,2,0,0,0,4,8,0,0,0,0,0,2,0
"SLC4A7",12,45,83,67,57,32,44,15,34,46,32,56,44,67,51,26,7,23,16,64,56,10,52,44,4
"SLC4A8",0,3,0,3,1,2,0,0,2,8,0,5,9,8,0,1,0,1,0,2,3,0,0,0,6
"SLC4A9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLC50A1",37,18,15,36,20,3,8,1,16,56,14,18,29,21,5,26,2,6,7,14,16,40,29,20,11
"SLC51A",0,3,0,0,0,1,5,0,0,0,0,1,2,0,0,0,2,0,0,0,0,0,0,0,0
"SLC51B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLC52A1",3,25,0,2,0,0,0,0,13,87,17,6,3,9,5,8,3,3,10,1,0,0,0,0,4
"SLC52A2",0,10,7,27,23,8,4,22,16,37,16,11,14,14,11,6,10,3,10,21,7,11,16,9,22
"SLC52A3",0,0,0,0,3,0,0,0,4,28,0,2,0,0,0,1,0,0,3,0,0,0,0,3,9
"SLC5A1",1,28,0,0,48,0,0,0,30,44,7,51,5,0,0,21,9,8,2,0,0,0,0,5,0
"SLC5A10",6,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,4,0
"SLC5A11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLC5A12",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"SLC5A2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"SLC5A3",2,9,91,16,23,18,10,9,27,9,10,19,21,21,15,43,17,7,5,18,14,38,31,13,7
"SLC5A4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLC5A5",0,0,0,0,1,1,0,0,12,0,0,0,0,0,0,6,0,0,0,1,0,0,0,2,0
"SLC5A6",0,5,16,10,9,0,5,62,1,8,7,3,3,10,7,4,1,0,0,3,19,0,4,3,0
"SLC5A7",0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0
"SLC5A8",11,6,9,6,8,6,11,14,7,10,6,5,6,4,1,5,5,10,4,9,9,9,14,12,12
"SLC5A9",0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLC6A1",3,0,0,7,8,0,0,0,0,0,0,5,7,0,0,0,1,3,0,0,6,3,0,0,0
"SLC6A11",0,1,4,11,11,1,8,4,15,29,5,5,2,1,5,20,1,1,1,4,7,3,4,3,2
"SLC6A12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0
"SLC6A13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLC6A14",27,15,0,0,46,0,0,0,0,4,0,27,1,0,0,4,0,0,0,0,0,0,0,0,0
"SLC6A15",0,4,0,2,6,0,0,1,0,1,0,3,2,0,0,0,4,0,0,0,0,0,2,0,0
"SLC6A16",5,8,19,0,4,1,23,0,4,0,1,4,5,0,2,4,3,0,5,8,8,0,2,4,0
"SLC6A17",0,9,0,8,2,0,0,0,1,0,1,3,3,0,0,0,0,0,0,0,0,0,5,2,0
"SLC6A18",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLC6A19",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLC6A2",11,10,0,1,2,0,0,0,6,0,0,6,1,0,0,13,1,0,4,2,0,19,0,1,0
"SLC6A20",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,1,0,0,0
"SLC6A3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLC6A4",0,0,0,7,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"SLC6A5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLC6A6",74,16,48,30,10,16,67,13,4,13,30,23,30,18,6,26,25,8,0,42,33,28,21,22,40
"SLC6A7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLC6A8",1,0,0,2,0,0,0,0,1,6,0,3,7,0,0,0,4,0,0,1,0,0,0,5,0
"SLC6A9",12,16,5,3,10,0,0,10,24,26,16,9,9,0,0,24,15,13,14,2,0,0,0,23,0
"SLC7A1",55,37,6,78,68,14,11,59,34,82,41,44,35,10,15,60,27,0,20,15,26,10,42,44,40
"SLC7A10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLC7A11",17,7,0,4,4,1,1,8,11,13,5,5,2,8,3,3,1,0,0,10,4,0,0,2,0
"SLC7A13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLC7A14",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0
"SLC7A2",24,11,21,13,9,1,7,11,8,3,10,0,22,2,3,13,8,5,14,11,8,19,6,14,38
"SLC7A3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLC7A4",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
"SLC7A5",136,11,18,84,81,16,50,71,34,27,45,39,30,5,13,29,22,12,9,28,34,7,101,61,18
"SLC7A6",1,9,11,5,5,2,0,1,8,10,7,6,8,16,8,8,18,3,0,9,30,6,16,0,8
"SLC7A6OS",20,5,27,5,19,7,16,9,2,9,20,13,10,19,16,13,6,13,0,10,16,6,13,8,11
"SLC7A7",38,8,8,4,0,3,0,14,0,2,12,6,12,20,11,17,7,0,23,16,26,7,0,23,14
"SLC7A8",31,12,19,24,25,13,16,25,22,52,19,48,16,26,17,11,2,18,16,16,21,54,61,37,51
"SLC7A9",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"SLC8A1",70,7,17,22,16,26,64,18,8,6,33,15,19,26,10,30,15,10,3,40,35,75,28,10,11
"SLC8A2",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLC8A3",0,0,0,0,0,0,0,0,0,0,3,0,1,13,4,0,0,1,2,0,0,0,1,2,0
"SLC8B1",48,23,38,28,22,13,16,36,39,16,19,19,20,59,15,30,30,22,0,39,19,28,30,24,24
"SLC9A1",0,7,8,30,11,1,6,15,4,1,16,5,15,8,9,9,4,5,24,13,35,0,6,19,9
"SLC9A2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"SLC9A3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLC9A3R1",24,6,36,15,9,7,2,9,35,68,31,26,18,16,25,48,23,12,16,21,44,15,70,38,17
"SLC9A3R2",19,6,34,17,5,6,15,3,14,20,2,12,5,28,13,1,5,29,0,6,13,52,17,14,19
"SLC9A4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLC9A5",0,1,0,1,0,0,0,0,4,1,0,0,0,0,0,2,4,0,0,2,0,0,0,0,0
"SLC9A6",1,6,5,15,12,6,24,46,10,11,7,14,13,11,2,3,1,5,13,6,17,0,5,20,8
"SLC9A7",2,15,12,3,7,3,5,0,10,17,15,8,8,6,1,1,7,21,1,6,9,0,4,3,0
"SLC9A8",15,10,7,18,0,6,13,29,1,0,8,19,17,1,19,1,1,1,1,12,19,19,21,8,17
"SLC9A9",14,4,24,41,10,9,3,26,15,27,15,16,20,18,3,25,12,10,0,18,17,0,11,31,5
"SLC9B1",0,8,3,0,0,0,0,14,0,0,0,0,0,1,7,0,0,0,0,2,11,9,7,2,0
"SLC9B2",7,1,1,5,5,12,4,3,10,2,2,3,5,15,0,10,1,1,0,6,8,0,27,7,0
"SLC9C1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLC9C2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLCO1A2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLCO1B1",1,1,0,0,4,4,1,0,1,1,2,0,2,0,0,0,2,0,1,1,1,1,1,1,0
"SLCO1B3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLCO1B7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLCO1C1",8,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLCO2A1",48,12,9,19,6,9,7,14,0,11,12,3,5,0,0,15,11,10,0,12,19,20,24,4,23
"SLCO2B1",99,38,131,59,15,97,132,78,15,16,61,96,73,107,65,83,48,20,51,137,235,124,93,77,113
"SLCO3A1",42,44,94,78,61,58,74,39,19,46,47,51,62,74,44,71,38,44,45,83,70,138,96,35,89
"SLCO4A1",0,16,7,11,12,2,1,11,12,22,18,19,6,0,2,4,4,8,1,8,3,3,7,4,2
"SLCO4C1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLCO5A1",0,5,0,6,0,5,12,0,1,0,1,0,9,14,6,5,2,1,0,6,2,0,0,0,0
"SLCO6A1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLF1",0,35,32,13,11,13,3,13,13,11,65,30,37,32,5,11,12,11,0,32,17,17,18,26,2
"SLF2",19,32,53,22,5,12,41,26,9,34,12,14,29,19,34,24,10,9,3,38,21,37,29,25,6
"SLFN11",3,14,38,9,2,10,70,15,3,12,11,4,5,31,22,29,10,4,0,23,21,18,52,15,0
"SLFN12",0,2,22,2,0,7,14,0,4,6,12,11,16,5,4,1,2,0,4,13,4,12,13,17,9
"SLFN12L",5,12,13,7,7,5,16,0,6,1,37,12,18,13,15,3,5,0,2,29,26,0,16,4,6
"SLFN13",0,8,16,4,3,4,24,1,5,4,2,10,4,11,3,3,8,0,0,11,5,0,1,3,0
"SLFN14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLFN5",53,107,182,67,29,131,117,128,61,100,156,105,194,257,144,86,84,51,46,215,214,58,190,120,62
"SLFNL1",0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"SLIRP",76,33,34,122,102,38,60,92,77,80,128,95,99,41,32,120,44,36,33,43,65,86,143,108,52
"SLIT1",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,1,0,9,2,0
"SLIT2",37,8,35,19,1,13,18,0,0,2,6,10,23,21,26,14,23,16,19,12,15,32,11,1,1
"SLIT3",204,85,425,143,40,71,65,231,12,35,163,71,122,256,118,145,51,38,36,118,102,1034,148,96,233
"SLITRK1",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLITRK2",22,6,8,1,0,2,0,0,0,0,7,2,2,0,0,1,2,0,0,6,3,23,4,0,0
"SLITRK3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLITRK4",1,5,33,3,1,5,3,5,1,2,20,2,3,1,1,22,9,7,47,12,2,56,18,0,9
"SLITRK5",40,8,28,10,14,12,16,24,12,23,16,17,15,17,13,17,16,20,18,25,23,19,20,21,30
"SLITRK6",0,2,0,0,0,0,0,0,1,0,4,7,0,0,0,0,1,0,0,0,0,0,0,0,0
"SLK",115,86,120,156,168,44,94,66,118,187,134,134,96,90,41,56,56,79,33,89,89,160,97,82,68
"SLMAP",42,61,43,53,68,27,9,45,40,129,59,65,52,34,16,79,28,19,27,31,42,300,52,26,38
