"GENE_SYMBOL","GSM3036125","GSM3036126","GSM3036127","GSM3036128","GSM3036129","GSM3036130","GSM3036131","GSM3036132","GSM3036133","GSM3036134","GSM3036135"
"PLB1",4.565641517,4.461775586,4.678949806,4.535661042,4.635555322,4.608311427,4.553823639,4.690043111,4.622295662,4.660065092,4.669507449
"WDR43",4.962655234,5.036055981,4.92595486,4.93596766,5.255143119,4.881474289,4.990461031,4.772487548,4.901487944,5.036055981,4.999355607
"FAM179A",4.390299848,4.318704993,4.488742772,4.428732009,4.447859139,4.428732009,4.352223487,4.46698627,4.390299848,4.461894702,4.560337626
"CLIP4",4.957592907,4.980764846,4.91124903,4.954903859,5.074383465,4.763736489,4.835424253,4.771701796,4.830147244,4.795389336,4.853319183
"YPEL5",5.168561356,5.149840437,4.96263124,4.926135568,5.072615438,4.898670592,5.118390398,4.880360608,4.96263124,4.906468481,4.766061583
"LBH",5.326599478,5.303200926,5.104313226,5.012226363,5.47797132,5.075378222,5.541123179,4.909604593,5.069215397,4.952222633,5.080914674
"LCLAT1",4.876819819,5.047255044,4.937689542,4.853172302,4.962402392,4.697129315,5.243279768,4.814161555,4.888993764,4.864645874,4.864645874
"EHD3",4.640061054,4.629038933,4.838459239,4.789354056,4.593791325,4.610088219,4.903432315,4.642682008,4.662105297,4.772326511,4.827437117
"SPAST",4.226218821,4.535073037,4.504187615,4.364629973,4.339630589,4.614623807,4.397962484,4.231299928,4.58654874,4.421826491,4.473302194
"SLC30A6",4.86452034,5.232814397,4.717202718,4.534028842,5.260838602,4.876548384,4.909964925,4.726173951,4.780338842,4.580407783,4.664589281
"YIPF4",5.183821807,5.183821807,5.053161223,5.119419087,5.25212358,4.994520741,5.53314486,4.854010102,4.910622404,5.124430632,4.970013578
"BIRC6",4.633610931,4.886865284,4.501478225,4.531269997,4.947222237,4.506802218,4.718856301,4.417087029,4.512489284,4.490467166,4.545522461
"TTC27",4.395262421,4.371317677,4.431179539,4.408581825,4.275092178,4.330058503,4.510662143,4.314353839,4.371317677,4.359345304,4.311455815
"LTBP1",4.675422897,5.038308224,4.820577028,4.742193257,4.835495248,4.804394584,5.50415952,4.656666431,4.796384673,4.76009614,4.868961738
"RASGRP3",4.516341586,4.621190897,4.59259563,4.641125115,4.641125115,4.722057787,4.596162519,4.515229847,4.792762497,4.573532119,4.564000364
"CRIM1",4.805157879,5.111685409,4.631458946,4.602052805,4.86683968,4.678926414,5.097460508,4.696009438,4.825593048,4.692764452,4.580371024
"VIT",4.449375999,4.196334607,4.30176852,4.312517427,4.170166824,4.379505946,4.337638122,4.496735855,4.365028868,4.291225129,4.45991939
"GPATCH11",5.296752813,5.125834968,5.66557553,5.587546758,5.457864427,5.23555186,5.179973718,5.374497214,5.350726869,5.764527967,5.764527967
"NDUFAF7",5.058635628,5.112193927,5.122905587,5.10899072,5.398709206,5.175212088,5.10899072,4.893771274,5.015788988,5.390697087,5.294292147
"QPCT",4.950737915,4.745656148,4.784719342,4.827733109,4.72230516,4.968303708,4.880447084,4.810161784,4.794485141,4.989801109,4.931206318
"RMDN2",4.51291833,4.366072433,4.491940344,4.632986505,4.406219673,4.423017216,4.481808617,4.532201246,4.502429337,4.51291833,4.617808256
"GALM",5.179066122,5.167352954,5.190779289,5.131786068,5.282434229,5.100070665,5.266576528,5.044568711,5.155639786,5.073647613,5.23763196
"GEMIN6",5.346959076,5.460868197,5.612747025,5.640484129,5.337890221,5.578185383,5.515886637,5.524786458,5.660209158,5.650716732,5.717163719
"TMEM178A",3.855598826,3.774930212,3.795097365,3.830446622,3.787335234,3.890802566,4.011514454,3.864935733,3.946351017,3.996768901,3.87576598
"PKDCC",4.384531594,4.342896469,4.446984282,4.374061409,4.365860494,4.390463241,4.43146782,4.480673314,4.342896469,4.405349157,4.363714032
"EML4",5.165125347,5.53473057,4.867387807,4.906274936,5.13620387,5.102140324,5.425744009,4.676346002,4.795520125,5.000856359,5.011123171
"MTA3",4.868524746,4.748322754,4.820443949,4.699455094,4.918552286,4.730754693,4.996801283,4.707279994,4.712262157,4.80842375,4.784383352
"PLEKHH2",4.570604677,4.606647861,4.450460731,4.375130782,4.500263004,4.500263004,4.938225781,4.375130782,4.462475126,4.354345574,4.546575888
"DYNC2LI1",4.754416592,4.899806111,4.754416592,4.72373414,4.836548309,4.817745948,4.798943586,4.704931779,4.845285041,4.690808677,4.627200762
"ABCG8",4.140664234,4.161918156,4.161918156,4.179001369,4.104731014,4.112983276,4.195505893,4.220262678,4.161918156,4.257560806,4.193799039
"PPM1B",4.824529931,4.635833088,4.739616352,4.736966867,4.809556319,4.727893185,4.75511423,4.954735225,4.852834458,5.013226774,4.815095089
"SLC3A1",4.368687281,3.977790306,4.07551455,4.044668211,3.966819948,4.075807516,5.064480451,4.029098558,4.222100916,4.185454324,4.33204069
"CAMKMT",4.715119121,4.757176117,4.809747363,4.744391138,4.569246963,4.894514717,4.727710741,4.852813723,4.641519376,4.883347108,4.935918354
"SIX3",4.676106745,4.418563116,4.781465502,4.827452421,4.442402338,5.361807639,4.450260503,4.780303431,4.945356901,4.594161045,4.535628402
"PRKCE",4.573857465,4.564296593,4.487809618,4.535426382,4.553078721,4.526600213,4.614861909,4.491295534,4.535613977,4.592979209,4.65034444
"EPAS1",4.633303236,5.062461672,4.549565005,4.637849949,4.86221339,4.587991406,5.103196346,4.538132864,4.612368678,4.528630447,4.560032284
"RHOQ",4.911237837,5.457525716,4.757893871,4.853509692,5.104613875,4.790733646,5.275006,4.853509692,4.872901846,4.796229863,5.03582981
"CRIPT",5.533991784,5.197466207,5.186610543,5.270976761,5.586748966,5.246686592,4.93901111,5.351943993,5.360301164,5.382012491,5.60998143
"SOCS5",4.326915931,4.685887697,4.278406233,4.425137062,4.398627594,4.531174938,4.593030365,4.25724376,4.326915931,4.35602175,4.472445025
"TTC7A",4.860148866,4.738406489,4.964499474,4.858676372,4.888257523,4.848815988,4.888257523,4.829095221,4.842757098,4.921020054,4.938411822
"EPCAM",5.229059637,5.023795017,4.886951937,4.875379789,5.219116027,4.851398191,5.219116027,4.715502469,5.058005787,5.092216557,4.852741167
"MSH2",4.77610287,4.908244828,4.77610287,4.735155572,5.040572329,4.727324373,4.883948351,4.617687588,4.764089965,4.728051249,4.728051249
"MSH6",5.102527243,4.947196692,4.947196692,5.000477037,5.18974465,4.885270663,4.909957743,5.000477037,5.092171873,5.216436313,5.092171873
"FOXN2",4.815814566,5.547091583,4.723117479,4.856267126,5.127639085,4.550973672,5.483814781,4.457689561,4.846713595,4.362628809,4.661319421
"PPP1R21",4.392695252,4.402327974,4.498655189,4.472961786,4.402882276,4.332802766,4.481721725,4.394122337,4.373429809,4.469757024,4.556451518
"GTF2A1L",4.667738006,4.594716463,4.69207852,4.615685161,4.514248315,4.506445481,4.966812704,4.678107835,4.594716463,4.643397491,4.765100062
"CHAC2",4.72370186,5.20920606,5.136896924,5.05185294,5.314805403,4.568359701,4.831312164,4.805865152,4.517104329,4.992278652,4.847660379
"ERLEC1",5.047589962,5.294899713,5.017912792,4.921870457,5.2432353,5.052153502,5.217178691,4.826329558,4.701356311,4.899204112,5.027805182
"C2orf73",4.822468953,4.332780368,4.682557929,4.687760238,4.57316804,4.477674541,4.601816089,4.668661538,4.831213392,4.691302368,4.752513441
"SPTBN1",4.640673538,5.440789847,4.370363975,4.775122471,4.874019675,4.478430856,5.508610072,4.272395013,4.640673538,4.640673538,4.619048773
"EML6",4.530009018,4.379484298,4.547717809,4.529742196,4.46293863,4.482025363,4.615632495,4.491568729,4.494591437,4.715951319,4.680533738
"RPS27A",5.831604901,6.057483756,5.420916075,5.817602254,5.9870689,5.682028937,5.944702238,5.334622312,5.770001577,5.441450516,5.605726047
"CCDC85A",4.795298442,4.672147697,4.98002456,4.775811839,4.733250816,4.869446091,5.090763413,4.954568138,4.969761998,5.021074809,4.959499436
"VRK2",5.003344047,4.981630664,5.025057429,4.998724169,5.187152043,4.965954105,5.088841848,4.998724169,5.057627504,5.144481035,4.949060589
"PAPOLG",4.864581141,4.795161483,4.606736695,4.83391293,4.876983873,4.687471721,4.76499942,4.592715645,4.71582473,4.537317037,4.705907636
"REL",5.566129166,6.852219371,5.880288606,6.520520679,6.389255782,5.671674343,5.855445199,5.505405473,5.742843851,5.575946649,5.615216579
"PEX13",4.869386051,5.017711615,4.678681756,4.86671182,5.166936421,4.891730537,4.86671182,4.633203797,4.678681756,5.049495664,4.879980735
"AHSA2",5.212112404,5.212112404,5.253429811,5.211521183,5.269229458,5.277473498,5.236253301,5.096104633,5.212112404,5.367052681,5.30507657
"COMMD1",5.038319818,5.249557209,5.138379635,5.125740992,5.133843794,4.785423329,5.174357801,4.906965351,4.971613273,5.004966545,4.938260001
"B3GNT2",5.091727824,5.467488925,4.884070374,4.852336195,5.239263379,5.075894123,5.230664997,4.860934576,5.170835424,5.220277674,5.012620224
"EHBP1",4.866421498,4.855954175,4.87688882,4.825937162,4.744303548,4.86675397,4.899407415,4.825937162,4.782682919,4.887356142,4.929225432
"OTX1",3.814244921,3.780186167,3.746127413,3.823039744,3.775453285,3.902350509,3.791315438,3.981661274,3.848303675,3.88236243,3.859656593
"MDH1",4.722908669,4.591325176,4.481672266,4.686884869,4.588717406,4.56417554,4.637801137,4.359659992,4.536498721,4.646151631,4.503602848
"UGP2",5.242134332,5.522721727,5.272197267,5.29042412,5.359484807,5.195465674,5.350852221,5.07460947,5.182008462,5.212071397,5.242134332
"LGALSL",4.342872474,4.401625959,4.264534495,4.34284599,4.308892791,4.470170489,4.308892791,4.35982259,4.372249217,4.235157753,4.254742248
"AFTPH",4.525868949,5.061748664,4.625778726,4.825535224,4.881148774,4.566005328,4.658694577,4.649425652,4.544034363,4.544034363,4.525868949
"SLC1A4",4.740650281,4.988270364,4.720840675,4.858503435,4.76274444,4.745333714,4.910735614,4.614753266,4.760459888,4.661411855,4.651507052
"CEP68",4.672324507,4.637536984,4.70711203,4.551667549,4.570407601,4.579777627,4.682847914,4.701587966,4.60274946,4.628840103,4.976715336
"ACTR2",5.709406372,6.597774728,5.391348566,5.674578878,6.782157868,5.519843578,6.146928741,5.185941088,5.424251098,5.632633798,5.522958693
"MEIS1",4.838771286,4.765973515,4.901169374,4.870234187,4.903882522,4.786113349,5.088948366,4.962767109,4.932368418,4.880370011,5.067564277
"ETAA1",5.119548086,5.119548086,4.987526419,5.121504965,5.297294892,5.033610002,5.23869825,5.150803286,4.96992353,5.682840531,5.172356752
"PNO1",4.793850735,4.490531795,4.793850735,4.721317039,4.866455786,4.568115028,4.721317039,4.406849753,4.681510387,4.726446526,4.636574248
"PLEK",5.528087539,5.667612066,5.488223388,5.645052592,5.507939184,5.310838662,5.713609295,5.327977837,5.348698862,5.548019614,5.896830931
"ARHGAP25",4.732595145,4.828013881,4.958130338,4.869549014,4.820598327,4.859758877,4.820598327,4.879339151,4.914758186,4.897409325,4.923432616
"GKN1",4.738444814,4.429413141,4.57924668,4.761089739,4.587197822,4.486523554,4.513980172,4.541436791,4.354496372,4.635434256,4.700986429
"ANTXR1",4.924695363,4.997366441,5.021590134,4.801722037,5.220159682,4.902457026,5.313145826,4.770726656,4.852024285,4.973142749,4.8035769
"ANXA4",4.763551132,5.060565055,4.763551132,4.937758946,4.893175347,4.77725799,4.848591748,4.714840952,4.888105358,4.840199886,4.84978098
"GMCL1",4.557055526,4.462792377,4.651318675,4.56408396,4.655193197,4.588931934,4.60549725,4.373582828,4.724634458,4.567529209,4.651318675
"PCBP1",5.355337018,7.439484029,5.132035553,7.931937167,6.950155488,7.097422739,6.434720106,4.323889494,7.194915757,5.025701521,5.472304452
"PCYOX1",4.986576557,4.743081658,4.674903087,4.698239329,4.863754379,4.75050724,4.645971419,4.907310971,4.772301046,4.81126023,4.95735717
"VAX2",4.139695607,4.336900158,4.139695607,4.180939016,4.197702769,4.264757781,4.474304695,4.231230275,4.378416905,4.150074794,4.243487476
"ATP6V1B1",4.679362964,4.3231931,4.587776427,4.467270188,4.501484317,4.458716655,4.79230442,4.655447901,4.648834119,4.720068091,4.618305273
"ANKRD53",4.464456152,4.321387637,4.413360254,4.32677026,4.3778948,4.343811773,4.224521179,4.514226907,4.20897666,4.239634199,4.382702715
"NAGK",5.045186105,5.079502693,4.999430654,4.962338937,5.098603138,4.946307855,5.034478808,5.074556514,4.976552929,4.987991792,5.045186105
"MPHOSPH10",4.846114948,4.788491951,4.72126512,4.86689576,4.75223105,4.902177209,4.628745977,4.902177209,4.778888118,4.95175711,5.105418437
"ZNF638",4.840851745,4.781042358,4.709271095,4.748021453,5.20310504,4.708790109,4.881408021,4.551864734,4.697309217,4.733194849,4.972432396
"DYSF",4.642658375,4.485481909,4.661149724,4.588394193,4.680932646,4.616155729,4.625409574,4.717948027,4.642658375,4.688886747,4.707378096
"SPR",4.026093912,4.210513877,4.340692675,4.309343981,4.301111417,4.202320648,3.831855263,3.889483212,3.863370414,3.95015628,4.145424477
"EMX1",4.374794751,4.074781268,4.292032411,4.099745224,4.47258823,4.362430069,4.20142968,4.303114136,4.209270071,4.281687118,4.457557091
"NOTO",4.899251074,4.604204744,5.004624763,4.83773467,4.594832601,4.963373671,4.745599403,5.10576454,4.699041064,4.93086318,5.015162132
"SMYD5",4.435060086,4.291110508,4.537881214,4.568944173,4.450107097,4.509525635,4.382200197,4.35673511,4.424777974,4.465906425,4.476188537
"CCT7",5.342596129,5.589587356,5.129285523,5.156135111,5.657355797,5.002535224,5.479503295,5.018703633,5.151739271,5.095604901,5.129285523
"ALMS1",4.358264096,4.283455835,4.22734964,4.279967364,4.215837644,4.316612919,4.371581251,4.261644587,4.180594477,4.311508933,4.405019259
"C2orf78",4.336016069,4.135855348,4.316953143,4.554749727,4.352196105,4.493102972,4.281742671,4.554749727,4.574302641,4.450393623,4.44086216
"STAMBP",5.213987155,4.939541583,4.998351348,5.113530627,5.13113257,4.999118,4.990317028,4.902307315,4.929739955,5.037557858,5.096367624
"ACTG2",4.948371921,4.948371921,4.799122604,5.06327683,5.158578711,4.864731244,4.682069305,4.674127482,4.902449054,4.718757588,4.649873288
"DGUOK",5.051185295,5.108389091,4.98254074,5.059239733,5.122971934,5.250436335,4.971607957,4.836177031,5.062626054,4.845251631,5.005422259
"TET3",4.250177048,4.232087244,4.159728027,4.25963621,4.203412592,4.222153798,4.250265607,4.315859828,4.30444646,4.313491362,4.367760775
"MTHFD2",4.793098618,4.85312499,4.552993129,4.754782885,4.659564336,4.93656375,4.824032738,4.659564336,4.873133781,4.763085432,4.873133781
"WDR54",5.41743804,5.470630952,5.514958379,5.567349347,5.482398163,5.557910327,5.520154245,5.435203061,5.647940658,5.39970707,5.355379643
"TTC31",5.245564549,5.139457775,5.351671323,5.311505266,5.180067512,5.163637793,5.155422933,5.401868722,5.266785904,5.362282,5.362282
"TLX2",4.065223776,3.928206719,3.95561013,4.035287166,3.960585948,4.063300123,4.044624818,4.053962471,4.101761658,4.019551423,4.046954835
"HTRA2",4.895265614,4.693639071,4.794452343,4.757561777,4.705870589,4.869559351,4.800637767,4.929865737,4.774289688,4.94567225,4.834777651
"DOK1",4.774196657,4.644772421,4.873753761,4.745225505,4.701772303,4.849513191,4.736534865,4.884275753,4.823975209,4.863798051,4.784152367
"SEMA4F",4.199235698,4.045711118,4.226328271,4.176336573,4.090942514,4.195313031,4.195313031,4.185824802,4.090865406,4.199235698,4.244389986
"HK2",4.207614111,4.186479438,4.175912102,4.285982084,4.319391007,4.135641931,4.361152161,4.135641931,4.313287477,4.408393505,4.271018131
"POLE4",4.967590019,4.69841653,4.716980219,4.730915596,4.740106799,4.749298002,4.923930856,4.933122059,4.772671285,4.828362352,5.078972152
"MRPL19",4.344573654,4.199960202,4.177711979,4.44197547,4.425728091,4.149522651,4.190141098,4.182017409,4.277828984,4.188836091,4.422442436
"REG3G",4.644160831,4.654132323,5.052992023,4.686180029,4.642870415,4.833432716,4.625546569,4.954699636,4.793733218,4.773790233,4.753847248
"REG1A",4.252640022,4.177448473,4.515810444,4.358625004,4.212737614,4.34038908,4.504512393,4.349507042,4.450017838,4.440618895,4.224443191
"CTNNA2",4.616253223,4.28703792,4.559816314,4.530689456,4.367586122,4.603179827,4.557873345,4.730037975,4.625659374,4.691502435,4.813782405
"DNAH6",4.479095417,4.171390025,4.413824576,4.402380852,4.255349844,4.439138604,4.41157029,4.45751748,4.395175765,4.395175765,4.488419823
"TMSB10",7.164530266,10.24048008,5.929659904,8.518670675,9.845565646,6.371513358,9.499768775,3.645347327,6.120503505,6.120503505,6.041920846
"KCMF1",4.829621535,5.161373722,4.51797554,4.878556266,5.103191235,4.731679555,4.887196072,4.550243618,4.889940114,4.749196762,4.769302955
"TCF7L1",4.453666072,4.495144848,4.712908421,4.564135815,4.523791296,4.725513891,4.773927314,4.59641143,4.5781024,4.567732706,4.536623624
"ELMOD3",4.743941093,4.547815462,4.692329085,4.572546603,4.707984355,4.648730338,4.674124917,4.767238372,4.671684282,4.630394675,4.682006683
"SH2D6",4.802415884,5.040220251,5.031412682,4.972202729,4.94335904,5.049119232,4.924129914,4.981817292,5.031412682,4.872876437,4.864068868
"MAT2A",4.981763865,4.581072578,4.506525361,4.708474386,4.78192731,4.589113385,4.892106695,4.607476616,4.674256598,4.814032629,4.860624639
"VAMP8",6.275021458,6.622462332,6.45839303,6.159983491,6.472845629,6.498917474,6.36855825,6.264270871,6.255719187,6.622462332,6.390835083
"VAMP5",5.227147566,5.130429038,5.045800326,5.12729726,5.658679567,5.07259614,5.330472848,4.963193901,5.21505775,5.348045726,5.239237382
"RNF181",4.625206789,4.614105834,4.658509652,4.436781655,4.819011239,4.493709466,4.534372187,4.50184201,4.392086747,4.458692473,4.536399154
"USP39",4.744221148,4.676465254,4.789391744,4.643363293,4.86068719,4.651412326,4.844589124,4.739951692,4.710343201,4.800684393,4.857147638
"GNLY",4.566352317,4.641389478,4.7914638,4.566167455,4.675497846,4.730163041,4.66638698,4.693719577,4.725806284,4.735185929,4.622630188
"ATOH8",3.723956209,3.55087093,3.597027005,3.638497374,3.662417122,3.702283368,3.845801854,3.494978888,3.654722098,3.666261116,3.735495228
"PTCD3",4.712457835,4.981382579,4.656818233,4.785093876,4.86821535,4.72967956,4.720443841,4.655793806,4.731004369,4.712457835,4.684638034
"MRPL35",5.019453029,4.855453946,4.990512014,4.798213127,5.141118347,4.969665737,4.909657324,4.918229954,5.279922161,5.029100034,5.058041049
"KDM3A",4.683604512,4.782366125,4.617763438,4.687506972,4.687506972,4.622109264,4.818302386,4.597585124,4.727498562,4.71652505,4.62873695
"RMND5A",4.502000406,5.030838597,4.665459483,4.834206459,4.816320852,4.691121602,4.753721227,4.476494316,4.694305203,4.646229004,4.780842361
"RGPD1",4.91140568,5.082213712,4.751984851,5.030754123,4.998625117,4.685367309,5.006657368,4.556851285,4.706436042,4.843082468,4.797533659
"SMYD1",4.602685747,4.395827394,4.637162139,4.493495396,4.461543505,4.741122552,4.397639723,4.749110525,4.648654269,4.637162139,4.602685747
"THNSL2",4.650557657,4.516842319,4.568271295,4.640576336,4.573113214,4.657442116,4.674307897,4.547814543,4.599128681,4.640271862,4.629986067
"TEX37",4.298972021,3.973240048,4.375614839,4.15889219,3.8093257,4.338157057,4.257487867,4.356083544,3.772052653,4.327713078,4.509739769
"RPIA",5.098756603,4.942686886,5.038062824,5.037241569,4.95845541,5.096331189,5.076634649,5.135724268,4.890663648,5.488930894,5.237485239
"TEKT4",3.908729518,3.565025075,3.702506852,3.750750808,3.770731634,3.720779569,3.770731634,3.740760395,3.822803407,3.805618185,3.857173851
"MAL",3.890977264,3.795116416,3.878994658,3.614583213,3.770948141,4.052405011,4.208769939,3.614583213,3.890977264,3.675290355,3.651325143
"ZNF2",4.522396668,4.326845519,4.398890679,4.395077825,4.260197377,4.479378105,4.479378105,4.496238161,4.398890679,4.522396668,4.553273165
"PROM2",4.761755568,4.88942998,4.843002921,4.942576406,5.035512053,4.841896123,4.710237291,4.834151486,4.726935274,4.784969098,4.843002921
"KCNIP3",4.141406757,4.312804966,4.25567223,4.399603899,4.255637222,4.291628892,4.318622644,4.138664297,4.50324742,4.341371334,4.236627985
"FAHD2A",4.59866184,4.480067107,4.381238162,4.461702715,4.43551777,4.48788766,4.601355754,4.531529235,4.519598684,4.470184212,4.499832895
"TRIM43",3.950114072,3.739130388,4.179444164,3.984386752,3.854704307,4.067754038,4.225225578,4.308592864,4.234483386,4.307869015,4.54637231
"CIAO1",4.722859314,4.773079101,4.58224391,4.767988366,4.767988366,4.543603774,4.724837483,4.55223395,4.532024123,4.843386803,4.682683484
"ITPRIPL1",4.516018969,4.04381554,4.544929383,4.261931852,4.067066575,4.447939616,4.341649465,4.412509566,4.390740508,4.342556485,4.304009266
"NCAPH",4.718187459,4.489240631,4.718187459,4.583223263,4.757090622,4.713623782,4.609303367,4.774477358,4.708233249,4.708233249,4.718187459
"ARID5A",4.948851517,4.809353524,4.883752453,5.035724595,4.814693367,4.888370443,4.906789712,4.952837884,5.125548974,4.800053658,4.911652052
"FER1L5",4.621525069,4.59830522,4.702794539,4.631269442,4.607466422,4.766153222,4.631269442,4.805824922,4.691184615,4.702794539,4.714404463
"CNNM4",4.304807154,4.018347999,3.919877664,4.18994553,4.094200256,3.998454982,4.075051201,4.103774783,4.098914636,4.063107242,4.197384971
"CNNM3",4.519253437,4.627932835,4.548893273,4.626559189,4.539165355,4.512947204,4.635298573,4.556644122,4.677332561,4.568653163,4.548893273
"ANKRD36",5.107649634,6.628883803,5.019319908,5.460585096,6.048666453,5.012941078,5.978447783,4.811062403,5.137092876,5.186164946,5.107649634
"COX5B",4.918496336,4.688391374,4.706091756,4.616849375,4.626547931,4.820519049,4.67504071,4.694437822,4.405185266,4.520237748,4.812294046
"ZAP70",4.830229587,4.626163221,4.839947033,4.736506798,4.797801757,4.727750375,4.657698993,4.902878831,4.742772573,4.927404047,4.849664479
"VWA3B",4.688034662,4.420255521,4.678471121,4.635885048,4.474674292,4.67170966,4.626928895,4.716490426,4.745415906,4.66890758,4.66890758
"CNGA3",4.589937022,4.3433564,4.713227333,4.640818424,4.460672187,4.478686811,4.757913478,4.667840359,4.646840242,4.684775722,4.836517644
"INPP4A",4.307001865,4.296183982,4.123097848,4.253158634,4.465939686,4.269526407,4.212239201,4.204055315,4.188005148,4.242094565,4.339455515
"UNC50",4.290798909,4.24713592,4.39995638,4.333059704,4.300341547,4.16128938,4.398496018,4.234905233,4.225304426,4.290798909,4.367209139
"EIF5B",5.26995845,6.057761655,5.258373108,5.391113621,6.330547397,5.04081628,5.669759232,4.849745004,5.281543791,5.246787767,5.293129132
"NMS",5.108090572,4.910202772,5.381364202,5.115703461,5.045858338,5.0807809,4.810131049,5.264124347,5.042127972,5.334248059,5.371940973
"PDCL3",5.028898693,5.124362124,5.148227982,5.319613302,5.061667267,4.850620511,5.046034174,5.07730036,5.112429195,5.219825555,5.040831622
"NPAS2",4.107023494,4.43238362,4.201482886,4.32099519,4.222045259,4.296257707,4.510649225,4.139586982,4.295942277,4.149005446,4.222473862
"RPL31",4.839602323,4.976706064,4.512662632,4.624765243,4.999200522,4.824464059,4.84942641,4.466670347,4.639219932,4.649766373,4.565394841
"CNOT11",4.97265745,5.419636384,4.938274455,5.215223973,5.577540685,4.971054014,5.396382329,4.695378255,4.984118448,4.880969464,4.97265745
"MAP4K4",4.955340619,5.140039739,5.093864959,5.037397717,5.164837032,5.061292588,5.268381475,4.941818231,5.140039739,5.036146484,5.093864959
"IL1R2",4.616585275,4.450000906,4.749852771,4.768173995,4.434811104,4.621819555,4.548642335,4.784435599,4.638796525,4.694324648,4.583268401
"IL1R1",4.843219124,4.843219124,4.668488845,4.76145308,4.823562711,4.637233819,4.752580276,4.788071493,4.668488845,4.697610558,4.77526846
"IL1RL2",4.994975144,4.63287145,4.924566093,4.901198311,4.790152038,4.901198311,4.602227576,5.097664794,4.844098605,4.984916708,5.176026991
"IL18RAP",4.767275181,4.645391644,4.811596467,4.735725821,4.751947338,4.670839754,4.58973217,4.800611888,4.711873573,4.711873573,4.711873573
"SLC9A4",4.507073687,4.235205706,4.311328741,4.453802231,4.17461001,4.289571513,4.453802231,4.273148441,4.32220346,4.311328741,4.387451776
"SLC9A2",4.449482455,4.578676301,4.492547071,4.670897538,4.352783706,4.548546064,4.45882165,4.515919005,4.524845532,4.578676301,4.707870147
"TMEM182",4.99548183,4.823918953,4.856086993,4.83242989,4.83242989,4.882031087,5.047368409,5.006034079,4.96331379,4.96331379,5.027649869
"POU3F3",3.716261239,3.687676529,3.678148293,3.963014065,3.638901567,3.872982815,4.197095313,3.683917191,4.392766036,3.830600078,4.097390702
"MRPS9",4.764459722,4.718011447,4.69478731,4.922689603,4.723688612,4.731648651,4.628168136,4.731648651,4.834132133,4.787683859,4.683175241
"GPR45",3.850825445,3.66816841,3.82342689,3.753411532,3.640934299,3.772157737,3.837769456,3.762784634,3.905622555,3.604238448,3.713832669
"C2orf49",4.415521889,4.53643258,4.244231742,4.474883006,4.046608297,4.363531581,4.449186523,4.38066257,4.284535306,4.234155851,4.032638032
"NCK2",4.484854953,4.617196844,4.371419046,4.593089394,4.58404027,4.47545079,4.665482381,4.439254296,4.626649836,4.617196844,4.711726767
"C2orf40",4.287342777,4.287342777,4.298179239,4.343825023,4.171762927,4.360211889,4.294664424,4.229116959,4.363198009,4.200651084,4.363198009
"RGPD4",5.156071494,5.076731024,4.97472185,5.172418643,5.011669054,4.850919466,5.092043849,4.826807027,4.906715733,4.929384438,5.020059261
"SLC5A7",4.456154743,4.510115218,4.574867788,4.527942479,4.413567741,4.536112103,4.691334962,4.503433606,4.585659883,4.671996643,4.618036168
"SULT1C3",4.521172613,4.292456597,4.967713407,4.456494122,4.259380486,4.522198667,4.719312303,5.031408893,4.499390135,4.542955091,4.608302524
"SULT1C2",4.386827547,4.351789613,4.550337905,4.523844073,4.254230001,4.381107211,4.753809016,4.444545816,4.573696527,4.363468925,4.480262037
"SULT1C4",4.926852372,4.894371922,4.829411023,4.94681334,4.715934023,4.864356441,5.021024549,5.045761618,5.110908255,4.829411023,4.905198739
"GCC2",4.64116696,4.710651388,4.629586222,4.673547079,4.705353618,4.594030733,4.721256887,4.578127463,4.69907065,4.629586222,4.675909174
"LIMS1",4.695593876,4.989225092,4.74295375,4.771188994,4.843638564,4.70779562,4.861750956,4.671570835,4.74295375,4.790313623,4.705065851
"RANBP2",4.856465163,4.982092372,4.628052055,4.927516673,4.983655773,4.759099374,4.887417316,4.470384004,4.833623852,4.707996643,4.76509992
"CCDC138",4.41769246,4.156347101,4.352356121,4.46308828,4.144844047,4.208492894,4.27214174,4.226678278,4.175014627,4.193682153,4.576366428
"SH3RF3",5.032647803,4.883739213,4.883739213,4.919077617,4.919077617,4.977272745,4.993899925,4.752805821,4.841193901,4.936920852,4.809284918
"SOWAHC",4.207847606,4.337600664,4.078094549,4.130934904,4.194171339,4.281121436,4.407594305,3.949130155,4.196051874,4.184256141,4.172460409
"RGPD6",4.958858618,5.172070064,4.756868827,5.104624703,5.047989352,4.7648126,5.13698776,4.700086485,4.970080273,4.936415308,4.891528688
"ACOXL",4.562220027,4.444634254,4.538702872,4.45147827,4.696837524,4.459393085,4.467307899,4.483137529,4.456392831,4.562220027,4.526944295
"BCL2L11",5.04881856,5.405591845,5.095762413,5.118219419,5.26246938,5.235422512,5.271485002,4.964953835,5.208427661,4.973708394,4.936153312
"MERTK",4.549831536,4.88721384,4.662292304,4.587246836,4.770180917,4.59639354,4.669567172,4.495779796,4.59669019,4.484229422,4.549831536
"TMEM87B",5.044022724,4.855853969,4.991753625,5.074788673,4.873492131,4.865104775,4.865104775,4.839942707,4.81403869,4.929030707,4.908123067
