"GENE_SYMBOL","GSM3036125","GSM3036126","GSM3036127","GSM3036128","GSM3036129","GSM3036130","GSM3036131","GSM3036132","GSM3036133","GSM3036134","GSM3036135"
"OR4F5",3.991639464,4.060425745,4.591062777,4.291371133,3.913483239,4.449556764,3.887118967,4.423192492,3.883546735,4.581236166,4.109558804
"OR4F29",4.692976884,5.373977012,5.342546237,5.139046969,5.172058616,5.493922171,5.155552792,6.030361431,5.373977012,4.97585386,5.573038588
"SAMD11",4.737944031,4.708582617,4.777092583,4.760556546,4.7168178,4.725565549,4.725565549,4.874277285,4.728156893,4.845602548,4.894538238
"KLHL17",3.884336268,3.931455777,3.9196759,3.968553526,3.97636501,3.906061648,4.070102826,3.890438679,3.955015531,3.955015531,3.978575285
"PLEKHN1",4.739277934,4.787459862,4.797096248,4.805705517,4.894968736,4.921747701,4.778926552,4.752147587,4.83564179,4.806732633,4.999460346
"ISG15",3.954035028,4.114600737,4.137538695,4.499183241,4.297632084,4.072825024,3.723986483,4.072825024,3.965504007,3.91962809,3.713186464
"AGRN",4.458116367,4.47048939,4.359132182,4.396367987,4.820839822,4.357779639,4.496697694,4.242014593,4.420997297,4.433370321,4.359132182
"TTLL10",4.210136187,4.251093612,4.31252975,4.327220612,4.259439976,4.250967396,4.352638351,4.267912555,4.322769107,4.271572325,4.302290394
"B3GALT6",3.251348931,3.471761566,3.301442712,3.474258287,3.456958414,3.431008604,3.301259556,3.154210634,3.441705298,3.471761566,3.131123858
"SCNN1D",4.415984343,4.405904774,4.46638219,4.417087766,4.400251774,4.45075975,4.400251774,4.551775702,4.486541329,4.335347788,4.345427357
"PUSL1",4.202600199,4.150290262,4.139828275,4.171113597,4.18768539,4.179399494,4.071682837,4.229114874,4.097980326,4.192138211,4.077056351
"TAS1R3",4.101454016,3.972990734,3.809492012,3.88633438,3.981385853,3.981385853,4.290303142,3.783361951,3.937955294,3.902919853,4.008026175
"TMEM88B",3.841041296,3.969476663,3.801522721,4.030164434,3.828933476,3.863930164,3.933923541,3.89017768,4.018874881,3.85092094,3.939837732
"VWA1",4.059697833,4.059697833,4.082757448,4.105969989,4.082126904,3.954963783,4.280819281,3.978806868,3.909810335,4.082757448,4.117346871
"ATAD3C",4.342689787,4.052692607,4.008753641,4.187140146,4.139154855,4.081572504,4.033587213,4.100766621,4.114207161,4.140570541,4.27238744
"ATAD3B",4.509164099,4.485237729,4.521127284,4.535173439,4.582149314,4.433392375,4.543002751,4.464709626,4.557016838,4.521127284,4.545053653
"ATAD3A",4.439867704,4.273155527,4.155476343,4.262839564,4.2885643,4.031316941,4.168515532,4.11706606,4.135863146,4.233929132,4.175089541
"MIB2",4.856490908,4.965363498,4.976250757,4.93768346,5.003373638,4.921260915,5.060852544,4.871993282,4.965363498,5.019799794,4.921814462
"MMP23B",3.982927328,3.890017045,3.843561903,3.96374341,3.924394049,4.160490212,3.869304944,3.908654305,3.971313543,3.890017045,3.982927328
"CALML6",6.017309608,5.21856959,5.655214133,5.492585814,5.26269488,5.574689719,5.229853318,6.050892367,5.644564266,5.80431227,5.570015198
"GABRD",3.959082934,4.113396142,4.016950387,4.066701447,4.146531275,4.217491122,4.252971046,4.040091505,4.190552746,4.190552746,4.238775624
"PRKCZ",4.766532626,4.747234943,4.891967565,4.759212367,4.865030875,4.723939532,4.812121621,4.838576248,4.776181467,4.853372199,4.901616406
"SKI",4.729380725,4.881603906,4.729380725,4.695722922,4.789892356,4.575870916,4.789892356,4.567310058,4.658343241,4.668491453,4.55686112
"RER1",4.696544007,4.719857358,4.731514034,4.709294077,4.8681451,4.637811117,4.701351526,4.478960094,4.545007219,4.754827386,4.684887331
"PLCH2",4.19525889,4.228589565,4.15081799,4.23742728,4.23742728,4.166094893,4.118539969,4.166094893,4.228589565,4.228589565,4.23969979
"TNFRSF14",4.576081673,4.848028471,4.88986644,4.750597197,5.01864496,4.683585257,4.742220705,4.691961749,4.785271518,4.732974056,4.638838626
"FAM213B",5.102107118,4.939068057,5.14046925,4.903769795,5.09393321,4.825975671,5.09393321,5.076645627,4.910296458,5.14046925,5.293917778
"ACTRT2",4.545416393,4.443425175,4.545416393,4.574110384,4.454122221,4.606107228,4.678100126,4.606107228,4.525018149,4.596412002,4.412827809
"PRDM16",5.094513386,4.830002979,4.905577381,4.851753552,4.878387745,4.967168387,5.073705157,4.984924515,5.018938984,5.066172986,5.103960187
"ARHGEF16",4.310098724,4.230497919,4.379749428,4.329994489,4.21959656,4.279041598,4.406423824,4.32150234,4.359849227,4.39964963,4.419549831
"TPRG1L",4.97698965,5.435004278,5.129661193,5.009349392,5.690327052,4.953920978,5.254818083,5.001431047,5.141405158,5.282332736,5.211868947
"TP73",4.406127982,4.425450807,4.444773632,4.510807558,4.404671592,4.555030877,4.440050247,4.404671592,4.580033408,4.454435045,4.338498094
"CCDC27",4.284835443,4.129844676,4.284835443,4.185412802,4.194770508,4.185412802,4.353851515,4.288347571,4.230132819,4.166313091,4.48541173
"SMIM1",4.803315341,4.687651339,5.034643344,4.740330373,5.284495413,4.834967771,5.032129018,4.834967771,4.884280142,4.918979342,4.907412942
"DFFB",4.804202799,5.363509435,5.215768059,5.142171979,5.317296232,5.158850479,5.367331732,4.708530973,5.247426926,4.909732353,4.973050085
"AJAP1",4.104205061,3.903318498,3.96675636,3.979070826,3.912488319,3.970748012,4.137204278,3.937456759,4.051340176,4.051340176,3.96675636
"KCNAB2",4.324999443,4.380893501,4.414429936,4.362447114,4.507919349,4.338201741,4.402856068,4.354365323,4.324999443,4.425608747,4.414429936
"RNF207",4.559493367,4.353872355,4.530118937,4.534060826,4.516778716,4.387162887,4.404444998,4.542701882,4.52032746,4.559493367,4.569284844
"HES3",3.741714512,3.866822957,3.753088007,3.801865841,3.801865841,3.986420214,3.761745325,3.785817634,3.844075967,3.866822957,3.821328977
"ESPN",4.302676711,4.231161778,4.240101145,4.312090904,4.312090904,4.283318649,4.244955642,4.264137145,4.374191644,4.311616078,4.222222412
"TAS1R1",4.020407493,3.97383256,3.962188827,3.969912066,3.977689894,4.08657948,4.016579032,4.02435686,3.985476293,4.00876376,4.00876376
"ZBTB48",4.607990323,4.44310319,4.646787295,4.564185104,4.644083469,4.564185104,4.519797124,4.706226642,4.56919335,4.59829108,4.704982753
"PHF13",4.499999469,4.53442545,4.568851431,4.388253185,4.737962785,4.459784694,4.650535385,4.229294276,4.431147508,4.293443586,4.304918913
"THAP3",4.291111916,4.454492222,4.490798957,4.436453258,4.474186974,4.408152971,4.332685539,4.398719542,4.291111916,4.427262171,4.47264559
"CAMTA1",4.547695497,4.57096044,4.640755269,4.624759327,4.680397141,4.5134837,4.553224996,4.5134837,4.559327968,4.524430554,4.582592911
"VAMP3",4.716369808,5.043148119,4.411376718,4.465419869,5.217542333,4.60439902,5.004985985,4.25286352,4.836188522,4.313343225,4.367806276
"PER3",4.380384809,4.28440458,4.293130056,4.285899009,4.325334207,4.285899009,4.315475407,4.345051806,4.205875303,4.249502679,4.41528671
"PARK7",5.249375613,5.109342038,4.782597031,4.871746412,5.51364465,4.808349055,5.267979892,4.586458306,4.759258102,4.840944353,4.980977928
"SLC45A1",4.528051294,4.316444643,4.383774032,4.45423367,4.365537938,4.330059646,4.551798974,4.347798792,4.335681612,4.499195842,4.585762199
"CA6",4.356067983,4.115808958,4.396111153,4.442046529,4.199811888,4.329580446,4.294975497,4.424744055,4.356067983,4.34605719,4.366078775
"H6PD",4.878555885,4.672399948,4.794219365,4.89133414,4.774261019,4.693210396,4.765255394,4.837300391,4.80359009,4.859814436,4.972263129
"SPSB1",4.186631047,4.197061976,4.165769187,4.099558212,4.293439342,4.158565512,4.226002427,4.133276669,4.124045467,4.311802206,4.124045467
"SLC25A33",4.553886509,4.666865711,4.348469777,4.790844282,4.604021538,4.383231022,4.502118223,4.417198794,4.481990653,4.564157346,4.800386587
"TMEM201",4.065054052,4.021146666,4.087007745,4.208813844,4.033461847,4.328372023,4.065344028,3.945785849,4.185799364,3.87844766,3.977239279
"PIK3CD",4.785463458,4.795276696,4.863969362,4.859306067,4.824341318,4.806858944,4.754411822,4.728188261,4.805089934,4.716770792,4.706957554
"NMNAT1",5.501283436,5.880878723,5.51182775,6.042108329,5.814587094,5.617402024,6.026940247,5.496057365,5.490739123,5.480194809,5.406384614
"RBP7",5.359676762,6.177363969,5.970695774,5.845623935,5.836117884,5.874142087,5.836117884,5.275260884,6.096493806,5.072138403,5.260835451
"UBE4B",4.477964144,4.512933428,4.477964144,4.503837356,4.630412287,4.503837356,4.590857621,4.29024216,4.582871996,4.408025576,4.396369148
"KIF1B",4.49581164,4.43589714,4.415925639,4.45201047,4.477844348,4.434787885,4.503678225,4.434787885,4.45586864,4.425911389,4.47584014
"PGD",4.931316639,4.805193663,4.625017982,4.830243758,4.697141181,4.630589893,4.706648508,4.621082566,4.498895006,4.616009198,4.643035551
"APITD1-CORT",4.556642193,4.428397841,4.370104953,4.705037917,4.451072105,4.514563558,4.4748814,4.332025631,4.544983615,4.475032151,4.510007883
"PEX14",4.254731487,4.430986004,4.420618092,4.361643347,4.496775467,4.412317892,4.361643347,4.302523045,4.410250179,4.389514353,4.348042702
"TARDBP",5.175929206,5.396374415,5.065706602,5.262186181,5.41692276,5.026009297,5.262186181,5.066729449,5.153884685,5.175929206,5.109795644
"ANGPTL7",4.630566912,4.456083946,4.456083946,4.505557845,4.525129142,4.505557845,4.564271737,4.554486088,4.552049577,4.595670319,4.604394467
"UBIAD1",4.562414669,4.760851503,4.585760179,4.727643675,4.576762338,4.402057631,4.799113782,4.425881,4.480705385,4.597432934,4.550741915
"PTCHD2",3.973848739,3.822865019,3.920560367,3.8833472,3.912071892,3.950371481,3.940796584,3.912071892,3.867271996,3.947204553,3.902797577
"FBXO44",5.069750106,4.946704347,5.164400689,5.123455464,5.024170082,5.195663015,5.069299801,5.141507352,5.192795864,5.079215164,5.107610339
"FBXO6",4.451644974,4.609082447,4.640569941,4.599352272,4.82112818,4.480543749,4.662716817,4.567669999,4.577594952,4.399165816,4.462140806
"DRAXIN",3.837294109,3.895214384,3.675117341,3.903445369,3.713868066,3.935041586,4.100921726,3.761262392,3.883630329,3.848878164,3.883630329
"AGTRAP",3.936586623,4.233245567,4.079801285,4.076638274,4.263693869,3.957602895,4.017120584,3.940597841,3.967275479,4.028653191,3.885438529
"CLCN6",4.797438646,4.730661148,4.830827395,4.772284196,4.747928309,4.902182261,4.691097906,4.707335164,4.752920314,4.663883651,4.764049897
"PLOD1",4.718585915,4.740998668,4.640141282,4.800516185,4.86338429,4.71407254,4.698355514,4.596194844,4.606522154,4.61772853,4.740998668
"MFN2",5.033032819,5.239289846,5.081563884,5.10293326,5.493024157,4.993707809,5.219960529,4.79866236,5.166493248,5.020900052,5.008767286
"MIIP",4.145744544,4.126309935,4.13602724,4.143798589,4.135074428,4.082729462,4.169971072,4.213591877,4.145744544,4.2623522,4.213765677
"TNFRSF8",4.445604383,4.570812507,4.536664837,4.475537479,4.60382536,4.531663427,4.411393539,4.475537479,4.52528228,4.502517166,4.479752053
"TNFRSF1B",4.207284865,4.401565557,4.319763161,4.334450133,4.325913774,4.266159259,4.368595571,4.121041151,4.166383667,4.381114958,4.268636663
"VPS13D",4.67965748,4.701930414,4.557156342,4.672714585,4.761720243,4.591800351,4.729354549,4.527068963,4.668521013,4.690793947,4.75761275
"AADACL4",4.189470659,4.028726953,4.457376837,3.949857977,3.958134017,4.007790255,4.413316204,4.305727687,4.221619401,3.96442947,4.103740683
"AADACL3",4.121969397,3.646907784,4.045959539,4.299379579,3.884251299,4.091815439,4.073766383,3.956447521,4.216981719,4.036458307,4.169475558
"C1orf158",4.549850391,4.33245115,4.767249631,4.649797273,4.311938803,4.675136659,4.700476044,4.666690197,4.539498046,4.684430873,4.549850391
"PRAMEF12",4.908657744,4.829554385,4.580943825,4.951188287,4.789966341,4.685172077,5.515465096,4.757721952,5.168568784,5.134667344,4.919958224
"PRAMEF1",3.804667332,3.620210411,3.814375591,3.74398561,3.620319129,3.841152131,3.929485331,3.858818771,4.057082067,3.853208627,3.82408385
"PRAMEF2",4.229545511,3.854931097,4.028532899,4.295060705,4.004479426,4.135709681,4.032600195,4.295060705,4.540201367,4.138176142,4.147313079
"PRAMEF8",4.328665611,4.309348221,4.908187308,4.361474109,4.334819304,4.503633072,4.299279563,4.752411256,4.434911256,4.5411569,4.405935171
"PRAMEF5",4.635199364,4.107414263,4.796218547,4.209983798,4.312689299,4.350036754,4.424731664,4.779532486,4.402616099,5.189820995,4.375779569
"PRAMEF9",4.152847974,3.895086537,4.677576616,4.408803348,3.911843755,4.491629947,4.003873309,4.436412215,4.475049772,4.962955351,4.069996084
"PRAMEF17",4.844781462,5.173001467,5.127415355,4.958945993,5.154785538,4.893666144,5.12680846,4.828386296,5.41916647,4.853898685,4.872133129
"PRAMEF20",4.19063522,3.976445907,4.235727707,4.191872584,3.847805218,4.127860051,4.279889817,4.263886684,4.111723368,3.965172786,4.05535776
"PDPN",4.459109654,4.380875755,4.559696094,4.385529405,4.732874986,4.39360721,4.409762818,4.498618664,4.492638467,4.537343552,4.302641857
"PRDM2",4.729595574,4.593715173,4.666881543,4.655606257,4.83975913,4.705829768,4.613753331,4.756053278,4.625072189,4.729595574,4.802761944
"KAZN",4.637327049,4.557747704,4.6284849,4.611554936,4.611554936,4.640695514,4.640695514,4.611554936,4.6284849,4.672695647,4.61964275
"TMEM51",4.192464571,4.461899333,3.942987939,4.375563317,4.168277532,4.125092994,4.263283517,3.883259578,4.042778592,4.052757657,3.9829042
"FHAD1",4.780431191,4.606978651,4.790067443,4.839949211,4.655724768,4.760995878,4.673269953,4.787313656,4.857521208,4.818976199,4.838248704
"EFHD2",5.546931573,5.786434875,5.525158545,5.47290515,5.826366784,5.489345226,5.629085872,5.51400534,5.470725977,5.536045059,5.623137169
"CTRC",4.30382244,4.346484265,4.431807917,4.48922407,4.339622007,4.564025102,4.322999556,4.680382262,4.591789763,4.591789763,4.527797025
"DNAJC16",4.803052495,4.662625626,4.877946826,4.749671813,4.804604164,4.8778473,4.813759556,4.731361029,4.756243539,4.784328913,4.877946826
"RSC1A1",4.682768472,4.694906916,4.755599133,4.737883862,5.000424479,4.683831383,4.761049211,4.714718514,4.755599133,4.74346069,4.792014464
"PLEKHM2",4.030062145,3.983185825,3.912871346,4.04357959,4.130775455,3.91674924,4.04357959,3.885041653,4.053500305,4.018343065,4.041781225
"SLC25A34",4.540607926,4.430899925,4.54975026,4.610205917,4.488527631,4.563406577,4.507247368,4.507247368,4.558892593,4.440042258,4.650315928
"TMEM82",4.619927906,4.290591932,4.520129126,4.327151636,4.327151636,4.55975122,4.594210418,4.542521621,4.3504712,4.490189492,4.290591932
"FBLIM1",4.854766253,4.703948093,4.833220802,4.704450116,4.778786078,4.844862488,4.79530518,4.968755757,4.779357173,4.897857156,4.908629882
"SPEN",4.160115799,4.307418482,3.970726635,4.166728624,4.217039823,4.091261826,4.292506621,3.965483829,4.139072559,4.181159039,4.128550938
"C1orf64",4.03885279,3.652724462,4.060917266,3.962239499,3.742714428,4.09232843,3.685800521,4.393159084,4.24846531,4.149175169,4.049885028
"SZRD1",5.192193053,5.148220391,5.093254563,5.026218833,5.34050157,5.147096809,5.251857721,5.163213872,5.258152047,5.12623406,5.016302404
"NECAP2",4.710650661,4.993062663,4.699354181,4.681079371,5.155993459,4.785721458,4.866215372,4.512042154,4.902690822,4.575092901,4.721947141
"CROCC",4.88983725,4.816223497,4.917442407,4.835139005,4.878633175,4.68725883,4.904729676,4.948223845,4.871433812,5.101476789,5.119880227
"PADI1",4.572896509,4.465265458,4.707435324,4.565267488,4.473335573,4.546881105,4.473335573,4.602040254,4.671558307,4.510111729,4.572896509
"PADI3",4.604856366,4.836051974,4.662655268,4.952651644,4.617838745,4.665669159,4.530149652,4.609867009,4.593296586,4.604856366,4.674215049
"PADI4",4.438850356,4.465437172,4.562922165,4.460461548,4.47971636,4.508598578,4.460461548,4.537480796,4.562922165,4.41226354,4.403401268
"PADI6",4.570938506,4.458402703,4.664718341,4.686683292,4.614146491,4.713884592,4.568810991,4.577878091,4.692852292,4.589694473,4.674096325
"ARHGEF10L",4.637678497,4.712686957,4.7033109,4.720245135,4.747388963,4.693101306,4.747388963,4.665957477,4.66580667,4.7033109,4.77831936
"ACTL8",3.513901753,3.335368921,3.580851565,3.579981426,3.515129768,3.604300798,3.296255421,3.296255421,3.458110243,3.313052317,3.458110243
"IGSF21",4.572541284,4.563587242,4.688943829,4.639536626,4.658377646,4.667798156,4.545331525,4.554752035,4.653127661,4.841162542,4.581495326
"KLHDC7A",4.604890247,4.462340492,4.645618749,4.701137516,4.615711668,4.837818873,4.513200651,4.675509762,4.716893627,4.645618749,4.808532755
"PAX7",4.336048514,4.346181515,4.356314515,4.402289661,4.316780463,4.479247938,4.265474945,4.445044259,4.528575522,4.275250512,4.315782514
"MRTO4",4.815999987,4.976038107,4.926026194,5.009299645,4.862269187,5.043895046,4.948757691,4.862269187,4.956033342,5.056057167,5.036052402
"PQLC2",4.937191564,5.004162867,4.870220262,4.837835241,5.056067567,4.724677738,5.10456364,4.894413992,4.736277658,4.993000983,4.814410844
"HTR6",3.753004188,3.43866095,3.558851012,3.506080453,3.624698149,3.752440283,3.679444778,3.588200396,3.72526802,3.568096401,3.44790634
"OTUD3",4.902625758,4.673910483,5.052170361,4.785167138,4.919141349,4.995698041,4.880863003,4.900002176,5.04337362,5.140137774,4.937812723
"PLA2G5",4.874463522,4.909723952,5.094841207,5.043013353,4.966428798,4.93770959,4.956855728,4.92813652,4.971429704,5.05076567,5.103656315
"PLA2G2F",4.475786249,4.27373781,4.305640195,4.476051265,4.600895606,4.226362582,4.351206924,4.259654407,4.220567168,4.358810837,4.560859276
"UBXN10",4.800994032,4.4069708,4.864889691,4.76170331,4.794976798,4.661882844,5.235850521,4.603654239,4.747747649,4.99268101,4.918136074
"VWA5B1",4.562708908,4.359776028,4.504728085,4.521591155,4.433936039,4.565418712,4.451467062,4.556653201,4.446747262,4.475737674,4.514391556
"FAM43B",5.317769421,5.103588085,5.058497277,5.269619768,5.043672126,5.237341533,4.89842007,5.124367712,5.092315383,5.058497277,5.114860787
"CDA",4.045092539,4.338655613,4.205217852,4.123574851,4.161467501,4.142521176,4.265672289,4.114101689,4.338655613,4.134051046,4.160738598
"PINK1",4.70125705,4.70125705,4.569804403,4.481306825,4.693459937,4.536309484,4.921328095,4.481306825,4.557854163,4.557854163,4.725157531
"NBPF3",5.276436618,5.552773038,5.469872112,5.395861804,5.4328844,5.358839208,5.516185241,5.386606155,5.3961824,5.460660898,5.460660898
"ALPL",4.719400759,4.656243723,4.719400759,4.648777324,4.690258902,4.731740479,4.698555217,4.781518372,4.656243723,4.750979278,4.656243723
"LDLRAD2",4.734303528,4.709787775,4.771077158,4.714292259,4.714292259,5.017208645,4.721865169,4.805167175,4.697529899,4.722045652,4.734303528
"CDC42",5.016431249,5.964176755,5.294573952,5.680208535,6.040203231,5.236494141,5.604860808,4.960219142,5.583018236,5.08854232,5.026732831
"ZBTB40",4.36927325,4.36927325,4.29723495,4.322346397,4.618984438,4.353571454,4.447246625,4.220864962,4.309241333,4.345260483,4.465324317
"EPHA8",4.267982059,4.201376938,4.115741781,4.174313084,4.281345815,4.129716113,4.263507026,4.201071267,4.210891955,4.277497077,4.344102198
"C1QA",4.105255801,4.310453215,4.30068191,4.191537143,4.411094964,4.261795646,4.358401087,4.200319456,4.339767131,4.398394964,4.40816627
"C1QC",6.045535669,6.252424827,6.130725322,6.564265324,6.479178396,6.084684458,6.788585407,5.798482973,6.215914976,6.374124332,6.349784431
"C1QB",4.699132307,4.497474348,4.497474348,4.569164628,4.761014101,4.594188472,4.452386688,4.510775658,4.635450846,4.656678,4.476247195
"EPHB2",4.191183328,4.156504521,4.087146906,4.166676504,4.158814358,4.253160116,4.213849384,4.033020013,4.156504521,4.075587303,4.133385316
"KDM1A",5.107659056,5.624633113,5.23690257,5.35030927,5.966002517,5.018782138,5.334522264,4.892486087,5.025413183,5.201654339,5.23690257
"MDS2",5.064285516,5.224150666,5.205343001,5.187178545,5.114693286,5.277785118,5.096571972,5.105632629,5.24295833,5.036074019,5.017266354
"RPL11",6.017762957,6.830076502,5.530374831,5.827357047,6.680806281,5.778119591,6.680806281,5.154445152,5.746991776,5.519543983,5.617021609
"TCEB3",4.390741662,4.137063178,4.100823394,4.229755859,4.220346565,4.098025744,4.229755859,4.267393035,4.182362907,4.318262095,4.254842474
"PITHD1",5.035401847,5.17857415,5.219480522,5.033265519,5.304901089,5.14361747,5.194549139,5.14361747,5.219480522,5.321746453,5.168347557
"LYPLA2",4.409463376,4.755029278,4.514180316,4.502758238,4.862824186,4.469263731,4.502758238,4.444142851,4.62936895,4.451350152,4.346633212
"PNRC2",5.573459332,6.17912598,5.704093314,5.809504254,6.687145644,5.237470134,6.154291943,5.206125798,5.704093314,5.466576982,5.383446266
"GRHL3",4.656966531,4.669184052,4.522573793,4.984849294,4.471468196,4.75149425,4.455911193,4.557031713,4.705836617,4.571443879,4.571443879
"NIPAL3",4.280365812,4.496794884,4.371493842,4.483628459,4.563080617,4.316778927,4.388285869,4.205545905,4.325929827,4.268974808,4.325929827
"RCAN3",4.734086493,4.6051135,4.628563135,4.48008796,4.551123932,4.874732252,4.89841091,4.559016818,4.452690872,4.687187223,4.687187223
"NCMAP",5.675826953,5.393758067,5.795163789,5.268660678,5.606351286,5.614587642,5.812260194,5.66400578,5.43715328,5.66497815,5.56733892
"SRRM1",5.329647537,5.574663348,5.363058784,5.606774605,5.749680613,5.297144922,5.47180782,5.193935028,5.418744195,5.129180055,5.307373372
"CLIC4",5.260714719,6.175146672,5.207550071,5.766338973,5.692438588,5.90592859,6.086573977,4.928801271,5.590335539,5.398942805,5.345778156
"RHD",4.647321855,4.362967564,4.570764931,4.599548037,4.542505293,4.681037671,4.860314866,4.420270842,4.548891524,4.712942076,4.625448448
"TMEM50A",6.08343067,6.287240327,5.461274874,5.989357448,6.327715265,5.494199667,6.104894264,5.15584185,5.482728522,5.568543114,5.364733457
"TMEM57",4.530826767,4.90631524,4.681022156,5.066682045,5.050339619,4.682635049,4.813374452,4.609094135,4.64883743,4.895586998,4.90631524
"LDLRAP1",4.965204291,4.965204291,4.977441225,4.978841567,4.986612354,4.939987632,5.142028095,4.776801104,4.952967358,4.867308821,4.952967358
"MAN1C1",4.691399084,4.703622536,4.935868138,4.832081337,5.50181082,4.645180086,4.691905399,4.575092117,4.862527422,4.984761949,4.801410158
"EXTL1",4.269280648,4.095152769,4.246063598,4.165242566,4.189046468,4.569908892,4.149373298,4.403281581,4.269280648,4.280889173,4.408582951
"PDIK1L",4.449062547,4.045503627,4.208644467,4.356583539,4.307543015,4.25850249,4.170229547,4.268310595,4.311680787,4.466235267,4.732412427
"FAM110D",3.915294417,4.371467253,4.298894302,4.447938474,4.182083732,4.647329531,4.15715985,4.248547418,4.350732125,4.133013271,4.371467253
"ZNF593",4.044859421,3.952991014,4.249011439,4.039598538,4.073643447,4.014064856,4.141733266,4.371536403,4.26942664,4.157143031,4.300049443
"CNKSR1",5.020818457,5.130195911,5.139310699,5.108830571,5.136753352,5.080907791,5.05298501,5.127445759,5.075507184,5.020818457,5.130195911
"CATSPER4",4.38307833,4.445371078,4.611485073,4.557708818,4.43103884,4.684378795,4.405704845,4.768825447,4.663395696,4.694542071,4.736070569
"CEP85",4.674744827,4.573393667,4.610248634,4.61436175,4.732695731,4.632566978,4.668977434,4.541540839,4.822164695,4.619462376,4.785309728
"SH3BGRL3",4.674493422,4.818991039,4.630032617,4.733491936,5.033857147,4.855261616,4.765963851,4.603604277,4.907912649,4.763415032,4.874567046
"CD52",4.89064405,5.214447858,4.902208471,4.961442088,5.56410822,4.797078598,5.251034905,4.773598099,4.670920037,4.983159424,4.879079628
"LIN28A",4.200443554,4.262639863,4.369262106,4.239353025,4.28747,4.297093395,4.34521037,4.24897642,4.440343602,4.280410237,4.235984302
"DHDDS",4.887937936,4.989720719,4.971214758,4.959928003,5.004478088,5.004478088,4.844097782,4.870827833,4.924949857,5.02673264,5.174780324
"HMGN2",6.789873266,7.028334609,5.972291521,6.578128589,7.441141708,6.106667718,7.081552909,5.411462706,6.301595279,5.938225615,5.8587385
"RPS6KA1",4.799196087,4.809930485,4.852868076,4.795651248,4.90249683,4.828526812,4.836745703,4.886059048,4.83139928,4.83139928,4.895805667
"ARID1A",4.771480901,4.928731601,4.83196194,4.775987061,5.142909487,4.890650319,5.150553705,4.646035369,4.807769524,4.723096071,4.83196194
"PIGV",4.365722557,4.173026046,4.319842435,4.276433285,4.184596671,4.202963994,4.313167931,4.285616947,4.319842435,4.18220207,4.338194484
"ZDHHC18",4.892346546,4.892346546,4.98596465,4.786199441,5.215259903,4.895414831,4.887613732,4.989028023,4.950857861,4.763621653,4.845537494
"SFN",6.242051785,6.52646916,5.519157624,7.159467473,6.798163178,5.557161469,5.847775793,4.952369497,5.791724274,5.554709795,5.613963415
"NUDC",4.801628958,5.02657633,5.01635145,4.932684847,5.102565344,4.79678045,4.890214723,4.881720698,4.822078719,5.006126569,5.02657633
"TRNP1",4.78334084,4.526304474,4.615278601,4.769126067,4.63789857,4.865359565,4.804120066,4.559162072,4.88220098,4.704252727,4.842656924
"WDTC1",4.466000699,4.643311915,4.421672895,4.509846796,4.728597403,4.493643047,4.671884283,4.404522429,4.488164601,4.643311915,4.521410454
"TMEM222",5.142977992,5.178808152,5.178808152,5.125265892,5.125265892,5.088299486,5.088299486,5.152990696,5.142977992,5.05340259,5.142977992
"SYTL1",4.763385096,4.644127736,4.803137549,4.713341725,4.817708865,4.695947202,4.652460894,4.79161708,4.673942076,4.753446982,4.832951889
"GPR3",3.846059649,4.190987222,3.762440844,4.328898768,4.445251831,4.121125442,3.946595848,3.772066254,4.400034236,3.940130806,3.961035507
"FAM76A",4.641313058,5.249192184,4.819484526,4.902835237,5.05103911,4.935769431,5.306279113,4.50762491,4.8299652,4.704197105,4.557467661
"STX12",4.893624456,5.353828452,5.043690976,5.133431213,5.159391232,5.116124534,5.185351251,4.71807091,4.873615586,4.843602282,5.173748627
"PPP1R8",4.534538997,4.449956596,4.513393397,4.597475524,4.694689741,4.605576709,4.548868416,4.378743537,4.386519796,4.439383796,4.650839799
"THEMIS2",4.714746008,4.986560921,4.877834956,4.849388678,4.751245498,5.070210833,4.767602694,4.914817464,4.812599377,4.877834956,4.758236394
"SMPDL3B",5.142757761,4.844079453,5.10655433,4.932806705,4.831524944,5.024881033,4.978843869,4.932806705,4.97984232,4.970791463,4.916486316
"XKR8",3.996104765,4.130214741,3.965156309,3.974512243,4.008449989,3.974512243,4.144200974,3.872699005,4.016737069,3.954840157,3.851678637
"ATPIF1",5.560251584,4.999866295,5.157167429,5.096056187,5.333152805,4.894084993,5.359496874,5.139962968,4.990034974,5.127673466,5.05885422
"SESN2",4.249596155,4.458245301,4.269467502,4.216919908,4.40811434,4.32120778,4.36466106,4.199538596,4.160175092,4.279403176,4.289338849
"MED18",4.990720682,4.97236473,5.146746271,4.98803341,5.006615286,5.015906225,4.98803341,4.755759951,5.100856392,5.027432585,4.660313554
"PHACTR4",5.860039972,6.398762012,5.677422331,5.987957277,6.135995355,5.886181099,5.8399192,5.553095424,5.677422331,5.49480469,5.503935572
"RCC1",5.046311136,4.973125183,5.025400863,4.976751475,5.059664501,4.985042778,5.043081896,4.99333408,5.014945727,5.035856,5.067221408
"TRNAU1AP",5.159018011,5.102449315,5.300439752,5.181010825,5.155365705,5.03568848,5.223752691,5.104075466,5.159018011,5.215586707,5.309867868
"RAB42",4.866620532,4.856572533,4.846524534,4.887959009,4.879381618,4.819339878,4.973732923,4.733565964,4.776188543,4.936956523,5.03743651
