"GENE_SYMBOL","GSM7744827--R002","GSM7744829--R008","GSM7744830--R009","GSM7744832--R010","GSM7744833--R012","GSM7744834--R013","GSM7744836--R014","GSM7744837--R015","GSM7744838--R016","GSM7744839--R017","GSM7744841--R018","GSM7744842--R019","GSM7744843--R020","GSM7744844--R021","GSM7744845--R022"
"SPATA6",283,608,564,387,781,681,1160,382,291,1222,2191,1001,742,83,4788
"SPATA6L",135,25,72,138,64,73,38,19,132,76,330,86,176,7,82
"SPATA7",839,607,944,455,1261,783,977,453,1145,885,1182,1100,693,43,1097
"SPATA8",0,0,0,0,0,0,6,91,0,0,0,0,1,0,0
"SPATA9",14,87,14,39,306,3,172,17,13,34,14,47,153,4,27
"SPATC1",0,100,21,1,2,27,20,6,1,2,11,0,22,0,4
"SPATC1L",2884,757,1705,921,45,980,864,566,1298,2369,5298,547,856,822,7096
"SPATS1",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
"SPATS2",3196,2250,2888,4860,1067,3272,1514,3653,6098,2957,8827,5322,5154,1617,3479
"SPATS2L",17416,25184,22805,11865,8960,14877,10316,11211,6766,19021,6484,11810,19659,1595,10406
"SPC24",1622,733,659,1477,93,323,248,388,825,1256,1047,1134,254,25,905
"SPC25",2035,2124,941,1477,129,428,397,813,1272,1245,1860,1741,729,583,4188
"SPCS1",10986,9961,18812,25275,10102,10266,10922,18880,27113,16906,13664,22683,18723,6563,22301
"SPCS2",9689,11384,15154,67702,9495,12449,11581,18088,24782,27121,12913,28106,26545,5298,18865
"SPCS3",10873,6503,8673,7692,6401,7992,6505,9272,12696,12507,5828,9067,29232,4226,12140
"SPDEF",352,3377,996,33288,13,469,8654,554,2541,17366,3116,2346,11596,24,10398
"SPDL1",1820,1146,2507,2518,866,1857,893,4342,5910,994,1994,5010,838,398,2175
"SPDYA",37,52,36,20,8,54,32,27,16,27,220,131,25,86,94
"SPDYC",11,17,29,498,12,16,688,0,1,215,2644,10,3,7,39
"SPDYE1",19,50,44,7,12,135,27,34,82,20,158,53,37,23,22
"SPDYE2",60,52,114,18,34,163,48,14,96,72,512,395,70,53,135
"SPDYE2B",10,3,6,5,6,34,9,3,34,9,179,46,28,6,56
"SPDYE3",789,437,945,963,875,290,858,121,2234,826,1049,757,357,332,1572
"SPDYE4",0,0,4,0,0,0,9,0,0,0,1,0,0,6,1
"SPDYE5",65,30,29,27,7,75,46,19,68,21,156,126,41,24,71
"SPDYE6",35,18,51,14,8,71,23,3,55,22,30,110,13,11,30
"SPECC1",301,1554,3517,781,2062,3883,4380,3104,1783,1114,1887,5025,7148,4311,4094
"SPECC1L",717,1142,664,884,1367,1255,1411,1599,1265,1368,3504,2247,1598,449,2457
"SPECC1L-ADORA2A",0,10,0,3,1,15,4,32,2,2,21,6,12,0,1
"SPEF1",160,0,57,215,7,36,33,137,91,103,359,29,58,2,58
"SPEF2",345,227,853,926,474,502,315,371,505,574,849,236,776,49,203
"SPEG",994,564,397,110,131,393,333,704,1044,1387,2794,2494,334,105,299
"SPEM1",0,0,0,0,0,1,1,0,7,0,4,3,1,0,0
"SPEN",3279,3768,1526,4437,6207,6697,5762,7133,4764,4181,7128,8830,5906,2495,8510
"SPESP1",13,54,111,10,257,134,686,52,95,568,38,5,130,0,181
"SPG11",1138,1879,2028,4225,3858,2971,3254,1927,2885,1840,2737,3756,4470,1991,3629
"SPG21",16264,10056,21267,11333,10819,18031,11233,24898,34247,14556,18225,26881,25777,6175,21055
"SPG7",3317,3818,4324,6425,6251,5269,7615,7288,11446,8135,14178,8799,6834,2397,15773
"SPHK1",14425,7981,8584,4025,1484,19847,3833,20267,78571,10344,14328,24205,6897,3355,28680
"SPHK2",930,1419,878,1434,1602,717,1294,913,1136,1417,970,2731,1250,429,1387
"SPHKAP",1273,1,0,0,0,0,0,1,1,0,0,10,2,6,14
"SPI1",746,3806,6271,1320,4746,14145,1782,4604,242,2637,487,976,7760,3896,2488
"SPIB",7056,391,346,3,433,39,98,282,4,44,6,108,459,900,70
"SPIC",0,11,1,0,19,0,1,0,0,67,0,3,0,0,2
"SPICE1",1210,877,860,2929,778,1113,832,799,2443,1133,4587,5604,1697,725,1874
"SPIDR",6526,3991,4262,11498,4716,4237,7645,14708,8228,4635,13669,21721,8403,1928,7948
"SPIN1",15128,2606,6392,8015,8039,5470,7495,8674,17371,6205,4715,14795,7664,639,15353
"SPIN2A",1,4,60,12,235,86,77,1,18,17,22,2,54,3,33
"SPIN2B",793,542,1755,704,543,450,661,364,775,566,855,929,487,251,1016
"SPIN3",681,230,505,495,461,155,421,214,1393,659,554,481,289,0,875
"SPIN4",1630,538,809,930,416,395,482,768,945,996,1691,1580,598,424,2774
"SPINK1",14,15,115,4,0,1141,2,664,178,360,81,168,21,1,35
"SPINK13",0,0,42,0,6,5,4,20,0,4,0,0,0,0,13
"SPINK14",0,0,0,18,0,0,10,0,1,0,0,0,14,0,0
"SPINK2",13,981,50,13,25,4,2,29,55,69,28,127,69,137,95
"SPINK4",9,0,189,2,0,1,13,1,19,0,1,0,6,0,0
"SPINK5",67,197,421,6,5,696,547,454,279,18,26,12,26,347,60
"SPINK6",0,10,140,0,13,349,0,3096,0,11,0,0,4,149,1704
"SPINK7",0,0,0,0,0,0,18,0,0,0,9,0,0,0,0
"SPINK8",0,0,0,4209,0,91,775,0,16,4,13,0,3039,0,22
"SPINK9",1,0,0,0,0,0,0,30,0,0,37,1,0,0,0
"SPINT1",19390,8550,27870,17930,196,15486,11393,29276,29115,8701,20735,61444,23794,2511,49255
"SPINT2",50517,40246,116417,214651,1956,32374,51810,63503,306287,481525,190041,122336,153117,36342,291628
"SPINT3",0,0,0,0,0,0,0,0,0,0,0,0,13,0,0
"SPINT4",0,0,0,0,0,0,0,0,0,0,0,1,7,7,0
"SPIRE1",5920,1037,1791,2293,1981,3416,2894,3983,5175,1340,2699,3254,3628,769,6076
"SPIRE2",545,96,1968,2753,259,516,518,918,2099,1515,1654,2352,720,524,2427
"SPN",261,1220,466,510,770,5302,611,827,84,754,253,268,3744,4122,645
"SPNS1",590,354,546,1387,356,648,506,1135,471,432,926,967,436,164,1060
"SPNS2",227,1161,1670,3901,3178,2618,7737,3237,1049,1909,1134,6173,8320,259,2879
"SPNS3",9,95,243,27,102,76,159,166,11,153,161,136,342,33,168
"SPO11",0,0,0,4,0,0,0,0,0,0,0,1,0,0,0
"SPOCD1",40,234,547,201,302,4229,85,1459,115,112,147,482,875,161,193
"SPOCK1",37,820,1455,689,2508,3740,2759,7049,977,434,244,4917,2004,6,4608
"SPOCK2",20554,1275,32652,291,2203,1242,1894,2727,528,1540,652,3147,4918,3700,1533
"SPOCK3",0,0,0,0,1,69,24,0,0,54,0,0,1,4,15
"SPON1",410,679,3457,2761,26775,4099,15769,1721,12348,737,572,8201,3989,3,4995
"SPON2",7540,4474,8589,3265,7348,10027,15133,17085,7152,11022,25964,19765,3492,4775,14477
"SPOP",9788,4713,9022,23840,11976,9703,11712,9716,12212,14369,12828,18833,13607,5215,15623
"SPOPL",1798,893,1326,4912,1051,1946,902,874,1358,893,2159,1961,1650,1544,3685
"SPP1",63483,55291,94228,16372,3602,980785,5918,155913,140738,15036,20706,157282,11753,9266,29497
"SPP2",1,0,0,0,6,4,11,1,0,40781,0,0,1,67,0
"SPPL2A",2469,5369,7095,4338,6505,7104,6918,8367,8032,11761,4007,6779,10714,1549,9564
"SPPL2B",1678,1439,2106,2719,2250,1388,3384,1993,3131,1666,6933,5075,2229,557,5339
"SPPL2C",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"SPPL3",290,5678,3431,7593,5136,4915,6295,8933,7524,4417,15296,16176,7002,4772,22728
"SPR",1269,3016,13260,9615,5683,4740,5565,8957,6047,5537,8404,3517,5563,692,8372
"SPRED1",2252,3062,2300,736,3432,7847,3069,8198,6755,1223,3082,7075,4267,390,4190
"SPRED2",1351,2632,1706,3868,3561,2198,3791,3204,3350,1492,5968,4136,2179,65,3901
"SPRED3",9,92,39,38,0,361,90,347,29,168,563,188,61,86,84
"SPRN",305,240,248,99,212,123,215,289,208,230,269,122,264,6,347
"SPRR1A",0,0,4,11,0,107,13,45,0,6,19,15,4,272,36
"SPRR1B",1,20,5,4,0,2535,0,37,1,1,7,0,20,790,27
"SPRR2A",0,0,18,7,5,20,8,43,0,0,21,43,27,87,90
"SPRR2B",0,0,0,0,8,0,0,0,0,0,0,0,0,58,0
"SPRR2D",1,15,1,0,0,2826,0,1,0,1,0,26,0,192,61
"SPRR2E",0,15,3,0,1,2,0,3,5,4,0,0,0,0,22
"SPRR2F",0,0,0,50,9,55,0,0,4,0,11,0,0,0,0
"SPRR2G",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"SPRR3",16,52,22,1,19,62,17,164,17,11,76,16,90,325,14
"SPRR4",0,0,2,0,1,0,0,0,0,0,0,0,0,1,0
"SPRTN",1789,944,2299,4081,852,878,1718,1643,5128,2505,2496,4872,1635,275,4972
"SPRY1",459,3425,2415,2928,10080,4330,12973,5808,3230,820,1883,4444,4065,2080,3888
"SPRY2",2679,1047,1064,236,7412,1339,3102,3364,1250,848,1045,2955,2441,708,2408
"SPRY3",12,8,39,19,83,47,199,305,578,238,112,241,227,0,116
"SPRY4",419,1232,460,1315,1980,3032,2190,3435,3529,371,1035,2024,793,219,2769
"SPRYD3",3051,1320,5227,10948,9975,7752,9633,8414,10389,4483,4816,8385,11523,998,9189
"SPRYD4",2074,1926,3506,4394,2003,911,1814,1620,3617,10106,4703,5217,3603,667,3221
"SPRYD7",807,1303,1261,1500,1024,1546,1255,2000,1584,1767,1626,2399,1226,495,5213
"SPSB1",3537,2862,4529,2442,7137,6551,5687,6529,6845,2138,4001,6297,5067,257,9879
"SPSB2",1607,555,1589,1538,619,464,1175,1404,857,959,1199,1633,1145,628,1213
"SPSB3",320,157,300,364,236,203,240,167,159,403,455,359,206,141,678
"SPSB4",25,1,11,3,153,240,4,12,139,146,156,895,3,198,1335
"SPTA1",0,0,0,0,50,0,180,0,56,28,0,0,180,783,3
"SPTAN1",8664,5759,6699,6382,18849,10939,25341,18369,25007,11078,10888,25882,14281,3007,17341
"SPTB",61,19,5,6,2096,0,1471,19,75,109,1710,22,32,5502,158
"SPTBN1",16354,11485,5774,5661,58131,9401,71189,40925,15208,15719,22685,28159,13817,2543,30483
"SPTBN2",2782,1262,1095,693,77,429,1049,1328,4329,2196,2235,3986,2044,165,6729
"SPTBN4",0,5,123,289,359,75,325,115,3,16,438,126,53,0,124
"SPTBN5",70,94,97,278,22,53,94,87,311,23,1597,224,91,13,1011
"SPTLC1",6176,2479,6848,12154,6207,3324,5423,7778,11682,4156,3719,9595,8838,1122,9438
"SPTLC2",2217,3287,3175,23563,5030,3995,8441,5217,6908,5220,4216,6559,7263,2011,3907
"SPTLC3",1939,755,831,3016,1612,317,3250,3036,4303,4104,2883,1762,1456,3,3721
"SPTSSA",6701,7742,21945,48115,6826,12045,10002,18762,94335,18515,23544,14970,32689,2546,23388
"SPTSSB",520,291,8,4049,26,757,2691,196,280,152,2064,510,3223,62,726
"SPTY2D1",1769,1672,2483,4350,2119,1983,2441,2746,5412,3817,8533,5118,4300,1186,2603
"SPX",36,33,6,1,6561,2007,4147,18,43,127,0,44,372,466,1
"SPZ1",0,2,0,0,0,0,1,2,2,0,1,0,1,0,1
"SQLE",5524,14509,6211,13552,816,2763,5834,24354,15701,12087,21492,23747,11563,3617,21161
"SQSTM1",38382,15832,71101,93197,45856,70446,52734,92119,85871,51246,18378,76363,78070,12988,55306
"SRA1",3069,4256,8466,11491,6097,5297,6496,7729,7887,6663,9091,9423,7690,1311,10389
"SRBD1",1843,1688,1502,1812,2594,1309,2209,2382,3067,2072,2309,2790,2809,1001,4188
"SRC",2742,3215,2246,403,1544,3192,1257,3319,1202,2047,5047,9652,6532,1302,6029
"SRCAP",11834,4006,5152,11789,3004,6880,5077,9973,6385,3542,17335,14512,8444,3389,13139
"SRCIN1",7,121,86,323,28,139,63,221,109,103,235,170,226,74,210
"SRD5A1",4456,1359,5418,948,397,1979,1181,5458,3707,6228,1993,3518,6332,1632,6751
"SRD5A2",2,2,1,160,14,61,11,43,0,11983,5,31,154,0,47
"SRD5A3",5800,2775,4569,7634,3586,7537,5678,3522,10008,6579,3474,5726,9655,1822,33898
"SREBF1",2722,2791,5679,98934,34492,9864,23991,19442,27258,12643,10128,19846,22649,1487,28449
"SREBF2",9223,4116,3743,18398,8174,3773,6702,31459,23592,19320,7692,21373,14940,1830,19476
"SREK1",4618,4655,4900,7005,5278,5597,5677,5219,8231,4644,4998,7267,5033,2362,7788
"SREK1IP1",2446,2690,2803,3417,2030,4505,2712,1980,3374,2076,2372,2675,2146,1870,3019
"SRF",2276,2761,2284,2246,1849,2629,1888,4282,3802,2043,3851,8456,2350,1118,6289
"SRFBP1",1796,1718,1554,3996,1816,2028,2128,2671,3411,1251,1904,4416,2344,417,2445
"SRGAP1",750,2787,2466,3994,2192,2792,2915,3937,761,659,3781,2988,2916,208,1193
"SRGAP2",1536,1375,1148,1067,2282,2874,2344,1674,1108,1721,3507,4610,2179,1538,2425
"SRGAP2B",210,209,166,137,181,308,212,281,175,88,71,354,155,42,176
"SRGAP2C",260,325,711,328,602,777,917,550,608,429,944,1223,735,480,502
"SRGAP3",101,595,362,584,271,275,388,720,660,2101,1000,1218,626,26,870
"SRGN",3508,8885,22606,2952,15429,55271,10115,28651,2278,7583,1948,6892,37706,26498,6565
"SRI",26430,14784,82898,19696,14713,10853,14937,9280,50630,16822,21627,20205,18561,6765,35177
"SRL",40,8,94,13,244,37,451,48,2,37,3,2,31,0,32
"SRM",12171,19138,18791,7065,11751,13120,13331,18557,28204,11639,13015,11770,14284,6840,23403
"SRMS",188,2,435,1451,0,57,195,2,5,1339,490,6,577,46,162
"SRP14",39048,36419,64679,38219,45100,39332,47677,34162,58762,41657,58876,54577,66695,17999,59073
"SRP19",1542,1878,3010,4937,1438,1866,1778,1798,4145,2301,4076,4276,3600,888,4538
"SRP54",4349,4439,6136,16290,4689,5920,5366,8130,18243,10579,13128,11933,17728,2769,18791
"SRP68",11329,7050,6056,12006,11022,11591,9447,8302,39663,14961,10963,14902,11916,4124,19810
"SRP72",14435,12568,13636,11789,8255,11933,10143,14722,27840,13305,11353,23731,18724,5571,33054
"SRP9",46072,18354,38189,73943,22715,18923,26076,19441,37619,57022,44528,62893,23771,8984,87512
"SRPK1",9575,9338,5395,6893,3114,3366,5444,5976,19002,7236,15607,20533,5535,3810,21282
"SRPK2",4362,4490,5500,5775,3287,3983,5206,3494,7547,4457,19086,11816,4795,2398,7127
"SRPK3",132,50,426,504,26,117,566,16,670,9368,1041,912,319,71,628
"SRPRB",5624,8340,16604,10640,6095,6600,7958,23632,16613,11122,18971,20996,18358,1794,54612
"SRPX",2972,601,3841,515,26728,1519,13811,3628,2170,884,427,1916,2186,183,3817
"SRPX2",78,1005,2009,1326,4213,2687,3090,1817,1600,322,291,2001,3723,64,2682
"SRR",278,316,476,1968,1217,463,1346,455,404,469,2043,739,824,288,646
"SRRD",1452,1808,1590,1975,2013,2186,2332,2493,3302,3351,1982,3831,2690,2570,3853
"SRRM1",8924,12253,7739,7712,9331,13742,11716,14495,18135,8892,22892,22797,11588,5453,23228
"SRRM2",15586,16259,10807,20668,24332,31163,29533,30926,23945,11895,53876,36223,23539,10228,36811
"SRRM3",18,19,226,105,349,961,221,331,111,31,33,147,1104,117,213
"SRRM4",0,1,3,0,0,0,2,1,0,0,2,1,0,2,0
"SRRM5",16,11,1,72,53,9,5,1,29,29,655,292,96,351,130
"SRRT",8228,4988,5300,7004,5825,6647,6793,7816,15697,8172,9254,17154,8512,3141,12644
"SRSF1",12093,8223,6890,12862,7990,6111,7944,9330,18635,11549,11629,18625,9506,2440,19452
"SRSF10",11457,10709,11501,12356,8914,7931,8498,11973,23747,11764,20581,21884,13132,4093,20973
"SRSF11",13144,11538,12693,9770,7281,9349,8203,9590,19467,8387,48818,18183,10529,4950,25042
"SRSF12",604,793,456,9,67,196,53,389,662,46,1404,1244,134,408,138
"SRSF2",11783,10815,10384,9709,6374,6451,8408,8021,16707,10449,19144,16277,9293,3748,23450
"SRSF3",37730,26696,31114,32452,18842,24088,21839,25226,43156,25048,44156,54895,28036,9625,49288
"SRSF4",6559,3714,5208,5978,12005,10110,11616,10160,11221,7511,16160,17074,10663,3261,16579
"SRSF5",8995,9862,8311,12796,10023,11300,17793,11553,8572,11843,15909,13346,16613,5431,14955
"SRSF6",6483,5266,12131,9813,3745,5283,5333,7239,7977,6463,10640,11952,5585,2564,7591
"SRSF7",24714,14519,22180,17437,10645,13144,11722,14440,26416,15191,26637,25272,15224,7478,34332
"SRSF8",5246,3220,6077,3345,6422,3683,7076,4693,10443,6739,7136,10433,7293,4400,13583
"SRSF9",15971,22080,16232,23186,10672,19724,11768,21503,22427,16495,37164,28611,16885,7219,45008
"SRXN1",313,71,265,242,180,329,593,513,621,453,222,153,262,209,455
"SRY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SS18",7952,4712,4672,7522,6397,4933,6574,7267,20629,6133,11937,15125,8604,717,34472
"SS18L1",819,951,1332,425,172,759,524,667,1050,1627,2497,1297,494,554,1892
"SS18L2",4881,3789,5378,4537,2368,2758,2533,4360,5584,3471,6117,5556,3992,2869,5207
"SSB",15218,11930,13754,9533,14066,9405,11171,11764,23941,7435,20501,18530,9705,4051,32792
"SSBP1",17333,12976,26032,16591,7387,10646,10355,10334,44695,12668,23128,21492,11163,6726,36556
"SSBP2",2411,1894,1193,6703,4327,1376,3683,1316,2032,4278,3753,2988,2005,658,2504
"SSBP3",1843,3358,3161,819,2011,2093,2139,1549,4728,1882,2920,2667,1473,1766,4036
"SSBP4",1092,4432,4447,6438,4253,6600,7468,4749,3366,3287,7681,8964,6241,2712,22042
"SSC4D",666,89,793,124,518,274,925,40,1018,283,1035,360,162,280,197
"SSC5D",32,147,126,123,333,887,383,282,291,56,85,357,230,10,169
"SSH1",851,1512,1982,1606,2769,5803,2959,4213,1799,1608,3810,3945,3892,988,2717
"SSH2",458,977,543,1381,1966,1598,1961,1490,954,581,2692,2877,2909,3666,1008
"SSH3",6749,1028,2216,4123,1836,1434,1989,815,4584,3113,1923,3047,6178,222,2289
"SSMEM1",1,0,0,0,47,2,1,0,10,0,1,1,0,0,0
"SSNA1",16116,8886,12103,18163,6829,8502,7553,8725,8162,10576,11287,11425,11961,3362,27640
"SSPN",7938,1011,1672,826,2979,1205,1832,2270,1421,685,1331,1877,3193,282,1631
"SSR1",23483,12913,23018,31268,19196,21062,23287,21145,82158,36776,40510,38947,30579,9032,44272
"SSR2",49485,19515,61614,42404,11626,22469,19932,19647,75518,51814,38028,77581,38202,11448,110342
"SSR3",18824,15573,33241,19661,14926,21827,14204,32395,23241,31823,68682,48143,34342,8787,61546
"SSR4",29638,42851,82846,29269,19084,26265,25040,27976,105378,61239,50415,25682,104689,31050,61964
"SSRP1",15613,8478,9997,2447,4144,8257,6366,11404,17681,7842,16156,24428,6875,3785,21994
"SST",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SSTR1",33,8,0,6,283,2,80,18,9,1012,1,0,8,0,83
"SSTR2",1252,331,208,92,1041,87,777,1257,252,992,298,407,360,1470,340
"SSTR3",0,13,2,2,23,15,6,2,17,3,1,1,103,2,9
"SSTR4",0,0,0,0,0,0,0,4,0,0,0,0,0,0,3
"SSTR5",8,1,0,147,28,10,4,0,0,43,1,0,0,39,0
"SSU72",22101,22768,29199,14802,22547,23394,22299,25673,41004,21932,45456,21951,23934,11008,53136
"SSUH2",37,18,72,117,282,0,290,0,34,6,81,1195,92,0,231
"SSX1",0,0,0,9,0,0,0,0,0,0,0,0,89,0,0
"SSX2",0,0,0,2,0,0,0,0,0,0,1,0,0,1,0
"SSX2B",0,0,0,5,0,0,0,0,0,1,1,0,0,0,0
"SSX2IP",3319,2643,2122,2221,283,842,1007,2742,6535,3119,9673,3110,2620,1077,11805
"SSX3",0,0,1,1,1,0,0,2,0,0,0,0,1,0,1
"SSX4",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"SSX4B",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"SSX5",0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
"SSX7",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"ST13",14212,40289,17186,31937,34178,20658,23581,36545,37086,39274,28481,43921,29980,12957,47669
"ST14",34216,18886,37917,13226,673,33603,13308,23658,109144,37057,51189,137872,54378,6921,66799
"ST18",5,5,92,7,1,85,37,138,1,8,10,7,37,5,34
"ST20",1097,1347,1214,664,426,622,299,868,913,616,2375,1013,800,832,149
"ST20-MTHFS",16,16,17,4,6,9,10,26,76,18,5,10,5,0,0
"ST3GAL1",3055,3387,20941,12361,9690,11665,9834,32408,27816,26899,8160,24972,23437,4068,3911
"ST3GAL2",1876,2552,2552,968,4716,4770,5034,2939,2555,2405,1236,4298,5036,3832,2968
"ST3GAL3",606,509,1230,271,2965,1282,2326,796,1937,1001,1803,1550,780,633,1736
"ST3GAL4",6828,9812,35021,1551,2993,4945,5138,17352,14510,3621,31442,54859,13798,2058,25434
"ST3GAL5",767,1646,968,7896,1756,1822,1145,560,648,1806,774,177,3305,991,1616
"ST3GAL6",1151,2013,2902,618,3386,2760,1113,1339,3888,3819,2779,6933,1321,450,1803
"ST6GAL1",4394,4074,5782,4621,7839,2030,8259,3284,14729,51685,1617,28423,35669,3635,4633
"ST6GAL2",200,328,388,334,4,19,60,1069,184,218,155,358,389,404,803
"ST6GALNAC1",15,293,92,201,295,376,535,34,28,33,37,21,3411,16,48
"ST6GALNAC2",184,569,2927,12249,870,1644,776,585,1692,2894,5360,7469,2450,837,539
"ST6GALNAC3",472,54,306,133,1069,324,938,400,269,295,354,747,426,846,326
"ST6GALNAC4",3374,988,2926,505,2024,3010,3102,3267,2889,1883,1154,2807,5946,5895,2895
"ST6GALNAC5",1225,415,1166,632,0,847,54,2511,95,86,441,12774,518,0,411
"ST6GALNAC6",3536,2842,4838,4753,34236,10238,23974,10478,6142,7245,3938,8482,8583,1948,4907
"ST7",4112,2512,3423,6628,3773,1741,3771,3726,8063,5864,4277,4544,3206,1322,7269
"ST7L",1232,1008,1944,801,940,958,765,995,2656,582,3048,1759,517,278,3747
"ST8SIA1",1207,372,95,102,206,342,775,2530,1170,368,935,12559,780,304,3995
"ST8SIA2",9,6,229,28,13,121,15,151,2,0,52,12,1,147,33
"ST8SIA3",0,2,0,0,0,1,0,1,3,5,1,1,2,0,2
"ST8SIA4",353,1265,2373,643,2406,1864,1755,2002,1291,954,366,735,5569,1921,2078
"ST8SIA5",3,56,22,0,8,18,6,3,5,0,55,1,75,3,6
"ST8SIA6",583,30,124,6,151,390,179,405,3100,112,493,177,444,228,1620
"STAB1",462,1073,5392,326,6960,3988,7297,2817,807,1833,1140,1475,3017,680,2134
"STAB2",1,17,2,0,4,89,32,70,8,494,156,51,4,1,50
"STAC",904,23,1252,7,749,5756,445,893,4295,93,2716,1048,265,0,190
"STAC2",145,172,2559,25,0,91,1417,138,14777,11946,5947,10409,4161,115,218
"STAC3",37,163,211,55,94,365,67,167,24,130,40,24,157,36,63
"STAG1",1638,1279,1154,2683,3071,2638,2934,3462,6213,1665,2860,7301,2503,1936,8077
"STAG2",10305,3724,4112,5456,5759,6491,5711,5673,14353,3230,10157,8745,6580,4564,8744
"STAG3",140,221,80,27,98,142,60,44,164,866,344,252,163,168,196
"STAG3L5P-PVRIG2P-PILRB",86,89,102,31,56,45,68,39,94,68,520,89,34,7,263
"STAM",2506,1359,2786,3258,1824,1879,1738,2419,8944,4189,2039,5479,3475,1514,8444
"STAM2",1118,1071,2701,3492,1977,2113,2483,2229,2026,1749,2445,2900,2343,828,5201
"STAMBP",2967,4000,5925,4877,3757,4011,3438,4887,12853,5277,10136,8217,6000,1320,19367
"STAMBPL1",965,403,1032,158,595,992,471,1481,2242,425,60,400,1555,389,1117
"STAP1",509,182,118,185,396,134,72,33,9,101,0,13,944,789,35
"STAP2",8349,5403,3239,8130,201,1847,2217,4390,8621,8040,3190,6158,3714,566,2019
"STAR",889,41,53,6,109,20,13,0,30,0,47,2,23,31,6
"STARD10",7081,6040,12007,117456,1673,7622,6423,9893,11559,44538,19081,16091,25292,5144,9526
"STARD13",669,1292,880,349,4431,1091,2720,1917,1550,1538,1530,3074,1603,58,2528
"STARD3",3158,1709,6020,11853,2969,7297,4824,2679,4819,3281,9245,6859,6813,1568,5481
"STARD3NL",2298,2765,10180,8801,4728,7066,5285,6074,10420,5959,6326,6217,9823,3576,9559
"STARD4",1738,581,601,574,345,567,485,953,1585,1491,331,738,1242,305,459
"STARD5",97,286,206,114,168,132,150,300,63,596,316,227,583,85,249
"STARD6",88,1,8,0,1,3,30,1,8,1,41,62,0,0,12
"STARD7",32972,15971,20133,19782,22961,16269,21132,19939,92051,28610,22480,30919,37084,7921,51962
"STARD8",251,352,343,273,2194,1049,3192,917,532,937,542,460,955,43,1150
"STARD9",152,181,164,27,911,320,690,53,119,36,766,451,704,24,827
"STAT1",19213,25175,23797,44384,38886,13767,32778,99982,49703,57447,11012,19632,149234,7288,65392
"STAT2",3797,6810,9159,12764,13373,6120,13288,14399,12044,9448,7861,8223,19145,2021,8950
"STAT3",21184,10420,18218,63774,46114,24173,45564,58248,69979,31766,13594,88366,43087,9112,31946
"STAT4",154,448,265,72,925,307,672,212,83,613,116,188,1806,2880,313
"STAT5A",1624,3447,3714,3179,33590,4714,19825,3228,20788,3870,1656,10177,19344,4069,2804
"STAT5B",1009,2667,2259,7161,15275,5284,13107,3418,7384,5662,4454,11085,9916,3539,6090
"STAT6",3684,4304,5748,7447,12096,7965,12400,8612,10368,8255,7811,11623,11573,4460,6279
"STATH",6,11,4,0,0,0,0,0,0,0,0,17,0,0,1
"STAU1",14115,8749,11634,20955,10168,9917,10799,16832,13852,17632,16108,24428,18557,6987,14629
"STAU2",1817,5134,5405,8615,6896,2676,6531,10428,9193,4147,8091,10704,5500,1000,15798
"STC1",5526,7156,3023,3003,472,22619,2262,35988,16886,1317,3332,10650,1267,1662,3648
"STC2",6803,1394,942,264,1018,10570,1869,15648,4313,1162,2128,16946,740,745,5674
"STEAP1",8490,272,1686,778,6274,2620,5352,4954,9308,935,401,741,1749,640,742
"STEAP1B",144,139,106,8,101,148,231,519,640,482,105,1340,34,625,405
"STEAP2",1630,268,483,408,1809,3164,1432,2162,11456,130,518,548,884,268,89
"STEAP3",8114,1662,6190,3181,2705,6671,6814,3524,7843,25917,7889,9671,3903,117,41915
"STEAP4",97,203,3189,10939,21929,992,13595,517,92939,996,325,632,7045,1894,812
"STH",0,0,0,1,1,0,0,0,0,0,47,0,0,0,0
"STIL",1171,898,1433,1407,275,391,460,1537,5860,1238,1047,3198,940,98,4572
"STIM1",935,2100,3147,5687,5316,2022,5780,15074,3671,4929,2875,14500,9614,1332,9088
"STIM2",1689,1356,1895,2450,2591,1746,3020,3364,4579,1855,2064,1758,4677,1194,4033
"STIP1",40819,17595,31588,28870,12020,17062,14492,30811,48655,23154,16107,43889,19092,6408,46957
"STK10",1150,1928,2495,2908,6834,15527,5497,5500,6811,3097,931,6885,12597,9360,3491
"STK11",6809,3199,2498,6812,8937,6692,12028,9431,632,7072,5305,11135,9402,8280,7821
"STK11IP",2864,988,1792,1745,1315,1364,1611,2325,2864,2046,3726,2549,3761,459,1584
"STK16",3175,1491,1778,1368,1137,1081,1133,1346,1463,1952,2009,2492,1868,469,1522
"STK17A",2876,3200,4914,2925,3982,6863,4432,5934,5860,3265,2468,3643,12297,6393,11012
"STK17B",1262,2663,5396,1559,4774,3233,2571,3813,2207,2574,1381,6528,9354,4798,3569
