"ABHD4",11.1173,9.93144,21.5937,8.00527,11.9409,9.46274,19.2733,10.8302,8.92772,10.3345,13.4209,13.045,13.6898,5.15012,15.1312,23.952,26.8344,8.15888,8.60019,6.3234,7.53695,20.134,15.1643,14.8076
"ABHD5",15.143,11.7067,5.27153,6.69278,10.0176,10.5246,10.7941,7.63663,8.95931,5.12951,8.25874,7.33227,7.9527,4.07622,30.363,6.4293,12.8448,7.38145,4.00867,4.60049,6.82015,7.72016,8.05421,8.8196
"ABHD6",6.32755,9.27652,3.42924,9.07329,11.9951,4.05304,7.44816,4.65004,5.14103,3.33478,10.2534,5.28505,3.99353,5.6377,8.57222,5.87846,26.0076,12.3019,4.14084,7.47809,3.30083,1.80619,6.44419,9.60154
"ABHD8",1.98738,3.16867,2.85751,2.67878,3.69886,1.97607,5.70242,6.25431,3.49482,4.94021,6.91502,4.67139,5.45469,4.56669,9.12165,7.43309,4.37724,4.55867,7.17519,6.12101,20.5484,2.729,16.8404,4.56746
"ABI1",29.9372,25.8061,22.3459,19.363,36.8587,12.4237,33.2303,18.6644,33.7812,21.3431,13.1962,15.7683,25.5855,15.6603,23.9044,18.3313,33.0019,25.0013,21.9841,25.9064,6.67629,23.3844,17.5213,18.8849
"ABI2",17.7645,11.9376,14.3692,10.7533,21.203,18.9777,15.2557,25.8983,9.73984,24.8544,10.1842,14.3589,10.8648,7.56241,43.2369,16.8193,26.0762,10.8197,5.52599,5.73949,32.6916,28.7833,22.021,22.7888
"ABI3",3.08269,6.89672,0.636019,2.08063,3.07242,0.911062,27.7068,8.50896,17.0275,1.70798,8.37883,2.19981,15.8217,8.52387,1.44063,14.7474,1.25777,12.207,34.3051,36.2241,2.83023,3.52202,3.46881,1.23301
"ABI3BP",10.0502,1.42782,0.160549,0.880661,0.931823,0.360534,2.81782,6.74913,4.81124,1.78891,1.90379,0.257612,2.4118,9.71205,95.3638,20.2031,0.250157,4.50133,17.6931,17.2091,0.203042,48.0078,5.2162,0.156114
"ABL1",15.2422,11.2013,17.9121,12.7417,27.2671,27.2506,23.9946,29.3533,34.9422,22.4224,12.5879,21.6876,21.5887,12.4326,35.3575,19.6182,30.9563,14.6474,15.1992,12.4926,23.1392,17.3179,20.1162,16.7907
"ABL2",14.9361,4.78565,10.4021,11.2152,14.7302,15.2743,3.56986,7.43624,9.47818,22.445,6.10168,15.3203,6.88206,3.97375,8.47464,8.02957,5.65476,17.853,3.1377,1.68044,2.91384,30.51,5.52517,31.7783
"ABLIM1",24.6779,10.8998,5.14213,13.522,13.9955,9.01971,2.36319,23.1419,3.0376,9.92681,2.33021,1.80173,2.84355,2.60086,0.924668,4.31016,25.5718,2.80929,14.4638,24.9352,5.08893,8.23953,3.12297,1.60057
"ABLIM2",1.22037,3.35424,1.0549,0.12462,0.653916,0.157618,0.321958,2.20146,1.16232,0.554554,2.07276,0.606676,1.02144,0.441723,0.258385,0.635631,0.0288475,0.0844595,1.41022,1.96845,0.834459,0.839777,0.212299,0.308115
"ABLIM3",23.5494,3.27779,12.4083,2.30644,21.8064,2.63409,16.6442,6.13972,0.908056,2.02107,6.77289,4.38783,5.0338,3.09816,10.6262,34.8795,8.88128,8.61112,5.9716,5.42084,0.815708,4.44671,3.15824,12.2554
"ABO",0.008498,1.79866,0.01643955,0.01072605,0.02119755,0.0100025,0.01328455,1.75297,2.807555e-07,0.0170928,0.34196,0.03132345,0.0567665,0.02527465,0.04082665,0.00777895,0.02118715,0.0139679,0.0247515,0.0335134,0.02551325,0.073298,0.04078505,0.0127491
"ABR",35.7353,35.6382,44.8911,8.7422,79.0743,85.9816,41.3197,28.1874,30.7975,16.6581,37.2911,43.1088,42.8436,21.6876,22.1503,44.0472,51.9652,34.2696,34.8581,24.0125,25.1124,29.0818,25.793,64.7003
"ABRA",0,0.033756,0.00491683,0,0.00973235,0.00597553,0,0,0,0,0.0080228,0,0.00860047,0,0,0.00706638,0,0.00830569,0.00753068,0.0152862,0.0303482,0.00743905,0,0
"ABRACL",45.77,60.3691,20.8901,56.8742,14.2379,65.0781,33.7311,35.8994,37.1094,18.0786,22.0693,37.3071,28.2879,37.4205,30.5721,18.7282,52.6597,34.7043,44.7141,74.8941,22.3434,21.874,44.2106,29.7482
"ABT1",6.83955,6.5259,9.52025,11.6747,6.43005,12.57115,8.0106,6.6943,11.3836,19.15935,5.20545,5.37375,7.0745,9.1091,5.83085,9.8776,6.1641,9.01875,6.1705,9.18375,12.35735,4.53283,9.967,9.65955
