"GENE_SYMBOL","GSM4799042--1060699","GSM4799043--1014406","GSM4799044--1048276","GSM4799050--1097378","GSM4799052--1048434","GSM4799063--1082336","GSM4799072--1095369","GSM4799074--1020492","GSM4799077--1094680","GSM4799080--1058310","GSM4799081--1092277","GSM4799082--1048939","GSM4799083--1031074","GSM4799092--1050416","GSM4799109--1037570","GSM4799112--1081859","GSM4799114--1048099","GSM4799115--1025388","GSM4799118--1029017","GSM4799119--1072745"
"CEP41",971,314,109,1791,996,1,2495,325,1,1162,1329,389,619,2420,1662,211,38,1586,654,106
"CEP44",838,759,927,1464,129,2,1238,833,144,1468,644,666,222,1024,796,287,0,1310,371,48
"CEP55",179,9,711,0,28,17,265,252,0,304,178,0,98,126,228,107,0,100,21,0
"CEP57",2880,565,3162,4840,637,7,4531,1687,2,3608,1632,656,287,2661,1875,716,4,1971,689,12
"CEP57L1",550,864,682,58,214,1,527,1377,4,555,878,213,185,1046,495,589,0,336,123,23
"CEP63",1316,1104,1542,1448,775,2,1769,1045,1,1891,1899,1452,399,1975,2692,1614,41,1599,738,79
"CEP68",2202,1029,443,3530,262,6,1219,3681,3,1254,1159,1085,159,1783,1626,2727,34,1228,295,160
"CEP70",803,721,577,789,159,0,94,597,5,1891,1891,152,84,895,2373,451,0,436,50,34
"CEP72",183,1,2,686,69,0,119,29,14,38,206,4,12,80,4,47,0,54,6,4
"CEP76",423,51,127,354,77,0,162,47,6,136,106,61,405,347,320,154,2,399,67,33
"CEP78",1049,613,808,644,266,1,593,1007,17,1187,562,708,625,1555,1667,261,25,1098,499,81
"CEP83",1074,495,337,1722,415,0,1384,1197,19,1791,935,395,362,928,2754,996,0,759,665,40
"CEP85",854,250,141,747,69,68,370,514,0,545,604,153,144,668,679,546,1,321,90,1
"CEP85L",2374,409,2202,107,1048,1,1955,879,1,872,421,764,177,759,1328,828,11,531,2299,22
"CEP89",1029,714,304,1074,194,18,771,657,1,1578,1086,122,394,1750,1181,308,36,687,544,106
"CEP95",2519,509,951,3366,801,2,1962,2106,16,2046,1886,1818,153,2200,4126,649,844,1897,1070,146
"CEP97",691,229,852,612,244,0,829,768,0,1294,539,611,430,1089,1808,429,4,719,206,64
"CEPT1",853,176,2110,2214,209,1,1445,1489,2,1146,1933,565,403,1883,1376,160,173,3920,179,64
"CER1",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,19,0,0
"CERCAM",444,230,129,365,951,6,267,254,47,284,62,21,198,994,647,216,8,291,3381,10
"CERK",945,620,698,517,221,5,1001,345,2,932,467,227,179,1353,1533,330,9,746,88,35
"CERKL",252,135,1507,62,18,2,733,605,0,284,483,17,9,1406,390,16,10,762,50,0
"CERS2",1568,193,360,1146,1008,5,4511,151,3,3724,5175,321,153,3165,3392,349,0,3248,244,256
"CERS3",364,0,0,0,29,0,0,848,0,0,48,538,171,0,0,61,0,0,0,45
"CERS4",73,26,20,508,335,8,232,216,0,162,123,59,120,148,169,1,0,321,115,9
"CERS5",2894,514,2457,4946,1548,11,4269,1408,3,2429,2392,1558,639,4794,5065,405,2736,2523,1284,304
"CERS6",894,375,234,867,56,0,327,494,4,405,293,242,29,825,537,229,37,459,18,2
"CES1",1322,736,0,1186,44,0,89,3,15,0,14658,1251,50,491,313,212,1,1,0,0
"CES2",719,135,73,984,454,2,610,370,6,1193,670,705,163,912,566,1704,50,679,471,219
"CES3",0,187,0,7,33,0,0,0,0,36,0,1,71,8,0,142,4,9,0,4
"CES4A",239,140,0,576,39,0,44,365,0,28,224,946,139,76,14,142,8,14,20,6
"CES5A",0,0,0,5,7,0,0,0,0,0,0,0,36,1,0,0,13,0,0,0
"CETN1",0,0,0,0,1,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0
"CETN2",1722,607,1285,1050,369,1,1092,944,5,4764,1891,313,47,2606,2137,625,0,1947,330,20
"CETN3",648,222,411,226,256,0,825,318,0,1498,1260,50,23,790,893,457,378,1053,146,42
"CETP",289,1387,486,90,52,4,4633,183,3,122,509,0,63,654,42,0,36,98,4,0
"CFAP126",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CFAP20",1501,489,662,531,287,1,2673,412,0,3513,1789,19,179,3625,2053,399,0,2155,24,36
"CFAP221",1,0,0,5,16,0,3,6,4,0,1147,0,175,57,0,55,14,0,0,0
"CFAP36",1852,722,2015,1166,291,4,1855,1540,5,3257,2146,1305,264,1539,3107,444,3102,1223,422,54
"CFAP43",26,0,0,8,36,0,2,139,0,55,9,1,55,52,39,0,0,4,0,0
"CFAP44",1043,464,932,1721,1363,1,1139,1783,8,887,689,576,241,1266,1206,477,456,807,3012,12
"CFAP45",1,109,0,7,31,0,16,139,0,15,12,0,18,25,68,20,1,1,0,16
"CFAP46",1,0,0,1,27,24,1,0,0,34,0,0,17,0,0,53,0,26,0,0
"CFAP47",28,0,0,1,46,0,3,0,0,0,0,0,73,48,0,0,0,0,0,0
"CFAP52",22,0,0,2,9,0,0,1,0,2,0,151,169,0,9,0,7,23,0,0
"CFAP53",121,141,5,37,26,0,29,113,1,71,17,2,41,42,106,13,8,33,20,0
"CFAP54",0,220,207,31,156,0,121,45,2,48,51,1,256,63,75,0,11,49,25,0
"CFAP57",315,207,0,111,51,0,0,164,0,18,17,3,253,6,1,1,30,5,0,0
"CFAP58",118,1,502,4,52,0,0,130,4,14,97,0,102,11,27,73,23,0,49,0
"CFAP61",0,0,0,6,165,0,0,265,4,0,14,0,62,24,67,1095,46,0,63,0
"CFAP69",260,192,315,25,307,1,145,1081,5,419,32,158,538,242,296,94,5,202,64,6
"CFAP70",534,31,181,438,46,0,119,890,13,254,180,865,203,191,309,205,0,153,29,0
"CFAP74",1,0,0,0,21,0,8,6,0,14,0,0,197,10,0,0,0,0,0,0
"CFAP97",2011,377,1310,3012,544,7,2447,1542,1,2943,1024,945,248,2321,1443,571,0,3105,627,80
"CFAP99",0,0,0,0,5,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
"CFB",35,25,79,392,156,1,128,73,0,48,440,28,15,235,104,12,99,22,72,61
"CFC1",0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0
"CFC1B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CFD",350,2731,37,16,56,1,82,165,16,3,94,364,8,15,104,251,0,8,12,3
"CFDP1",2729,2328,735,2081,869,14,3499,2502,1,3941,2036,1576,682,3478,2160,1164,594,2674,971,100
"CFH",3548,4918,4648,3533,433,20,1802,1937,2409,5367,6849,947,82,14017,1740,2408,682,7632,485,106
"CFHR1",38,16,90,502,0,0,99,1,14,15,1,0,0,181,2,3,3,5,0,0
"CFHR2",0,0,0,4,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
"CFHR3",0,5,3,267,1,1,40,0,0,0,2,0,60,12,4,0,222,58,6,0
"CFHR4",0,0,0,119,36,0,5,0,4,0,0,0,58,32,2,0,6,0,0,0
"CFHR5",0,0,0,240,3,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0
"CFI",81,562,871,1183,509,7,1147,455,11,4300,8061,283,140,23889,1493,1305,84,5330,201,95
"CFL1",5309,1496,2526,2323,938,25,8349,2018,13449,8855,7833,2001,373,10498,6260,2178,167,4206,782,1014
"CFL2",2380,294,646,628,301,1,2013,516,7,2498,2610,617,263,2657,1811,35587,366,2048,75,5
"CFLAR",9000,4167,5424,3214,1135,14,3638,7228,9,3373,8432,4043,635,5370,3889,4568,6428,3012,2405,530
"CFP",651,43,39,42,18,0,17,35,1,35,205,64,50,39,98,49,13,22,23,0
"CFTR",337,0,4,1,84,0,0,1548,2,1,2036,46,133,9,2,0,0,0,37,0
"CGA",0,0,0,0,3,0,0,0,0,0,0,0,107,0,0,0,0,0,0,0
"CGB1",0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
"CGB2",0,0,0,0,2,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0
"CGB5",0,0,0,0,4,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0
"CGB7",0,0,0,0,1,0,0,5,0,0,0,15,28,0,0,3,0,0,0,0
"CGB8",0,0,0,0,1,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0
"CGGBP1",3030,1305,5029,2369,1556,9,2985,1085,11,5515,2929,236,258,3569,5954,2028,15,4243,1079,210
"CGN",62,0,0,130,90,0,0,251,5,312,1914,65,194,7,0,0,16,93,4,1
"CGNL1",1719,285,650,2263,35,1,476,1906,3,151,4891,962,172,652,619,46,4,194,1,5
"CGREF1",8,15,32,218,1,1,111,19,1,240,22,0,3,15,100,41,10,128,0,2
"CGRRF1",768,641,964,308,140,2,487,959,1,2710,1571,3,45,1282,956,382,0,1110,8,4
"CH25H",37,62,5,445,0,0,1,0,0,17,59,4,1,82,0,1,0,99,0,0
"CHAC1",21,105,0,16,180,0,176,0,0,162,12,0,39,37,112,0,0,88,160,56
"CHAC2",271,0,0,101,9,0,167,8,0,318,208,4,54,190,213,123,0,215,4,3
"CHAD",212,0,0,106,4,0,0,5,0,0,0,0,0,4,0,32,0,14,0,0
"CHADL",16,8,0,124,6,0,18,7,0,18,16,13,13,72,0,10,0,56,0,0
"CHAF1A",142,118,50,33,174,0,145,178,13,119,79,184,145,93,161,213,0,82,420,61
"CHAF1B",161,1,4,174,116,0,493,123,8,135,147,6,365,260,426,88,1,258,41,62
"CHAMP1",348,47,59,327,149,0,233,134,0,233,66,65,127,237,642,192,44,335,482,52
"CHAT",0,0,0,0,1,0,0,0,0,0,0,0,15,0,0,0,6,0,0,0
"CHCHD1",1198,396,233,233,194,3,932,361,1,1638,639,39,25,536,590,976,10988,495,34,4
"CHCHD10",452,450,201,113,242,0,379,177,7,25,45,66,1,46,67,736,0,105,354,50
"CHCHD2",1691,1702,1432,1178,1523,2,2615,1438,18,2660,5416,1021,495,11687,9003,3686,4084,4961,339,370
"CHCHD3",3828,1783,2207,1457,677,17,4826,927,6,5328,5418,62,235,5479,3573,2650,17,7248,595,39
"CHCHD4",837,299,49,346,81,1,700,155,0,928,683,379,3,631,373,391,0,720,269,4
"CHCHD5",906,346,38,1111,184,1,850,274,0,1616,674,367,223,808,997,497,0,1126,144,90
"CHCHD6",6282,64,293,7912,3042,47,5037,198,2,11557,2490,744,679,1745,1739,84,8,6234,1452,606
"CHCHD7",1673,411,1240,393,177,3,5285,805,50,2867,3133,1293,85,2891,807,516,0,1099,91,11
"CHD1",2990,3802,3780,2467,1206,7,3473,2859,1,2881,2584,809,250,2322,3005,1096,1196,2425,2441,254
"CHD1L",2966,1253,1274,821,2412,15,7114,974,5,3360,3248,1276,315,2610,2118,633,0,3233,2978,188
"CHD2",7062,4777,3584,4845,3398,51,6718,6293,110,5820,3845,4488,706,6679,5838,2932,3793,3838,3692,357
"CHD3",1662,760,1492,2651,1270,0,1245,1689,20,480,485,1902,214,727,550,334,113,997,1738,437
"CHD4",8920,3620,2225,4237,3702,17,6989,6349,26,6096,5132,3422,527,8341,8781,2725,12503,6071,5063,1239
"CHD5",1,0,0,1,6,0,0,7,0,1,0,10,38,0,0,0,9,0,0,1
"CHD6",5201,2224,3244,3672,2745,10,3204,4512,8,4484,2548,2653,356,3446,4187,934,377,3337,3872,222
"CHD7",2236,1489,1478,4018,1052,15,5263,2038,17,1797,1646,1957,417,3900,3263,1293,20382,1791,2312,815
"CHD8",3203,1142,1729,3998,863,4,2364,2477,24,3800,2890,2722,522,3408,2679,1104,1001,2481,1163,791
"CHD9",11921,3011,5513,9120,3967,57,8714,6635,30,12884,8146,4017,815,15206,9952,4592,2,5995,5080,386
"CHDH",504,126,80,50,1,1,29,792,0,53,446,491,218,106,89,72,23,6,3,1
"CHEK1",312,131,243,108,58,0,393,582,19,351,516,219,119,321,442,0,0,123,53,1
"CHEK2",621,277,421,390,91,1,389,217,198,454,408,666,378,970,625,130,1612,405,418,52
"CHERP",142,123,33,190,101,6,226,105,8,122,81,121,43,129,221,147,6,69,112,99
"CHFR",262,55,197,169,397,0,230,221,3277,178,174,365,441,335,327,44,0,163,156,76
"CHGA",0,0,0,3,0,0,2,0,1,0,0,0,7,0,1,0,4,2,0,0
"CHGB",0,0,0,0,13,0,0,0,1,5,0,0,133,6,59,510,6,12,0,0
"CHI3L1",3298,86,2,1,80,2,145,15422,15,1162,13232,4,23,11304,111,1122,882,1471,36,119
"CHI3L2",483,205,44,6,16,1,1532,1068,1,108,17672,4,80,94,30,0,0,112,0,1
"CHIA",0,0,0,0,2,8,0,0,2,0,333,0,8,0,0,0,67,1,0,0
"CHIC1",675,211,502,276,80,4,425,238,7,653,235,83,26,482,396,100,8,725,45,5
"CHIC2",218,97,102,94,66,1,63,112,0,161,117,50,23,115,152,86,0,109,7,12
"CHID1",1119,949,185,1738,150,8,2784,896,7,2772,3435,585,150,4738,2006,556,91,1437,308,180
"CHIT1",7251,491,0,3,90,0,33,4143,7,16,684,3174,122,794,663,58,43,38,5,0
"CHKA",1873,244,142,3362,385,11,1047,138,0,1251,790,150,202,887,639,198,1,702,338,47
"CHKB",355,261,343,153,214,2,356,274,0,206,139,381,34,131,170,61,0,82,551,126
"CHKB-CPT1B",3,0,0,9,2,0,1,2,0,0,3,2,3,6,15,5,0,5,4,0
"CHL1",1075,1703,795,1,2386,19,4018,616,4,22333,1135,438,952,3045,7986,137,29,17718,1376,8
"CHM",2435,297,1266,1658,591,4,1419,1254,0,1798,763,332,259,1916,1930,721,2648,2907,745,173
"CHML",1033,442,136,419,724,1,2136,552,0,3783,460,265,80,1732,4457,286,0,3119,1365,33
"CHMP1A",690,326,198,327,150,0,412,135,1713,385,594,424,92,821,819,242,10,523,95,113
"CHMP1B",1460,229,951,1557,296,1,1263,1070,6,1866,2407,483,274,2900,1388,1573,12,2984,152,154
"CHMP2A",5322,2005,2367,3208,1866,32,6763,2024,1221,7284,7924,2690,362,4588,6485,4479,3817,5744,1942,359
"CHMP2B",1338,465,817,222,415,1,1624,1185,0,2118,1943,372,277,2652,1861,856,28,1884,292,55
"CHMP3",9648,3105,2593,2595,833,8,2894,3333,1,7166,6761,2821,476,7814,3136,1909,53,5395,738,475
"CHMP4A",207,129,218,234,69,0,270,143,0,193,172,227,34,158,218,42,1,135,92,26
"CHMP4B",847,508,78,304,105,0,276,662,1,470,280,785,104,320,514,744,0,300,27,162
"CHMP4C",209,10,44,1,0,0,0,236,0,0,99,30,19,11,19,0,0,2,0,51
"CHMP5",3472,1313,1886,1977,564,9,4100,1516,4,7914,6205,1377,182,7474,4601,1767,1,4451,270,134
"CHMP6",11,6,0,69,48,0,159,33,0,8,587,43,17,331,246,88,10,451,31,52
"CHMP7",763,245,670,572,204,1,1001,106,0,548,565,58,198,1168,491,414,37,570,187,82
"CHN1",887,352,2102,67,26,6,824,311,28,249,1288,6,164,5097,880,8,0,144,47,20
"CHN2",374,130,677,279,69,0,93,250,14,119,706,22,375,652,330,105,0,245,11,0
"CHODL",4,1,64,22,2,0,7,38,0,6,0,1,17,667,0,92,0,6,0,14
"CHORDC1",3190,771,1820,3800,959,5,2418,961,5,2455,1234,1241,377,3660,2053,1764,485,1649,499,213
"CHP1",11388,3202,2098,8026,2930,23,14186,3403,113,9203,20726,2523,1104,15058,11614,9662,11,18012,1498,142
"CHP2",25,0,0,0,1,0,0,10,0,0,0,580,14,0,0,0,0,0,0,0
"CHPF",128,40,26,133,80,1,206,85,1063,46,84,35,39,555,955,36,1141,272,67,14
"CHPF2",211,95,7,78,231,0,330,205,0,258,140,52,13,357,525,97,239,141,215,37
"CHPT1",2433,255,327,1850,593,1,1923,1120,9,1095,904,677,168,635,1873,488,6,596,459,4
"CHRAC1",797,232,438,554,245,1,1805,673,0,678,781,333,176,919,839,294,38,850,168,108
"CHRD",10,7,0,30,39,0,14,91,0,13,8,0,118,8,78,36,6,2,0,14
"CHRDL1",163,3835,932,8,241,15,443,523,8,14,2153,452,9,442,0,822,0,280,3,6
"CHRDL2",0,4,47,6,0,0,0,8,2,1,181,0,71,3,10,122,0,0,0,0
"CHRFAM7A",0,0,8,3,7,0,0,1,0,8,17,0,8,7,0,0,0,21,12,0
"CHRM1",85,0,0,218,2,0,6,71,0,3,110,8,11,12,0,0,42,16,0,0
"CHRM2",0,0,0,22,11,60,0,0,0,6,1,0,29,14,4,0,10,0,0,0
"CHRM3",634,4,40,73,13,12,128,1947,0,662,209,251,112,94,757,0,0,613,1,0
"CHRM4",0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
"CHRM5",0,0,4,25,29,0,10,16,0,11,0,0,13,24,0,0,0,21,57,0
"CHRNA1",0,20,0,1,26,0,2,0,47,31,0,0,91,17491,460,11067,18,99,1,0
"CHRNA10",59,0,14,70,58,0,18,72,6,29,8,212,8,23,66,33,0,26,83,77
"CHRNA2",3,0,0,0,8,0,0,1,22,0,1,0,6,0,0,0,31,0,0,0
"CHRNA3",24,0,0,0,7,0,2,336,1,34,72,0,21,6,9,18,11,0,0,0
"CHRNA4",0,0,0,36,31,0,0,0,0,0,0,0,26,0,1,0,12,0,0,0
"CHRNA5",288,80,2,0,3,0,62,2,0,10,61,0,42,10,64,4,1,39,0,0
"CHRNA6",255,0,191,2,66,0,40,0,0,19,59,0,97,63,194,68,0,16,1,92
"CHRNA7",22,0,36,0,33,0,0,37,0,4,12,0,28,5,0,0,14,18,21,0
"CHRNA9",0,0,0,0,10,0,0,0,0,1,0,0,28,56,1,0,0,0,1,0
"CHRNB1",828,263,331,288,100,0,265,229,1,1704,476,2,108,773,209,2257,0,485,38,13
"CHRNB2",1,0,29,289,21,0,2,10,0,0,0,0,29,35,9,0,38,106,1,31
"CHRNB3",0,0,0,0,11,0,0,0,0,0,0,0,19,2,0,0,0,0,0,0
"CHRNB4",0,0,0,5,13,0,0,0,0,0,0,0,139,8,0,0,0,0,0,0
"CHRND",0,0,0,17,25,0,0,22,13,0,0,0,35,8,0,2825,0,0,0,0
"CHRNE",0,12,0,1,9,0,14,1,0,8,0,0,6,0,0,0,6,0,0,0
"CHRNG",7,0,0,72,20,0,67,28,0,5,9,102,69,9,14,1057,26,15,17,14
"CHST1",4,7,33,0,0,0,53,28,0,1,7,22,7,0,47,35,0,0,0,11
"CHST10",149,9,25,352,24,1,101,4,1,446,272,0,41,537,283,28,0,421,57,26
"CHST11",1981,67,863,616,762,0,1975,480,1,877,1332,330,221,954,736,56,9432,1581,224,76
"CHST12",121,268,142,126,183,0,241,288,4,229,153,283,349,116,73,212,6,152,152,120
"CHST13",1,0,0,1,1,0,0,1,10,0,1,0,1,1,5,0,0,0,0,1
"CHST14",194,32,380,507,140,0,563,90,2,475,85,6,117,665,698,76,5,552,47,1
"CHST15",93,144,1108,124,16,2,692,972,0,144,1083,683,68,1400,478,297,289,335,0,165
"CHST2",661,181,963,15,7,0,65,333,1,100,163,0,18,94,382,79,105,158,4,0
"CHST3",1705,536,464,209,146,2,880,421,1,1448,261,71,49,942,1136,759,29,533,35,138
"CHST4",0,0,0,6,1,0,0,0,0,0,0,0,1,0,0,0,0,17,0,0
"CHST5",1,2,0,3,46,0,1,1,0,1,0,0,60,0,0,0,9,0,0,1
"CHST6",99,3,1,117,585,0,438,2,4,352,1,0,199,638,917,1,0,125,794,1
"CHST7",105,53,28,84,0,0,126,74,0,47,103,25,0,112,71,34,0,72,0,74
"CHST8",13,0,0,2,0,0,0,0,0,0,0,0,14,0,0,0,20,1,0,0
"CHST9",349,0,0,13,68,69,36,36,18,4,0,0,39,183,41,0,16,1511,53,0
"CHSY1",1437,64,1139,576,433,4,331,950,0,1927,967,604,206,2269,2644,215,16689,2235,313,465
"CHSY3",865,6,297,1237,5,0,16,9,0,21,70,3,3,366,21,23,0,377,0,0
"CHTF18",75,0,35,40,33,4,134,44,1,18,17,2,12,26,26,23,9,15,199,10
"CHTF8",1393,80,532,791,224,1,838,419,1,1475,521,316,54,1151,784,104,1,1043,133,38
"CHTOP",1902,844,1405,1831,1127,2,2226,940,0,1580,1443,657,352,1765,1653,2330,96,1483,618,453
"CHUK",1174,546,453,396,216,3,812,919,1359,1065,493,25,152,488,513,495,1,474,83,191
"CHURC1",7522,3173,5479,4559,1611,13,3681,2854,772,6452,4575,2546,293,8103,4916,2355,4469,5779,1404,325
"CHURC1-FNTB",0,0,0,1,0,0,0,0,0,0,3,0,0,2,2,0,0,0,0,0
"CIAO1",2793,715,1982,2522,987,3,2362,1485,0,2291,1796,2047,339,2216,2645,900,5,2255,1182,169
"CIAPIN1",3501,860,809,1362,516,11,3897,1165,7,5494,4164,367,262,6958,3482,706,0,4331,461,349
"CIART",296,0,1,221,805,1,0,8,1,28,186,214,48,898,56,256,0,617,278,51
"CIB1",267,46,89,282,693,1,3280,649,243,131,2207,254,171,1965,3483,670,0,899,105,126
"CIB2",62,51,0,36,49,4,58,5,10,79,23,25,53,60,13,95,6,39,13,9
"CIB3",0,0,0,0,4,0,0,0,0,0,1,0,45,0,0,0,1,0,0,0
"CIB4",0,0,0,0,7,0,0,0,0,0,5,0,16,0,0,0,0,2,22,0
"CIC",173,33,25,154,195,1,106,78,7,116,54,130,42,48,196,42,34,78,161,48
"CIDEA",125,3300,0,1,2,5,0,0,0,0,0,132,17,43,0,366,18,10,0,0
"CIDEB",0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,5
"CIDEC",105,12623,4,7,205,13,0,120,0,20,0,1,75,170,3,916,8,22,18,0
"CIITA",777,870,1957,453,1048,5,1701,1560,72,337,2248,231,146,1170,860,222,7,422,719,16
"CILP",260,1114,0,43,181,5,88,1473,0,351,0,96,69,3065,955,5581,66,227,1,0
"CILP2",9,1,1,6,4,0,0,15,3,0,0,0,6,60,0,0,6,0,0,0
"CINP",3220,775,563,2235,319,13,1253,458,3,5309,3151,311,208,2328,2027,1544,91,2847,299,357
"CIPC",1782,141,491,512,136,3,872,855,9,1131,1201,375,162,1205,634,2221,1,1702,114,82
"CIR1",1886,1908,2213,723,260,5,2079,2562,0,1859,2632,1511,154,2286,2180,1128,22,1569,1108,187
"CIRBP",2664,1755,1259,6668,1784,2,4421,2669,23,5492,4022,2649,143,3932,2082,4059,5735,4663,534,575
"CISD1",1634,378,1904,241,297,4,842,1083,4,3038,1378,270,180,1073,983,3145,6,1136,152,55
"CISD2",981,415,630,899,120,2,2057,582,3,3991,2311,57,127,2073,2902,397,0,4408,101,215
"CISD3",128,73,137,234,67,0,245,65,274,269,165,28,25,88,209,183,0,266,44,13
"CISH",277,175,287,68,15,4,151,163,0,157,528,11,15,434,290,31,1,50,116,51
"CIT",208,11,149,242,230,0,381,127,22,305,937,83,388,388,1678,16,23,162,318,4
"CITED1",9677,50,39,1084,442,6,34,1,0,688,0,10,110,29,362,5,6,276,26,0
"CITED2",65,137,18,26,88,0,300,33,0,101,196,139,4,128,106,371,1,50,15,26
"CITED4",27,7,1,4,7,0,1,19,0,5,6,15,1,0,5,28,0,0,1,15
"CIZ1",489,376,173,1714,331,0,716,273,5,625,972,626,153,1700,1204,266,0,1403,133,94
"CKAP2",830,365,1221,445,356,2,2054,841,10,1744,1144,98,170,2144,2334,399,1,1733,558,34
"CKAP2L",1078,35,1124,1,14,1,679,564,4,509,475,118,77,504,925,96,0,177,122,6
"CKAP4",1427,307,816,1080,483,0,1450,1744,1,1473,1031,447,137,3541,3239,779,12,654,441,313
"CKAP5",5037,1149,862,3319,703,21,3901,2450,6,9436,3865,517,411,5129,5476,3781,1,2461,627,434
"CKB",625,1718,341,71,137,3,68,556,0,350,527,1117,14,44,134,347,6,29,17,95
"CKLF",552,100,913,106,80,2,712,142,0,1172,469,60,20,520,531,60,0,411,118,17
"CKLF-CMTM1",0,0,0,0,1,0,0,0,0,2,0,0,0,6,3,0,0,1,0,0
"CKM",0,36,0,0,1,0,20,0,0,18,10,48,19,33,0,214842,6,4,0,0
"CKMT1A",121,19,0,0,35,0,9,242,0,21,7,253,12,13,23,0,4,0,23,157
"CKMT1B",764,3,0,0,32,0,8,922,1,45,43,910,82,0,20,0,0,0,0,125
"CKMT2",1024,41,179,784,136,0,165,885,8,138,130,470,27,139,282,15916,0,289,24,14
"CKS1B",1504,923,702,270,144,1,3292,489,1,3277,1807,240,200,1688,1751,114,8,1270,136,49
"CKS2",2549,507,838,563,378,4,2604,709,1,2749,1782,1,501,1285,2791,485,1,1907,392,126
"CLASP1",927,768,454,2027,344,1,867,1123,32,1535,980,778,352,2496,1903,724,192,1652,241,132
"CLASP2",4185,206,1865,20149,1402,11,2919,1036,35,4572,2258,378,714,4508,2475,1316,22,3853,804,165
"CLASRP",168,28,24,259,348,0,112,15,9,218,112,285,120,130,173,87,7,185,158,58
"CLC",0,0,12,0,5,0,0,0,0,0,95,0,1,0,0,0,0,0,0,0
"CLCA1",0,0,0,0,1,0,0,0,0,0,3,0,45,0,0,0,0,0,0,0
"CLCA2",3105,1,0,15,58,4,0,1796,0,15,0,444,75,156,34,2,4,0,0,847
"CLCA4",0,1,0,0,4,1,0,23,0,0,0,136,0,0,0,0,0,0,0,0
"CLCC1",352,52,574,613,137,2,1399,508,0,1343,1549,322,155,1535,1126,311,0,3344,157,89
"CLCF1",46,74,0,1,27,1,108,62,1,23,2,10,17,69,54,17,0,6,32,0
"CLCN1",0,0,0,0,28,0,0,0,0,2,6,0,93,1,0,106,1,0,0,0
"CLCN2",120,0,178,179,169,0,149,50,0,188,55,190,27,160,392,0,0,73,323,21
"CLCN3",2832,671,897,4415,810,19,3166,2087,14,8560,3259,1696,494,3501,4239,1565,245,7772,949,86
"CLCN4",495,205,3,75,40,0,2606,96,0,11,508,5,32,419,29,970,0,421,79,4
"CLCN5",2134,119,190,1495,2502,1,1734,1426,2,3065,824,551,527,1570,1368,700,66,4314,2351,233
"CLCN6",256,321,72,2539,496,10,999,480,1,1029,1001,456,274,1359,1137,160,469,741,195,132
"CLCN7",186,6,8,507,295,0,50,12,31,61,39,12,79,24,73,4,9,74,152,56
"CLCNKA",132,74,2,1,5,9,274,5,0,0,0,2,16,0,0,21,0,0,0,0
"CLCNKB",5,5,3,19,13,5,0,1,0,0,0,109,5,12,0,2,1,0,0,0
"CLDN1",3608,0,0,261,347,1,245,1504,0,62,106,1678,24,1218,2985,59,20,3450,808,396
"CLDN10",1913,0,0,3,1,0,0,5621,0,0,137,2508,13,2,1,0,6,3,0,0
"CLDN11",172,139,1021,64,104,6,85,149,0,155,441,2,181,871,92,146,761,891,53,0
"CLDN12",1258,7,195,459,437,0,2915,450,1,3206,1531,3,218,1855,2626,391,0,3043,326,5
"CLDN14",0,0,0,34,8,0,1,0,0,6,0,0,14,0,62,0,86,23,79,0
"CLDN15",123,92,8,108,86,2,105,35,0,148,35,110,84,48,202,0,4,62,45,6
"CLDN16",106,0,95,0,32,0,0,9,1,1,0,0,103,13,5,0,20,4,8,0
"CLDN17",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CLDN18",250,0,1,32,36,1,35,260,3,64,43591,15,63,75,190,2,0,6,55,0
"CLDN19",74,0,0,0,5,0,0,17,0,0,0,123,96,0,1,0,1,2,0,1
"CLDN2",0,26,358,10,10,0,0,4,0,8,68,25,24,1,0,0,4,0,0,44
"CLDN20",7,0,1,14,6,0,29,10,2,64,5,1,8,34,4,22,6,106,9,28
"CLDN22",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CLDN23",78,54,0,14,4,0,14,1,0,24,146,0,11,8,173,0,0,19,0,0
"CLDN24",0,1,0,18,0,0,0,0,0,1,7,0,0,5,0,0,0,0,0,0
"CLDN25",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CLDN3",0,0,0,0,0,0,0,0,0,0,6,0,9,0,0,0,0,0,1,0
