"GENE_SYMBOL","GSM4673094--P2","GSM4673095--P2","GSM4673096--P2","GSM4673106--P7","GSM4673113--P23","GSM4673114--P23"
"SPPL2B",30,50,50,31,32,70
"SPPL2C",0,0,0,0,0,0
"SPPL3",60,92,80,67,61,77
"SPR",42,40,34,10,20,33
"SPRED1",180,262,135,235,409,709
"SPRED2",10,22,12,14,13,18
"SPRED3",1,0,2,1,1,0
"SPRN",2,2,0,1,0,0
"SPRR1A",1,0,0,0,0,0
"SPRR1B",1,0,0,0,0,0
"SPRR2A",0,1,3,0,0,1
"SPRR2B",0,0,0,0,0,0
"SPRR2D",0,0,3,0,0,0
"SPRR2E",0,0,0,0,0,0
"SPRR2F",0,0,0,0,0,0
"SPRR2G",0,0,0,0,0,0
"SPRR3",0,0,0,0,0,0
"SPRR4",0,0,0,0,0,0
"SPRTN",16,6,9,4,3,2
"SPRY1",16,19,32,5,12,14
"SPRY2",18,28,19,20,17,17
"SPRY3",2,1,8,7,9,8
"SPRY4",47,43,15,23,19,30
"SPRYD3",49,61,68,35,30,30
"SPRYD4",171,225,160,167,153,108
"SPRYD7",118,49,66,34,23,9
"SPSB1",25,4,16,19,9,10
"SPSB2",40,49,31,33,13,40
"SPSB3",80,120,86,185,188,217
"SPSB4",0,0,0,0,0,0
"SPTA1",0,0,0,0,0,0
"SPTAN1",32,29,13,55,27,29
"SPTB",1,0,0,2,3,1
"SPTBN1",174,304,239,664,435,600
"SPTBN2",11,12,10,9,6,8
"SPTBN4",1,0,0,0,0,1
"SPTBN5",0,3,1,0,0,1
"SPTLC1",30,26,8,6,15,17
"SPTLC2",54,75,69,81,68,86
"SPTLC3",2,1,1,3,4,5
"SPTSSA",72,60,55,38,27,35
"SPTSSB",1,0,0,0,0,4
"SPTY2D1",110,152,118,142,82,149
"SPX",0,0,0,0,0,0
"SPZ1",0,0,0,0,0,1
"SQLE",154,118,98,27,5,19
"SQSTM1",198,170,96,216,108,174
"SRA1",24,12,9,14,18,30
"SRBD1",6,10,3,3,3,3
"SRC",101,116,164,74,90,109
"SRCAP",216,375,205,159,91,129
"SRCIN1",4,7,9,11,3,13
"SRD5A1",37,11,32,39,11,17
"SRD5A2",0,1,0,3,0,0
"SRD5A3",21,18,25,6,20,35
"SREBF1",36,73,31,125,76,73
"SREBF2",113,123,166,56,47,74
"SREK1",61,37,38,34,68,74
"SREK1IP1",22,21,11,8,17,11
"SRF",90,152,90,190,76,174
"SRFBP1",33,10,13,12,10,12
"SRGAP1",9,7,5,13,3,4
"SRGAP2",26,17,6,17,2,17
"SRGAP2B",0,0,0,0,0,0
"SRGAP2C",3,0,0,2,0,1
"SRGAP3",8,13,16,11,16,9
"SRGN",44,26,7,24,11,13
"SRI",253,112,185,85,152,122
"SRL",0,0,0,0,0,0
"SRM",13,16,16,32,5,6
"SRMS",1,4,4,0,2,2
"SRP14",185,162,113,68,104,101
"SRP19",17,8,14,12,8,11
"SRP54",135,79,154,37,48,33
"SRP68",59,72,58,50,30,46
"SRP72",126,89,203,73,96,77
"SRP9",54,67,46,31,61,58
"SRPK1",75,83,81,42,34,36
"SRPK2",72,53,58,32,27,58
"SRPK3",10,13,11,2,3,5
"SRPRB",58,33,79,20,25,28
"SRPX",1,0,0,1,0,0
"SRPX2",26,6,11,21,0,7
"SRR",7,3,2,4,6,2
"SRRD",7,6,8,5,7,3
"SRRM1",35,35,25,15,21,42
"SRRM2",122,155,156,214,180,191
"SRRM3",3,7,1,2,0,0
"SRRM4",0,0,0,0,0,1
"SRRM5",0,0,0,0,0,0
"SRRT",327,391,292,299,188,303
"SRSF1",69,86,110,69,31,45
"SRSF10",592,384,433,291,238,414
"SRSF11",141,89,100,57,87,83
"SRSF12",1,0,0,0,0,0
"SRSF2",76,113,67,46,36,83
"SRSF3",253,172,204,94,92,105
"SRSF4",48,20,22,23,17,29
"SRSF5",54,51,69,61,58,82
"SRSF6",729,1149,840,672,513,948
"SRSF7",115,66,81,48,52,43
"SRSF8",514,320,497,281,373,525
"SRSF9",327,550,437,423,423,577
"SRXN1",8,3,8,3,1,1
"SRY",0,0,0,0,0,0
"SS18",28,18,9,9,12,18
"SS18L1",44,48,45,101,31,55
"SS18L2",18,15,24,2,7,9
"SSB",530,268,408,144,112,117
"SSBP1",99,60,47,26,43,22
"SSBP2",3,1,1,2,0,0
"SSBP3",118,155,82,211,151,254
"SSBP4",52,58,46,42,40,38
"SSC4D",0,2,0,0,1,0
"SSC5D",2,0,0,6,3,0
"SSH1",44,44,58,65,31,43
"SSH2",36,27,44,28,14,21
"SSH3",26,31,21,51,18,55
"SSMEM1",0,0,0,0,0,0
"SSNA1",83,81,58,28,38,30
"SSPN",8,4,9,4,11,8
"SSPO",0,0,0,0,1,0
"SSR1",78,123,100,91,49,60
"SSR2",127,112,100,47,52,50
"SSR3",204,247,258,161,127,119
"SSR4",597,443,318,353,251,226
"SSRP1",73,64,110,58,48,41
"SST",0,0,0,0,1,0
"SSTR1",7,13,2,1,5,2
"SSTR2",6,8,4,6,4,6
"SSTR3",0,0,0,0,1,0
"SSTR4",0,0,0,0,0,0
"SSTR5",0,0,0,0,0,0
"SSU72",61,91,45,25,39,61
"SSUH2",8,2,1,0,2,0
"SSX1",0,0,1,0,0,1
"SSX2",0,0,0,0,0,0
"SSX2B",0,0,0,0,0,0
"SSX2IP",22,15,7,8,13,21
"SSX3",0,0,0,0,0,0
"SSX4",0,0,0,0,0,0
"SSX4B",0,0,0,0,0,0
"SSX5",0,0,0,0,0,0
"SSX7",0,0,0,0,0,0
"ST13",490,828,483,1013,954,1162
"ST14",158,82,133,147,127,169
"ST18",0,6,0,1,0,0
"ST20",4,13,2,1,0,6
"ST20-MTHFS",3,1,7,2,0,0
"ST3GAL1",37,41,65,78,4,15
"ST3GAL2",74,139,49,117,36,120
"ST3GAL3",1,3,0,3,1,2
"ST3GAL4",24,20,7,14,53,87
"ST3GAL5",5,5,7,19,4,6
"ST3GAL6",3,0,3,3,0,0
"ST6GAL1",45,53,65,140,25,35
"ST6GAL2",0,1,0,2,0,0
"ST6GALNAC1",243,55,251,97,995,1002
"ST6GALNAC2",20,54,29,36,35,44
"ST6GALNAC3",0,0,0,0,0,0
"ST6GALNAC4",38,23,9,10,7,12
"ST6GALNAC5",5,3,0,0,0,0
"ST6GALNAC6",14,11,7,23,136,146
"ST7",17,8,4,5,3,3
"ST7L",28,16,16,6,7,10
"ST8SIA1",1,0,1,0,0,1
"ST8SIA2",0,0,0,0,0,0
"ST8SIA3",0,0,0,0,0,0
"ST8SIA4",2,2,4,6,0,3
"ST8SIA5",0,0,0,0,0,0
"ST8SIA6",0,4,0,8,1,3
"STAB1",8,4,8,29,0,5
"STAB2",0,0,0,15,0,1
"STAC",0,1,2,1,1,0
"STAC2",0,0,0,0,0,0
"STAC3",6,3,0,8,9,2
"STAG1",19,44,49,8,16,19
"STAG2",146,122,125,105,105,97
"STAG3",16,4,19,6,0,0
"STAG3L5P-PVRIG2P-PILRB",0,1,0,0,0,1
"STAM",11,4,11,2,2,4
"STAM2",12,16,8,7,3,9
"STAMBP",16,17,27,26,9,12
"STAMBPL1",24,10,34,18,9,9
"STAP1",0,0,0,3,0,0
"STAP2",67,102,96,109,120,129
"STAR",0,0,0,0,0,0
"STARD10",80,90,90,75,110,75
"STARD13",57,150,52,111,32,58
"STARD3",23,34,22,27,7,38
"STARD3NL",34,19,16,15,13,21
"STARD4",18,13,15,5,11,12
"STARD5",2,10,1,5,3,2
"STARD6",0,0,0,0,0,0
"STARD7",101,72,123,56,47,63
"STARD8",0,0,0,0,4,2
"STARD9",3,3,2,5,4,4
"STAT1",83,50,57,32,17,31
"STAT2",14,8,10,8,2,11
"STAT3",148,164,161,311,200,315
"STAT4",0,0,2,1,2,1
"STAT5A",21,17,16,66,41,56
"STAT5B",32,16,35,35,34,22
"STAT6",578,564,522,626,343,565
"STATH",0,0,0,0,0,0
"STAU1",129,157,143,77,29,43
"STAU2",33,29,39,12,9,11
"STC1",95,34,28,41,15,6
"STC2",90,63,162,84,0,12
"STEAP1",14,32,5,14,6,8
"STEAP1B",0,0,0,0,0,0
"STEAP2",11,13,20,7,5,7
"STEAP3",7,18,17,32,14,15
"STEAP4",6,3,2,15,1,2
"STH",0,0,0,0,0,0
"STIL",15,6,6,2,0,3
"STIM1",12,20,17,25,18,20
"STIM2",20,20,42,24,28,19
"STIP1",197,248,161,103,110,96
"STK10",51,48,39,132,67,123
"STK11",223,235,193,291,169,331
"STK11IP",3,6,1,4,8,10
"STK16",42,32,51,27,26,22
"STK17A",30,18,7,20,23,13
"STK17B",20,19,7,16,15,26
"STK19",8,12,16,10,8,10
"STK24",427,602,383,1086,459,702
"STK25",32,23,22,17,20,37
"STK26",18,19,12,15,5,22
"STK3",25,24,15,6,5,8
"STK31",3,2,3,0,1,0
"STK32A",0,0,1,0,1,1
"STK32B",0,0,1,0,0,0
"STK32C",11,15,6,15,7,8
"STK33",10,20,20,2,4,4
"STK35",11,11,22,8,10,3
"STK36",1,2,1,0,3,2
"STK38",173,198,194,82,76,143
"STK38L",33,26,49,21,13,17
"STK39",83,95,62,31,28,38
"STK4",94,74,89,32,17,9
"STK40",243,266,120,395,197,379
"STKLD1",1,0,2,2,0,0
"STMN1",101,89,75,39,107,112
"STMN2",9,1,0,1,2,2
"STMN3",250,271,86,120,22,52
"STMN4",0,0,0,0,0,0
"STMND1",0,0,0,0,2,0
"STOM",35,7,8,42,1,5
"STOML1",109,183,100,97,35,63
"STOML2",105,71,73,67,21,31
"STOML3",1,0,0,0,0,0
"STON1",3,0,2,1,2,4
"STON1-GTF2A1L",0,0,0,0,0,0
"STON2",3,0,3,1,0,0
"STOX1",12,3,2,2,1,2
"STOX2",1,1,0,12,3,4
"STPG1",8,5,3,5,2,11
"STPG2",0,0,0,0,0,0
"STRA6",19,21,11,2,4,6
"STRA8",0,0,0,0,0,0
"STRADA",3,1,3,1,0,1
"STRADB",10,3,6,7,7,5
"STRAP",164,158,58,67,56,67
"STRBP",76,49,42,17,17,21
"STRC",0,0,0,1,0,0
"STRIP1",48,28,23,62,50,39
"STRIP2",8,3,0,0,0,2
"STRN",39,39,32,56,42,53
"STRN3",44,42,28,13,13,19
"STRN4",35,61,55,37,32,50
"STS",19,6,16,5,4,4
"STT3A",43,36,58,48,27,34
"STT3B",437,303,330,192,130,190
"STUB1",312,411,296,238,191,375
"STX10",81,72,61,28,59,48
"STX11",3,1,0,1,0,0
"STX12",25,9,14,12,16,20
"STX16",141,75,106,52,18,34
"STX16-NPEPL1",0,0,0,1,0,0
"STX17",29,19,18,13,7,4
"STX18",23,21,18,9,15,6
"STX19",7,3,3,0,6,3
"STX1A",2,2,3,2,4,3
"STX1B",0,1,0,0,0,0
"STX2",12,4,3,10,0,1
"STX3",81,32,38,15,18,29
"STX4",52,37,48,36,29,47
"STX5",20,11,19,31,13,30
"STX6",54,52,57,31,33,38
"STX7",32,50,50,38,19,19
"STX8",16,6,8,7,7,4
"STXBP1",17,14,3,8,9,11
"STXBP2",139,71,85,76,60,39
"STXBP3",43,11,18,12,56,25
"STXBP4",7,14,4,8,5,4
"STXBP5",96,118,119,48,58,116
"STXBP5L",0,1,0,0,0,0
"STXBP6",50,23,30,7,28,36
"STYK1",2,0,1,0,0,2
"STYX",18,11,15,4,7,11
"STYXL1",37,9,36,6,5,6
"SUB1",153,134,103,63,29,79
"SUCLA2",61,33,34,18,8,13
"SUCLG1",123,52,117,58,52,46
"SUCLG2",111,121,150,122,123,95
"SUCNR1",1,0,0,1,0,1
"SUCO",39,58,50,31,21,36
"SUDS3",69,55,52,53,38,46
"SUFU",2,1,1,6,8,2
"SUGCT",2,0,0,1,0,2
"SUGP1",9,23,7,39,3,16
"SUGP2",27,42,66,42,38,80
"SUGT1",72,68,67,48,40,55
"SULF1",89,72,28,33,19,29
"SULF2",39,26,29,38,12,12
"SULT1A1",6,6,5,32,14,17
"SULT1A2",0,1,0,2,0,0
"SULT1A3",0,0,0,1,0,0
"SULT1A4",0,0,0,0,0,0
"SULT1B1",12,7,15,7,20,33
"SULT1C2",6,15,2,0,25,25
"SULT1C3",0,0,3,0,2,6
"SULT1C4",1,8,3,0,4,49
"SULT1E1",7,8,0,1,0,3
"SULT2A1",0,0,0,316,0,0
"SULT2B1",5,1,0,22,4,14
"SULT4A1",2,2,7,0,0,0
"SULT6B1",0,0,0,0,0,0
"SUMF1",890,1173,836,333,469,644
"SUMF2",101,61,51,36,32,42
"SUMO1",312,115,339,43,59,45
"SUMO2",153,202,126,85,56,103
"SUMO3",73,82,58,70,40,81
"SUMO4",0,0,0,0,0,0
"SUN1",48,28,28,26,23,48
"SUN2",295,456,296,631,173,389
"SUN3",0,0,0,0,0,0
"SUN5",0,0,0,0,0,0
"SUOX",1,3,4,9,1,4
"SUPT16H",111,69,83,45,15,37
"SUPT20H",34,29,24,33,8,12
"SUPT3H",2,2,2,5,1,3
"SUPT4H1",34,54,53,27,16,30
"SUPT5H",45,63,64,49,50,46
"SUPT6H",47,27,53,24,17,28
"SUPT7L",70,53,44,33,5,41
"SUPV3L1",34,12,14,7,7,8
"SURF1",36,36,19,12,19,12
"SURF2",320,293,133,95,116,158
"SURF4",1334,1576,706,637,637,774
"SURF6",58,50,31,23,40,34
"SUSD1",12,13,12,8,6,1
"SUSD2",0,0,0,9,0,0
"SUSD3",3,4,0,4,3,2
"SUSD4",0,0,0,0,0,0
"SUSD5",0,2,1,1,0,0
"SUSD6",53,55,33,48,30,45
"SUV39H1",13,20,10,9,3,7
"SUV39H2",4,5,22,0,1,1
"SUZ12",65,49,66,41,40,38
"SV2A",5,14,4,5,1,3
"SV2B",1,5,1,1,0,2
"SV2C",1,0,0,0,0,0
"SVBP",20,18,15,7,14,33
"SVEP1",1,0,0,3,0,5
"SVIL",59,88,75,71,39,58
"SVIP",45,53,64,12,39,28
"SVOP",0,2,0,0,0,0
"SVOPL",5,3,1,0,0,4
"SWAP70",44,23,63,8,15,19
"SWI5",560,535,205,204,268,371
"SWSAP1",1,3,9,6,3,0
"SWT1",1,5,5,0,7,1
"SYAP1",136,124,191,51,32,37
"SYBU",50,55,44,31,14,24
"SYCE1",0,0,0,0,0,0
"SYCE1L",9,4,2,1,1,2
"SYCE2",0,1,0,4,0,0
"SYCE3",0,0,4,0,0,0
"SYCN",0,0,0,0,0,0
"SYCP1",0,0,0,0,0,0
"SYCP2",1,0,5,0,1,0
"SYCP2L",0,0,0,0,0,0
"SYCP3",2,5,1,2,4,0
"SYDE1",7,10,1,10,5,1
"SYDE2",3,4,9,25,7,10
"SYF2",89,41,24,18,31,31
"SYK",288,226,100,176,156,219
"SYMPK",23,26,18,22,13,10
"SYN1",2,1,2,3,0,0
"SYN2",0,3,0,0,0,0
"SYN3",3,0,4,2,0,1
"SYNC",0,2,1,2,2,3
"SYNCRIP",232,176,218,74,53,48
"SYNDIG1",0,3,0,0,0,2
"SYNDIG1L",0,1,0,0,0,0
"SYNE1",14,12,8,46,26,21
"SYNE2",58,52,45,48,14,32
"SYNE3",6,2,1,9,2,4
"SYNE4",8,6,6,4,10,5
"SYNGAP1",13,14,13,38,25,29
"SYNGR1",1,4,0,6,1,0
"SYNGR2",1046,2519,2150,991,2110,2908
"SYNGR3",7,18,0,9,3,6
"SYNGR4",0,0,0,0,1,0
"SYNJ1",2,5,1,1,0,1
"SYNJ2",34,29,21,23,13,12
"SYNJ2BP",71,41,61,25,54,72
"SYNJ2BP-COX16",0,0,1,0,0,1
"SYNM",13,6,7,2,1,0
"SYNPO",52,41,35,196,61,94
"SYNPO2",19,0,6,1,6,3
"SYNPO2L",0,0,0,0,1,0
"SYNPR",0,0,0,1,0,0
"SYNRG",65,23,30,21,33,46
"SYP",2,8,2,5,7,2
"SYPL1",64,79,39,34,39,57
"SYPL2",3,0,0,0,0,0
"SYS1",20,26,4,11,4,3
"SYS1-DBNDD2",0,0,0,0,0,0
"SYT1",1,23,0,1,7,4
"SYT10",0,0,0,1,0,0
"SYT11",63,87,64,23,11,18
"SYT12",0,5,1,52,0,0
"SYT13",27,60,44,81,133,180
"SYT14",0,0,0,0,0,1
"SYT15",0,0,0,0,0,0
"SYT16",0,0,0,0,0,0
"SYT17",1,3,1,5,6,8
"SYT2",0,0,0,0,0,0
"SYT3",0,0,0,0,0,0
"SYT4",0,0,0,0,0,0
"SYT5",0,0,0,0,0,0
"SYT6",1,8,0,1,0,0
"SYT7",69,73,20,145,78,56
"SYT8",1,1,1,0,1,3
"SYT9",0,0,0,2,0,0
"SYTL1",4,5,0,4,13,14
"SYTL2",39,6,25,15,54,30
"SYTL3",2,0,0,0,2,1
"SYTL4",6,2,4,3,2,0
"SYTL5",1,0,2,4,0,1
"SYVN1",56,63,64,50,30,22
"SZRD1",99,83,67,111,56,93
"SZT2",6,12,5,25,14,16
"TAAR1",0,0,0,0,0,0
"TAAR2",0,0,0,0,0,0
"TAAR5",0,0,0,0,0,0
"TAAR6",0,0,0,0,0,0
"TAAR8",0,0,0,0,0,0
"TAAR9",0,0,0,0,0,0
"TAB1",25,32,36,49,11,15
"TAB2",55,21,49,27,14,18
"TAB3",52,106,25,135,61,78
"TAC1",28,8,42,0,0,0
"TAC3",0,0,0,1,4,5
"TAC4",0,0,0,0,0,0
"TACC1",56,68,23,33,66,87
"TACC2",51,83,61,67,31,62
"TACC3",19,20,26,19,8,16
"TACO1",27,18,16,9,15,12
"TACR1",0,0,0,0,0,0
"TACR2",1,0,2,0,0,2
"TACR3",0,0,0,0,0,0
"TACSTD2",239,326,42,351,41,177
"TADA1",1,8,15,6,1,5
"TADA2A",21,5,9,2,2,7
"TADA2B",13,15,22,19,7,14
"TADA3",24,39,21,19,28,26
"TAF1",32,20,20,28,18,21
"TAF10",102,99,98,91,77,90
"TAF11",49,44,42,25,12,26
"TAF12",15,14,1,3,6,6
"TAF13",27,8,14,9,15,11
"TAF15",346,150,165,135,117,112
"TAF1A",10,2,2,0,0,0
"TAF1B",21,7,8,9,2,3
"TAF1C",12,6,19,10,8,9
"TAF1D",77,41,53,37,62,58
"TAF1L",0,0,0,0,0,0
"TAF2",14,16,24,9,9,11
"TAF3",43,34,49,14,16,9
"TAF4",17,25,20,26,2,10
"TAF4B",22,2,13,4,2,4
"TAF5",6,4,10,3,2,2
"TAF5L",111,134,136,64,81,100
"TAF6",22,30,15,20,10,14
"TAF6L",10,5,18,10,6,10
"TAF7",83,58,95,85,58,104
"TAF7L",0,0,0,0,0,0
"TAF8",28,28,34,10,22,11
"TAF9",20,24,12,31,19,42
"TAF9B",11,7,3,2,4,1
"TAGAP",0,1,2,0,0,0
"TAGLN",43,47,17,111,37,60
"TAGLN2",174,191,172,176,131,178
"TAGLN3",0,1,0,0,0,0
"TAL1",4,3,0,2,3,2
"TAL2",0,0,0,0,0,0
"TALDO1",103,127,148,80,55,96
"TAMM41",4,6,3,0,4,5
"TANC1",16,19,12,10,9,8
"TANC2",5,4,4,13,5,1
"TANGO2",3,10,2,5,11,10
"TANGO6",7,18,6,19,4,2
"TANK",25,21,21,8,13,13
"TAOK1",173,126,170,140,84,133
"TAOK2",11,24,34,45,34,35
"TAOK3",87,59,85,101,101,123
"TAP1",396,473,262,490,191,337
"TAP2",78,96,91,27,14,28
"TAPBP",58,83,36,58,28,34
"TAPBPL",23,44,18,12,12,23
"TAPT1",22,51,37,67,24,45
"TARBP1",40,48,46,32,51,93
"TARBP2",17,16,11,6,8,12
"TARDBP",68,32,53,19,18,22
"TARM1",0,0,0,0,0,0
"TARS2",16,18,12,8,8,8
"TAS1R1",0,0,0,0,0,0
"TAS1R2",0,0,0,0,0,0
"TAS1R3",1,1,1,1,1,13
"TAS2R1",0,0,0,0,0,0
"TAS2R10",0,0,0,0,0,0
"TAS2R13",0,0,0,0,0,0
"TAS2R14",4,0,0,0,0,4
"TAS2R16",0,0,0,0,0,0
"TAS2R19",0,0,0,0,0,0
"TAS2R20",0,0,0,0,0,0
"TAS2R3",0,0,1,0,0,0
"TAS2R30",0,0,0,0,0,0
"TAS2R31",0,0,0,0,2,0
"TAS2R38",0,0,0,0,0,0
"TAS2R39",0,0,0,0,0,0
"TAS2R4",0,0,0,1,0,0
"TAS2R40",0,0,0,0,0,0
"TAS2R41",0,0,0,0,0,0
"TAS2R42",0,0,0,0,0,0
"TAS2R43",0,0,0,0,0,0
"TAS2R46",0,0,0,0,0,0
"TAS2R5",0,1,0,0,0,2
"TAS2R50",0,0,0,0,0,0
"TAS2R60",0,0,0,0,0,0
"TAS2R7",0,0,0,0,0,0
"TAS2R8",0,0,0,0,0,0
"TAS2R9",0,0,0,0,0,0
"TASP1",5,14,12,5,7,6
"TAT",0,0,0,122,0,0
"TATDN1",96,90,125,84,95,131
"TATDN2",57,134,70,58,21,55
"TATDN3",1,3,2,3,2,3
"TAX1BP1",508,175,243,63,108,100
"TAX1BP3",16,14,49,10,6,4
"TAZ",16,9,16,46,18,33
"TBATA",0,0,0,0,0,0
"TBC1D1",27,26,27,12,5,18
"TBC1D10A",4,13,8,15,4,11
"TBC1D10B",45,84,72,98,38,70
"TBC1D10C",1,12,1,16,6,13
"TBC1D12",54,105,74,69,44,75
"TBC1D13",21,17,5,7,18,1
"TBC1D14",110,94,107,49,20,47
"TBC1D15",20,23,25,19,3,11
"TBC1D16",80,187,101,218,88,189
"TBC1D17",7,13,11,13,10,21
"TBC1D19",2,4,1,0,1,2
"TBC1D2",11,9,3,5,6,22
"TBC1D20",184,271,179,168,78,147
"TBC1D21",0,0,0,0,0,0
"TBC1D22A",23,64,42,105,82,89
"TBC1D22B",6,3,3,14,3,7
"TBC1D23",43,59,34,16,33,40
"TBC1D24",6,6,11,7,5,3
"TBC1D25",31,43,34,41,20,23
"TBC1D26",0,0,0,0,0,0
"TBC1D28",0,0,0,0,0,0
"TBC1D2B",112,206,162,47,79,98
"TBC1D3",0,0,0,0,0,0
"TBC1D30",1,4,10,2,2,4
"TBC1D31",9,4,4,2,2,5
"TBC1D32",2,1,3,0,1,1
"TBC1D3B",0,0,0,0,0,0
"TBC1D3C",0,0,0,0,0,0
"TBC1D3D",0,0,1,0,0,0
"TBC1D3E",0,0,0,0,0,0
"TBC1D3F",0,0,0,0,0,0
"TBC1D3G",0,0,0,0,0,0
"TBC1D3H",0,0,0,0,0,0
"TBC1D3I",0,0,0,0,0,0
"TBC1D3K",0,0,0,0,0,0
"TBC1D4",27,13,29,24,6,19
"TBC1D5",36,34,38,22,24,12
"TBC1D7",13,8,3,4,4,11
"TBC1D8",9,8,10,10,6,6
"TBC1D8B",19,7,7,9,11,11
"TBC1D9",8,13,11,11,1,4
"TBC1D9B",76,93,62,305,132,209
"TBCA",63,65,24,40,50,48
"TBCB",585,785,791,341,262,351
"TBCC",11,15,14,8,10,11
"TBCCD1",1,7,7,1,0,6
"TBCD",23,33,21,30,21,38
"TBCEL",4,21,5,6,2,3
"TBCK",18,21,19,11,6,5
"TBK1",34,25,19,8,9,12
"TBKBP1",1,8,0,5,0,2
"TBL1X",70,113,58,65,61,97
"TBL1XR1",84,69,86,51,26,73
"TBL1Y",0,0,0,0,0,0
"TBL2",85,37,70,5,12,15
"TBL3",11,28,9,21,11,27
"TBP",8,7,10,4,2,3
"TBPL1",8,21,13,18,6,14
"TBPL2",0,0,0,0,0,0
"TBR1",0,1,0,0,0,0
"TBRG1",25,22,41,19,17,22
"TBRG4",60,50,43,34,33,34
"TBX1",2,11,1,17,7,11
"TBX10",0,0,0,3,0,0
"TBX15",0,0,0,2,0,0
"TBX18",2,3,2,3,0,0
"TBX19",1,0,2,0,3,1
"TBX2",8,10,2,2,2,5
"TBX20",0,0,0,5,0,0
"TBX21",1,0,1,0,1,0
"TBX22",0,0,0,0,0,0
"TBX3",26,42,45,78,95,142
"TBX4",0,0,1,0,0,0
"TBX5",0,0,0,0,0,0
"TBX6",2,0,1,2,2,0
"TBXA2R",0,1,0,1,0,1
"TBXAS1",43,38,35,32,77,73
"TC2N",50,47,57,8,16,38
"TCAF1",20,17,5,0,14,5
"TCAF2",9,6,0,8,5,8
"TCAIM",26,18,11,8,12,16
"TCAP",0,1,0,4,0,0
"TCEA1",71,47,58,17,22,17
"TCEA2",18,18,6,9,2,1
"TCEA3",21,14,13,12,58,60
"TCEAL1",20,13,13,14,14,20
"TCEAL2",0,0,0,0,0,0
"TCEAL3",37,38,32,21,18,37
"TCEAL4",200,106,97,114,41,68
"TCEAL5",0,0,0,0,0,2
"TCEAL6",1,0,1,0,0,0
"TCEAL7",2,0,3,0,0,0
"TCEAL8",32,24,24,14,18,28
"TCEANC",4,6,16,0,4,1
"TCEANC2",11,12,4,20,6,6
"TCERG1",33,23,26,24,17,21
"TCERG1L",0,1,1,0,0,0
"TCF12",10,27,26,15,19,62
"TCF15",14,7,1,14,0,0
"TCF19",17,8,15,8,4,5
"TCF20",157,197,243,136,92,165
"TCF21",4,2,2,0,0,5
"TCF23",0,0,0,0,1,0
"TCF24",0,0,2,0,0,0
"TCF25",839,762,764,1165,958,1288
"TCF3",122,131,109,97,88,200
"TCF4",30,17,22,16,7,18
"TCF7",37,26,15,24,11,18
"TCF7L1",3,1,2,2,1,2
"TCF7L2",30,88,47,71,26,66
"TCFL5",8,7,9,1,2,4
"TCHH",0,0,0,0,0,0
"TCHHL1",0,0,0,0,0,0
"TCHP",16,33,18,12,15,11
"TCIRG1",389,415,265,423,203,263
"TCL1A",0,0,0,0,0,4
"TCL1B",0,0,0,0,0,0
"TCN1",66,14,10,2,0,9
"TCN2",137,81,39,154,96,103
"TCOF1",57,87,87,89,39,76
"TCP1",234,184,235,156,74,87
"TCP10",0,0,0,0,0,0
"TCP10L",4,3,0,6,0,0
"TCP10L2",0,0,0,0,0,0
"TCP11",0,0,0,0,0,0
"TCP11L1",3,3,2,4,7,0
"TCP11L2",3,1,8,2,6,7
"TCP11X2",0,0,0,0,0,0
"TCTA",229,144,91,32,49,50
"TCTE1",1,0,2,0,0,0
"TCTE3",9,3,6,4,2,10
"TCTEX1D1",0,0,0,0,0,0
"TCTEX1D2",3,3,0,1,1,1
"TCTEX1D4",0,0,0,0,0,1
"TCTN1",7,14,2,6,8,4
"TCTN2",6,9,10,3,1,2
"TCTN3",15,17,24,12,1,2
"TDG",18,20,22,3,9,9
"TDGF1",17,14,9,6,6,16
"TDO2",9,1,1,63,6,5
"TDP1",14,6,15,4,2,8
"TDP2",47,31,93,23,45,44
"TDRD1",0,0,0,0,0,0
"TDRD10",0,0,0,0,0,0
"TDRD12",1,2,0,1,0,0
"TDRD15",0,0,0,0,0,0
"TDRD3",11,12,4,7,7,7
"TDRD5",0,1,0,0,0,4
"TDRD6",12,0,2,10,6,8
"TDRD7",24,13,6,5,6,10
"TDRD9",0,4,0,1,0,0
"TDRKH",4,4,8,0,2,1
"TDRP",0,0,0,1,0,0
"TEAD1",74,121,58,146,88,92
"TEAD2",27,21,21,17,6,8
"TEAD3",20,27,32,24,15,30
"TEAD4",17,16,24,5,3,7
"TEC",0,1,2,0,0,1
"TECPR1",66,70,27,84,28,43
"TECPR2",23,8,10,17,6,19
"TECR",53,53,55,89,31,48
"TECRL",0,0,0,0,0,0
"TECTA",0,0,0,0,0,0
"TECTB",0,0,0,0,0,0
"TEDDM1",0,0,0,0,0,0
"TEF",57,62,45,72,26,52
"TEFM",4,4,5,9,2,7
"TEK",8,3,3,15,2,3
"TEKT1",0,0,0,0,0,0
"TEKT2",0,0,0,0,0,0
"TEKT3",0,0,0,0,0,0
"TEKT4",0,0,0,0,0,0
"TEKT5",2,0,1,0,0,0
"TELO2",62,71,65,85,23,69
"TEN1",0,0,0,0,0,0
"TEN1-CDK3",0,7,3,7,11,5
"TENM1",0,0,0,0,0,0
"TENM2",1,0,0,7,0,0
"TENM3",0,0,3,2,0,1
