"GENE_SYMBOL","GSM5133918--MGH200","GSM5133935--MGH253","GSM5133942--MGHPDL002"
"MSH6",8973,3023,4464
"MSI1",26,301,70
"MSI2",3748,13909,8613
"MSL1",7735,16598,9056
"MSL2",4144,1217,3726
"MSL3",3571,9292,4555
"MSLN",275,8,21
"MSLNL",24,5,1
"MSMB",0,0,10
"MSMO1",823,477,2994
"MSMP",0,0,0
"MSN",19928,20898,65922
"MSR1",12808,213,6927
"MSRA",1197,73,1730
"MSRB1",173,1001,1484
"MSRB2",1674,1131,4337
"MSRB3",1903,1083,2205
"MSS51",117,1115,118
"MST1",844,10105,1577
"MST1R",76,1118,81
"MSTN",16,478,52
"MSTO1",859,10190,2101
"MSX1",152,144,184
"MSX2",27,20,149
"MT1A",0,107,12
"MT1B",0,0,0
"MT1E",786,96,201
"MT1F",139,500,388
"MT1G",11,39,35
"MT1H",0,2,1
"MT1HL1",0,0,0
"MT1M",50,37,46
"MT1X",211,310,397
"MT2A",810,1038,8371
"MT3",26,5,0
"MT4",0,0,1
"MTA1",3644,9976,5145
"MTA2",6539,7798,8074
"MTA3",4783,11899,3584
"MTAP",669,1624,1681
"MTBP",997,6000,603
"MTCH1",8686,19390,18878
"MTCH2",5081,4858,5052
"MTCL1",6452,3641,424
"MTCP1",60,80,163
"MTDH",11883,13241,14843
"MTERF1",581,2208,2523
"MTERF2",822,2509,993
"MTERF3",910,5773,1538
"MTERF4",1014,5256,2253
"MTF1",1865,952,1483
"MTF2",2813,1664,1884
"MTFMT",664,1296,1052
"MTFP1",10,465,351
"MTFR1",1399,5034,1842
"MTFR1L",3040,22270,4029
"MTFR2",82,700,270
"MTG1",394,2668,787
"MTG2",862,16084,3650
"MTHFD1",6608,3612,7568
"MTHFD1L",3432,12348,3783
"MTHFD2",1474,2918,2911
"MTHFD2L",318,686,1078
"MTHFR",2356,5581,4165
"MTHFS",11,108,366
"MTHFSD",499,2646,1496
"MTIF2",2144,6281,2774
"MTIF3",1993,1748,3559
"MTM1",1758,225,1783
"MTMR1",2693,1591,3976
"MTMR10",5117,7718,4560
"MTMR11",2343,836,1068
"MTMR12",2246,1423,3010
"MTMR14",3592,2909,4747
"MTMR2",5379,3685,4974
"MTMR3",487,1385,912
"MTMR4",3957,19466,5250
"MTMR6",2600,1159,5762
"MTMR7",224,423,84
"MTMR8",378,1,137
"MTMR9",1365,2012,1379
"MTNR1A",0,0,0
"MTNR1B",0,0,0
"MTO1",2572,1681,2069
"MTOR",13458,14673,6478
"MTPAP",3228,4948,1615
"MTPN",5547,6492,29245
"MTR",17334,11046,6234
"MTRF1",672,2800,1437
"MTRF1L",743,504,1118
"MTRNR2L1",0,2,227
"MTRNR2L10",6,3,18
"MTRNR2L11",0,0,5
"MTRNR2L13",0,0,1
"MTRNR2L3",17,3,11
"MTRNR2L4",7,3,18
"MTRNR2L5",0,0,0
"MTRNR2L6",7,9,16
"MTRNR2L7",0,1,1
"MTRNR2L8",16,13,173
"MTRR",2758,2797,2713
"MTSS1",3364,8497,3593
"MTTP",31,42,20
"MTURN",244,2465,2607
"MTUS1",7462,1507,5759
"MTUS2",29,2,13
"MTX1",621,1383,1414
"MTX2",2727,5765,3252
"MTX3",1495,2342,2612
"MUC1",741,288,569
"MUC12",226,107,26
"MUC13",0,1,41
"MUC15",0,0,4
"MUC16",5037,20,25
"MUC17",0,14,4
"MUC2",4,0,29
"MUC20",264,247,90
"MUC21",0,0,28
"MUC22",14,4,7
"MUC3A",449,48,49
"MUC4",126,7,23
"MUC5AC",3,6,1
"MUC5B",475,33,7
"MUC6",1699,62,2
"MUC7",7,61,6
"MUCL1",0,1,7
"MUL1",363,3557,3666
"MUS81",2166,10552,3313
"MUSK",415,0,11
"MUSTN1",1,6,7
"MUTYH",1100,5906,1150
"MVB12A",911,2804,2492
"MVB12B",1283,2611,4661
"MVD",314,1833,2427
"MVK",631,1141,1169
"MVP",8568,1479,17068
"MX1",4770,311,3443
"MX2",5162,243,10002
"MXD1",474,873,775
"MXD3",103,3885,922
"MXD4",769,10097,10587
"MXI1",2563,46578,13409
"MXRA5",137989,1533,17411
"MXRA7",1140,16951,5741
"MXRA8",7196,134376,6175
"MYADM",2601,1234,3472
"MYADML2",0,61,2
"MYB",205,429,205
"MYBBP1A",2643,14452,6773
"MYBL1",362,1495,1061
"MYBL2",53,9783,2490
"MYBPC1",0,500,137
"MYBPC2",1,56,79
"MYBPC3",61,10,29
"MYBPH",1,194,8
"MYBPHL",5,11,21
"MYC",487,17120,14285
"MYCBP",102,1623,2157
"MYCBP2",44321,2818,9809
"MYCBPAP",163,220,64
"MYCL",66,6,422
"MYCN",28,6,590
"MYCT1",214,125,259
"MYD88",3110,3389,7926
"MYDGF",2429,4380,8502
"MYEF2",671,213,5113
"MYEOV",0,217,212
"MYF5",0,0,0
"MYF6",18,50,8
"MYH1",1719,41,89
"MYH10",17979,8675,4099
"MYH11",2576,343,692
"MYH13",1425,22,26
"MYH14",1948,28,266
"MYH15",50,1003,43
"MYH2",1667,743,31
"MYH3",1815,511,206
"MYH4",1097,3,7
"MYH6",63,18,29
"MYH7",42,1089,136
"MYH7B",525,1368,120
"MYH8",1562,2,15
"MYH9",58705,17173,55632
"MYL1",0,837,9
"MYL10",0,39,1
"MYL12A",9843,11968,19602
"MYL12B",5753,10215,19726
"MYL2",0,1460,47
"MYL3",156,183,35
"MYL4",12,7,15
"MYL5",426,2549,1183
"MYL6",14840,13262,33567
"MYL6B",1038,3972,1887
"MYL7",0,43,0
"MYL9",3596,2729,4067
"MYLIP",3207,2983,4971
"MYLK",19242,574,3184
"MYLK2",10,145,3
"MYLK3",8,30,24
"MYLK4",127,262,373
"MYLPF",0,196,67
"MYNN",1105,916,1586
"MYO10",20385,29940,29381
"MYO15A",391,386,47
"MYO15B",16487,9130,3309
"MYO16",9,182,43
"MYO18A",15000,5283,7179
"MYO18B",18,97,17
"MYO19",2273,10394,2943
"MYO1A",80,0,38
"MYO1B",19502,11556,9272
"MYO1C",11571,18050,13773
"MYO1D",28399,2186,19422
"MYO1E",11237,634,5751
"MYO1F",6214,243,4071
"MYO1G",1451,265,3018
"MYO1H",131,4,16
"MYO3A",27,35,24
"MYO3B",700,12,3
"MYO5A",46081,17655,33637
"MYO5B",386,63,3257
"MYO5C",1917,52,617
"MYO6",11925,1911,1860
"MYO7A",3006,447,1652
"MYO7B",100,91,163
"MYO9A",12061,3639,2838
"MYO9B",47520,57717,21501
"MYOC",0,1,19
"MYOCD",49,1,8
"MYOD1",0,14,0
"MYOF",33435,1040,6430
"MYOG",0,42,1
"MYOM1",1025,709,340
"MYOM2",63,183,205
"MYOM3",16,77,52
"MYOT",618,219,80
"MYOZ1",68,151,42
"MYOZ2",49,164,18
"MYOZ3",73,359,18
"MYPN",6,63,5
"MYPOP",36,2689,719
"MYRF",250,2662,95
"MYRFL",22,1,4
"MYRIP",263,1,60
"MYSM1",4741,4693,4604
"MYT1",11,316,171
"MYT1L",0,2,2
"MYZAP",1,5,42
"MZB1",1,14,5944
"MZF1",411,7693,2955
"MZT1",94,584,2660
"MZT2A",535,4984,1882
"MZT2B",553,5071,2415
"N4BP1",5484,3349,6265
"N4BP2",7471,296,1549
"N4BP2L1",584,1463,1993
"N4BP2L2",9599,8309,9207
"N4BP3",134,234,508
"N6AMT1",192,1016,1039
"NAA10",711,7880,4401
"NAA11",0,0,1223
"NAA15",4746,4151,5181
"NAA16",2730,2298,1936
"NAA20",2139,5566,6992
"NAA25",2889,6104,2542
"NAA30",731,792,2358
"NAA35",4552,1177,2378
"NAA38",232,1668,1921
"NAA40",552,10566,3155
"NAA50",1578,2970,8738
"NAA60",247,3311,1766
"NAAA",1448,3916,2133
"NAALAD2",828,229,49
"NAALADL1",385,154,283
"NAALADL2",1789,140,739
"NAB1",3718,6876,5166
"NAB2",978,13026,3721
"NABP1",1554,6833,3664
"NABP2",1407,1640,2469
"NACA",38870,33853,53592
"NACA2",6,19,109
"NACAD",228,1249,93
"NACC1",1002,4510,4897
"NACC2",350,499,6644
"NADK",1765,16359,5872
"NADK2",1765,1434,2039
"NADSYN1",6568,4325,5990
"NAE1",2385,2863,4489
"NAF1",812,1001,1194
"NAGA",2002,4138,5732
"NAGK",8034,5798,7432
"NAGLU",5882,6321,3455
"NAGPA",650,4003,2251
"NAGS",195,142,190
"NAIF1",158,681,1672
"NAIP",1080,811,196
"NALCN",885,7,67
"NAMPT",6348,2258,15755
"NANOG",0,31,3
"NANOGNB",0,10,1
"NANOGP8",4,1,0
"NANOS1",0,233,1620
"NANOS2",0,5,2
"NANOS3",2,24,19
"NANP",415,1791,1783
"NANS",2205,1362,4756
"NAP1L1",16918,20612,33749
"NAP1L2",40,4,97
"NAP1L3",464,19,147
"NAP1L4",3636,12474,9026
"NAP1L5",122,469,523
"NAPA",3217,1364,6348
"NAPB",388,4644,1845
"NAPEPLD",1143,2653,3403
"NAPG",960,9030,2136
"NAPRT",325,20874,3616
"NAPSA",22,80,86
"NARF",3420,20360,6410
"NARS2",2253,4825,3348
"NASP",5435,22126,8101
"NAT1",319,56,705
"NAT10",4579,9438,4278
"NAT14",67,6213,4462
"NAT16",0,260,61
"NAT2",8,12,0
"NAT8",18,0,1
"NAT8L",13,836,2902
"NAT9",352,12936,3873
"NATD1",32,1385,1867
"NAV1",27100,5159,4990
"NAV2",22492,6358,5819
"NAV3",9794,853,715
"NBAS",17215,2416,3601
"NBEA",6315,1109,916
"NBEAL1",12886,255,720
"NBEAL2",8812,11168,6877
"NBL1",321,7253,3197
"NBN",6354,3377,6379
"NBPF1",8010,1227,1753
"NBPF10",1704,680,305
"NBPF11",4681,4381,1673
"NBPF12",7485,2279,1577
"NBPF14",4030,907,656
"NBPF15",8495,3142,3262
"NBPF19",2058,2380,1344
"NBPF20",1064,123,209
"NBPF26",3426,348,561
"NBPF3",950,349,742
"NBPF4",18,59,3
"NBPF6",3,39,0
"NBPF9",4142,2127,1916
"NBR1",12564,3391,14001
"NCALD",412,4989,586
"NCAM1",1688,238,332
"NCAM2",487,973,106
"NCAN",10,4,2
"NCAPD2",5344,3863,6323
"NCAPD3",2103,2379,2054
"NCAPG",67,736,1574
"NCAPG2",1851,3010,4349
"NCAPH",192,279,1085
"NCAPH2",2034,7885,4332
"NCBP1",7076,2604,5745
"NCBP2",1206,6709,9905
"NCBP2L",0,0,0
"NCCRP1",0,132,33
"NCDN",1396,8764,3184
"NCEH1",793,23,1708
"NCF1",1708,28,1620
"NCF2",4710,139,2703
"NCF4",2121,129,2434
"NCK1",2053,520,2736
"NCK2",600,3046,5333
"NCKAP1",16482,6868,11518
"NCKAP1L",19922,110,7535
"NCKAP5",578,76,621
"NCKAP5L",2286,4140,3215
"NCKIPSD",818,3607,2247
"NCL",20451,28152,44801
"NCLN",1276,29290,7803
"NCMAP",0,39,35
"NCOA1",14344,2554,3569
"NCOA2",8460,3101,4413
"NCOA3",9054,2881,6399
"NCOA4",19290,4063,14906
"NCOA5",1773,10621,4862
"NCOA6",8590,6498,5268
"NCOA7",6361,669,2476
"NCOR1",23466,9873,6159
"NCOR2",16492,17148,13273
"NCR1",121,1,19
"NCR2",0,0,0
"NCR3",6,0,290
"NCR3LG1",201,123,142
"NCS1",1292,4236,2696
"NCSTN",10895,8553,15559
"NDC1",1078,5770,2621
"NDC80",123,2228,922
"NDE1",3279,1603,4227
"NDEL1",3286,3263,4067
"NDFIP1",12613,4757,10241
"NDFIP2",1936,486,4539
"NDN",147,835,2333
"NDNF",123,27,23
"NDOR1",951,4429,1892
"NDP",14,14,17
"NDRG1",2942,25161,12089
"NDRG2",2543,2808,3206
"NDRG3",2617,4009,3301
"NDRG4",156,110,291
"NDST1",10856,11342,7431
"NDST2",214,226,284
"NDST3",0,12,12
"NDST4",0,4,1
"NDUFA1",6438,2886,7779
"NDUFA10",3556,18608,8181
"NDUFA11",497,6071,2749
"NDUFA12",1155,921,2377
"NDUFA13",1363,1907,1277
"NDUFA2",1254,2118,4030
"NDUFA3",1681,3725,2829
"NDUFA4",7145,10327,19950
"NDUFA4L2",96,1237,423
"NDUFA5",1554,4532,7738
"NDUFA6",1952,3872,5224
"NDUFA7",4,335,190
"NDUFA8",990,2088,4378
"NDUFA9",1037,2057,1766
"NDUFAB1",1241,2654,5613
"NDUFAF1",471,522,1221
"NDUFAF2",968,963,1272
"NDUFAF3",1819,2270,5693
"NDUFAF4",500,1226,1804
"NDUFAF5",1262,3226,1449
"NDUFAF6",1425,6777,1334
"NDUFAF7",1709,2966,1060
"NDUFB1",2717,1939,3330
"NDUFB10",2280,5597,5195
"NDUFB11",1041,7127,6270
"NDUFB2",2805,5571,6140
"NDUFB3",749,1559,2975
"NDUFB4",5385,2407,5942
"NDUFB5",1838,2252,6960
"NDUFB6",836,360,4270
"NDUFB7",1189,4126,5426
"NDUFB8",494,1730,1461
"NDUFB9",3991,12443,4559
"NDUFC1",1029,2839,3451
"NDUFC2",1667,2437,2227
"NDUFC2-KCTD14",0,0,0
"NDUFS1",6399,3201,8970
"NDUFS2",6411,8219,13953
"NDUFS3",5585,5427,4898
"NDUFS4",4095,950,2972
"NDUFS5",3576,10473,8178
"NDUFS6",2163,2646,2832
"NDUFS7",1290,1693,3653
"NDUFS8",1517,4617,4236
"NDUFV1",6131,33654,11116
"NDUFV2",740,953,414
"NDUFV3",3428,3397,2442
"NEB",3542,2942,332
"NEBL",278,25,719
"NECAB1",30,704,109
"NECAB2",14,812,14
"NECAB3",267,10798,1652
"NECAP1",2123,762,3178
"NECAP2",2626,5878,6581
"NEDD1",2651,1187,1871
"NEDD4",3244,221,1393
"NEDD4L",2292,16284,6979
"NEDD8",1050,3561,4194
"NEDD8-MDP1",0,0,2
"NEDD9",1688,1000,8970
"NEFH",12931,5106,172
"NEFL",199,0,5
"NEFM",36,1,7
"NEGR1",804,80,628
"NEIL1",566,825,1503
"NEIL2",821,6667,2688
"NEIL3",310,368,359
"NEK1",3623,2032,2766
"NEK10",279,108,41
"NEK11",1033,611,654
"NEK2",6,998,1270
"NEK3",1663,5749,822
"NEK4",2432,433,2128
"NEK5",101,157,51
"NEK6",4526,15631,10494
"NEK7",5198,3096,7154
"NEK8",728,1712,595
"NEK9",6031,15305,7635
"NELFA",590,4974,3178
"NELFB",2668,4380,7313
"NELFCD",2872,31470,11709
"NELFE",1167,7534,7364
"NELL1",4466,64,6340
"NELL2",746,92,778
"NEMF",7061,1436,3598
"NEMP1",608,2728,3062
"NEMP2",550,302,1012
"NENF",3421,8618,6084
"NEO1",16040,201,4324
"NES",2624,66501,104646
"NET1",7945,333,2525
"NETO1",16,30,157
"NETO2",243,3372,554
"NEU1",2167,5748,6883
"NEU2",0,0,1
"NEU3",750,1665,2460
"NEU4",11,43,4
"NEURL1",18,2890,38
"NEURL1B",196,463,832
"NEURL2",26,493,63
"NEURL3",5,6,178
"NEURL4",2003,6349,3071
"NEUROD1",0,1,0
"NEUROD2",6,12,5
"NEUROD4",0,0,3
"NEUROD6",0,1,0
"NEUROG1",0,0,0
"NEUROG2",0,16,1
"NEUROG3",0,0,14
"NEXN",2791,322,606
"NF1",40860,2497,5815
"NF2",7829,3251,3377
"NFAM1",881,29,1873
"NFASC",171,164,247
"NFAT5",23483,756,3978
"NFATC1",2544,7658,1711
"NFATC2",2778,1232,2473
"NFATC2IP",957,10316,5383
"NFATC3",10722,473,3015
"NFATC4",5433,10054,1010
"NFE2",6,1,15
"NFE2L1",8642,7104,19452
"NFE2L2",7000,7586,11083
"NFE2L3",1750,749,2856
"NFIA",9384,2400,3373
"NFIB",9476,1119,675
"NFIC",10285,7957,5160
"NFIL3",1039,1967,998
"NFIX",19393,689,5741
"NFKB1",5782,2732,7197
"NFKB2",2108,2981,5477
"NFKBIA",4626,1238,6059
"NFKBIB",437,1346,2470
"NFKBID",515,1109,824
"NFKBIE",470,2829,4758
"NFKBIL1",465,4569,1857
"NFKBIZ",3055,418,3118
"NFRKB",2926,7872,2020
"NFS1",790,12666,1808
"NFU1",1459,966,1432
"NFX1",7918,7263,7826
"NFXL1",1949,994,1444
"NFYA",1507,7672,4478
"NFYB",1990,1940,2359
"NFYC",3813,6820,3558
"NGB",0,0,0
"NGDN",958,1179,2504
"NGEF",27,5,165
"NGF",8,6,12
"NGFR",275,776,648
"NGLY1",1411,3634,3516
"NGRN",301,1664,4318
"NHEJ1",5,16,51
"NHLH1",1,68,13
"NHLH2",2,0,4
"NHLRC1",199,14,707
"NHLRC2",4061,1172,2503
"NHLRC3",4069,1827,6385
"NHLRC4",0,151,121
"NHP2",801,2191,4316
"NHS",4113,73,350
"NHSL1",3589,1957,2598
"NHSL2",4015,16,81
"NICN1",772,1176,2231
"NID1",18622,1980,3897
"NID2",10976,155,1451
"NIF3L1",1211,1934,2155
"NIFK",1312,3944,3449
"NIM1K",53,30,37
"NIN",24126,6431,10140
"NINJ1",898,271,5935
"NINJ2",104,203,391
"NINL",1680,28131,757
"NIP7",542,1659,3773
"NIPA1",243,34,2459
"NIPA2",1670,1404,5605
"NIPAL1",27,4,500
"NIPAL2",2378,3378,3593
"NIPAL3",1004,596,5475
"NIPAL4",63,1,58
"NIPBL",34855,2372,6129
"NIPSNAP1",835,6675,6938
"NIPSNAP3A",1958,331,3313
"NIPSNAP3B",203,516,230
"NISCH",16104,41509,10811
"NIT1",1265,10380,3164
"NIT2",2952,18725,5260
"NKAIN1",12,3084,7
"NKAIN2",1,16,5
"NKAIN3",48,71,5
"NKAIN4",22,16947,975
"NKAP",672,707,3059
"NKAPL",16,25,12
"NKD1",135,970,924
"NKD2",131,1636,255
"NKG7",655,13,1650
"NKIRAS1",524,772,1078
"NKIRAS2",794,3055,4134
"NKPD1",5,239,13
"NKRF",359,1912,2513
"NKTR",26978,16394,10178
"NKX1-1",0,0,5
"NKX1-2",0,0,0
"NKX2-1",0,1,0
"NKX2-2",0,2,1
"NKX2-3",0,25,8
"NKX2-4",0,3,90
"NKX2-5",3,25,0
"NKX2-6",0,0,0
"NKX2-8",0,0,13
"NKX3-1",0,0,112
"NKX3-2",1,23,237
"NKX6-1",12,694,96
"NKX6-2",0,0,0
"NKX6-3",0,8,7
"NLE1",469,1961,1734
"NLGN1",783,693,2002
"NLGN2",4102,32749,1888
"NLGN3",451,1429,130
"NLGN4X",1109,0,213
"NLGN4Y",9397,20,0
"NLK",3502,2823,3000
"NLN",2055,2021,2841
"NLRC3",440,267,1760
"NLRC4",550,230,283
"NLRC5",20722,383,15369
"NLRP1",6072,857,3920
"NLRP10",0,0,3
"NLRP11",0,6,9
"NLRP12",437,26,15
"NLRP13",0,0,0
"NLRP14",16,0,2
"NLRP2",455,22,286
"NLRP3",2066,63,564
"NLRP4",0,0,31
"NLRP5",0,1,2
"NLRP6",15,8,45
"NLRP7",30,23,38
"NLRP8",0,1,0
"NLRP9",19,5,1
"NLRX1",2064,805,1147
"NMB",100,330,501
"NMBR",0,0,0
"NMD3",5943,1844,4776
"NME1",422,7210,3603
"NME1-NME2",30,164,90
"NME2",631,5424,4232
"NME3",149,10766,2883
"NME4",1380,20809,10391
"NME5",139,38,274
"NME6",367,739,1542
"NME7",803,414,725
"NME8",59,8,45
"NME9",179,29,19
"NMI",1774,180,2539
"NMNAT1",281,1957,1195
"NMNAT2",24,39,28
"NMNAT3",48,1,89
"NMRAL1",989,4718,3247
"NMRK1",596,472,1225
"NMRK2",0,2172,4
"NMS",0,0,0
"NMT1",3975,6148,10920
"NMT2",897,806,707
"NMU",0,2,70
"NMUR1",13,257,30
"NMUR2",0,10,0
"NNAT",74,22,134
"NNMT",2683,391,3737
"NNT",9512,4517,11106
"NOA1",1828,1876,3052
"NOB1",874,2356,3491
"NOBOX",0,0,0
"NOC2L",2048,29531,6228
"NOC3L",1733,2539,2100
"NOC4L",773,2261,1539
"NOCT",714,341,640
"NOD1",1252,2236,1585
"NOD2",1737,66,974
"NODAL",291,0,1
"NOG",0,21,66
"NOL10",2028,3708,2363
"NOL11",2834,5027,3933
"NOL12",45,724,1463
"NOL3",179,14673,1486
"NOL4",0,0,9
"NOL4L",823,6978,2100
"NOL6",2803,8959,9711
"NOL7",1856,4530,4733
"NOL8",3155,4898,6194
"NOL9",1974,7421,1246
"NOLC1",3596,8464,8850
"NOM1",2253,4610,3603
"NOMO1",9820,6974,5244
"NOMO2",2966,269,1668
"NOMO3",2012,31,787
"NONO",12465,22631,35113
"NOP10",4956,2454,4276
"NOP14",1968,1721,5066
"NOP16",255,3407,2010
"NOP2",1870,13087,3870
"NOP56",5214,26737,17758
"NOP58",3804,8362,6042
"NOP9",2423,1498,3950
"NOS1",4,28,1
"NOS1AP",172,26,25
"NOS2",13,857,9
"NOS3",285,901,424
"NOSIP",908,2522,2900
"NOSTRIN",1581,306,210
"NOTCH1",7846,14196,7425
"NOTCH2",55430,17736,15473
"NOTCH3",10430,7177,3818
"NOTCH4",2475,3024,1506
"NOTO",0,2,0
"NOTUM",0,35,19
"NOVA1",595,63,63
"NOVA2",41,117,86
"NOX1",19,59,69
"NOX3",0,1,0
"NOX4",1402,103,2792
"NOX5",36,1132,103
"NOXA1",122,266,689
"NOXO1",0,12,7
"NOXRED1",33,55,21
"NPAP1",0,0,0
"NPAS1",4,195,42
"NPAS2",3878,1940,936
"NPAS3",368,313,313
"NPAS4",5,6,4
"NPAT",8111,1251,1973
"NPB",0,0,1
"NPBWR2",0,0,0
"NPC1",11658,6096,7791
"NPC1L1",8,2,3
"NPC2",22131,7370,32131
"NPDC1",381,979,1795
"NPEPL1",144,4464,1847
"NPEPPS",12794,5326,6941
"NPFF",0,0,0
"NPFFR1",0,22,18
"NPFFR2",13,4,23
"NPHP1",628,339,336
"NPHP3",472,3978,1174
"NPHP3-ACAD11",1,1,7
"NPHP4",1020,6809,2249
"NPHS1",0,1,180
"NPHS2",0,1,0
"NPIPA1",1688,7028,408
"NPIPA2",0,7,2
"NPIPA3",270,545,44
"NPIPA5",525,364,452
"NPIPA7",52,153,11
"NPIPA8",82,129,18
"NPIPB11",1908,691,128
"NPIPB15",3370,72,485
"NPIPB3",4811,741,166
"NPIPB4",3054,1143,263
"NPIPB5",14544,8175,786
"NPIPB6",79,18,7
"NPIPB7",28,12,2
"NPIPB8",4,1,0
"NPIPB9",2,0,0
"NPL",11237,12258,6054
"NPLOC4",6806,35798,10062
"NPM1",34104,26129,43596
"NPM2",50,319,73
"NPM3",242,1577,1476
"NPNT",931,152,198
"NPPA",9,17,9
"NPPB",1,1,0
"NPPC",0,0,63
"NPR1",722,200,299
"NPR2",3782,1695,1775
"NPR3",58,523,10
"NPRL2",489,2310,2236
"NPRL3",2233,5610,2318
"NPS",0,12,1
"NPSR1",0,1,0
"NPTN",1729,3146,6369
"NPTX1",0,45,51
"NPTX2",305,4,385
"NPTXR",23,39,322
"NPVF",0,0,0
"NPW",4,371,44
"NPY",0,0,1
"NPY1R",18,13,16
"NPY2R",0,0,0
"NPY4R",0,0,0
"NPY5R",0,0,0
"NQO1",602,159,974
"NQO2",1351,8515,4255
"NR0B1",8,282,26
"NR0B2",0,0,0
"NR1D1",2323,992,1247
"NR1D2",3344,846,6241
"NR1H2",1105,3728,7122
"NR1H3",2569,2878,2950
"NR1H4",0,0,0
"NR1I2",1,0,23
"NR1I3",65,16,44
"NR2C1",2158,3881,1586
"NR2C2",4827,8290,5676
"NR2C2AP",287,2514,1665
"NR2E1",1,0,1
"NR2E3",0,67,4
"NR2F1",335,313,637
"NR2F2",3571,3328,7928
"NR2F6",340,11496,3131
"NR3C1",13023,1803,6662
"NR3C2",1030,690,397
"NR4A1",470,7037,2323
"NR4A2",402,922,1093
"NR4A3",24,1204,319
"NR5A1",6,12,8
"NR5A2",139,186,160
"NR6A1",154,1438,233
"NRAP",1,1073,54
"NRARP",29,94,109
"NRAS",2048,2408,7641
"NRBF2",1360,1144,2058
"NRBP1",13715,7302,8156
"NRBP2",951,75422,7640
"NRCAM",174,2993,373
"NRDE2",1714,1467,1689
"NREP",2914,5890,1682
"NRF1",1039,2856,1597
"NRG1",957,0,99
"NRG2",34,288,1166
"NRG3",89,2719,2130
"NRG4",35,159,6
"NRGN",0,107,136
"NRIP1",8038,952,5404
"NRIP2",390,176,258
"NRIP3",265,306,252
"NRK",6887,27,64
"NRL",73,62,186
"NRM",420,2429,1845
"NRN1",707,764,5741
"NRN1L",0,0,0
"NRP1",11608,848,4094
"NRP2",22832,1230,17519
"NRROS",1055,478,3546
"NRSN1",0,37,0
"NRSN2",433,7722,4643
"NRTN",6,1702,154
"NRXN1",0,9,25
"NRXN2",1038,21387,901
"NRXN3",154,76,48
"NSA2",4020,2478,11006
"NSD1",29045,4865,7672
"NSDHL",602,761,1713
"NSF",2072,2100,3496
"NSFL1C",1331,6784,7053
"NSL1",1390,2182,2644
"NSMAF",6989,15899,5651
"NSMCE1",1195,2455,4337
"NSMCE2",1320,2215,1911
"NSMCE4A",1064,1970,2413
"NSMF",2643,24077,8492
"NSRP1",3046,4623,3544
"NSUN2",3066,7168,6421
"NSUN3",761,369,848
"NSUN4",862,4777,2193
"NSUN5",439,4022,2825
"NSUN6",927,676,582
"NSUN7",207,26,53
"NT5C",319,10883,1501
"NT5C1A",0,0,20
"NT5C1B",25,0,14
"NT5C1B-RDH14",0,0,0
"NT5C2",4398,813,2272
"NT5C3A",3181,3563,2932
"NT5C3B",715,7955,3227
"NT5DC1",3528,2110,2633
"NT5DC2",9962,10750,5733
"NT5DC3",1766,3536,3725
"NT5DC4",10,6,52
"NT5E",3599,148,1642
"NT5M",45,2276,332
"NTAN1",3295,3014,1763
"NTF3",24,127,14
"NTF4",6,6,1
"NTHL1",132,2379,1118
"NTM",385,1017,480
"NTMT1",196,630,1503
"NTN1",31,77,107
"NTN3",34,28,7
"NTN4",767,76,2743
"NTN5",72,86,66
"NTNG1",122,215,41
"NTNG2",129,34,185
"NTPCR",1222,4398,3780
"NTRK1",230,167,112
"NTRK2",648,136,294
"NTRK3",43,8,60
"NTS",0,2,1
"NTSR1",0,84,58
"NTSR2",0,0,0
"NUAK1",1697,148,1439
"NUAK2",136,215,807
"NUB1",5231,5431,11572
"NUBP1",1441,211,1842
"NUBP2",334,10492,5299
"NUBPL",1181,1661,1463
"NUCB1",8231,14610,25727
"NUCB2",6590,809,3948
"NUCKS1",9173,21076,36240
"NUDC",3855,8060,6347
"NUDCD1",623,1291,2562
"NUDCD2",474,1251,1894
"NUDCD3",987,14076,10389
"NUDT1",417,1596,1185
"NUDT10",20,40,53
"NUDT11",74,40,104
"NUDT12",377,603,1172
"NUDT13",270,834,227
"NUDT14",193,2106,1384
"NUDT15",426,872,2122
"NUDT16",1013,2453,5148
"NUDT16L1",210,2413,2281
"NUDT17",125,1314,312
"NUDT18",76,211,1135
"NUDT19",733,2037,1529
"NUDT2",257,1314,1727
"NUDT21",2401,2592,10001
"NUDT22",604,1121,1910
"NUDT3",695,1972,5183
"NUDT4",2494,1460,5162
"NUDT5",1392,1303,2496
"NUDT6",133,394,451
"NUDT7",86,3,145
"NUDT8",24,433,252
"NUDT9",1409,3316,3327
"NUF2",80,1817,1767
"NUFIP1",480,761,1508
"NUFIP2",6823,6299,11214
"NUGGC",59,5,391
"NUMA1",20489,21251,12981
"NUMB",5593,3576,5922
"NUMBL",727,4805,1510
"NUP107",5023,9203,3641
"NUP133",4304,11437,6878
"NUP153",10725,6558,7716
"NUP155",5303,1852,3266
"NUP160",6034,5887,5054
"NUP188",9845,7313,6748
"NUP205",12824,7395,8917
"NUP210",2094,84,6294
"NUP210L",97,31,40
"NUP214",24087,6392,6900
"NUP35",836,673,917
"NUP37",973,549,1207
"NUP43",1314,1676,2900
"NUP50",3651,10518,8235
"NUP54",2582,4183,2898
"NUP62",3412,14451,6658
"NUP62CL",1,6,19
"NUP85",4136,11047,3144
