"GENE_SYMBOL","D06","D01","N10","N09","D08","N04","D07","N03","N06","D03","N05","N08","D05","D09","N07","D04","D02","N11","N12","N01","N02"
"BCL2L11",14.0204204214682,21.25772944,14.32561869,33.0895302664525,128.305821264794,22.4136184714095,13.1558175363123,20.3046484224497,36.2538904323627,21.720305000927,15.0837551655339,19.883776807808,17.0336730714838,5.72891476291354,42.6002683296618,17.1935004159637,23.580117963171,14.093205654261,15.8042267105621,35.520065142503,15.2578491360767
"BCL6",3240.97666794828,3821.57800359431,1666.51453495897,5253.51933964982,5348.14055138252,5562.08779099621,6417.43304310318,5665.89283983673,4305.13454749682,7314.52674922567,5421.44519205141,15845.1157586546,3777.72138644723,3760.69023175082,11608.6227123222,16732.7287498978,5176.2682424247,5308.09229119274,2714.19590525097,2438.39434890339,1941.93669293184
"BRCA1",323.587309124901,387.492959788229,195.549655927745,557.29701065414,1252.17488315285,200.314258349624,265.164889459595,1117.75685299429,1004.64482889897,323.911183867584,207.385048029608,973.095383609988,660.993566655584,64.8794024639026,741.172245893418,195.089789506391,492.656655523413,131.468842675027,560.419887246112,245.980778988623,287.723735835231
"BRCA2",280.34504236048,209.514790149983,63.5155148367493,283.170590793386,925.115642507923,72.9854645564926,351.35395108094,432.217331306284,528.394130116971,1753.88276649524,298.563385006194,305.620946486513,99.3474167204621,0,170.444069903323,52.5548862080443,256.298886421415,58.9300220453076,219.548008492751,100.084859697319,93.390712825811
"BST2",22528.6105049583,25739.9553722972,1466.82245410128,608.142100707677,12945.7217893613,26764.8276775304,25264.4209487702,11915.7326647491,21010.41556,29607.9360781022,20776.7773370771,891.023191814053,21635.6065649702,25523.6190785729,7674.34450696038,24364.2208301798,10575.0924169515,4067.8070257537,6635.20774060379,37806.6246913251,26852.9270899095
"BTLA",10.5183007027144,39.2200806546553,0.0544168167555388,0.406295260678147,2.16602685504934,0.028848279907123,9.05473999121567,5.04710010882456,6.91525025601376,0.98724352501487,22.5521845120762,1.24735487675197,0.661191783682416,30.1957227492062,6.10607551960344,1.87880538089864,12.2225200442523,0.105954777787125,1.59437017331055,2.00234056789382,0.76420794388623
"BUB1",2289.06706304984,3323.0306577323,1636.90546272127,2316.77585246653,31378.136431957,507.819877240075,4882.00326039164,2535.34633656767,10995.0518965671,6564.1153532102,2197.86254942085,5333.53989768734,2263.14698110949,1732.09526267792,3323.67809323237,632.212849119147,2107.54678349886,490.140179869629,2276.06562561704,928.076368724852,688.264779462535
"C10orf54",1267.89538349085,1827.57112751545,495.359857753048,431.424436001583,715.439347812011,1479.23766651497,761.280494305416,1216.15016834272,587.018525009599,2975.58741466731,984.486471275551,161.261449971864,706.214694398646,1379.48907821301,6215.39948070029,11443.4498767919,1427.78602805466,1398.56117469421,627.408386280009,3155.92208954908,3599.81447654181
"C1QA",16019.6078655803,6011.81061582889,959.718671272235,252.152978305389,3386.26767271638,3534.30779890457,3905.38478829559,5886.51683532654,3379.74784803895,9972.43236788859,3320.40690218898,306.452864999799,1719.25183671618,8792.40887651348,3161.94438260605,5486.17961706898,4409.92144218333,368.442128546973,761.700557443413,6932.83887426927,12363.6322160581
"C1QB",6317.2336674574,1869.85028441262,761.344362345851,63.2536934486393,1621.41934393378,8643.16348695393,1559.35491560907,2757.24012884282,1456.10643675439,19934.2472045848,1322.61835081957,144.704414084929,579.590551215593,957.614409135832,1492.26358217641,8073.92314730149,1188.27169634153,667.017220893064,278.76212849489,6297.99133949097,5051.38835567622
"CA4",787.063538886285,48.2317977713607,111.752911612963,14.5228629741552,1053.31722260754,0,1645.62975218427,462.166609471722,110.045892072133,158.01463562973,2648.84903337703,37.6101324661291,0,259.335451068832,531.298796697404,1063.05099715181,219.536123281131,39.1355523217482,0,82.7333848127148,0
"CBLB",401.232452597275,540.698545987593,33.7148766068397,376.555914205515,1302.52869937256,95.5002910650254,1353.91112632545,512.281229852055,749.8428436,86.8272669387354,653.528555410804,408.212355842573,669.92506773917,658.536153136873,343.407297196286,158.642373267465,1043.39038499147,116.650560513897,305.434390709224,94.8270054394059,241.057870656927
"CCL17",49.1578248267704,4260.13923035032,147.756498441312,27.0145563015754,63.2696227973613,21.4062306359778,538.697307336577,758.072377505078,12.4975194912689,15.826963504172,148.513886694481,44.7744681890476,9.08560737717446,0,66.3281925759184,81.7070269083345,700.059246267104,24.2658669407577,12.9204877143213,28.9137313484063,144.357980895262
"CCL18",809.985090604326,5138.37104054998,157.329981072104,24.7541886208891,5391.84026026483,2441.41233162232,1629.46520334274,3581.08350932335,1987.74206530294,3266.09264422838,2750.75304674324,170.128495695214,1435.26332455057,1118.42623366246,2406.29732650537,2620.91461564117,13931.8191949867,433.59201948783,170.760604727168,4832.73167266532,6491.68891024369
"CCL2",881.35818022082,562.452935023393,123.643001099294,363.270317864763,182.524911908908,3553.8717568408,527.364776035637,1521.40721912725,306.387658831341,1542.02186323032,145.831111215022,12.2463124357697,736.073932253417,196.14152759469,5865.1172704695,3889.65904089619,2244.97391603869,1140.98928927203,825.253438866133,756.049898808973,966.532038019593
"CCL20",52.727317370645,4558.54176965584,279.361838919322,2938.62337525067,434.457710646054,52.1574106698517,336.572413792728,295.999029662134,12003.2090481527,36.2073953219361,489.163338396639,1716.53600765221,129.985355072452,406.657063241311,439.223524627276,1643.42105617123,290.23419688014,49.9917987567643,24.7997465260937,42.3865184132938,72.7200295271884
"CCL21",144.556353265562,72635.5413583855,3.85329891620302,385.148070562641,2930.06982981336,1062.24044717471,3092.02267920241,2878.96896597965,1603.10096829405,567.998555101461,4038.96959702653,573.444400351247,2075.17796274492,14100.8822287305,1990.98112471804,51.1691278373641,7260.51449157687,6.25228643698801,2925.59468729949,476.129161491792,67800.277793004
"CCL22",50.4583497247715,1912.4508332914,41.8637298525689,11.3888017427043,25.597686471553,350.616312785107,45.3016077363901,182.128781104943,97.7435918735034,55.7616506040054,125.899116940072,14.8943664332993,74.2654951802683,137.441152970033,55.0864243235907,113.624168852132,608.902077779741,28.4394243621132,23.9195298474599,58.1948237083147,325.026791873334
"CCL3",8501.10245349182,400.270207741265,169.806335426091,64.3846925187547,968.573555948587,566.868700174967,3011.46551176317,2948.27452467265,1072.48246506074,3035.41535530623,1042.05897159734,66.489814288492,619.821219429782,153.200812240768,932.62927186127,1458.51318584917,1639.56379394112,717.829629000142,1096.78265907168,1721.21104396217,1259.98001329508
"CCL4",6006.97409354167,804.809334623839,169.792229837099,151.777171413088,1075.7132303864,344.695376763453,4853.6828271291,1936.15347759589,1721.34608930584,3219.24607809334,1462.13612567447,107.034426696294,779.264296998687,1211.63402385279,2078.75805040922,1300.1045259822,2296.58826371904,394.002154229443,1045.2384776736,3296.44961905531,1431.93439092805
"CCL5",3324.35674409495,669.646495347916,120.395094860513,36.7277831964374,505.658284253896,298.918112743212,797.009950776141,1103.57396694364,831.716600737472,2780.49701850813,1215.07465922754,86.4373409550056,263.152302098713,1690.95989340153,3676.16092975973,3666.68016209659,1200.5684487657,116.332435939277,250.834550223601,3591.91660469524,364.975614379716
"CCNB2",2681.93337122835,1160.30500581749,2375.72575812553,2025.39934954554,14639.5834659381,0,1586.05432353707,1666.69966302038,6804.16196146269,8817.71637254219,1148.34058783694,6594.49794305696,3578.52910908901,2659.13569176989,1438.54794998404,413.812046696169,2490.02749605976,690.919333196755,4296.85487126292,1207.79599283154,1283.70489591816
