"GENE_SYMBOL","GSM5430032--HN001","GSM5430035--HN002","GSM5430037--HN003","GSM5430039--HN004","GSM5430041--HN005","GSM5430043--HN007","GSM5430045--HN008","GSM5430047--HN009","GSM5430049--HN010","GSM5430051--HN012","GSM5430053--HN014"
"NIPAL3",4502,1918,1772,2505,2490,2040,2155,4383,5490,4770,1706
"NIPAL4",1569,5287,13068,7574,2492,17728,9460,17009,12123,3472,9646
"NIPBL",5611,2855,6216,5522,3897,5439,6353,4436,16586,5269,4659
"NIPSNAP1",5820,1470,3826,2018,2066,2056,4456,2695,4362,4283,6049
"NIPSNAP3A",823,675,991,712,917,668,378,426,1180,883,333
"NIPSNAP3B",145,48,32,11,47,9,10,13,11,364,11
"NISCH",8517,3308,4363,4136,6045,1954,3152,3305,2451,10290,1926
"NIT1",3346,1724,4171,2585,2416,2211,4621,3370,2672,2426,4505
"NIT2",2938,1660,3877,2484,3159,2458,1473,4868,5834,3140,3034
"NKAIN1",107,23,179,4,156,36,37,24,48,104,435
"NKAIN2",26,1,6,27,25,3,5,0,0,103,112
"NKAIN3",0,0,0,0,0,0,0,1,8,48,1
"NKAIN4",126,11,22,27,10,4,18,0,2,0,1
"NKAP",1533,827,1354,1184,995,1338,861,1031,1244,1385,1244
"NKAPL",76,65,20,8,30,1,12,5,5,175,1
"NKD1",1274,296,1169,332,189,165,417,270,174,273,146
"NKD2",2225,766,2574,1757,877,738,1256,575,2320,344,337
"NKG7",663,153,63,93,229,146,128,310,180,112,78
"NKIRAS1",564,402,385,387,361,413,198,319,462,622,187
"NKIRAS2",6106,2519,3997,4888,5115,5574,5621,6096,7859,4088,6146
"NKPD1",123,82,936,377,233,1053,732,778,689,1189,1153
"NKRF",1191,668,1681,936,764,1085,1241,978,1688,1024,732
"NKTR",4450,5084,4957,2238,4526,1688,2345,2128,1969,7286,988
"NKX1-1",0,0,0,0,0,0,1,0,0,0,0
"NKX1-2",248,17,10,62,25,88,36,125,25,51,1
"NKX2-1",2,27,4,8,88,4,7,228,12,0,7
"NKX2-2",1,0,1,5,0,8,0,0,292,4,0
"NKX2-3",4,16,4,32,662,4,0,0,10,1588,0
"NKX2-4",0,0,0,0,0,14,1,0,0,0,1
"NKX2-5",129,2,667,1,64,8,24,1,375,514,4
"NKX2-6",0,0,0,0,0,0,1,0,0,0,0
"NKX2-8",8,0,28,70,183,118,59,311,62,108,8
"NKX3-1",293,149,46,564,99,340,121,142,1481,630,94
"NKX3-2",754,0,120,9,95,32,112,19,34,20,0
"NKX6-1",67,8,2,57,29,4,73,19,159,16,86
"NKX6-2",3,0,1,17,28,7,12,0,11,12,4
"NKX6-3",0,1,0,1,0,0,1,1,0,5,0
"NLE1",1182,590,1435,1331,1130,1039,805,669,1563,1877,1069
"NLGN1",2,1,0,15,7,29,31,51,4,29,0
"NLGN2",6637,2404,2796,1644,1275,4891,5011,510,2409,1763,1058
"NLGN3",56,57,20,13,43,23,53,54,5,62,27
"NLGN4X",179,34,62,264,36,13,321,955,95,43,310
"NLGN4Y",0,0,0,1097,67,273,110,0,38,1,0
"NLK",855,728,1039,666,625,815,1469,695,1256,771,440
"NLN",2713,1053,3442,1786,1739,562,1354,729,2927,2331,1170
"NLRC3",458,131,217,37,188,71,90,167,71,103,40
"NLRC4",434,63,14,13,20,31,79,68,7,3,9
"NLRC5",4465,2971,4497,2607,1714,5293,2915,5910,7414,1730,3450
"NLRP1",6102,5044,6785,5543,3719,3417,7885,4856,6972,3994,4095
"NLRP10",8,1,28,25,19,69,100,137,165,10,218
"NLRP11",0,1,1,11,0,11,13,0,0,4,2
"NLRP12",39,273,6,1,1,34,94,21,6,3,0
"NLRP13",1,2,0,4,0,0,0,0,0,1,1
"NLRP14",0,0,1,6,1,2,1,0,11,10,1
"NLRP2",6827,646,19,14,4189,74,2980,10427,0,1191,341
"NLRP3",406,844,118,33,61,167,1101,107,41,63,122
"NLRP4",21,0,2,4,7,3,0,1,0,3,0
"NLRP5",1,0,1,0,1,15,0,0,0,0,0
"NLRP6",4,58,15,7,0,8,53,14,9,17,0
"NLRP7",384,10,13,48,10,22,9,512,119,3,2
"NLRP8",0,1,5,8,3,0,0,1,1,0,1
"NLRP9",0,1,0,10,1,2,0,0,1,3,1
"NLRX1",1995,3263,3944,3219,9838,15944,1861,4496,4547,4518,10758
"NMB",1895,746,676,1677,1286,1346,2421,1625,3021,207,745
"NMBR",2,0,0,8,0,1,0,1,0,9,0
"NMD3",2384,2441,3779,2957,1309,2402,2639,2931,5636,2362,1341
"NME1",3550,2854,4124,6199,4622,3405,3229,6006,4461,3035,5019
"NME1-NME2",99,92,139,389,196,165,112,164,300,180,187
"NME2",5797,5095,6367,8342,7098,5411,4785,6067,8599,6583,5708
"NME3",4133,1547,3012,1913,3123,2442,2299,3317,2293,2334,2205
"NME4",6257,4128,5759,4387,4439,3441,2563,2484,1901,4368,2657
"NME5",21,10,7,7,4,7,2,7,1,73,0
"NME6",809,543,933,576,879,567,652,798,565,1036,532
"NME7",1684,691,544,494,336,427,1126,549,458,614,489
"NME8",98,55,18,0,15,4,26,9,2,10,0
"NME9",20,0,1,20,1,1,6,1,8,55,0
"NMI",3215,1227,4258,2773,1770,3058,2138,3810,5877,793,2436
"NMNAT1",1345,633,541,563,480,403,328,736,794,834,536
"NMNAT2",427,423,308,287,45,223,425,316,175,252,150
"NMNAT3",539,47,141,235,413,258,278,1031,2,1593,198
"NMRAL1",4349,2015,5565,4111,4229,6001,4413,3480,3957,3714,9185
"NMRK1",2311,1243,3302,916,2421,559,566,2358,1694,2208,1685
"NMRK2",649,0,2,0,298,2,3,0,1,1902,0
"NMS",0,0,0,0,0,2,0,0,0,0,1
"NMT1",13200,6105,9024,11731,9378,8458,12430,13376,13306,9429,9637
"NMT2",1184,309,903,542,528,833,418,537,651,935,653
"NMU",27,334,51,1043,1531,1079,160,303,895,3419,614
"NMUR1",8,32,8,14,2,1,22,2,3,15,4
"NMUR2",11,0,0,1,2,0,17,0,1,0,0
"NNAT",1088,0,13,2,361,9,2,0,1,267,1
"NNMT",18257,4226,7420,1903,3136,1278,2793,1305,448,3478,678
"NNT",4369,1097,677,1945,1099,1485,879,1602,5236,8853,712
"NOA1",1499,806,1411,2486,2134,2064,1148,1726,3454,2983,1264
"NOB1",3753,2528,5988,6770,4042,4933,3963,4216,7754,5229,4668
"NOBOX",0,0,0,0,0,0,0,0,0,0,0
"NOC2L",12424,5788,13556,20803,12836,10833,6541,16002,11176,9682,12479
"NOC3L",1317,769,1512,2098,745,1192,974,1165,1770,1470,302
"NOC4L",2475,965,1777,3025,2941,1777,1523,2513,2394,1962,3459
"NOCT",869,977,2362,1874,388,3031,3916,1154,2258,363,989
"NOD1",1592,1109,1358,875,658,1070,716,711,814,926,801
"NOD2",552,659,673,2051,748,6019,3221,2098,5087,828,6646
"NODAL",0,0,3,13,1,2,19,0,1,37,10
"NOG",360,1,20,16,66,2,41,0,1,50,11
"NOL10",2230,1300,3871,5219,2292,2334,1477,2729,3916,1997,2343
"NOL11",2323,1777,2922,3505,1998,2845,2351,2669,4282,2678,1375
"NOL12",694,393,665,663,745,424,330,276,570,645,780
"NOL3",2541,1471,3283,1896,7147,2812,2657,3234,3513,5062,6679
"NOL4",9,0,0,12,0,0,0,0,0,1,3
"NOL4L",2610,1711,857,694,330,1737,2479,747,300,960,791
"NOL6",5178,3150,7090,7371,4064,6449,2625,4677,5759,5312,6070
"NOL7",4644,2790,5333,4335,3523,5248,3388,3505,5979,3902,4234
"NOL8",2922,1627,3774,2110,2820,2825,1982,2342,4711,2706,1440
"NOL9",3445,1229,2100,3704,1708,1688,1710,2667,3389,2239,1958
"NOLC1",8015,4351,12590,14209,6571,13690,7581,7757,14272,8707,3850
"NOM1",1595,973,2426,1846,1168,1140,3150,1080,822,1747,666
"NOMO1",10730,3489,5959,7801,3175,8128,5118,9507,8120,4354,5755
"NOMO2",2811,1289,1330,1548,514,2147,1590,1832,2639,1052,1079
"NOMO3",477,242,104,451,162,99,505,749,443,345,350
"NONO",40123,12610,29090,24080,20651,20401,26146,21156,29940,25205,25520
"NOP10",10413,6221,4944,8252,6841,6526,6981,6771,9850,3755,5197
"NOP14",5726,2544,4379,8612,4382,5863,3110,5633,4794,5442,3437
"NOP16",1579,1816,3445,3200,3756,2935,1024,3216,4660,3307,1232
"NOP2",4627,2385,5062,6582,5778,6164,3392,4099,6400,4609,2893
"NOP56",10055,5727,23660,19416,10449,9866,5211,6929,11301,10648,8199
"NOP58",4751,5943,9918,9513,5864,5668,4672,6702,10512,6194,5245
"NOP9",5721,2663,4755,4675,2904,7488,6340,5805,9524,4490,10371
"NOS1",470,667,1,20,731,94,245,13,7341,4928,617
"NOS1AP",87,44,248,132,146,172,105,312,1244,164,372
"NOS2",22,100,7,59,18,1377,4,1,100,44,7
"NOS3",2435,2542,495,408,445,473,447,499,1807,448,190
"NOSIP",7104,2850,6713,6237,4666,7244,4379,12841,5847,4603,5056
"NOSTRIN",394,1099,143,174,43,114,86,221,88,522,60
"NOTCH1",9950,7940,9808,44247,6576,6630,6950,2470,15719,14472,7084
"NOTCH2",15037,8131,10276,8530,7110,12211,12209,8224,16112,14256,8576
"NOTCH3",35093,14924,40194,17169,27417,23411,46769,23008,52565,24059,30998
"NOTCH4",3617,4071,1015,1083,612,850,827,1287,966,1904,524
"NOTO",0,0,0,0,0,0,0,0,0,1,4
"NOTUM",327,88,164,138,121,102,12,207,209,215,47
"NOVA1",192,25,58,64,183,7,121,2,10,134,1
"NOVA2",1167,748,165,316,136,299,259,193,121,200,68
"NOX1",0,0,0,0,14,10,0,1,1,5,1
"NOX3",1,4,0,0,0,8,2,0,0,0,0
"NOX4",902,590,685,266,235,141,287,122,110,34,77
"NOX5",71,69,128,61,46,165,175,123,1,192,109
"NOXA1",424,83,696,282,1543,343,193,267,431,1857,1068
"NOXO1",82,30,94,61,250,499,92,213,262,250,203
"NOXRED1",56,29,53,20,54,17,36,22,35,16,28
"NPAP1",0,0,0,9,0,6,0,0,0,1,0
"NPAS1",169,35,64,74,116,103,221,234,117,85,131
"NPAS2",2803,1775,1912,1482,3666,2624,4977,4193,3082,4620,3013
"NPAS3",74,12,31,2,3,17,29,8,10,65,0
"NPAS4",7,0,21,3,0,1,0,0,3,1,2
"NPAT",883,754,1048,612,518,989,1834,716,639,1048,326
"NPB",357,38,24,63,131,34,453,22,734,60,200
"NPBWR1",52,0,12,29,0,2,8,1,0,25,6
"NPBWR2",0,0,0,0,0,0,0,0,0,0,4
"NPC1",5892,3256,5432,3265,2665,5779,14162,3734,15749,2733,2798
"NPC1L1",0,16,6,1,59,14,4,0,4,123,73
"NPC2",41917,6834,15135,10840,9226,9631,16162,23043,9368,6415,8307
"NPDC1",3609,2226,1241,962,2540,683,606,1358,1422,4764,462
"NPEPL1",1375,928,2048,1094,1384,873,617,405,1274,1645,404
"NPEPPS",7653,8781,14816,10862,15413,16099,13050,12462,15806,10917,14410
"NPFF",148,71,171,65,134,45,36,92,80,136,84
"NPFFR1",103,0,12,3,26,14,35,33,1,22,8
"NPFFR2",0,1,0,41,0,12,5,0,1,8,370
"NPHP1",415,279,122,202,97,103,80,188,66,516,83
"NPHP3",740,428,565,574,364,182,356,410,308,337,249
"NPHP3-ACAD11",0,0,1,9,0,0,2,0,1,0,0
"NPHP4",1659,690,1478,1339,526,727,945,777,1435,755,805
"NPHS1",5,0,1,2,0,0,0,22,19,2,0
"NPHS2",0,0,0,0,1,4,0,0,0,0,1
"NPIPA1",667,99,533,310,463,348,97,344,182,519,175
"NPIPA2",0,0,0,0,0,1,0,1,0,0,0
"NPIPA3",70,8,92,69,106,31,24,28,87,196,51
"NPIPA5",28,136,42,35,415,16,134,11,219,47,53
"NPIPA7",5,0,5,1,6,1,1,1,0,6,2
"NPIPA8",23,6,8,4,13,5,2,0,4,13,7
"NPIPB11",181,88,341,135,210,126,113,134,105,403,67
"NPIPB15",5,5,783,8,464,2,9,234,64,11,1
"NPIPB3",223,212,351,189,269,98,212,128,163,202,108
"NPIPB4",305,219,563,241,312,171,128,319,86,266,158
"NPIPB5",1046,789,1846,1001,1593,690,831,792,743,1352,713
"NPIPB6",10,7,2,24,13,18,0,14,1,6,1
"NPIPB7",22,1,1,1,5,0,0,1,5,5,1
"NPIPB8",1,0,0,0,0,0,7,11,1,0,0
"NPIPB9",0,0,3,1,0,10,1,0,0,5,0
"NPL",3292,662,1158,943,770,466,1522,3174,1838,675,464
"NPLOC4",14375,6665,10265,14936,11971,12836,11339,21023,17961,10182,14963
"NPM1",29268,31256,78772,41253,39676,38679,17647,35286,58727,37907,26319
"NPM2",17,30,105,84,62,55,16,23,48,79,4
"NPM3",2424,935,2581,3986,1620,1987,1398,1557,3056,1309,1411
"NPNT",4404,2497,1354,941,1173,1092,6470,5602,16581,1641,877
"NPPA",9,0,4,8,3,4,0,0,0,0,0
"NPPB",0,0,0,0,0,0,0,0,0,0,0
"NPPC",70,1,1,0,213,0,0,1,320,2569,0
"NPR1",1013,361,86,153,134,250,176,235,2216,434,77
"NPR2",1035,608,662,204,152,246,454,69,55,612,1373
"NPR3",39,210,118,306,345,352,394,188,8235,2742,547
"NPRL2",1287,731,697,820,1621,449,362,661,817,1809,446
"NPRL3",5374,1503,2462,3494,2819,7351,3448,2125,3671,2568,3353
"NPS",0,0,0,0,0,0,0,0,0,0,0
"NPSR1",1,0,0,1,1,6,1,1,0,0,13
"NPTN",6670,7265,6298,10358,4068,5354,5785,7181,10741,7317,2179
"NPTX1",119,13534,5,24,19,117,2,9,767,20,95
"NPTX2",719,222,103,132,82,54,712,73,138,32,62
"NPTXR",3303,31,49,96,173,60,75,62,274,651,25
"NPVF",0,0,0,0,0,0,0,0,0,0,1
"NPW",117,19,374,61,707,2740,223,57,5951,47,801
"NPY",4,0,0,0,2,4,0,0,0,0,0
"NPY1R",8,6,0,0,3,0,30,0,0,455,0
"NPY2R",0,0,0,0,0,2,0,0,0,1,0
"NPY4R",21,0,12,0,0,0,2,11,0,11,0
"NPY5R",0,0,0,0,0,0,0,0,0,58,1
"NQO1",4968,6925,4020,7330,11466,5709,10061,27662,21708,11538,8414
"NQO2",1544,1720,933,1768,1618,960,602,1885,4643,2924,3080
"NR0B1",0,1,0,0,7,0,4,0,0,6,0
"NR0B2",0,0,0,0,0,0,0,0,0,0,0
"NR1D1",1694,2137,1993,7310,8347,2390,5122,4050,4317,5242,5789
"NR1D2",1320,1260,1044,1698,2483,1494,758,1089,1264,4712,471
"NR1H2",7161,3042,5321,3663,5599,6697,5194,9179,7518,5161,3471
"NR1H3",7669,236,404,590,443,406,650,684,374,632,190
"NR1H4",0,0,0,0,0,0,0,0,1,8,0
"NR1I2",0,0,0,0,2,23,0,5,2,7,4
"NR1I3",28,19,8,6,9,13,12,6,25,14,7
"NR2C1",1310,1012,1403,662,787,1111,912,775,1083,1205,588
"NR2C2",2241,2083,1990,1347,1368,1650,1608,1336,2219,2650,805
"NR2C2AP",1251,713,1043,1956,1574,1451,648,407,1831,1133,755
"NR2E1",5,8,235,25,2,38,36,58,333,8,8
"NR2E3",10,4,1,0,17,1,0,2,4,11,13
"NR2F1",851,79,145,121,248,112,163,199,639,165,84
"NR2F2",5304,1193,1777,1221,652,923,2423,706,1242,1217,451
"NR2F6",3384,1887,4291,5663,7943,7690,2827,5594,5858,4972,3239
"NR3C1",3411,2819,4437,2467,1375,3437,4406,3142,6416,2730,1955
"NR3C2",139,5,19,18,33,6,18,20,23,716,3
"NR4A1",1588,1908,1166,1233,666,822,1683,365,1232,3215,374
"NR4A2",178,479,168,163,413,157,321,150,547,496,117
"NR4A3",224,513,138,152,63,208,342,106,248,1030,100
"NR5A1",0,0,1,8,10,5,4,0,1,0,7
"NR5A2",133,199,37,54,28,79,135,33,28,16,17
"NR6A1",244,139,712,870,430,239,189,202,280,410,433
"NRAP",21596,0,2,10,4161,9,11,1,3,130979,2
"NRARP",1483,1865,3335,5279,2685,4917,2549,2336,14612,2422,3703
"NRAS",4751,4598,4451,4962,2147,5195,3853,2252,6654,2293,3671
"NRBF2",2642,1864,3073,2594,1553,6811,3683,3859,3177,1175,3338
"NRBP1",17264,7881,15548,11695,13602,13034,11283,12487,19416,11370,9864
"NRBP2",3001,2152,9523,2737,2449,2583,3483,2180,2658,1996,3014
"NRCAM",1374,1904,118,146,252,114,972,120,1975,789,17
"NRDE2",2322,1104,1577,1347,856,1343,1149,1338,1171,1315,865
"NREP",16289,3574,11072,3402,1921,2891,4233,3496,2528,2453,2038
"NRF1",1299,806,1221,1336,1000,1164,832,1007,1014,1114,713
"NRG1",1591,3383,2247,4412,919,3526,2564,540,8983,826,823
"NRG2",18,11,19,16,287,8,23,37,15,1115,5
"NRG3",2,0,0,0,0,0,0,0,0,11,1
"NRG4",15,8,14,67,35,2,263,477,367,19,19
"NRGN",1017,3448,297,477,289,527,299,296,198,223,457
"NRIP1",3462,4591,5508,4036,1348,7958,17075,6900,2248,2547,1529
"NRIP2",315,7,6,15,8,6,16,18,0,35,10
"NRIP3",970,740,361,246,58,122,672,87,760,69,174
"NRK",297,5,6,0,18,5,19,0,0,25,4
"NRL",126,51,63,57,40,44,65,67,94,206,54
"NRM",4977,1095,3096,2778,1912,1621,2350,1530,2654,1443,2612
"NRN1",577,319,66,92,168,629,50,72,2678,278,209
"NRN1L",8,0,8,0,10,0,4,0,0,2,0
"NRP1",13946,4666,3113,2710,1530,1880,3449,7596,1755,2320,1394
"NRP2",12267,8592,3765,9826,1861,3388,5124,5396,7445,2477,959
"NRROS",1405,106,73,91,152,158,115,98,80,148,78
"NRSN1",0,0,0,0,0,1,0,0,0,0,2
"NRSN2",5192,1218,552,1321,960,1274,1771,1722,1439,1488,1324
"NRTN",41,6,10,78,322,503,40,183,1430,170,15
"NRXN1",2,2,1,25,2,8,19,6,1,18,0
"NRXN2",815,92,278,75,33,54,164,109,94,61,40
"NRXN3",75,13,34,44,110,30,36,18,11,219,5
"NSA2",4157,3400,9276,3707,5132,5667,2633,5608,6693,8653,3435
"NSD1",6720,3409,7170,4580,4969,8505,4333,7195,8281,8145,4044
"NSDHL",3353,1446,4105,3835,5150,4841,3141,3765,6674,3761,10026
"NSF",2106,1012,1352,1735,1958,1646,2147,3439,1829,2545,1972
"NSFL1C",12002,5695,13179,12885,9317,10315,6897,14356,11279,7970,11860
"NSL1",1445,767,718,724,514,763,688,633,1013,986,272
"NSMAF",3142,1787,7471,3261,2609,2661,925,3144,3316,3393,884
"NSMCE1",4350,1255,2244,4398,2943,2939,2522,2695,2255,3076,4132
"NSMCE2",1291,1052,2476,1629,1079,1268,1739,1949,1310,826,1396
"NSMCE4A",1619,1289,1656,1637,1772,2065,815,1528,2307,2595,980
"NSMF",5205,3123,9402,12826,4151,8806,2180,1285,15072,4366,10054
"NSRP1",2713,2058,2276,2650,2444,2497,2743,2796,2988,3248,1941
"NSUN2",5958,3641,8257,11050,4627,5043,6494,9115,18735,5170,8187
"NSUN3",433,257,411,298,241,263,279,414,713,400,226
"NSUN4",1836,1224,1359,1968,1453,1285,1342,1911,2886,1668,1388
"NSUN5",2116,827,2574,2252,2006,1944,1409,1666,2891,1766,2962
"NSUN6",632,284,469,430,530,452,501,433,1019,769,377
"NSUN7",13,30,8,16,170,77,33,1,26,475,47
"NT5C",3184,2195,3242,3496,4134,2997,3019,2448,5679,3070,4753
"NT5C1A",44,1,0,8,0,1,0,0,0,259,0
"NT5C1B",0,0,0,1,1,2,0,0,1,9,1
"NT5C1B-RDH14",0,0,0,0,0,0,0,0,0,0,0
"NT5C2",6701,3128,6272,3926,7907,19895,6328,10885,9606,10215,3730
"NT5C3A",801,740,1237,1532,2006,4741,1535,1865,5252,1958,1629
"NT5C3B",2358,2611,1937,3240,2170,2317,1428,1894,2582,2899,2738
"NT5DC1",2035,850,1932,1753,1607,1465,1378,1252,4140,2528,1149
"NT5DC2",6981,4731,3901,4343,7508,2458,3721,2395,3571,7546,3381
"NT5DC3",573,345,375,332,487,350,431,172,517,1102,173
"NT5DC4",48,22,9,11,9,10,24,8,27,6,4
"NT5E",5204,8192,2706,4989,285,6825,5768,1386,8454,721,933
"NT5M",143,43,106,35,246,81,14,3,19,290,27
"NTAN1",4775,1933,3598,2487,1921,3243,3081,3230,1793,1367,2755
"NTF3",67,64,17,43,134,5,38,8,255,75,6
"NTF4",645,148,907,298,415,248,268,557,560,549,442
"NTHL1",1084,498,1159,1162,1172,2634,729,889,1306,762,1547
"NTM",2426,1178,1900,651,316,282,931,206,198,102,87
"NTMT1",2322,1300,2229,6900,1604,2503,2603,1215,2886,1740,3310
"NTN1",6194,5873,1267,812,2526,2095,1188,263,4771,1462,398
"NTN3",1,27,10,0,2,2,2,6,1,3,0
"NTN4",1842,1284,912,397,267,326,479,1022,146,906,267
"NTN5",45,26,108,41,66,45,15,217,7,190,26
"NTNG1",91,42,32,5,7,6,5,37,17,14,40
"NTNG2",393,498,161,108,59,65,308,69,40,193,61
"NTPCR",2493,1525,3182,2693,2153,1112,1552,2331,2359,2751,2776
"NTRK1",48,53,51,104,41,12,30,15,31,8,1
"NTRK2",1007,734,17,1341,6160,502,2535,58,10910,2091,288
"NTRK3",119,20,24,24,24,17,48,5,5,182,16
"NTS",19,0,1,0,30,1,9,35,88,54,47
"NTSR1",13,157,63,9,1,4,50,5,27,8,728
"NTSR2",0,0,12,0,0,0,0,1,0,8,2
"NUAK1",6580,1137,658,1294,298,1337,1608,794,308,970,647
"NUAK2",1351,1320,2483,3555,5269,3484,6355,1513,4579,2346,4097
"NUB1",5815,1974,4966,3417,2533,3337,3030,4873,2996,4136,2238
"NUBP1",2428,764,1727,1425,1468,3004,819,1445,1875,1537,1237
"NUBP2",6029,2232,4504,5756,4635,7055,3063,3957,4825,4360,4829
"NUBPL",992,297,822,758,413,458,756,496,859,794,624
"NUCB1",54136,13705,21943,16861,20109,16372,23770,53828,28778,18584,15742
"NUCB2",4511,2609,2348,2138,11518,3386,3106,2966,3115,11582,1831
"NUCKS1",25519,10399,13770,20527,14453,14514,13857,15278,22524,21771,11890
"NUDC",15417,4727,8845,13612,10000,10492,7526,10460,13345,8082,9799
"NUDCD1",806,1075,2615,1281,564,1421,1398,709,1471,695,377
"NUDCD2",894,1045,1926,868,724,1045,582,781,919,1037,868
"NUDCD3",9056,3241,7877,6032,5608,6302,3829,4323,6822,7321,7320
"NUDT1",1725,1074,2980,4487,2163,1358,1164,1208,2415,1122,3073
"NUDT10",39,22,20,10,8,15,29,8,39,28,1
"NUDT11",188,121,40,226,59,307,144,10,539,43,15
"NUDT12",390,594,704,272,536,224,218,503,688,720,486
"NUDT13",85,80,74,22,42,55,46,41,63,98,59
"NUDT14",4038,458,1832,1215,1583,850,1503,1395,3170,1430,1471
"NUDT15",976,1537,2856,3998,1370,2616,835,2111,2764,1531,3207
"NUDT16",4367,1996,888,1234,1287,1240,1147,1732,4093,3757,1320
"NUDT16L1",1709,1055,1362,1619,1719,2616,1130,1788,1826,2274,2233
"NUDT17",238,124,194,109,212,83,124,219,120,199,142
"NUDT18",982,691,650,411,878,1125,384,198,1731,620,1420
"NUDT19",1434,678,2126,2063,1696,1678,688,2116,2459,1665,655
"NUDT2",1027,866,763,602,758,892,297,524,1108,922,933
"NUDT21",3569,3442,6552,4459,2984,4522,4498,5040,6874,5934,3532
"NUDT22",6344,1896,3067,5648,2969,3537,2633,2907,7548,3286,4710
"NUDT3",10152,3929,5989,7677,6378,3619,3663,3577,6095,12438,4522
"NUDT4",3316,1446,2108,1211,922,2232,1570,1391,1741,4325,603
"NUDT5",3885,2175,2924,3965,3272,2838,3173,5996,4699,2659,2391
"NUDT6",260,108,57,98,165,56,89,49,49,259,96
"NUDT7",266,99,186,99,299,63,214,212,167,240,332
"NUDT8",485,381,1067,985,3251,911,401,507,3377,2059,2059
"NUDT9",1988,872,1459,1753,1795,1398,1957,2438,2703,2366,1369
"NUF2",368,699,742,989,441,403,493,317,1033,528,393
"NUFIP1",459,332,813,1228,440,620,251,603,469,638,291
"NUFIP2",5181,3752,5966,5955,4296,5473,6161,6409,7300,5163,2899
"NUGGC",23,0,10,25,12,86,31,9,32,10,1
"NUMA1",26260,9620,17330,10600,20669,23035,16798,23731,36965,32866,44170
"NUMB",6935,5223,7106,4239,4759,7258,10380,6333,5912,5145,5020
"NUMBL",3169,1862,1891,1458,2200,1583,4093,2803,3051,2025,1340
"NUP107",2579,1547,3734,3786,2895,2726,960,1890,3343,2133,1462
"NUP133",3716,1702,4051,3392,1851,3505,2248,2418,3827,3134,1238
"NUP153",3778,3081,6750,4910,2643,5188,4272,3753,5488,4698,2780
"NUP155",2771,1843,3575,4963,1650,1785,2315,1880,7687,2134,2305
"NUP160",2615,1688,2941,2920,1357,3433,2133,2104,3684,2613,978
"NUP188",7328,2629,7136,16072,7538,8363,7751,3645,13048,6447,5684
"NUP205",4534,3335,6766,6745,4524,5043,5584,4472,3934,4626,1911
"NUP210",1881,319,87,245,3657,1506,938,2017,6735,1762,157
"NUP210L",28,3,5,20,8,5,5,3,1,17,1
"NUP214",6870,2884,6394,7524,5576,5724,8402,2740,8042,6461,4914
"NUP35",557,572,905,709,488,611,641,503,1060,835,401
"NUP37",1243,890,1692,1315,1235,1947,975,1411,2665,899,1310
"NUP43",2644,1152,2134,1535,1694,1707,1015,2108,1897,1686,826
"NUP50",5044,3931,5537,7329,3459,7278,5558,5902,9105,4704,6105
"NUP54",1229,1549,1646,3400,1084,1572,1487,1379,2324,1612,1016
"NUP62",12984,3395,7778,7571,5035,5587,6819,9845,8319,5336,4326
"NUP62CL",8,38,95,120,60,136,66,71,126,46,216
"NUP85",3698,2329,3407,3980,2606,2571,3155,2989,3238,2430,2964
"NUP88",3030,2527,3841,2133,3059,3672,2760,1258,4376,3652,4016
"NUP93",3760,2082,5337,4897,3030,2648,2852,2265,4011,3474,3570
"NUP98",8412,3477,6970,7895,4801,5904,9363,6055,10030,7690,3280
"NUPR1",13373,2019,1359,1275,10051,10369,1079,8342,9672,8321,3498
"NUS1",2328,2504,2576,2813,977,3698,2596,2998,3804,1828,1412
"NUSAP1",1393,1392,2242,3312,2189,2398,1214,1933,5225,2653,1081
"NUTF2",11628,6402,12810,13797,8281,9468,10023,9463,11888,5915,11944
"NUTM1",4,1,0,5,0,2,0,0,12,1,0
"NUTM2A",5,30,52,52,2,34,27,41,8,13,22
"NUTM2B",53,0,7,8,1,3,3,5,7,18,4
"NUTM2D",335,58,148,113,88,38,94,55,41,179,27
"NUTM2E",1,1,0,4,1,31,20,11,2,0,3
"NUTM2F",21,0,0,7,1,1,5,1,10,2,0
"NUTM2G",10,0,3,6,3,19,6,2,0,1,0
"NVL",2094,922,2064,1395,1067,1413,1054,1189,1912,1349,1058
"NWD1",94,0,19,30,16,27,6,6,25,509,10
"NWD2",5,2,3,3,6,133,17,54,1,32,112
"NXF1",8853,4608,9017,11230,7479,7409,4492,5957,7283,8383,5435
"NXF2",0,0,0,0,0,0,0,0,0,1,0
"NXF2B",0,1,0,0,0,0,0,1,0,0,0
"NXF3",2,0,22,22,6,17,0,3,37,153,72
"NXF5",0,1,0,0,0,0,0,0,1,0,0
"NXN",15866,3463,11542,10566,6054,10913,18874,6239,16340,6470,12790
"NXNL1",0,1,0,0,0,0,0,0,0,0,0
"NXNL2",5,0,19,1,7,12,11,10,6,4,17
"NXPE1",2,0,0,0,0,0,0,0,0,1,0
"NXPE2",0,0,0,0,1,0,0,0,4,628,0
"NXPE3",2266,1527,843,328,745,845,1846,2709,742,1347,265
"NXPE4",0,0,0,0,1,0,0,0,0,16,0
"NXPH1",0,0,1,1,0,1,0,0,0,0,0
"NXPH2",0,0,0,13,0,0,0,0,0,1,0
"NXPH3",256,68,28,27,42,22,63,47,29,125,56
