"GENE_SYMBOL","GSM4799045--1050685","GSM4799049--1081893","GSM4799054--1005994","GSM4799056--1040211","GSM4799059--1005335","GSM4799060--1006796","GSM4799071--1055419","GSM4799075--1087088","GSM4799076--1096936","GSM4799079--1064719","GSM4799085--1096489","GSM4799086--1045404","GSM4799091--1028337","GSM4799095--1062786","GSM4799096--1045396","GSM4799102--1020143","GSM4799108--1046677","GSM4799111--1028265","GSM4799113--1097176","GSM4799116--1014302","GSM4799120--1091717","GSM4799122--1030566","GSM4799128--1028046","GSM4799129--1011434","GSM4799130--1064847","GSM4799131--1042693","GSM4799132--1081897","GSM4799133--1042013"
"ITGAX",11,4948,1207,530,678,110,983,1940,0,305,5,1180,1503,170,1946,4,401,760,932,342,1030,2160,656,1490,1941,4,183,977
"ITGB1",167,358,22129,4805,4662,191,6428,1335,0,2969,151,19800,1602,44,3566,0,2255,5286,3420,3578,12156,3314,5671,6245,4654,32,1241,10595
"ITGB1BP1",2,748,4464,6846,2344,76,1679,1214,0,1204,330,3204,529,71,3433,12,582,2472,2449,886,2326,4313,2045,1816,2641,348,681,4158
"ITGB1BP2",0,1,145,8,96,8,43,25,0,0,0,1,5,2,56,0,0,57,26,0,66,2,1,0,0,0,0,41
"ITGB2",11,2417,2838,1601,1646,54,1475,2884,1,426,29,529,1553,10,1367,2,7,2067,1615,1181,2657,4206,859,1453,884,0,112,1641
"ITGB3",0,5,81,19,107,4,1296,1,0,28,0,19,18,0,84,0,0,2647,22,32,701,132,1,42,519,0,1,346
"ITGB3BP",0,45,3546,2446,1732,113,863,352,0,272,32,1286,62,24,2374,1,1193,1051,756,1308,1374,1988,1245,616,1075,0,56,1593
"ITGB4",4,19,25,50,22,15,2,8,0,241,0,133,148,7,4,0,0,14,1,140,985,18,1819,40,109,0,369,53
"ITGB5",1,17,6270,1865,943,120,3769,297,1,780,71,3373,1714,90,4799,0,223,11431,3541,3322,8866,1568,4141,4516,4752,0,581,2159
"ITGB6",3,12,10299,26,1311,39,51,3,0,0,0,279,8,0,1,0,0,19,11,22,14,113,1196,0,374,27,587,393
"ITGB7",8,1,30,90,177,30,89,18,0,15,0,224,17,1,77,0,0,29,51,0,108,235,145,10,36,0,0,252
"ITGB8",0,35,5517,123,66,276,795,261,0,21,31,654,23,14,4484,0,3583,15187,1351,3031,2235,998,1408,128,633,2,674,76
"ITGBL1",0,0,4,52,46,65,0,22,0,9,0,0,64,6,50,0,1,4,10,145,549,6,38,52,57,0,0,158
"ITIH1",0,0,0,0,6,14,0,26,0,154,150,181,0,1,0,0,0,0,687,0,0,1,0,1,0,0,0,0
"ITIH2",0,11,6,3,26,35,78,1,0,0,2,830,0,0,60,0,0,3,608,20,40,34,17,35,133,0,0,46
"ITIH3",0,1,16,0,95,25,118,4,0,4,479,961,23,14,367,0,0,0,2024,0,2,519,0,336,166,1,0,56
"ITIH4",1,270,14,8,23,23,25,87,0,5,0,1,14,9,13,0,73,16,62,2,55,6,3,9,9,0,0,29
"ITIH5",0,19,20,17,199,280,8191,113,0,3387,7,97,214,3,44,0,0,262,6,1,74,56,992,44,237,3,196,301
"ITIH6",0,7,0,33,527,61,11409,10,0,1,2,0,0,2,83,0,92,2323,45,273,4953,431,1,343,235,0,0,119
"ITK",1,621,827,302,760,270,449,1212,0,201,4,0,47,15,546,0,0,43,1322,163,929,1678,670,218,124,2,0,333
"ITLN1",0,1,0,1,78,78,0,15,0,0,0,611,92,0,111,0,0,0,20,0,1,7,0,0,67,1,0,23
"ITLN2",0,0,0,0,203,21,0,0,0,0,0,0,0,0,482,0,0,0,4,0,0,32,1,10,303,1,0,68
"ITM2A",284,555,2648,1124,5363,36,1471,1094,0,3432,2,145,1235,2,1160,1,29,363,1540,136,2245,4680,5006,731,832,225,570,1632
"ITM2B",88,839,18684,2458,15065,591,20053,8438,1,6517,707,4758,4678,87,4707,450,2776,32356,9151,6134,17191,5600,13039,12746,5323,592,3466,9212
"ITM2C",1,100,940,1622,1432,89,1687,522,0,145,6,1772,204,8,1142,0,2396,3565,121,4420,2509,1056,847,1942,3460,45,38,2195
"ITPA",2,673,2087,2857,1406,73,1984,316,0,390,2,1659,346,21,1890,0,2327,2453,814,2135,2830,1273,1097,1619,3360,0,452,2651
"ITPK1",1,478,655,749,537,58,982,442,0,396,221,343,286,148,1792,0,980,1007,521,1456,1576,1277,740,2121,3031,0,638,417
"ITPKA",4,6,32,5,4,0,0,0,0,0,0,0,0,2,0,0,0,20,1,0,0,0,0,14,0,0,0,0
"ITPKB",0,331,527,1287,914,221,1430,754,7,134,128,517,742,83,6150,0,1341,885,2904,742,789,3952,691,5165,12529,19,1212,1550
"ITPKC",0,64,287,127,101,61,419,96,0,653,3,239,21,10,57,1,4,549,89,454,277,340,686,295,370,0,479,109
"ITPR1",1,1183,2274,268,1157,153,853,821,0,1568,60,3863,409,54,538,0,359,5510,518,964,1432,1995,1575,1115,1336,27,335,1153
"ITPR2",10,7587,2571,749,3307,333,3940,2925,0,1074,826,3257,1415,188,1340,1,13630,4705,1485,23590,3730,1201,7076,4763,1907,656,2611,5220
"ITPR3",11,40,1226,521,420,59,500,299,0,382,7,1355,39,12,2742,0,24,2118,900,360,1531,778,1246,1121,3878,262,722,1500
"ITPRIP",2,153,781,268,242,71,552,666,0,522,2,2342,721,8,281,0,1,1037,1448,219,480,932,1774,484,741,0,1278,525
"ITPRIPL1",0,134,362,324,59,150,265,104,0,9,2,4,176,1,225,0,35,896,35,29,337,101,398,171,241,1,3,290
"ITPRIPL2",0,270,1887,665,651,170,1213,430,0,617,47,2817,266,16,684,4,971,2441,943,453,2397,1257,1269,1825,822,0,89,1534
"ITSN1",0,800,2988,3016,2681,323,1625,3090,0,1889,2142,883,457,36,1495,11,1164,1650,725,1537,4621,562,3048,2129,590,2,499,1513
"ITSN2",41,2665,3406,875,2815,124,2277,5787,0,2923,1212,1289,531,50,1695,0,566,2730,1894,867,3543,2490,3251,1374,999,0,567,2132
"IVD",2,452,3158,1089,2580,148,1348,770,2,1109,60,775,654,12,2130,1,1989,2710,443,2960,3056,1707,2287,289,3575,0,110,2441
"IVL",0,0,7,0,2,4,4,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,84,0,245,0,2208,0
"IVNS1ABP",1227,3490,8975,14833,8246,837,13390,2731,1,1234,154,5123,669,112,17942,108,776,17976,9349,3331,4794,24798,5772,10873,9682,87,2125,6071
"IWS1",3898,702,3745,3682,3091,77,2518,1867,0,2126,1136,4008,653,136,2056,0,2492,5102,1562,3790,2932,2078,4233,2554,699,2,551,3961
"IYD",19,2,0,0,87,57,0,6,0,2,0,0,0,4,0,0,0,0,29,0,0,0,42,1,0,0,0,2
"IZUMO1",0,6,0,0,1,40,0,2,0,2,0,0,1,4,1,0,0,0,0,29,3,0,61,8,2,0,0,2
"IZUMO1R",0,0,0,0,0,2,0,0,0,0,0,0,80,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"IZUMO2",0,1,0,0,0,75,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"IZUMO3",0,0,0,0,0,38,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"IZUMO4",0,0,23,7,0,4,0,0,0,0,8,0,0,0,0,0,0,8,1,1,15,21,0,5,4,0,72,2
"JADE1",3,815,3067,2446,2521,306,849,896,1,2283,118,1152,524,36,1618,0,1505,810,1079,1255,1251,1348,2897,3499,916,28,630,1078
"JADE2",5,450,288,506,671,322,457,616,0,869,0,2647,478,46,1235,0,44,722,550,773,2008,1284,738,947,889,1,171,549
"JADE3",0,38,880,357,192,13,126,48,0,1033,6,254,36,0,235,0,38,270,137,3,299,455,64,333,105,0,95,454
"JAG1",4,429,1822,1160,1244,91,1660,712,0,1630,48,254,623,116,2296,6,97,2168,598,1871,3573,543,6277,1988,1368,0,1946,869
"JAG2",10,44,112,279,4,3,94,42,0,101,7,250,60,13,36,0,390,96,3,324,236,22,790,144,137,9,123,182
"JAGN1",3,4,1696,2057,618,82,1586,452,0,0,15,2626,142,2,1651,0,1044,2691,850,624,2504,2486,430,1687,2656,0,449,1475
"JAK1",277,2720,10533,3878,6327,287,5549,2654,0,5928,440,2947,2418,147,5272,6,3118,6041,2681,4353,7047,5694,8936,3535,6320,199,843,6467
"JAK2",3,1003,1654,410,1411,26,551,2990,0,154,3,75,467,9,852,0,585,241,979,388,1775,803,1002,881,235,0,19,639
"JAK3",415,5839,1430,1153,1220,203,1635,2567,0,211,11,2082,504,373,1215,28,2474,1154,1469,2719,3744,2604,3124,887,837,0,6,2255
"JAKMIP1",1,169,10,96,17,60,42,193,0,1,0,0,0,17,11,0,0,2,36,0,97,64,0,1,0,0,0,6
"JAKMIP2",0,47,30,89,87,185,21,637,0,69,4,2,118,7,42,0,15,0,39,218,96,12,220,6,39,0,0,63
"JAKMIP3",1,0,0,0,1,11,71,7,0,1,0,0,0,5,0,0,0,12,1,0,45,30,0,0,0,0,0,11
"JAM2",1,21,931,213,394,66,64,335,0,2203,6,33,215,3,326,0,144,109,60,114,1142,376,3590,393,169,0,3,723
"JAM3",0,592,4784,386,941,34,2013,615,0,524,1,1094,900,34,1734,0,1492,1504,63,4455,1352,4203,2319,419,1417,1,237,1375
"JARID2",1,1293,1303,2682,1939,223,779,1626,0,832,357,4985,321,167,2211,0,576,1067,1376,1880,2005,2270,1358,2097,2141,33,1496,2804
"JAZF1",0,4,692,916,1165,115,1988,196,0,241,6,89,354,0,3299,0,1781,1652,855,2638,1442,1955,166,696,1565,0,73,1571
"JCHAIN",13,369,4481,2775,83344,223,6988,44401,1,24296,104,72,1426,114,5433,6,50,47,8890,48,2817,22623,2377,23449,884,701,44,1444
"JDP2",0,23,168,90,133,120,80,114,2,327,9,15,110,0,155,0,1,98,66,25,269,100,481,211,87,1,350,94
"JKAMP",7,126,5915,5646,9280,240,3360,496,0,61,0,5237,342,0,5653,0,784,4939,1903,3180,2527,7287,1727,3129,4507,0,343,3849
"JMJD1C",458,1903,13675,2863,4747,224,3438,5180,1,2436,678,9929,1846,82,3727,1,1362,3642,3492,2314,7046,2836,6800,5877,1580,0,981,3846
"JMJD4",0,137,196,386,223,66,376,163,0,36,72,159,143,12,252,0,122,577,98,158,334,218,616,180,561,0,183,318
"JMJD6",5,11,1903,3385,936,53,1190,110,0,447,73,1264,126,20,1211,0,691,871,479,1555,1001,2176,1158,397,1624,0,338,1786
"JMJD7",0,0,22,8,14,1,8,1,0,0,0,5,0,0,7,0,0,3,1,2,7,1,5,8,4,0,2,10
"JMJD7-PLA2G4B",0,0,27,5,27,1,12,14,0,0,0,0,1,0,10,0,7,8,4,52,71,8,16,28,61,0,2,28
"JMJD8",1,209,188,194,379,24,544,117,0,104,38,528,272,8,281,0,755,571,112,211,562,266,441,177,588,0,356,316
"JMY",2,440,974,707,762,94,615,1481,0,191,1,105,400,48,776,0,1101,525,448,1580,1643,1205,1254,1826,1098,68,198,1029
"JOSD1",2,203,4129,1476,699,76,1424,274,0,356,6,439,800,44,1736,9,73,2250,803,1509,1848,1862,1112,1324,2002,7,441,1248
"JOSD2",0,5,11,44,10,0,53,2,0,32,6,56,1,0,19,0,0,57,3,11,136,17,4,54,36,0,16,40
"JPH1",0,9,165,91,76,176,296,0,0,1,254,146,1,0,164,0,37,876,6,420,0,116,187,0,12,0,88,486
"JPH2",1,4,2616,0,6,22,0,1,0,1,0,0,1,5,24,0,0,0,0,0,2,0,144,60,3,0,0,27
"JPH3",0,0,0,12,0,1,0,0,0,1,0,38,0,0,0,0,0,0,1,0,2,27,22,6,1,0,0,0
"JPH4",0,0,0,11,101,2,4,28,0,5,5,0,0,0,2,0,169,11,18,168,19,3,20,2,2,1,0,5
"JRK",2,589,1621,1190,1129,210,1691,511,0,366,107,1045,790,50,2461,0,279,1703,588,685,1275,1571,1134,1985,4089,0,219,1624
"JRKL",1,250,583,261,962,70,508,396,0,186,14,569,37,6,564,0,109,841,388,842,682,864,638,474,165,0,34,1091
"JSRP1",0,0,4,0,12,6,0,7,0,1,0,0,1,0,14,0,0,0,1,9,3,0,1,1,4,0,0,1
"JTB",6701,672,1228,1707,1035,142,2124,811,0,733,152,1533,625,46,1748,197,3962,2710,805,3247,2480,1104,1747,1411,2011,1,611,1388
"JUN",0,417,1777,148,30,18,258,390,0,524,290,506,266,41,227,0,139,130,55,184,180,154,193,69,100,2,883,94
"JUNB",0,27,122,68,21,1,99,5,0,103,8,224,17,2,23,0,70,155,25,6,247,29,138,40,155,0,208,41
"JUND",0,269,461,273,85,83,488,977,0,1251,175,1168,226,106,357,0,822,557,205,367,1286,345,277,553,522,30,645,266
"JUP",0,80,467,78,118,63,341,81,0,484,1,392,343,88,814,0,540,356,70,86,525,158,4877,330,2696,11,4095,902
"KAAG1",0,0,0,7,0,47,0,0,0,0,0,0,0,1,1,0,0,0,6,0,0,4,0,8,0,0,0,0
"KALRN",1,281,978,415,268,150,8042,196,0,469,32,671,158,34,686,0,88,995,316,1117,3141,55,1441,458,251,0,65,741
"KANK1",0,139,1921,718,906,353,4470,87,0,345,91,419,285,68,4628,0,1581,3749,1128,2447,1206,3098,3437,3582,991,7,645,3761
"KANK2",43,121,5442,1528,3064,141,434,589,0,1678,258,1212,321,42,1439,0,939,1005,726,1876,2385,638,916,1362,1833,9,516,804
"KANK3",0,66,20,13,37,17,30,23,0,76,0,0,50,18,11,0,43,18,19,17,82,10,180,32,41,0,14,63
"KANK4",0,4,3,1,44,146,0,1,0,7,0,0,66,11,12,0,0,17,4,0,403,8,12,9,4,38,67,48
"KANSL1",1,569,3043,1881,2517,671,1570,2111,0,715,173,975,564,53,2345,3,692,1639,1063,2721,2547,2213,3051,1723,2954,1,1522,2274
"KANSL1L",1,332,1074,764,647,158,665,356,0,81,16,668,200,3,380,0,1033,1137,516,565,930,618,549,780,371,7,14,839
"KANSL2",1,76,1765,3215,2449,137,1291,377,0,36,9,2151,212,11,2030,1,3651,1763,753,13046,1987,3011,1867,1101,1806,0,982,3645
"KANSL3",272,525,5177,3096,2694,282,858,1550,1,664,57,1797,232,152,1412,0,3765,2595,1389,2285,2473,3683,1625,2414,2585,0,406,3161
"KAT2A",6,1021,2700,1576,1230,101,2454,1694,0,399,407,1349,929,168,2271,13,998,3246,602,2139,2872,514,1820,1792,1530,45,2186,1798
"KAT2B",3,1400,1547,1393,3127,120,1182,1281,0,255,67,594,333,37,1893,0,1236,2830,1415,2667,4059,1449,1142,2177,1268,332,1158,1349
"KAT5",1,0,692,714,1418,40,270,93,0,448,5,190,141,2,242,0,0,692,273,901,835,1003,355,1018,1112,0,12,1052
"KAT6A",353,800,6170,3042,3656,282,2546,1915,0,3276,813,1537,1041,70,5232,9,978,3426,1513,2286,3764,2729,2753,2638,1655,1,436,5776
"KAT6B",4,457,2140,768,1294,246,1036,1886,0,2018,515,654,337,40,1147,10,177,965,633,826,2220,757,1782,1528,601,21,310,1192
"KAT7",27,173,3271,2366,2973,381,993,526,1,192,121,2406,380,169,2194,0,594,2060,856,3723,4308,2450,1428,2250,4880,0,381,2877
"KAT8",0,65,578,628,331,31,361,409,0,458,13,988,182,2,137,0,461,295,167,377,928,384,504,547,847,4,89,351
"KATNA1",1,262,1714,1296,1059,50,698,488,0,1290,385,1821,533,15,1191,0,4,965,538,985,848,1805,1998,1022,992,1,491,1354
"KATNAL1",1,85,2209,810,614,206,1413,281,0,893,104,223,281,24,557,0,694,1387,456,1035,1505,626,375,513,939,0,80,1404
"KATNAL2",0,70,438,644,621,23,485,172,0,11,77,34,50,4,335,0,155,233,80,88,152,75,269,28,127,0,49,304
"KATNB1",2,2,316,177,101,26,223,18,0,1,20,591,37,6,207,0,178,320,74,69,325,190,64,271,722,0,67,179
"KATNBL1",1,251,3443,1105,1610,174,1234,758,0,444,26,1735,225,14,1203,0,1246,1129,1178,1342,2478,1117,3175,1246,1705,0,276,1869
"KAZALD1",0,1,0,0,67,2,73,1,0,1,0,20,5,1,33,0,0,9,0,0,53,22,0,62,54,0,0,47
"KAZN",1,31,10,629,779,84,875,412,1,100,923,27,7,30,1794,0,309,456,341,458,327,530,530,991,970,44,1106,1622
"KBTBD11",0,0,76,226,54,14,14,16,0,367,0,0,1,1,346,0,58,1,15,956,8,38,102,14,10,0,0,31
"KBTBD12",0,14,13,0,4,35,17,0,0,4,0,0,0,1,0,0,0,52,10,22,17,0,0,19,15,0,0,0
"KBTBD13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KBTBD2",1,1049,3448,2379,2410,304,2548,1115,1,1438,178,2615,691,31,3122,0,450,3907,1525,4248,3192,3369,3941,2491,3199,0,376,4378
"KBTBD3",0,13,522,236,791,33,439,151,0,63,1,85,32,0,217,0,26,1245,220,93,700,227,280,453,276,3,529,540
"KBTBD4",0,0,303,649,747,23,400,72,0,724,0,187,120,4,265,0,0,320,123,1118,334,945,509,377,740,0,129,809
"KBTBD6",0,28,1498,943,873,106,713,102,0,139,6,26,99,0,988,1,711,828,555,1103,915,859,738,600,1251,6,133,1952
"KBTBD7",0,28,778,571,1283,120,327,290,0,964,6,17,125,5,780,0,248,541,553,1104,560,587,1256,796,335,0,441,759
"KBTBD8",0,23,185,63,340,137,32,74,0,0,0,6,212,3,2,0,0,61,65,1,77,10,2,13,39,0,0,123
"KCMF1",11181,154,2295,1700,1479,220,1862,1083,0,399,41,2636,346,33,1251,0,524,2952,1007,1357,1703,1496,1064,1555,1654,17,122,1683
"KCNA1",4,7,0,0,0,51,0,18,0,65,0,0,0,9,28,0,0,0,0,0,0,0,0,0,4,0,0,0
"KCNA10",0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KCNA2",0,124,0,11,57,10,1,6,0,0,0,77,0,2,70,0,202,218,2,404,178,13,0,21,0,0,1,84
"KCNA3",0,57,11,9,75,0,24,125,0,0,0,0,1,7,18,0,0,4,19,7,154,129,69,28,6,0,0,48
"KCNA4",0,8,0,0,8,18,7,2,0,0,0,0,0,1,0,0,0,1,2,0,39,0,0,0,0,1,0,14
"KCNA5",0,0,0,0,0,11,25,0,0,4,0,0,4,0,0,0,0,0,0,0,37,0,0,1,0,0,0,0
"KCNA6",0,0,6,23,367,91,3,0,0,7,0,247,0,3,6,0,0,49,0,0,4,1,10,0,3,0,0,27
"KCNA7",27,1,12,20,0,57,0,2,0,2,0,5,0,0,5,0,1,1,0,0,11,8,0,0,1,0,0,22
"KCNAB1",0,101,872,149,620,60,734,363,0,847,40,193,186,7,438,0,1216,204,101,676,592,549,874,316,274,0,63,389
"KCNAB2",0,692,363,135,446,45,378,984,0,264,5,256,443,66,4253,1,504,173,646,163,429,3404,232,1462,6505,82,116,1173
"KCNAB3",0,258,43,51,98,58,34,41,0,2,0,7,0,10,8,1,1,29,16,122,119,5,15,2,7,0,19,17
"KCNB1",4,7,416,12,0,49,15,71,0,388,0,94,8,1,0,0,0,0,36,0,1,1,366,0,0,0,0,29
"KCNB2",0,0,0,0,0,17,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KCNC1",0,0,0,2,2,21,0,0,0,1,0,0,0,6,0,0,178,0,0,131,23,0,0,0,13,0,0,1
"KCNC2",0,1,0,0,44,9,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KCNC3",1,3,1,0,1,0,5,1,0,2,0,0,1,6,0,0,1,4,2,0,10,0,47,0,0,2,0,0
"KCNC4",7,199,1030,270,214,353,122,144,0,26,2,11,184,38,150,0,6,510,232,228,644,300,1428,410,748,0,570,610
"KCND1",0,4,130,7,59,10,29,38,0,2,0,291,34,1,9,0,7,133,95,2,119,24,69,1,170,0,13,130
"KCND2",0,0,0,34,58,32,0,132,0,23,0,10,118,0,0,0,23,0,5,0,33,0,0,17,0,0,0,78
"KCND3",0,9,6,16,71,49,62,27,0,122,0,0,153,2,58,0,6,6,28,0,273,170,2217,111,319,0,35,108
"KCNE1",0,182,1,26,79,52,84,4,0,14,0,0,1,3,16,0,0,25,13,4,55,40,0,29,5,0,0,46
"KCNE2",0,1,3,4,30,7,11,11,0,0,0,0,1,0,1,0,0,13,0,0,0,0,0,0,0,0,0,71
"KCNE3",6,199,353,223,333,58,163,243,0,197,1,29,351,0,170,0,216,483,117,48,76,148,289,126,247,0,0,425
"KCNE4",0,86,695,255,542,50,112,92,0,142,4,96,153,1,15,0,139,734,17,561,438,103,401,270,143,0,87,60
"KCNE5",0,0,21,0,3,0,31,0,0,0,0,0,0,0,0,0,0,1,0,0,32,0,1,0,0,0,12,4
"KCNF1",1,0,0,0,0,0,0,0,0,0,0,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KCNG1",0,54,1,2,0,23,62,0,0,5,1,536,0,3,6,0,0,120,6,47,3,0,14,0,28,0,0,25
"KCNG2",1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,2,0,5,0,0,0,0,0,0,0,0
"KCNG3",0,0,0,9,26,14,0,0,0,0,0,12,0,0,153,1,0,0,0,9,0,48,0,138,0,0,1,178
"KCNG4",0,3,0,0,0,47,0,0,0,1,0,0,0,8,0,0,1,0,23,0,0,0,0,0,0,0,0,0
"KCNH1",0,13,239,34,5,6,4,0,0,1,0,0,0,1,208,0,0,7,35,0,0,41,5,1,37,0,0,2
"KCNH2",0,0,0,113,0,29,0,35,0,1,0,1,0,8,16,0,0,0,1,30,14,0,0,0,41,0,0,28
"KCNH3",1,0,19,7,0,1,1,0,0,0,0,0,0,4,1,0,0,0,4,0,5,5,0,0,1,0,0,0
"KCNH4",0,2,0,0,10,25,1,3,0,40,0,2,0,6,13,0,0,9,3,1,2,2,0,2,18,0,0,43
"KCNH5",0,3,0,0,0,141,0,8,0,2,0,0,0,8,1,0,0,51,4,0,1,0,0,1,0,1,0,2
"KCNH6",0,0,0,9,8,13,0,0,0,1,0,0,1,2,1,0,0,6,1,0,10,11,0,0,10,0,0,11
"KCNH7",0,1,17,6,1,23,15,0,0,0,0,0,17,0,0,0,0,1,15,15,0,8,0,43,0,0,0,11
"KCNH8",0,106,0,63,37,25,0,102,0,0,1,0,4,9,200,0,4,10,391,37,208,0,213,0,233,0,0,23
"KCNIP1",0,1,0,37,16,33,2,0,0,7,0,0,0,1,0,0,888,0,0,0,276,13,286,3,103,0,0,18
"KCNIP2",0,40,68,18,264,20,121,158,0,283,0,0,55,7,90,0,0,35,283,24,106,63,36,135,318,0,175,222
"KCNIP3",0,0,20,68,3,24,62,8,0,6,0,53,0,8,38,0,314,96,13,63,79,29,104,339,131,4,173,108
"KCNIP4",0,0,183,58,131,34,42,115,0,13,0,22,17,0,73,0,1,43,35,129,56,76,106,67,56,0,0,75
"KCNJ1",0,1,12,2,8,66,0,16,0,0,0,0,0,2,0,0,0,1,0,0,8,0,0,64,0,0,0,0
"KCNJ10",0,1,72,123,3248,47,209,312,0,0,1,0,0,4,48,0,1,0,312,95,11,396,6,75,457,0,1,155
"KCNJ11",0,0,3,0,2,2,29,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,5,0,0,0,12,0
"KCNJ12",0,0,66,131,19,36,2,6,0,12,0,0,15,9,4,0,0,0,1,130,1,1,1,78,1,0,0,26
"KCNJ13",0,17,179,3849,34684,25,152,229,2,5,467,13,0,9,483,0,1,202,158,419,220,1132,171,1265,934,0,36,270
"KCNJ14",0,30,139,115,42,55,171,85,0,23,5,163,55,7,35,0,14,63,70,224,133,48,476,72,135,0,3,52
"KCNJ15",42,124,43,65,1269,134,65,13,0,18,0,178,126,4,108,0,14,91,1,28,200,123,2050,9,279,0,1,281
"KCNJ16",0,18,1,7,13,110,0,10,0,1,0,0,0,1,0,0,0,0,18,0,1,0,0,0,0,0,0,8
"KCNJ18",0,0,0,0,0,0,7,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0
"KCNJ2",1,20,3876,3494,1305,182,407,447,0,359,1,537,18,2,805,0,0,891,484,341,905,1581,2405,489,170,0,199,464
"KCNJ3",0,4,0,0,9,61,0,3,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0
"KCNJ4",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,4
"KCNJ5",2,45,184,47,258,38,119,189,0,204,0,0,548,13,137,0,0,7,141,24,99,219,62,419,56,0,0,233
"KCNJ6",1,19,5058,7,0,306,0,1,0,49,0,0,0,27,0,5,0,16,26,0,219,3,23,0,0,0,0,1
"KCNJ8",1,215,208,85,211,13,57,95,0,1077,0,456,483,1,205,0,109,200,23,359,187,86,713,401,45,0,0,282
"KCNJ9",0,0,1,0,1,17,6,0,0,1,0,0,1,10,1,0,0,0,2,4,29,5,0,0,2,0,5,28
"KCNK1",0,26,0,0,17,33,43,14,0,1,0,0,1,0,0,0,0,2,6,0,9,10,538,3,83,7,91,17
"KCNK10",0,2,0,0,4,57,14,7,0,0,0,0,1,10,46,0,0,65,0,0,8,0,0,0,0,0,11,0
"KCNK12",0,2,17,1,1,83,6,8,0,0,0,0,1,8,7,0,130,0,20,4,14,10,10,120,36,0,0,0
"KCNK13",0,0,37,0,1,10,14,0,0,0,0,0,1,6,26,0,0,118,34,0,8,26,0,20,0,0,0,1
"KCNK15",0,0,0,1,1,0,6,0,0,0,0,0,14,0,1,0,0,18,0,0,0,2,173,2,1,0,0,6
"KCNK16",0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KCNK17",0,9,44,0,10,9,56,1,0,0,0,0,4,28,48,0,0,76,3,0,34,1,65,0,0,0,0,74
"KCNK18",0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"KCNK2",0,1,17,436,78,2,200,89,0,0,7,310,111,0,193,0,0,11,30,370,421,202,156,502,298,0,118,145
"KCNK3",0,1,0,0,108,45,161,2,0,38,0,0,16,6,0,0,0,72,3,0,5,1,84,0,0,0,0,59
"KCNK4",0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"KCNK5",1,18,47,74,98,29,18,273,0,80,0,29,32,5,5,0,0,196,16,1,37,47,928,62,5,0,0,98
"KCNK6",25,252,398,186,317,263,374,506,0,673,51,95,488,83,196,1,259,356,226,14,580,147,1642,309,584,4,285,642
"KCNK7",0,1,4,3,0,0,7,0,0,28,0,0,7,0,2,0,128,0,0,1,0,0,119,0,59,0,0,6
"KCNK9",0,0,0,0,2,19,1,1,0,0,0,0,0,0,12,0,0,0,2,0,0,67,0,0,0,0,1,0
"KCNMA1",2,371,654,184,390,176,1543,342,0,3,2,4212,797,55,303,1,145,897,376,39,1013,451,356,198,74,1,4,271
"KCNMB1",0,69,596,101,241,174,123,310,0,28,0,1,262,42,144,0,7,243,140,181,1831,139,367,98,158,0,0,12
"KCNMB2",0,1,72,43,62,10,69,18,0,46,0,0,0,5,10,0,4,27,34,29,83,27,1,22,1,0,0,8
"KCNMB3",0,15,300,61,78,53,201,143,0,55,8,0,128,5,58,0,0,276,119,154,216,128,15,60,51,0,0,87
"KCNMB4",0,15,437,56,79,94,135,51,0,5,0,58,87,2,37,0,1,159,45,51,1792,21,62,143,22,0,81,67
"KCNN1",0,4,6,10,0,12,0,1,0,0,0,7,0,2,1,0,10,0,4,96,12,0,14,0,0,0,0,9
"KCNN2",0,39,45,195,1115,16,0,168,0,0,0,0,0,0,1421,0,0,0,239,0,0,596,63,3422,10,0,541,92
"KCNN3",0,18,742,114,210,190,618,132,0,548,9,240,272,3,348,167,273,77,26,908,310,341,1186,368,118,0,8,280
