GENE_SYMBOL,GSM1648121,GSM1648114,GSM1648122,GSM1648115,GSM1648116,GSM1648117,GSM1648123,GSM1648124,GSM1648118,GSM1648119,GSM1648120
A1CF,8.94755,8.6758,6.28425,8.166,6.7414,8.48425,6.4551,6.47545,6.3356,6.3106,6.5672
A2M,12.2113,12.9295,12.2838,12.3693,12.7729,12.8403,12.4859,12.088,12.7874,12.9283,12.8992
A2ML1,6.2951,7.5581,6.066,5.9962,6.1499,6.3677,6.2291,6.21,6.2043,5.9595,6.2839
A4GALT,10.5572,11.7468,10.7016,11.1965,10.1692,10.3832,10.8408,9.0719,11.1008,10.9783,10.1001
A4GNT,6.7422,6.5514,6.3176,6.3571,6.397,6.773,6.5946,6.4724,6.5823,6.1866,6.8023
AACS,9.5352,10.3677,9.68,9.6899,9.86,10.2763,10.3186,10.1523,9.829,9.6487,10.2939
AADACL2,6.5482,6.4724,6.2546,6.1951,6.2867,6.4324,6.3471,6.3375,6.2151,6.0502,6.3911
AADACL4,6.4049,6.6654,6.2371,6.3762,6.1804,6.601,6.5033,6.2382,6.1399,6.1471,6.4944
AAGAB,12.0435,12.7159,11.8823,11.3132,11.3989,12.3046,11.6534,11.6551,12.0803,11.3562,11.6345
AAK1,7.8553,7.5293,7.7825,7.2364,7.7891,6.3625,7.8722,7.5438,7.8914,7.0996,6.3705
AARS2,10.7859,10.962,10.7709,11.0288,10.861,10.8096,11.2451,10.8574,11.026,10.8144,10.8563
AASDH,8.526,9.7141,9.6745,9.2539,9.3955,9.5325,9.7526,10.5031,10.0485,9.0197,9.8204
AASDHPPT,7.5908,8.3264,8.6203,9.2611,8.8437,8.3231,7.8822,9.2337,9.3275,8.7252,9.5105
AASS,8.5251,7.61185,7.6,7.8527,8.199,8.2828,7.97375,8.3103,7.76205,8.08295,8.09835
ABAT,7.8371,8.8787,8.22876666666667,7.90306666666667,7.87543333333333,7.49326666666667,8.28966666666667,8.2707,8.1776,7.879,7.80456666666667
ABCA1,11.9737,12.8659,11.8508,11.8708,11.6843,12.4717,12.3734,12.037,12.151,11.7403,12.5586
ABCA10,7.4053,7.8559,7.1311,7.2035,7.8833,7.8616,8.3612,7.5074,7.4671,8.3999,8.1572
ABCA12,6.85055,6.7253,6.60735,6.9273,8.07745,8.39715,6.223,6.885,7.74945,7.028,8.5319
ABCA13,6.2204,6.3851,6.1004,6.1152,6.08,6.593,6.2952,6.3655,6.0463,5.9596,6.2252
ABCA2,8.74145,6.98545,8.9567,7.62705,8.23835,7.831,7.23785,7.86125,8.0557,7.87875,7.5238
ABCA5,8.4785,8.9478,7.30255,8.4066,8.0732,8.1295,8.0665,7.5383,8.20755,7.8749,8.36845
ABCA6,7.79265,6.91965,7.4089,8.03935,8.2074,7.88035,9.42975,8.29645,9.5893,9.84575,7.96765
ABCA7,8.14935,7.4545,8.00785,7.4275,7.4966,6.9761,7.99945,8.29565,7.6991,6.5005,7.41325
ABCA9,8.1357,7.489,7.527,7.653,7.4505,6.9826,8.0407,7.3254,8.54395,9.1306,7.2677
ABCB10,8.8364,9.0647,9.1297,8.9695,9.6969,9.7377,9.334,10.0928,9.6734,9.2127,10.3719
ABCB4,7.8472,6.7017,6.9085,8.2105,6.2769,6.3501,6.7006,6.9733,6.962,7.316,7.0587
ABCB5,6.4873,6.6105,5.9068,5.9991,6.0039,6.3401,6.1488,6.1332,6.0973,5.8464,6.3369
ABCB7,11.2081,11.5386,10.8678,11.3174,10.7923,11.281,11.2765,10.9833,10.7745,10.944,10.8219
ABCB8,9.1092,9.3132,9.2082,9.6327,8.9164,9.5873,9.8347,9.4203,8.9288,9.1754,7.8748
ABCB9,8.01086666666667,8.67233333333333,8.12813333333333,8.88866666666667,7.84863333333333,8.1339,7.6188,7.87776666666667,8.64833333333333,8.40633333333333,7.79333333333333
ABCC1,11.1745,11.8099,10.9336,11.0978,10.7325,11.4236,11.389,11.6801,10.5572,10.368,10.6326
ABCC10,7.9094,8.4313,8.7908,7.2128,8.3567,8.0248,9.1744,7.9603,9.1878,7.9197,7.6748
ABCC11,6.99585,6.9725,6.9765,6.74395,6.74125,9.5081,6.8392,6.7152,6.68995,6.65205,6.97925
ABCC12,6.434,6.5919,6.0622,6.0763,6.2387,6.8929,6.5119,6.265,6.2048,6.0444,6.3098
ABCC4,7.399,8.5545,7.32545,7.78765,7.99405,7.20535,7.80105,7.8629,8.00335,7.79205,8.2879
ABCC6,8.89402,8.10344,6.52378,7.89332,6.73168,8.29038,6.4198,6.4529,6.36392,6.22696,7.16782
ABCC8,7.1622,8.1679,6.1423,6.7293,6.9,7.8078,8.2563,8.0757,6.8416,6.4465,6.4909
ABCC9,9.6271,8.5001,8.7354,8.0937,9.7172,9.0724,10.19135,8.4289,8.74835,9.69905,9.03165
ABCD1,8.7434,9.6034,8.246,8.831,7.8723,9.0629,8.3898,8.3795,8.466,7.7337,8.0742
ABCD2,6.8962,6.5197,9.3547,7.5171,6.633,6.9798,8.5337,6.7015,8.9753,7.0903,7.5094
ABCE1,10.16535,9.65145,9.8943,10.3447,10.25665,10.06805,10.4745,10.46935,10.08055,9.63375,10.64045
ABCF1,10.99665,11.04615,11.1637,10.69545,11.1388,11.10755,11.18365,10.81455,11.2096,10.8428,10.4234
ABCF3,9.621,8.9494,9.1775,9.5586,9.2398,9.0816,8.9259,8.6564,10.0263,9.7624,9.5889
ABCG1,11.04255,11.09115,10.0887,9.8368,10.56915,9.92715,9.60095,9.379,10.81425,9.90335,10.92735
ABCG2,8.9143,8.2192,6.8707,7.9847,8.074,7.5879,6.8933,6.4334,7.5086,9.4138,8.0869
ABCG4,8.3067,7.968,7.0806,6.9819,7.269,9.4841,7.5368,7.1105,6.9174,9.0411,7.5691
ABCG5,6.4214,6.9116,6.193,6.3184,6.3278,6.41,6.6831,6.4439,6.1683,6.1976,6.4902
ABCG8,6.5299,6.5001,6.2564,6.0603,6.3832,6.3875,6.4901,6.4254,6.5595,6.1374,6.4632
ABHD11,10.5482,11.3202,9.8613,9.9539,9.5899,10.119,9.1899,9.8577,9.3009,9.2084,9.7536
ABHD13,6.8755,7.66585,7.44505,7.3848,7.37625,7.37735,7.5165,7.5847,7.73395,7.30395,7.6324
ABHD14B,9.6356,10.4877,9.8437,9.7126,10.0726,10.0263,9.836,10.2476,10.6375,9.9971,9.6322
ABHD15,9.1578,8.5192,10.0197,9.5485,9.5168,10.248,9.5442,9.1246,9.6014,9.4703,9.6002
ABHD16A,11.9077,11.1652,11.4674,11.0729,10.4845,11.3891,11.1994,10.4618,10.5075,10.6727,10.4527
ABHD17B,7.50256666666667,7.22393333333333,7.77566666666667,6.99636666666667,7.89893333333333,7.99936666666667,8.00223333333333,7.1785,7.73266666666667,7.71463333333333,7.52726666666667
ABHD2,8.17125,8.78135,8.99905,9.0283,8.6899,9.0005,8.01005,8.5882,8.985,9.37455,9.69505
ABHD3,6.9624,7.8726,8.7839,7.4023,8.3778,7.4969,8.2243,7.9366,9.1715,6.964,8.7861
ABHD4,10.9906,11.3389,10.7518,10.4268,11.0815,11.7686,11.3526,10.859,11.1083,11.2753,10.9415
ABHD5,8.7716,10.1525,8.8517,9.5918,8.9962,9.7338,9.2632,8.4307,10.065,8.2561,9.5213
ABHD6,10.8973,12.2161,10.5927,10.8138,10.9887,12.5039,10.7814,9.8321,10.6045,10.1436,10.4202
ABHD8,9.9178,11.8352,11.1694,10.4436,10.095,10.0311,10.7634,10.6489,11.1763,10.7576,10.2488
ABI1,8.4183,8.2949,8.5189,8.1034,7.9742,7.5052,8.6753,7.6743,8.972,7.5145,7.5482
ABI2,10.2615,10.2400666666667,9.56606666666667,9.29886666666667,9.93236666666667,10.3589666666667,9.9421,10.2794333333333,9.44473333333333,9.98566666666667,10.1191333333333
ABI3,10.0147,9.6455,10.2157,8.8667,8.7797,9.3915,9.4019,8.3241,9.5164,9.0537,9.6393
ABL1,9.9332,9.89343333333333,9.52083333333333,9.41223333333333,9.79576666666667,9.9655,10.3563333333333,10.3438,9.4308,9.646,9.8994
ABL2,11.4168,8.9304,9.4968,8.7161,9.894,10.0295,10.3427,10.8861,9.602,10.27,9.899
ABLIM1,8.823175,9.21615,8.8891,8.9879,9.383625,9.549225,8.618025,10.294375,9.150475,8.954875,9.200725
ABR,10.8219,10.5343,10.46095,9.71135,9.8395,10.1005,10.20895,10.2137,9.61375,9.45645,9.8994
ABT1,6.8872,7.2049,6.7605,6.6645,7.0944,6.8169,6.497,6.7214,6.8452,6.6771,6.819
ABTB1,8.9464,8.7736,8.66195,8.5134,8.3165,9.0766,9.19275,8.9632,8.81595,8.66205,8.5695
ABTB2,7.7308,6.869,6.9777,6.2095,6.3149,6.5512,6.8096,6.3646,6.5432,7.2004,8.3027
ACACA,8.00866666666667,8.7976,8.84336666666667,8.95103333333333,8.82076666666667,8.8917,8.65093333333333,9.51706666666667,9.26726666666667,9.04396666666667,8.06306666666667
ACACB,13.0673,13.6982,11.7656,12.4657,12.1141,13.3035,12.5732,11.8875,11.107,12.1099,12.3528
ACADM,9.83995,11.86985,10.7528,11.16005,10.9373,10.2813,9.6143,10.56115,11.4069,10.69915,10.51315
ACAN,7.4011,6.5829,5.9128,6.3535,6.2038,6.3934,6.9418,6.2506,6.2022,6.7125,6.3904
ACAP2,11.3082,11.1504,11.2888,11.4964,11.0822,11.4347,11.3638,11.1517,11.0871,11.0844,11.5444
ACAT2,6.8975,7.587,7.0116,7.1561,6.5751,6.7719,6.9236,7.2214,7.1127,6.9241,7.051
ACBD3,8.0465,9.519,9.0544,9.7363,9.6841,10.1712,8.8066,10.1772,10.5902,9.738,9.8082
ACBD4,7.9649,6.9603,7.1172,7.1862,6.7626,7.2727,7.4042,6.9468,6.9808,6.8866,7.506
ACBD6,7.9727,8.3897,8.6928,8.8217,9.0073,9.3166,8.7544,9.2914,9.9708,9.4632,8.8868
ACBD7,8.93505,8.7292,8.28375,8.0957,8.2404,8.46435,8.0144,8.28425,8.1358,8.2775,8.4705
ACCS,11.45995,11.1361,10.6939,10.90075,9.9866,11.0498,10.74545,10.70975,9.42995,10.3294,9.8571
ACE2,7.8098,10.214,7.6392,9.3465,6.1685,6.5353,6.3397,6.7558,8.7,6.1372,6.4804
ACER1,6.5731,6.60865,6.19715,6.3114,6.23615,7.18555,6.33215,6.5817,6.6049,6.14345,6.4384
ACER2,7.95035,8.2729,7.6916,6.91385,8.20735,7.9203,6.7959,7.0221,7.57805,7.59505,8.2528
ACER3,8.769,9.80665,9.57135,9.678,9.5881,8.8451,9.6571,9.06165,9.38735,9.51925,10.20485
ACHE,6.7665,6.6131,7.0267,6.1799,6.8542,6.3856,7.8265,6.8063,6.5772,6.2068,6.5067
ACIN1,11.528,10.1534,10.4769,9.7184,10.4076,10.8131,10.8062,10.3908,10.5314,10.1257,9.3993
ACKR2,8.3889,10.4414,10.5467,10.72,8.5077,10.5036,10.9797,10.8937,11.1721,10.2291,10.674
ACKR3,10.1312,10.0659,9.0043,10.2065,11.6129,9.4785,12.0203,11.4138,10.7717,11.6686,11.4497
ACLY,10.76535,10.84635,10.96675,11.4781,11.4462,11.6361,10.6728,11.3246,11.2977,11.2007,11.87875
ACMSD,11.1187,9.5074,9.8446,11.4382,10.1345,12.0403,6.4202,6.2803,7.726,8.6329,11.1301
ACO1,9.549,12.2206,10.3252,10.69,10.6438,11.1717,10.7953,11.0056,11.2036,10.6837,11.1882
ACO2,11.6702,11.7714,10.8839,10.9652,11.0026,11.4012,10.7485,10.9803,11.1627,10.8113,10.4235
ACOT1,6.46745,9.3135,6.3725,7.43315,6.98635,6.4805,7.5251,6.43955,6.28405,6.62625,6.4251
ACOT11,9.76155,12.49175,8.92135,10.1719,8.87795,10.2617,9.6686,9.26585,8.93185,8.14695,9.6197
ACOT12,6.5661,7.0455,6.4835,6.2588,6.5579,6.329,6.3294,6.3195,6.6865,6.7144,6.3424
ACOT13,8.6532,9.1892,9.5052,10.2914,9.0285,9.6399,9.2228,7.7582,10.0388,9.4047,9.4927
ACOT7,6.3836,6.524,6.3187,6.5761,6.0607,7.44,6.2199,6.1195,6.088,5.9285,6.2569
ACOT8,9.305,9.953,9.5876,9.924,8.764,9.2644,9.1891,8.9395,8.9653,9.5538,8.9096
ACP1,9.0655,10.37685,9.53755,10.14915,10.38225,10.34285,9.8821,10.38845,10.26525,10.0232,10.5938
ACP2,10.3408,10.1686,10.234,9.8389,9.8905,10.0746,9.1415,9.4811,10.5198,9.2234,10.4647
ACR,9.6805,7.5287,7.8085,8.627,7.0557,6.435,8.6992,7.1775,6.5151,7.7882,7.424
ACRBP,7.3934,6.5442,8.3898,6.8361,7.3419,6.5734,7.7468,7.2601,7.0518,6.4564,6.3878
ACRV1,6.5005,6.88095,6.09975,6.1872,6.52575,6.31115,6.559,6.41105,6.6937,6.0332,6.32615
ACSF3,7.163,6.9343,7.7754,6.8344,6.3553,6.4971,7.2763,7.4557,6.8948,6.8117,6.4776
ACSL1,6.7689,8.94,6.7825,6.7749,7.2968,7.023,7.231,6.726,7.4669,6.9918,7.8327
ACSL4,8.08836666666667,8.6772,8.70083333333333,8.44513333333333,8.30736666666667,8.6659,8.90936666666667,8.2299,9.18273333333333,8.254,8.71943333333333
ACSL5,8.54802,8.29024,9.4879,9.34458,8.8965,9.63316,9.20524,8.02604,8.90436,9.00002,9.40374
ACSL6,6.898525,6.769275,6.50985,6.9717,7.136975,7.385225,7.48505,6.213375,6.7428,6.217475,7.095075
ACSM1,6.8912,6.4143,6.0398,6.6822,6.0937,6.239,6.3234,6.1002,6.1241,6.1326,6.2527
ACSM2B,10.2067,12.61665,7.0917,10.1618,8.28195,8.60345,6.4749,6.3022,6.40385,8.07145,7.5136
ACSM3,10.20705,12.98705,8.5213,10.23035,8.89415,9.53765,7.3891,8.0559,9.2557,8.31025,8.82545
ACSS2,9.54475,10.50305,9.04205,9.47035,8.86935,9.5581,9.40475,9.0718,9.2118,9.079,9.18625
ACSS3,6.4521,7.6029,6.6539,7.9674,6.4498,7.2815,6.7926,6.8918,6.7438,7.2837,7.4859
ACTA1,6.4234,6.5165,6.024,6.0312,6.2109,7.5333,12.6173,7.0109,6.7084,6.0928,6.3639
ACTA2,13.1048,12.8452,13.0299,13.2512,13.4656,13.5278,13.0229,12.8409,12.9242,13.3921,13.1423
ACTBL2,6.5033,6.5173,6.5337,6.7751,6.2098,6.5925,6.56,6.3132,6.3027,6.4634,7.2912
ACTC1,8.2136,6.9545,6.0022,6.3163,6.0438,8.5087,11.9052,6.6456,6.1584,7.5782,6.3352
ACTG2,13.4723,11.5196,11.6844,12.2593,12.4821,13.2271,12.8852,11.032,10.5327,11.9626,12.2939
ACTL6A,8.87255,9.02925,9.36435,9.4221,9.11705,9.58125,9.03875,9.77945,9.73935,9.3653,9.3298
ACTL6B,7.2266,6.6381,6.2533,6.9799,6.2561,6.5,7.3017,6.236,6.3415,6.1484,6.3864
ACTL7B,6.5561,6.6741,6.1064,6.1978,6.3206,6.4951,6.2671,6.2952,6.1924,6.0498,6.4551
ACTL8,6.413,7.6402,6.1774,6.2362,6.3854,6.5325,6.338,6.3585,6.2709,6.0417,6.3283
ACTN1,14.5159,14.3789,13.9273,13.9763,13.7682,14.2474,14.3366,14.2394,14.0045,13.9511,13.9255
ACTN3,6.3481,6.319,6.4469,5.9563,6.2143,6.4847,10.5019,6.2552,6.9518,6.3393,6.259
ACTN4,13.4821,13.5631,13.1063,13.0988,13.2458,13.4206,13.2698,13.3149,13.0129,13.1159,12.7795
ACTR1A,12.4124,13.0127,12.4269,12.1625,11.808,12.3447,12.5363,12.1796,12.3334,12.0822,12.1261
ACTR2,11.4007,11.7195,11.4872,11.2056,11.345,11.5527,11.6422,11.5336,11.486,11.2207,11.8024
ACTR3,10.0107,11.4964,11.6017,11.548,11.2204,11.3738,11.1182,11.4382,12.1423,11.0574,11.9984
ACTR3B,7.8623,7.2883,6.7288,7.6996,7.379,7.954,6.9114,7.437,6.8443,6.7204,6.4409
ACTR6,8.1181,10.402,11.0567,11.0174,10.9183,10.8008,10.3386,10.7183,11.4364,10.7482,11.3855
ACTR8,8.0482,8.382,8.2149,7.486,7.7038,7.8212,8.3033,8.5637,7.8509,7.2633,7.8884
ACTRT2,6.3737,6.5025,6.1435,6.06925,6.215,6.4443,6.33105,6.35,6.19895,6.15655,6.4581
ACVR1B,6.9812,7.7958,7.4204,7.6938,7.3246,8.2863,7.9756,6.6421,7.2894,7.6449,6.8279
ACVR1C,6.6355,6.4718,6.5063,6.3071,6.3333,6.5694,6.5261,6.4913,6.4075,6.1745,6.3365
ACVR2A,7.0679,7.9637,6.2297,7.1011,7.36465,6.77375,7.40885,6.9476,7.3957,7.2668,7.24095
ACVRL1,12.5832,12.1642,12.2672,11.9043,12.1238,12.1757,12.3124,11.3688,12.011,12.1413,11.8693
ACY1,9.5923,11.1921,9.0747,10.4305,9.4247,10.751,8.557,9.1398,9.3131,8.7728,10.0596
ACY3,10.1991,8.5334,7.6324,10.319,8.0928,10.0857,6.6208,6.2265,8.0053,8.1788,8.8429
ACYP1,8.49103333333333,8.92896666666667,8.41273333333333,8.0559,8.62963333333333,8.3296,7.91813333333333,8.16526666666667,8.29486666666667,8.03026666666667,8.53876666666667
ACYP2,9.0083,9.1715,8.2701,8.9702,8.0306,7.9525,7.4635,6.7681,7.3181,8.3505,8.0903
ADAL,7.4876,6.926,6.7219,6.6525,6.7011,6.9739,6.7263,6.7313,7.268,6.7316,6.8185
ADAM10,8.26725,9.78105,9.46135,9.856,9.81605,9.0371,8.9201,10.1454,9.81315,9.06865,10.82925
ADAM11,7.3359,6.5086,6.6009,6.4828,6.5923,6.3388,7.6619,7.2006,6.374,7.6653,6.3963
ADAM12,9.3898,7.1002,7.8093,9.0757,9.0751,7.7665,10.543,9.2404,9.3912,8.895,8.7042
ADAM15,12.1241333333333,10.3203,11.4440333333333,10.9912333333333,11.1979,12.2736,11.5504,11.7865333333333,10.5194666666667,11.3143,11.0505333333333
ADAM17,12.76775,12.1638,11.77255,11.7975,11.58635,12.13295,12.2126,11.99955,11.8381,12.05505,12.0618
ADAM18,6.3387,6.3103,6.098,6.0939,6.1801,6.3478,6.2223,6.4458,6.3466,5.9792,6.3035
ADAM2,6.7157,6.6571,6.234,6.2888,6.2431,6.3433,6.3893,6.2999,6.2821,6.2291,6.4355
ADAM21,6.5121,6.4923,6.5004,6.3518,6.4724,6.4053,6.4137,6.0745,6.275,6.0027,6.3315
ADAM22,9.6843,8.4025,8.9332,10.8531,8.999,9.3622,9.8017,9.0815,8.121,9.4369,9.2511
ADAM29,6.5252,6.4018,6.301,6.2399,6.1905,6.4499,6.3851,6.2341,6.499,6.0911,6.283
ADAM30,6.9871,6.5877,6.2273,6.2225,6.2883,6.3748,6.4321,6.2329,6.4212,6.0673,6.2588
ADAM32,6.98186666666667,6.6425,6.31363333333333,6.39463333333333,6.27946666666667,6.45613333333333,6.8088,6.7104,6.55263333333333,6.58376666666667,6.51246666666667
ADAM33,6.3143,6.4677,5.9559,6.2429,6.1207,6.3202,6.3023,6.4556,6.1761,5.9588,6.3941
ADAM7,6.5237,6.4747,6.0822,6.7839,6.4091,6.5067,6.5503,6.3787,6.5207,6.144,6.352
ADAM8,7.3383,7.5605,8.4977,7.8554,7.6863,7.5562,9.1924,7.111,8.3542,8.4394,7.7806
ADAMTS1,10.2989,8.6409,9.3889,8.3851,10.5854,9.7205,10.5659,10.6381,9.4502,9.7909,9.2857
ADAMTS10,7.281,6.4469,6.1867,6.3814,6.2293,6.5148,6.5027,6.3064,6.3517,6.1989,6.3613
ADAMTS13,6.4511,6.3728,6.0668,6.0847,6.2419,6.5261,6.3915,6.2235,6.1777,6.0831,6.2513
ADAMTS14,8.3404,8.1596,6.1706,6.5853,8.2033,6.4039,7.6593,6.4771,7.8146,7.6649,6.3874
ADAMTS15,6.8718,8.0038,6.663,6.7061,6.6047,7.806,7.0757,7.7021,6.5255,6.4562,7.3966
ADAMTS17,8.9819,6.971,6.7934,6.995,7.9583,7.388,8.7349,6.2367,6.6053,7.146,6.4254
ADAMTS19,6.4633,6.5017,5.8896,6.1648,6.0304,6.2578,6.2829,6.1505,6.2466,6.0235,6.4092
ADAMTS2,11.7213,11.4292,11.0869,10.4129,10.8232,11.0409,11.954,11.2103,10.7726,11.4201,9.0079
ADAMTS3,6.5131,6.5046,6.9998,6.4946,6.655,6.6105,6.6059,6.9255,7.7343,6.5566,6.6975
ADAMTS4,11.0878,7.3839,7.8015,7.7282,10.9316,9.4142,10.6392,7.8276,8.303,9.757,8.5869
ADAMTS7,7.76495,6.83195,6.48885,6.4581,7.2964,6.97065,6.81075,7.0689,6.6606,6.8235,6.80805
ADAMTS8,6.6277,6.7717,6.2777,6.2241,6.5003,6.6114,6.672,6.413,6.3505,6.3024,6.5404
ADAMTSL1,7.1377,6.48755,6.431575,6.421525,6.961725,7.3032,7.120425,7.257675,6.766025,7.15055,6.39205
ADAMTSL2,12.6239,11.019,11.9791,12.2864,12.0253,13.0183,13.448,11.203,11.8881,12.5081,11.3396
ADAMTSL3,8.1402,6.7169,6.3243,7.3038,7.0493,6.6402,6.8581,6.5972,6.6098,7.8411,6.6615
ADAMTSL4,7.84083333333333,8.02403333333333,8.26613333333333,8.80916666666667,8.45833333333333,8.64233333333333,9.54836666666667,8.0843,7.7918,7.4157,8.40976666666667
ADAMTSL5,7.2003,9.3252,6.9742,6.827,6.2854,6.7347,6.8674,7.9636,6.7342,6.2269,7.1381
ADAP1,6.4034,6.5951,6.5668,6.8551,6.6225,6.3767,6.6263,6.7507,6.6586,6.619,6.471
ADAP2,9.6813,9.2537,10.5128,8.9495,9.2834,8.9838,8.9946,8.861,9.8222,9.3132,10.2684
ADAR,11.77275,11.6733,12.2191,11.80465,12.112,12.5127,11.99565,12.17345,12.3587,12.1375,12.1378
ADARB1,10.1185,9.065125,8.307875,9.491275,9.305225,9.210925,10.0996,12.412175,8.705375,9.786225,9.172525
ADARB2,6.3866,11.4508,7.0535,6.2105,6.2801,6.6071,6.3993,7.1505,6.3415,6.1038,6.5559
ADAT1,9.6121,9.7659,10.4883,9.3781,9.8479,10.3638,10.1592,9.9233,9.2611,9.5053,9.2718
ADAT2,8.0194,7.3175,7.5962,6.7987,7.7924,6.3655,7.7593,7.0589,6.7342,6.7948,7.342
ADAT3,9.5748,8.0852,7.7308,6.9126,8.0327,6.5902,7.6003,7.2411,8.2178,7.4564,7.8789
ADCK1,6.46,6.7119,6.1078,6.2465,6.2298,6.6399,6.476,6.3114,6.4475,6.334,6.4507
ADCK5,8.7083,7.7899,7.008,7.6026,7.5224,6.5658,7.4503,8.1613,8.3636,6.8529,6.3718
ADCY2,7.391,6.9527,6.3996,6.5324,6.486,6.8086,6.9129,6.4907,6.5216,6.3889,7.1893
ADCY3,10.3146,11.4501,11.3288,10.7184,11.1027,11.555,11.3386,11.3345,11.642,11.4884,11.2146
ADCY8,8.3128,6.7468,6.5153,7.9919,6.7468,6.5643,6.4455,6.9814,6.1293,10.5553,6.4954
ADD1,10.27715,10.28645,9.85925,9.79525,9.8266,10.2022,9.9786,9.9287,10.0907,9.97855,10.37365
ADD2,6.5065,6.479625,6.30985,6.2977,6.207475,6.715475,6.263725,6.907125,6.3957,6.346175,6.57395
ADGRA3,8.6241,6.4591,6.5635,6.8891,7.0931,6.456,6.8209,7.4476,6.6448,7.0567,6.3894
ADGRB1,7.057,11.9549,6.5592,6.5723,6.9011,7.6282,6.92925,7.55165,6.5105,6.2922,6.8609
ADGRB2,6.776,8.0195,8.3693,7.9399,9.1953,6.3441,8.504,8.2796,7.0139,9.168,6.337
ADGRB3,6.4681,6.9895,6.3366,6.2984,7.4886,6.4181,6.3509,9.3958,6.2789,6.0694,6.4721
ADGRD1,6.4385,7.1482,6.3904,6.6738,6.3106,6.4645,6.9075,6.5567,6.4646,7.1624,6.6621
ADGRD2,6.6869,6.5719,6.0777,6.1,6.3547,6.3768,6.3502,6.2978,6.3852,5.9705,6.3381
ADGRE3,6.349,6.6446,6.2284,6.0929,6.2974,6.4049,6.4564,6.2952,6.3249,6.1531,6.3139
ADGRE5,11.157,9.3716,11.1396,9.5218,10.2072,10.9373,9.7352,9.3066,10.9615,10.0252,10.5863
ADGRF1,6.49025,6.53265,6.27105,6.4782,6.30965,7.03025,6.29555,6.1392,6.31725,6.09865,6.4776
ADGRF3,6.608,6.541,6.0973,6.1571,6.1749,6.4639,6.6619,6.4882,6.6855,6.156,6.3981
ADGRF4,6.5669,6.3453,5.9899,6.1278,6.1801,6.3811,6.258,6.2112,6.1409,5.9889,6.4166
ADGRG1,7.128,7.74,6.5425,6.2727,6.4692,6.5755,6.4525,6.4067,6.4258,6.3367,6.5329
ADGRG4,6.5967,6.573,6.2722,6.4156,6.3871,6.601,6.5097,6.4298,6.407,6.1897,6.4897
ADGRG5,6.4441,8.8325,10.2573,8.4662,8.6051,6.4372,8.368,7.8003,11.7902,8.0754,8.1193
ADGRG7,6.6268,6.4461,6.1504,7.2894,6.27795,7.0017,7.26455,6.2526,6.4896,6.2345,7.12045
ADGRL3,7.03535,7.05185,6.35705,6.2512,6.9844,6.65755,7.59975,7.8597,6.741,7.32165,6.93165
ADGRV1,8.3067,6.6302,6.9621,7.8171,6.7574,8.2395,7.5578,6.2777,6.4581,7.1603,7.2678
ADH1B,6.5363,7.585,8.6247,7.2336,7.7277,8.9886,6.7271,7.1814,6.1827,7.7479,6.304
ADH1C,6.4384,6.9115,6.3711,6.7946,6.1529,6.4217,6.3013,6.3999,6.688,6.8132,6.2888
ADHFE1,10.9687,10.9709,9.5988,11.233,9.6241,10.1427,10.1713,9.1002,9.2535,10.3629,9.9096
ADIPOQ,7.2596,6.5497,6.551,6.2777,6.2901,6.5466,6.3916,6.7244,6.406,7.2064,6.7717
ADIPOR2,9.7209,9.226,10.5509,10.6529,10.6013,11.1815,9.6141,10.2555,10.563,10.008,10.1163
ADNP,8.75695,9.04165,9.3614,9.51795,9.81905,9.55775,8.9784,9.9307,9.54745,9.75345,9.69105
ADNP2,10.8295,11.2427,10.4538,10.4595,10.4881,10.2863,10.6331,10.814,9.9654,9.4311,10.1896
ADORA1,6.37275,6.45815,6.0479,6.31015,6.17555,6.52915,6.2595,6.2155,6.13575,6.076,6.2341
ADORA2B,6.3894,6.5565,5.9813,6.0168,6.3479,6.441,6.3802,6.5559,6.2001,6.3405,7.0201
ADORA3,6.6928,7.0912,6.8515,6.3051,6.4929,6.6151,6.4681,6.3353,6.2947,6.3318,7.2188
ADPGK,10.111,9.5997,10.0191,9.5408,9.6686,9.8,9.7773,9.1609,10.2781,9.1381,9.5087
ADRA1A,7.1381,6.7762,6.34496,6.4933,7.55836,6.53672,6.5577,6.28464,6.28836,6.16392,6.94416
ADRA2A,6.6445,7.2387,7.7474,8.2135,7.3013,9.1954,10.4608,7.4182,8.2325,10.2774,7.4072
ADRA2B,7.7077,7.2603,6.9844,7.1174,7.4028,7.2451,7.0647,7.1962,7.0042,7.1669,7.3331
ADRB1,6.3968,7.0063,6.4534,6.8794,6.2723,6.5383,6.9445,6.4209,7.2374,6.5877,6.393
ADRB3,7.7046,7.317,6.2553,6.5369,6.9471,7.1918,7.3341,7.0514,6.9432,7.0668,6.9196
ADSL,7.0883,7.1045,7.5733,8.443,7.824,7.5965,7.6053,8.468,9.2091,8.0032,8.3562
AEBP1,10.3224,9.1606,9.9758,11.5846,11.2509,10.3669,11.4481,11.4852,10.8421,11.1972,9.7968
AEBP2,7.9002,10.128,7.9918,8.5783,7.9165,8.6869,8.3463,8.699,8.1711,8.3296,8.8294
AFAP1,9.71403333333333,8.89986666666667,8.80083333333333,9.07746666666667,9.1511,8.4105,9.47286666666667,10.2667,9.22796666666667,9.2414,8.33876666666667
