"GENE_SYMBOL","S01","S02","S03","S06","S08","S10","S11","S12","S14","S16","S17","S18","S19","S20","S21","S22","S23","S24","S25","S26","S27","S29","S30","S31"
"PTPRC",7.703293496,8.619377069,6.820199568,8.970524712,9.349242378,5.97698894,9.282655168,8.840544745,9.521238838,9.528275618,6.420728503,9.572764186,9.568615116,8.933852386,8.936882024,9.572764186,9.22087834,6.138256822,7.366541662,10.09052434,9.023032253,8.550381393,8.960525779,8.897652614
"PVR",10.22893157,10.19572853,8.70932546,9.389786025,9.971381506,9.777469211,10.53520036,10.2508849,10.53520036,9.76740385,8.520247433,9.806821438,9.924363344,10.70347019,10.68228926,7.963741311,10.2095304,11.22088754,11.83672428,9.732408792,9.608913836,9.793613872,10.62209028,10.9377498
"PYCARD",9.470221313,9.481479251,8.374059117,9.086794146,9.412541512,8.636620071,7.698337583,8.652977873,7.914566029,7.439685032,8.561700859,8.315532186,8.215730949,9.155526596,7.441886523,9.634404303,8.252629718,8.774627538,8.627124421,8.193022151,8.674921176,7.479003044,7.955789527,7.401676564
"RAG1",8.381401691,9.0774003,9.499609376,7.803756498,6.468174117,9.965420932,8.142800535,7.922509822,8.246054343,7.535096719,9.044116828,6.590566323,7.541044364,7.476908701,8.10735104,8.40218602,7.908081749,9.36788948,8.459464195,7.961186191,8.102611804,8.287717698,7.665939443,8.069268334
"REL",8.327323137,7.470506387,8.067273418,8.796362326,8.054053283,7.977229491,7.999015186,8.883525312,7.969582816,7.882929432,7.952947983,8.371697779,8.180436862,7.974772864,7.88554341,7.882929432,7.046419806,6.496818428,7.747683784,7.840948251,8.550381393,8.427236788,7.963741311,8.178375157
"RELA",9.582301057,8.399225734,6.793423129,9.592399233,8.970524712,2.562175122,8.950012195,9.184665866,8.80166959,8.972790711,7.73757935,8.589329134,8.482481489,8.424955648,9.412541512,5.910902353,8.206082676,6.526338062,8.025683457,8.542384025,9.303184157,9.22087834,8.883525312,8.880945945
"RELB",6.059608642,6.163571535,4.920550722,7.794971552,8.531159072,4.675625916,7.573281131,8.153249616,8.199276247,7.494897691,5.392399208,8.63050125,8.602947236,8.140134608,8.12916694,5.854885158,7.663758768,5.929787973,7.735747086,6.641433031,8.506891786,7.175045302,7.840948251,8.510721405
"REPS1",9.312096675,6.280948348,5.966985831,9.060296658,10.01009687,5.207823227,9.364284756,9.506193983,9.319270781,8.784770412,6.533416024,9.340277464,9.761661468,9.873581926,8.919037204,6.364464373,8.479018783,7.219947764,9.582301057,8.593974036,10.00407001,9.938599166,10.01009687,8.796362326
"RIPK2",7.34124641,8.915118559,7.937189802,8.203843101,9.484165839,8.299897128,8.731675453,8.774627538,8.900452529,9.903915217,7.75511313,8.43503057,8.440553302,9.12777082,10.12327029,7.145319467,8.12916694,9.12357325,9.493076344,9.747586975,8.975056709,8.963382147,8.739783326,8.866705267
"ROPN1",9.139593148,9.392829244,10.23302893,8.104981422,7.828953368,11.80751257,8.702125891,8.371697779,8.459464195,8.35876657,10.09052434,7.02544226,8.383205613,8.774627538,8.845765761,9.823410146,9.155526596,10.9377498,9.383789086,8.500078739,8.870908915,8.816872411,8.484260642,8.385009535
"RORA",9.666715823,9.539056061,9.383789086,8.222386312,10.5472852,8.548718255,9.638661581,10.48001738,9.95431099,9.392829244,9.242497852,10.09052434,9.659678505,10.68228926,9.732408792,8.520247433,10.09052434,9.184665866,10.12327029,9.084617537,9.521238838,10.01990331,10.42656825,9.877791284
"RORC",5.89971157,8.905931605,7.591261405,10.56005047,9.557742399,7.464307888,8.164948699,10.00708344,9.364284756,8.344176299,9.663197164,10.03000856,10.53520036,9.949161622,10.22893157,8.188367725,10.48001738,11.10580396,9.987720784,9.604057489,9.777469211,8.957669411,10.87955928,11.19766951
"RPS6",16.44054815,13.47346253,13.67868456,13.67868456,16.44054815,14.65435826,15.33454528,13.58387453,13.36300877,14.65435826,13.67868456,14.42240893,13.87475092,13.30997293,13.87475092,14.20277655,14.65435826,14.20277655,15.33454528,13.87475092,14.20277655,13.36300877,13.58387453,13.58387453
"RRAD",7.963741311,6.479674029,7.13568626,7.663758768,7.422953163,7.441886523,6.241890103,6.443242035,6.307535043,6.364464373,6.590566323,6.611420213,5.785406727,6.839183437,6.526338062,8.09216041,6.81644691,7.155659982,6.307535043,6.264949501,6.595352333,6.891569626,6.468174117,5.769951415
"RUNX1",5.956982723,6.987129698,4.545589181,8.990299741,8.520247433,6.138256822,8.848023332,7.745477395,7.525490476,8.454532321,6.754189569,8.756816672,8.552044532,7.208767732,7.499952683,8.456998258,8.306087269,5.449148365,6.381635712,7.19731174,6.99701078,7.661578093,7.222019352,7.58355173
"RUNX3",7.417309802,8.248323684,7.633800573,7.689133113,7.977229491,7.836547902,7.581386965,7.049990459,7.087845984,8.164948699,7.687219186,8.449043594,7.810381271,7.499952683,7.40776658,7.320452483,7.852897782,6.798734609,7.393598859,8.011617537,7.270193827,7.115580508,7.274419545,7.127496029
"S100A12",8.180436862,8.825782692,10.08538027,7.930440494,7.735747086,10.54124278,7.605397443,7.992366994,8.215730949,7.656395615,11.94090831,6.479674029,7.568048303,8.196948969,8.12916694,8.555224187,8.315532186,9.327813526,8.894852699,7.434026135,7.900171441,8.883525312,7.487617425,8.550381393
"S100A7",9.634404303,10.52223285,12.48016955,8.870908915,7.876107198,13.87475092,8.716856461,8.960525779,9.143175425,8.690123931,13.22134834,6.938348069,8.486039795,9.389786025,9.484165839,9.773339873,9.702296715,11.62409744,10.59381062,9.0774003,8.327323137,9.747586975,8.484260642,9.146757702
"S100A8",7.103606586,7.336897307,7.678829419,9.666715823,8.36056093,8.224129809,6.45454202,7.838748076,7.3777715,6.987129698,9.470221313,7.867324931,6.896372077,6.896372077,7.833785678,8.992781935,7.487617425,8.079466293,7.510587974,7.492539086,5.727165714,8.500078739,6.741490131,9.392829244
"S100B",7.541044364,7.698337583,8.750195754,6.553246151,5.129773392,8.281160803,6.483621386,7.063266318,6.938348069,6.468174117,8.175550637,6.896372077,6.264949501,6.420728503,7.200130645,7.145319467,6.479674029,7.07346294,6.625253618,6.241890103,5.769951415,7.219947764,5.988548312,6.241890103
"SAA1",5.129773392,16.44054815,12.9231644,13.8023746,13.05000727,6.820199568,9.229718347,10.81824678,11.57622378,13.8023746,12.5961492,15.33454528,10.63705195,13.36300877,13.58387453,13.67868456,9.082440928,10.76782179,6.257505333,14.9235035,10.99691617,13.30997293,14.20277655,10.83337207
"SAP130",8.257646281,6.125420774,5.882485765,9.389786025,9.823410146,4.280123657,9.666715823,9.319270781,8.866705267,8.203843101,5.854885158,8.851386346,8.868807091,8.520247433,8.459464195,5.815431781,6.553246151,6.863239396,7.354186321,8.071263251,9.086794146,8.750195754,8.835577245,9.666715823
"SBNO2",7.900171441,10.03000856,6.886767175,9.015613595,8.698783494,6.334851504,8.972790711,9.163751781,8.703996145,8.936882024,8.820323195,9.10655086,8.944144148,8.99526413,9.971381506,9.663197164,8.120628477,6.57776104,9.082440928,8.15553276,8.451787957,8.998485108,8.825782692,9.048282796
"SDHA",10.17255535,10.62209028,8.486039795,10.60176395,9.938599166,11.77554511,10.42656825,11.51571174,10.48001738,10.07152977,9.982375339,9.920203466,10.09052434,10.52223285,11.06683372,9.184665866,10.11028446,12.20207474,11.15131971,10.90334059,10.49845654,10.6708669,10.56005047,10.76782179
"SELE",6.741490131,7.3777715,8.250593025,6.618336915,5.713983513,8.63992987,6.496818428,6.863239396,6.546870068,6.526338062,8.206082676,6.102441036,6.294694527,7.036163105,6.280948348,7.017610707,7.017610707,7.977229491,7.698337583,6.45454202,7.213215356,7.768567335,6.468174117,7.139557475
"SELL",7.38066416,8.309213129,9.036490546,8.001291711,8.335216668,9.437092841,7.765591259,8.281160803,8.437791936,8.490039347,8.702125891,8.405146305,7.985923873,7.747683784,7.309936675,8.512483401,8.201603526,10.13866538,8.92295585,8.093979861,7.847959304,8.66910757,7.726580962,8.681447534
"SELPLG",9.279324688,8.451787957,9.176168402,7.88554341,7.845738055,9.462957879,7.615784526,8.132090592,8.287717698,8.062388587,8.702125891,8.224129809,8.317824585,8.462270292,8.142800535,8.903192067,8.54555114,8.164948699,7.977229491,8.752450911,7.658986854,7.818146984,7.863218563,7.401676564
"SEMG1",7.890047338,7.222019352,7.900171441,6.585780314,5.129773392,9.167632656,7.568048303,6.019226649,7.439685032,7.42841619,7.661578093,5.584365175,6.651770756,6.408357419,7.642248077,6.973530142,7.236337727,9.079920614,7.799593004,6.953146366,8.1670553,7.992366994,6.788111649,8.144646964
"SERPINB2",3.457853018,3.57058478,4.139596499,8.687498989,3.67714149,5.777662793,4.399760333,3.756657119,3.323710134,3.54042113,4.294074357,3.812246973,4.113275313,3.742140789,3.825212863,4.170382499,4.139596499,3.57058478,3.57058478,3.60074843,4.150219411,3.40162065,3.967596465,5.021690839
"SERPING1",11.80751257,13.05000727,12.34539454,14.9235035,11.51571174,8.268284631,13.30997293,14.20277655,13.87475092,12.85426195,11.39669916,13.67868456,14.42240893,14.20277655,13.22134834,11.94090831,13.97839053,13.58387453,11.44549134,13.97839053,14.9235035,13.22134834,14.42240893,14.42240893
"SF3A3",11.75365188,10.32179549,10.62209028,10.81824678,11.5413939,11.94090831,11.19766951,9.773339873,10.00708344,10.38853234,10.72842975,10.13043429,10.03000856,9.790396977,10.70347019,9.747586975,10.37422105,10.30213141,10.65308403,9.673969563,10.77891356,10.77891356,10.27942875,10.22025013
"SH2B2",7.21658156,5.854885158,6.571726363,5.966985831,7.656395615,7.305882718,6.505716142,7.145319467,6.546870068,6.585780314,6.381635712,7.194492835,7.032135767,7.053561112,7.259981948,6.448462477,6.754189569,7.952947983,7.865145484,7.041291455,7.939463509,6.443242035,7.603300889,7.547510946
"SH2D1A",4.655072524,5.713983513,4.139596499,4.308025058,6.505716142,3.40162065,6.174086423,4.8594501,4.84407437,5.815431781,4.113275313,7.573281131,6.375660584,5.100088612,4.599533997,5.392399208,5.251387517,3.57058478,5.584365175,6.068565187,4.612772809,4.84407437,5.832607922,3.825212863
"SH2D1B",7.963741311,8.880945945,10.41186098,8.115762961,7.865145484,11.3209348,7.789959748,8.144646964,8.257646281,8.02119554,10.05203166,6.913220587,7.422953163,8.268284631,9.072228584,8.422810885,8.525260786,10.19572853,9.426315556,7.941737216,7.985923873,8.782984262,7.735747086,8.201603526
