"GENE_SYMBOL","S01","S02","S03","S06","S08","S10","S11","S12","S14","S16","S17","S18","S19","S20","S21","S22","S23","S24","S25","S26","S27","S29","S30","S31"
"CD84",10.06208609,10.49845654,12.14377682,9.358459913,9.293535789,12.63820875,9.254273564,9.11937568,9.449348376,9.64291886,11.36840484,8.820323195,9.086794146,9.429981283,9.592399233,10.48001738,9.928523222,10.34277445,10.09052434,10.11028446,8.809881749,9.949161622,8.92295585,9.260967318
"CD86",7.720596522,7.861291642,8.845765761,7.492539086,8.405146305,8.647812078,8.180436862,7.393598859,7.803756498,7.648896213,8.371697779,7.633800573,7.799593004,7.426263653,7.733914822,8.178375157,7.963741311,8.784770412,7.992366994,7.826883281,7.623672461,8.302961408,7.630095403,8.054053283
"CD8A",9.200772632,9.493076344,9.790396977,7.88554341,9.441478521,9.326049944,8.520247433,7.735747086,8.220642815,7.808229883,9.143175425,7.990111754,7.863218563,8.180436862,8.033618104,10.74637584,7.898477416,8.405146305,8.296832848,9.006494929,7.270193827,7.898477416,8.317824585,6.526338062
"CD8B",9.572764186,10.13866538,11.57622378,8.093979861,8.035833512,12.14377682,8.754633791,8.337182927,8.678184355,7.745477395,10.86511502,7.417309802,8.342116413,8.705866398,8.875147527,10.05203166,8.479018783,9.613770183,9.194773361,8.473448975,7.127496029,8.756816672,8.33964967,7.958631071
"CD9",8.980454209,8.512483401,7.036163105,11.30411302,8.907886838,5.207823227,10.48001738,10.30213141,9.282655168,10.81824678,6.99701078,9.613770183,10.70347019,10.72001538,9.056789215,6.754189569,9.666715823,7.254901822,9.353851146,10.64937064,10.06680793,10.76782179,9.959460357,8.990299741
"CD96",5.046047336,6.460621562,4.545589181,6.831567831,7.810381271,4.041127994,5.97698894,5.815431781,6.053649718,7.289261488,4.113275313,8.454532321,7.879518315,7.208767732,5.481446994,5.956982723,6.479674029,5.232331163,5.740347914,7.745477395,5.584365175,5.207823227,7.274419545,5.449148365
"CD99",12.48016955,12.10886503,12.78558561,12.63820875,10.68228926,8.35697221,14.20277655,11.30411302,12.05114726,11.90414044,12.02478334,11.94090831,12.78558561,11.90414044,12.54218813,12.24600004,12.14377682,10.85128361,12.14377682,11.10580396,13.36300877,12.29462228,12.29462228,12.20207474
"CDH1",10.99691617,9.865562831,8.327323137,10.99691617,8.936882024,8.886104679,11.3209348,11.01400126,10.49845654,9.264969899,8.213288523,10.60971728,12.05114726,10.60971728,10.41186098,9.682321395,11.08864468,9.842755799,11.7359146,10.72001538,9.225262524,8.806341871,10.90334059,12.02478334
"CDH5",9.358459913,8.782984262,9.499609376,9.031545596,8.520247433,9.270430804,8.647812078,8.960525779,8.873028221,8.823052944,9.034018071,8.837581298,8.92295585,9.167632656,8.503062167,9.470221313,9.891644702,8.222386312,7.891937288,8.80166959,8.612440184,8.905931605,9.309944821,8.564997875
"CDK1",8.950012195,7.099229169,7.339071859,10.62209028,8.963382147,7.535096719,9.747586975,9.422649829,9.109255364,9.429981283,7.222019352,8.213288523,7.985923873,6.965759527,8.371697779,5.956982723,6.581770677,7.941737216,9.13082529,8.381401691,9.521238838,8.120628477,8.843508191,9.509357722
"CDKN1A",9.851878707,9.855668592,10.85128361,11.06683372,10.42656825,10.06208609,9.386742806,10.65679742,10.86511502,8.793520932,10.5472852,9.264969899,9.158554692,10.53520036,10.44402172,9.521238838,10.6708669,11.36840484,10.00407001,9.666715823,10.5472852,10.44402172,8.960525779,10.91941446
"CEACAM1",8.1670553,7.869504377,8.260626152,9.139593148,10.45537563,9.740415998,9.493076344,9.597909213,9.484165839,8.739783326,7.891937288,9.158554692,9.521238838,9.412541512,9.747586975,6.992958639,8.218186882,8.302961408,8.446947651,9.426315556,9.158554692,8.456998258,9.082440928,10.03000856
"CEACAM6",9.706675215,9.184665866,10.72001538,7.678829419,7.02544226,11.88133891,8.35697221,8.196948969,8.558403842,8.093979861,9.353851146,6.479674029,7.850180552,8.268284631,8.15553276,9.115667774,8.781198112,9.171900529,8.162842098,8.363444417,7.345608485,8.222386312,8.050937975,8.479018783
"CEACAM8",7.663758768,8.270607674,9.270430804,6.668294945,6.468174117,10.35359732,7.445595336,6.565691687,7.687219186,6.965759527,8.29015611,5.481446994,7.151081458,7.35207844,7.765591259,7.799593004,7.992366994,8.678184355,7.843343153,6.831567831,7.213215356,7.751398457,7.274419545,7.281061633
"CEBPB",10.44402172,8.998485108,8.528209929,10.72001538,12.34539454,8.327323137,10.91941446,10.83337207,10.03000856,11.57622378,9.097545063,10.87955928,11.08864468,11.12961288,11.25181995,9.976878422,11.59853674,9.068016343,9.920203466,10.17255535,10.95901651,11.49510384,11.06683372,12.34539454
"CFB",11.30411302,13.67868456,12.99489222,11.75365188,12.10886503,9.111959867,13.8023746,13.22134834,13.13313361,12.20207474,11.90414044,13.36300877,13.97839053,13.22134834,13.8023746,12.391275,12.05114726,12.34539454,10.44969867,14.20277655,14.42240893,12.9231644,13.22134834,14.20277655
"CFD",6.460621562,8.612440184,6.408357419,8.405146305,7.189733749,6.886767175,6.595352333,8.320116984,7.867324931,8.793520932,6.222339352,7.615784526,6.468174117,7.499952683,6.57776104,7.42841619,6.241890103,5.97698894,7.479003044,7.745477395,7.313990633,6.047690794,6.334851504,8.079466293
"CFI",7.682067339,12.07754452,10.52223285,12.4427271,10.85128361,8.593974036,9.326049944,12.20207474,12.07754452,11.75365188,11.47025424,11.97459186,11.3209348,11.34178904,10.64937064,10.76782179,10.77891356,8.944144148,10.6708669,11.12961288,11.5413939,12.99489222,11.68159315,11.94090831
"CFP",6.375660584,6.812094966,7.393598859,6.668294945,6.96238506,7.776107146,6.019226649,6.886767175,7.155659982,6.174086423,7.131815044,7.40776658,7.131815044,7.470506387,6.839183437,7.274419545,7.694959093,7.521594132,7.417309802,6.546870068,7.445595336,6.565691687,8.149871505,7.00106292
"CHIT1",9.773339873,10.45537563,11.06683372,8.454532321,8.790679538,12.34539454,7.941737216,8.705866398,8.85474936,9.592399233,9.993066229,7.758133783,8.333250409,8.905931605,8.296832848,9.933561194,9.409677282,10.52223285,9.851878707,10.0802362,8.007656684,8.596886053,8.222386312,7.792191597
"CHUK",9.270430804,9.781598548,8.829677942,10.11028446,10.03000856,8.252629718,9.813662754,9.982375339,10.22893157,10.2508849,8.440553302,9.194773361,9.0774003,9.666715823,9.429981283,9.484165839,9.761661468,9.938599166,9.724272107,9.697918214,10.56005047,9.270430804,9.386742806,9.949161622
"CKLF",9.592399233,6.641433031,5.40498677,10.41186098,9.949161622,5.207823227,9.682321395,9.528275618,9.470221313,10.13043429,6.053649718,9.176168402,9.732408792,8.449043594,9.949161622,6.754189569,7.898477416,6.35924329,6.526338062,9.232896797,9.349242378,9.242497852,9.493076344,9.275994207
"CLEC4A",7.843343153,7.958631071,8.385009535,7.920641094,8.102611804,9.389786025,8.057705056,8.162842098,8.383205613,8.090340959,8.488039571,8.250593025,8.456998258,8.213288523,8.420666121,9.452832552,7.872805788,8.85474936,8.459464195,8.292594522,8.215730949,8.500078739,8.029492852,7.77184593
"CLEC4C",3.457853018,4.215370907,4.139596499,3.937264144,4.190545587,5.777662793,3.512125391,3.609171568,2.349687561,4.041127994,3.95749544,5.947232766,4.224836005,4.190545587,4.097577038,3.512125391,3.799281083,3.239394553,3.57058478,4.215370907,3.897041924,4.150219411,4.041127994,3.897041924
"CLEC5A",4.84407437,3.57058478,3.742140789,5.251387517,6.388154459,5.51840002,5.762240037,5.24185934,5.713983513,4.612772809,4.477939642,6.443242035,5.563249981,4.419981636,3.371364915,4.881745049,4.586295185,3.97769749,4.696179308,4.457619139,3.371364915,5.006364994,4.565942183,4.805644901
"CLEC6A",7.944004634,8.057705056,8.960525779,7.366541662,5.854885158,9.528275618,7.833785678,7.309936675,7.618386956,7.309936675,8.723576294,6.307535043,6.959010593,7.38602445,7.743271006,7.82073321,6.688236429,7.987856514,7.882929432,7.467407138,7.847959304,8.500078739,6.959010593,7.53224177
"CLEC7A",7.890047338,6.758142514,8.33964967,7.281061633,8.465076388,9.251582391,8.199276247,7.610338047,8.00561246,8.062388587,8.674921176,7.999015186,7.918772366,7.302229943,7.723588742,7.689133113,7.127496029,9.095156358,8.484260642,8.915118559,8.424955648,9.074814442,6.741490131,8.206082676
"CLU",8.72894982,9.052536005,9.873581926,7.525490476,7.131815044,10.09052434,7.801434502,7.5792222,6.938348069,7.349970559,9.143175425,6.625253618,7.985923873,8.00963711,8.49709531,9.13387976,8.090340959,9.28801033,7.40776658,7.761154436,8.907886838,8.182498568,8.586457857,7.663758768
"CMA1",3.105249327,3.997846847,4.920550722,4.731162769,3.40162065,4.675625916,3.897041924,3.431876385,4.170382499,3.756657119,3.202733753,3.457853018,4.190545587,3.54042113,3.997846847,3.777969101,4.586295185,4.477939642,3.777969101,4.190545587,4.612772809,4.150219411,3.54042113,3.54042113
"CMKLR1",9.796830767,9.673969563,10.10574573,8.602947236,8.752450911,11.49510384,9.072228584,8.589329134,8.813421627,9.086794146,9.76740385,8.739783326,8.912480315,9.236075246,9.139593148,9.781598548,9.512521462,9.349242378,8.845765761,9.536122474,7.900171441,9.111959867,8.907886838,8.399225734
"CNOT10",8.00963711,7.445595336,7.017610707,8.820323195,9.652341167,7.908081749,9.536122474,8.63992987,9.449348376,9.22087834,7.449304149,8.771043245,9.371494204,8.870908915,8.672014373,7.689133113,8.72894982,10.35955878,8.459464195,8.281160803,9.380835365,8.980454209,9.329577109,9.597909213
"CNOT4",9.528275618,8.366327905,9.682321395,9.303184157,9.859458477,9.086794146,9.740415998,9.326049944,9.557742399,8.835577245,9.267700351,9.167632656,9.319270781,9.462957879,9.441478521,9.139593148,9.254273564,8.953840803,9.76740385,8.627124421,9.693952184,9.634404303,9.541989648,9.524757228
"COG7",10.32664048,9.855668592,9.409677282,9.64291886,8.80166959,10.00708344,9.732408792,9.656009836,8.985376975,9.146757702,9.539056061,9.044116828,9.724272107,9.706675215,9.079920614,9.509357722,9.034018071,9.912841997,10.26213034,9.158554692,9.608913836,10.09052434,9.532199046,9.22087834
"COL3A1",11.77554511,11.62409744,10.16589301,14.65435826,11.80751257,9.865562831,12.5961492,11.88133891,11.80751257,14.42240893,10.76782179,13.8023746,13.67868456,12.4427271,10.99691617,11.68159315,15.33454528,10.16922418,10.81824678,12.02478334,10.20262947,13.13313361,12.63820875,10.59381062
"COLEC12",8.512483401,7.437483542,8.399225734,7.541044364,7.449304149,7.855615013,8.079466293,7.652645914,6.973530142,7.99569109,8.003568237,6.369685456,7.222019352,7.270193827,7.354186321,7.898477416,7.22409094,7.792191597,6.475726672,7.600851314,7.38602445,7.692046103,6.468174117,7.426263653
"CR1",9.823410146,10.22025013,11.5413939,8.947078172,8.118660168,13.13313361,9.023032253,9.044116828,9.478792662,9.597909213,10.22893157,8.378911074,8.868807091,8.752450911,8.909842072,9.541989648,9.903915217,11.88133891,10.62209028,9.949161622,9.006494929,10.16589301,8.851386346,9.462957879
"CR2",5.046047336,4.828698639,5.793150662,4.150219411,5.129773392,6.438021593,4.399760333,3.97769749,4.731162769,6.047690794,5.302429801,6.938348069,5.499401975,4.08091841,4.805644901,4.881745049,4.655072524,4.675625916,4.599533997,3.60074843,6.516027102,4.599533997,3.54042113,3.40162065
"CREB1",10.65679742,8.643870974,9.161153237,8.866705267,10.01990331,9.697918214,9.920203466,9.225262524,9.62368639,9.251582391,8.909842072,9.412541512,9.184665866,9.215484135,9.309944821,8.85474936,9.536122474,9.882000641,9.11937568,8.85474936,9.924363344,9.303184157,9.1524985,9.437092841
"CREB5",8.035833512,8.083648089,9.115667774,8.047822667,7.703293496,10.26213034,8.687498989,7.529386821,8.36056093,7.926475158,9.303184157,7.810381271,8.277858864,8.385009535,8.239098371,9.592399233,8.583586579,9.12357325,9.502901679,7.645572145,8.424955648,8.387481335,8.412194647,8.944144148
"CREBBP",7.598401739,6.053649718,7.017610707,6.401515313,7.22409094,7.151081458,7.35207844,7.5792222,6.681358918,6.111258223,6.460621562,7.692046103,6.23371904,8.112865754,6.163571535,6.942815104,7.366541662,7.084025405,6.571726363,6.625253618,8.482481489,6.479674029,7.492539086,7.70487092
"CRP",6.581770677,7.698337583,11.36840484,10.17255535,9.629045346,9.714679171,6.96238506,16.44054815,14.9235035,12.14377682,11.7359146,14.9235035,8.069268334,12.85426195,12.63820875,10.6708669,12.391275,9.993066229,9.28801033,12.63820875,13.05000727,7.941737216,11.88133891,15.75275142
"CSF1",6.341568009,6.798734609,6.571726363,8.060046822,8.957669411,7.39138474,8.774627538,8.175550637,7.687219186,8.190694938,7.26762795,8.213288523,8.149871505,7.613182096,8.806341871,8.432274249,7.682067339,9.666715823,8.193022151,8.027583008,8.520247433,8.70932546,7.977229491,8.99526413
"CSF1R",7.494897691,7.5133232,8.354381098,7.456050174,8.415640316,7.801434502,7.42841619,7.35207844,7.767079297,7.012445324,7.987856514,7.799593004,7.492539086,7.900171441,6.913220587,8.873028221,7.73757935,7.012445324,7.439685032,6.807743022,6.688236429,7.058413715,7.274419545,7.265062073
"CSF2",7.289261488,7.336897307,7.911323889,6.15465952,5.777662793,7.914566029,5.449148365,6.414542961,5.89971157,5.360341502,7.926475158,4.041127994,5.646926942,7.180009982,6.12007541,6.823952225,6.526338062,6.674481408,7.298577168,6.420728503,6.414542961,6.443242035,5.574590475,5.021690839
"CSF2RB",9.62368639,10.14985354,9.702296715,8.395258851,8.880945945,9.634404303,8.462270292,8.054053283,8.678184355,8.806341871,9.572764186,8.903192067,8.848023332,8.503062167,9.316759655,11.19766951,9.163751781,8.157815904,8.643870974,8.870908915,8.327323137,7.941737216,8.392605993,8.118660168
"CSF3",5.646926942,5.605599861,6.886767175,4.08091841,4.633922667,7.099229169,5.046047336,5.699436971,5.419895743,5.129773392,6.438021593,3.756657119,5.449148365,4.904039998,5.97698894,5.910902353,5.793150662,7.35207844,6.35924329,5.868685462,4.904039998,5.508900997,5.68489043,5.535154753
"CSF3R",7.494897691,5.966985831,4.545589181,7.610338047,7.250712993,6.264949501,8.990299741,6.516027102,5.854885158,7.865145484,5.508900997,8.02119554,6.896372077,5.777662793,5.854885158,9.336385183,6.125420774,4.920550722,5.68489043,9.597909213,4.904039998,6.443242035,6.633343324,8.118660168
"CT45A1",10.77891356,10.72001538,11.75365188,13.05000727,8.577517186,14.9235035,9.319270781,12.5961492,9.920203466,10.01009687,12.05114726,7.983991232,9.072228584,9.604057489,9.634404303,9.452832552,10.91941446,12.63820875,11.97459186,12.48016955,10.09052434,10.27942875,8.385009535,10.5120467
"CTAG1B",10.74637584,2.882611895,4.545589181,9.528275618,7.449304149,6.394673207,10.85128361,4.586295185,4.170382499,3.97769749,4.713671039,4.202958247,4.280123657,4.457619139,3.371364915,4.756876966,4.828698639,4.419981636,3.777969101,3.967596465,7.270193827,4.150219411,4.612772809,4.349460793
"CTAGE1",8.415640316,8.473448975,10.35657805,7.794971552,7.320452483,10.2508849,8.199276247,7.720596522,8.32372006,7.730247892,9.327813526,6.565691687,7.717057744,7.82073321,7.958631071,8.199276247,8.265961588,9.247040122,7.374878841,7.554066194,8.392605993,8.723576294,8.090340959,8.19498556
"CTCFL",12.54218813,8.930822747,12.07754452,8.333250409,8.093979861,11.7359146,8.437791936,8.023783907,8.548718255,7.564639702,9.920203466,7.164699309,7.879518315,8.415640316,8.490039347,9.702296715,9.171900529,9.001706086,8.589329134,7.581386965,8.570506867,8.915118559,8.090340959,8.6060964
"CTLA4",8.023783907,8.915118559,8.444851707,7.541044364,7.900171441,10.13043429,8.337182927,7.735747086,8.399225734,8.2725823,8.561700859,8.296832848,8.018607172,8.02119554,8.6060964,9.019322924,8.703996145,10.2095304,9.044116828,8.599798071,7.658986854,7.983991232,7.006754122,7.472660372
"CTSG",8.162842098,7.888157387,8.975056709,7.395812979,7.568048303,8.449043594,6.87450956,7.309936675,7.713518966,6.364464373,8.586457857,6.590566323,7.180009982,7.626883932,7.642248077,8.383205613,7.872805788,8.703996145,8.035833512,7.184974663,7.900171441,7.430568728,7.274419545,6.839183437
"CTSH",8.63992987,8.395258851,6.408357419,9.982375339,9.903915217,4.041127994,9.290773059,11.77554511,10.47072146,10.49845654,5.89971157,10.85128361,10.86511502,10.81824678,10.42656825,6.633343324,10.16589301,6.74783985,10.40207421,11.88133891,10.47072146,10.95901651,10.48001738,11.90414044
"CTSL",8.115762961,7.776107146,5.966985831,12.10886503,10.53520036,6.438021593,11.15131971,10.5472852,10.85128361,9.95431099,6.662108482,10.12327029,10.01990331,10.30213141,9.702296715,6.973530142,9.12777082,7.107984002,8.503062167,10.99691617,10.35359732,9.697918214,10.72001538,11.3209348
"CTSS",10.09052434,10.41186098,10.3169505,9.859458477,11.01400126,9.796830767,10.2095304,10.62209028,10.35955878,11.7359146,11.75365188,11.12961288,11.27525845,10.40207421,10.06208609,9.592399233,10.76782179,9.358459913,11.39669916,12.14377682,10.41186098,11.19766951,10.64321129,10.72001538
"CTSW",8.083648089,7.568048303,8.001291711,7.689133113,7.568048303,8.118660168,6.420728503,7.02277609,7.222019352,7.046419806,8.49709531,7.502649071,7.252807408,7.200130645,6.987129698,7.626883932,7.298577168,7.836547902,7.38066416,7.745477395,7.046419806,6.758142514,6.992958639,6.130766139
"CX3CL1",7.703293496,5.815431781,5.882485765,8.250593025,7.568048303,7.289261488,8.85474936,8.196948969,7.891937288,9.015613595,6.350405649,7.963741311,8.742550382,7.833785678,7.417309802,6.301114785,7.73757935,8.897652614,8.950012195,8.796362326,9.139593148,9.176168402,8.422810885,8.542384025
"CX3CR1",8.001291711,7.726580962,8.586457857,7.733914822,7.626883932,8.542384025,7.758133783,7.898477416,7.73757935,8.6060964,8.175550637,7.823808246,7.678829419,7.642248077,7.869504377,8.790679538,8.027583008,9.194773361,8.270607674,8.104981422,7.900171441,8.188367725,8.018607172,7.974772864
"CXCL1",7.810381271,7.623672461,7.768567335,7.281061633,8.825782692,7.823808246,7.320452483,7.5792222,7.637505744,8.612440184,8.506891786,10.56005047,8.193022151,6.662108482,8.731675453,11.57622378,8.512483401,7.591261405,7.345608485,7.155659982,6.823952225,7.740425178,7.393598859,9.349242378
"CXCL10",6.886767175,7.726580962,7.621029709,8.075305522,9.194773361,7.946272052,8.218186882,7.091666564,6.812094966,7.797751506,7.607493997,8.970524712,9.063804102,6.733396408,7.127496029,7.358713436,6.918966841,7.642248077,9.063804102,8.427236788,8.520247433,10.65679742,8.767458951,8.957669411
"CXCL11",7.920641094,8.320116984,8.915118559,8.635249075,7.787727898,9.346706061,7.770206633,6.942815104,7.891937288,7.642248077,8.752450911,8.077385908,8.033618104,7.180009982,7.618386956,9.422649829,7.916669198,7.826883281,8.643870974,7.701716073,7.900171441,9.965420932,8.215730949,8.405146305
"CXCL12",6.674481408,6.448462477,6.163571535,9.604057489,8.473448975,3.047905216,9.329577109,8.567752371,11.22088754,9.256964736,5.24185934,10.101207,10.3169505,9.865562831,5.740347914,6.264949501,9.993066229,5.289421913,7.232226351,9.358459913,3.897041924,7.850180552,10.6708669,8.510721405
"CXCL13",5.289421913,5.777662793,4.545589181,5.360341502,7.53224177,3.742140789,7.320452483,3.97769749,5.270404715,7.598401739,5.463492013,7.194492835,6.741490131,3.851131931,4.349460793,6.364464373,3.67714149,3.97769749,5.922093136,6.280948348,3.897041924,4.84407437,5.508900997,3.239394553
"CXCL14",8.503062167,8.687498989,9.383789086,9.714679171,7.607493997,9.76740385,7.745477395,7.544277655,8.172726116,8.10735104,9.386742806,8.574012027,8.796362326,8.558403842,7.091666564,8.672014373,8.454532321,8.172726116,8.845765761,8.1670553,7.939463509,7.916669198,8.567752371,7.58355173
"CXCL16",6.526338062,7.740425178,6.863239396,8.781198112,9.200772632,5.51840002,9.349242378,9.22087834,9.557742399,8.767458951,6.641433031,9.12777082,9.006494929,9.842755799,10.2508849,8.944144148,9.074814442,6.408357419,8.870908915,9.76740385,9.034018071,7.320452483,8.835577245,8.870908915
"CXCL2",8.172726116,11.30411302,10.5120467,9.541989648,11.3209348,9.223070432,8.762588489,9.666715823,11.51571174,9.697918214,10.68228926,11.68159315,10.47072146,11.01400126,10.22025013,11.3209348,10.13866538,9.561104222,9.22087834,8.820323195,9.478792662,10.49845654,11.5413939,12.391275
"CXCL3",7.613182096,8.354381098,8.750195754,7.02277609,6.429375048,8.977755459,8.206082676,6.992958639,7.274419545,7.618386956,8.909842072,7.557648648,6.942815104,7.036163105,7.393598859,7.828953368,7.38066416,7.876107198,7.618386956,7.806078494,7.694959093,8.32372006,7.028108429,9.10655086
"CXCL5",7.42841619,7.058413715,7.869504377,6.460621562,6.000107683,7.689133113,6.364464373,6.479674029,6.163571535,7.063266318,7.914566029,7.547510946,6.068565187,6.712961437,8.079466293,7.75511313,6.719132061,6.96238506,6.762095459,6.375660584,6.294694527,7.028108429,6.12007541,6.625253618
"CXCL6",7.977229491,7.789959748,8.302961408,7.345608485,8.68881146,8.970524712,7.180009982,7.123177014,7.525490476,9.462957879,8.674921176,10.06680793,8.712784521,7.036163105,7.833785678,12.78558561,8.80166959,7.535096719,7.922509822,7.372360807,7.445595336,8.465076388,8.381401691,8.031402696
"CXCL9",10.04105357,10.64937064,8.739783326,8.564997875,11.03094982,9.380835365,9.76740385,8.635249075,8.104981422,9.004100508,8.454532321,10.91941446,9.103242314,8.220642815,8.454532321,9.724272107,8.120628477,7.922509822,10.2095304,11.0474582,8.825782692,9.409677282,9.004100508,8.454532321
"CXCR1",8.395258851,8.132090592,8.374059117,6.931530581,6.839183437,9.163751781,7.398744772,7.404721572,7.930440494,7.494897691,8.465076388,6.651770756,6.581770677,7.320452483,8.274556926,7.858453327,7.898477416,9.048282796,8.193022151,7.564639702,7.38602445,7.717057744,7.160179645,7.642248077
"CXCR2",9.072228584,8.462270292,9.12777082,7.850180552,7.202225376,9.965420932,8.093979861,7.626883932,8.66910757,7.564639702,9.171900529,7.02544226,7.476908701,7.678829419,8.622068775,8.903192067,8.274556926,8.752450911,8.437791936,7.547510946,7.213215356,8.292594522,7.615784526,8.429517928
"CXCR3",7.169872305,7.336897307,7.605397443,7.366541662,7.283478003,7.787727898,6.992958639,7.259981948,6.891569626,7.202225376,7.541044364,7.768567335,7.505250909,7.768567335,7.289261488,8.344176299,7.701716073,7.547510946,7.678829419,8.083648089,6.823952225,6.758142514,7.372360807,6.334851504
"CXCR4",10.27942875,10.35359732,8.294713685,9.903915217,11.7359146,9.180417134,10.19572853,10.22025013,10.5472852,11.08864468,8.622068775,11.62409744,10.55366783,9.882000641,9.689986154,11.01400126,11.49510384,9.006494929,10.41186098,9.796830767,8.756816672,9.4458642,9.851878707,10.12327029
"CXCR5",8.050937975,7.538070542,8.250593025,7.21658156,6.674481408,8.040746245,6.807743022,7.202225376,7.474814358,7.028108429,7.914566029,7.099229169,6.581770677,7.281061633,6.57776104,7.626883932,7.19731174,6.96238506,7.017610707,6.241890103,6.99701078,6.496818428,6.959010593,6.81644691
"CXCR6",7.876107198,8.112865754,8.586457857,7.568048303,8.473448975,8.950012195,7.770206633,7.682067339,7.867324931,8.412194647,8.162842098,8.033618104,7.735747086,7.694959093,7.779364304,7.843343153,8.093979861,8.878046736,8.36056093,8.681447534,7.5879601,8.075305522,8.199276247,7.792191597
"CYBB",7.743271006,8.185433146,7.313990633,8.619377069,10.76782179,7.339071859,9.275994207,8.596886053,8.118660168,9.572764186,7.422953163,9.506193983,9.103242314,7.965295353,8.972790711,10.37422105,7.831023454,7.40776658,7.930440494,9.689986154,8.069268334,8.70932546,8.806341871,8.638274971
"CYFIP2",8.548718255,9.582301057,9.865562831,8.090340959,8.627124421,10.44402172,8.287717698,10.13866538,9.426315556,9.082440928,9.796830767,9.536122474,8.586457857,11.80751257,8.905931605,8.845765761,9.20841465,8.342116413,10.77891356,10.101207,7.847959304,9.595154223,10.34277445,10.16589301
"CYLD",9.912841997,10.2508849,9.659678505,10.13866538,10.2508849,10.38853234,9.851878707,9.282655168,9.528275618,9.437092841,9.682321395,9.689986154,10.13043429,9.652341167,9.466589596,11.36840484,10.01009687,10.5120467,9.478792662,9.842755799,10.65679742,9.548921111,9.842755799,9.251582391
"DDX43",7.855615013,6.611420213,7.22409094,6.438021593,5.713983513,7.963741311,7.698337583,6.272948925,7.826883281,6.896372077,7.293919328,7.194492835,7.395812979,6.388154459,6.913220587,7.585755915,6.762095459,7.648896213,7.904973607,6.595352333,8.102611804,6.831567831,6.603386273,8.459464195
"DDX50",9.891644702,9.10655086,9.13387976,8.878046736,9.389786025,10.58311744,9.796830767,9.386742806,9.541989648,9.322660362,9.10655086,9.111959867,9.044116828,9.270430804,8.944144148,8.950012195,9.306564489,11.30411302,9.987720784,9.452832552,9.965420932,9.099933768,9.225262524,9.702296715
"DDX58",6.973530142,6.57776104,4.920550722,8.371697779,8.378911074,4.280123657,7.918772366,7.222019352,7.787727898,7.541044364,6.077521732,8.690123931,8.833573191,7.872805788,7.799593004,7.529386821,7.046419806,5.574590475,7.888157387,7.414976932,9.327813526,8.252629718,8.947078172,8.376420456
"DEFB1",7.598401739,8.376420456,8.315532186,6.287821438,6.35924329,7.999015186,6.74783985,7.369842774,8.134779636,7.228158645,8.506891786,7.733914822,8.399225734,7.487617425,7.75511313,8.35697221,10.47072146,8.823052944,8.112865754,6.851768437,5.769951415,6.758142514,9.082440928,9.309944821
"DHX16",8.875147527,8.218186882,6.641433031,9.256964736,9.429981283,6.839183437,10.57242427,9.143175425,8.747940597,8.420666121,6.788111649,9.136736454,9.056789215,8.977755459,9.327813526,6.868874478,8.00963711,8.027583008,7.5879601,8.12916694,10.18302647,9.184665866,9.229718347,8.490039347
"DMBT1",5.84374654,7.006754122,5.713983513,4.84407437,4.498260144,5.97698894,4.399760333,9.084617537,6.681358918,5.713983513,5.24185934,5.584365175,4.805644901,5.605599861,7.456050174,5.021690839,4.202958247,4.170382499,4.756876966,7.916669198,7.046419806,4.713671039,4.294074357,7.685305259
"DNAJC14",8.767458951,8.098295833,8.050937975,9.115667774,8.586457857,7.869504377,8.190694938,9.015613595,8.199276247,8.146493393,8.073284387,8.102611804,7.863218563,8.140134608,8.820323195,7.949610018,7.985923873,7.032135767,7.068364629,7.600851314,8.99526413,8.062388587,8.057705056,8.090340959
"DOCK9",9.714679171,7.470506387,6.505716142,9.971381506,9.22087834,4.675625916,9.176168402,9.072228584,9.20841465,9.499609376,6.565691687,9.0774003,8.687498989,8.837581298,8.650394976,8.252629718,9.371494204,7.175045302,9.298359973,7.926475158,9.790396977,9.200772632,9.004100508,8.652977873
"DPP4",4.565942183,8.029492852,6.294694527,10.07152977,8.137468681,5.207823227,6.294694527,9.466589596,9.793613872,8.674921176,7.032135767,9.229718347,9.851878707,9.329577109,10.81824678,4.612772809,5.434804717,7.554066194,8.178375157,10.05203166,10.27942875,10.5120467,9.938599166,10.6708669
"DUSP4",7.633800573,7.393598859,7.313990633,7.194492835,9.706675215,8.134779636,8.66910757,7.259981948,7.525490476,7.745477395,7.701716073,7.901865466,7.358713436,6.839183437,10.101207,6.823952225,7.863218563,8.652977873,7.439685032,7.685305259,7.445595336,7.358713436,7.557648648,7.605397443
"DUSP6",10.57242427,8.687498989,9.481479251,9.452832552,10.13043429,9.28801033,11.68159315,10.56005047,10.00708344,9.561104222,8.886104679,10.42656825,9.865562831,9.686153774,10.60971728,8.926889298,10.34277445,9.314248528,9.023032253,9.806821438,9.572764186,9.62368639,9.912841997,10.38853234
"EBI3",4.756876966,4.991039149,5.713983513,3.937264144,6.812094966,4.280123657,5.617059848,4.498260144,5.584365175,4.731162769,5.631993395,6.394673207,4.731162769,5.207823227,5.481446994,6.793423129,5.302429801,4.920550722,4.881745049,4.696179308,3.897041924,5.207823227,5.289421913,5.617059848
