"GENE_SYMBOL","GSM4128049","GSM4128050","GSM4128051","GSM4128052","GSM4128053","GSM4128054"
"ERGIC1",1886,3533,2587,27524,4478,21
"ERGIC2",258,257,147,293,122,53
"ERGIC3",768,1234,784,1438,977,2452
"ERH",858,786,1770,3818,1095,827
"ERI1",86,136,81,138,39,1
"ERI2",67,203,100,353,319,0
"ERI3",107,325,209,277,378,0
"ERICH1",145,133,59,91,26,4
"ERICH2",7,0,12,44,30,0
"ERICH3",5,0,1,0,0,0
"ERICH4",0,0,0,0,0,0
"ERICH5",0,0,0,0,1,0
"ERICH6",1,0,10,0,3,0
"ERICH6B",0,0,0,0,0,0
"ERLEC1",353,1207,453,822,1250,2
"ERLIN1",121,5,48,47,59,0
"ERLIN2",129,926,189,391,815,1
"ERMAP",78,202,73,45,157,0
"ERMARD",185,81,142,140,229,39
"ERMN",25,0,49,0,18,0
"ERMP1",168,599,174,1078,514,0
"ERN1",173,397,131,202,697,1
"ERN2",0,0,61,0,0,0
"ERO1A",584,760,437,433,968,79
"ERO1B",107,201,160,20,125,0
"ERP27",15,24,0,789,100,0
"ERP29",1376,16708,1050,2436,1595,2446
"ERP44",538,206,276,201,208,9
"ERRFI1",213,11,82,89,431,0
"ERV3-1",249,121,545,228,519,2
"ERVFRD-1",4,0,0,0,2,0
"ERVMER34-1",18,0,0,110,10,0
"ERVV-1",0,0,0,2,2,0
"ERVV-2",0,0,0,0,0,0
"ERVW-1",0,0,0,0,0,0
"ESAM",302,412,432,212,898,10
"ESCO1",88,12,90,35,91,0
"ESCO2",5,20,12,16,0,0
"ESD",426,32,205,505,117,0
"ESF1",282,113,246,216,68,0
"ESM1",25,222,149,132,626,18
"ESPL1",5,5,31,38,27,0
"ESPN",49,40,663,305,1072,1
"ESPNL",17,0,17,0,21,0
"ESR1",251,1,7380,12836,2490,1
"ESR2",18,0,0,0,0,0
"ESRP1",79,1711,379,1298,2253,204
"ESRP2",41,830,237,314,797,7
"ESRRA",120,38,41,14,48,0
"ESRRB",0,0,0,0,3,0
"ESRRG",12,204,21,0,14,0
"ESX1",0,0,0,0,0,0
"ESYT1",733,1287,926,1850,1422,509
"ESYT2",1277,1543,1613,2649,2062,237
"ESYT3",0,0,5,0,2,0
"ETAA1",53,26,35,92,33,1
"ETF1",355,625,451,509,759,0
"ETFA",515,269,454,1099,739,0
"ETFB",362,2970,414,163,882,3
"ETFDH",50,78,64,115,10,0
"ETHE1",540,1058,673,781,1022,135
"ETNK1",397,150,309,625,692,1
"ETNK2",82,2138,267,3480,2073,1
"ETNPPL",0,0,0,0,0,0
"ETS1",516,49,237,76,212,0
"ETS2",233,108,193,221,197,306
"ETV1",123,0,274,56,119,0
"ETV2",15,11,37,1,23,0
"ETV3",4,0,0,9,1,0
"ETV3L",0,0,0,0,0,0
"ETV4",35,7,39,202,26,0
"ETV5",374,52,338,107,299,1411
"ETV6",1466,86,1114,995,660,2064
"ETV7",40,0,51,79,13,0
"EVA1A",8,5,24,0,16,0
"EVA1B",195,3,465,75,457,0
"EVA1C",109,248,111,178,122,31
"EVC",36,9,125,38,95,0
"EVC2",59,0,57,19,57,1
"EVI2A",89,0,16,6,10,0
"EVI2B",634,24,148,55,41,0
"EVI5",255,24,223,210,317,465
"EVI5L",224,652,472,637,417,1956
"EVL",2926,2229,4090,12402,5893,8766
"EVPL",41,311,284,387,335,748
"EVPLL",0,0,13,0,3,0
"EVX1",0,0,9,66,0,0
"EVX2",0,0,0,0,0,0
"EWSR1",370,921,291,616,280,829
"EXD1",0,0,0,0,0,0
"EXD2",70,42,101,139,39,1
"EXD3",80,60,88,157,88,0
"EXO1",2,24,5,112,27,0
"EXO5",37,50,41,81,58,0
"EXOC1",353,108,205,286,220,0
"EXOC2",67,34,65,198,503,0
"EXOC3",397,640,426,675,547,2800
"EXOC3L1",0,33,8,0,11,475
"EXOC3L4",39,0,1,0,0,0
"EXOC4",677,174,346,720,668,327
"EXOC5",140,81,110,124,217,0
"EXOC6",80,81,83,22,220,0
"EXOC6B",153,505,233,154,1056,33
"EXOC7",861,1366,1261,1852,3025,560
"EXOC8",164,368,257,280,308,0
"EXOG",197,27,234,131,142,0
"EXOSC1",136,830,213,178,540,0
"EXOSC10",245,279,295,272,357,32
"EXOSC2",79,380,143,17,121,1
"EXOSC3",29,53,37,33,57,0
"EXOSC4",115,942,287,154,1001,0
"EXOSC5",82,535,161,189,134,0
"EXOSC6",485,490,623,1010,1708,51
"EXOSC7",282,457,312,392,1238,1
"EXOSC8",238,143,235,244,149,2
"EXOSC9",126,64,73,69,45,0
"EXPH5",65,371,163,188,293,0
"EXT1",191,20,226,125,179,1
"EXT2",143,42,269,260,310,1
"EXTL1",38,0,21,0,76,0
"EXTL2",53,33,78,75,55,0
"EXTL3",155,131,316,488,212,0
"EYA1",33,0,18,0,0,0
"EYA2",117,1,352,52,502,1
"EYA3",191,12,159,208,74,207
"EYA4",14,0,11,0,2,0
"EYS",0,36,0,0,0,0
"EZH1",389,370,248,287,419,371
"EZH2",122,241,171,232,126,0
"EZR",894,3074,2724,3147,4662,979
"F10",36,51,17,0,22,0
"F11",0,0,0,0,0,0
"F11R",374,1797,934,4361,2038,448
"F12",18,8,82,108,37,580
"F13A1",60,0,46,0,15,0
"F13B",0,0,0,0,0,0
"F2",0,0,14,0,0,0
"F2R",55,21,90,56,163,31
"F2RL1",5,0,0,0,4,0
"F2RL2",8,0,14,113,249,0
"F2RL3",10,0,31,1,7,0
"F3",135,59,11,2,40,0
"F5",13,48,3,91,0,25
"F7",6,2,31,66,12,0
"F8",44,225,51,472,486,0
"F8A1",44,124,34,19,127,1
"F8A2",0,0,0,0,0,0
"F8A3",0,0,0,0,0,0
"F9",0,0,0,0,0,0
"FA2H",9,0,0,0,1,0
"FAAH",67,254,67,203,633,0
"FAAH2",95,250,59,232,254,0
"FAAP100",285,259,514,300,329,5130
"FAAP20",254,239,358,380,498,699
"FAAP24",21,79,25,49,62,0
"FABP1",0,0,0,0,1,0
"FABP12",0,0,0,0,0,0
"FABP2",0,0,0,0,0,0
"FABP3",9,0,3,0,7,0
"FABP4",981,32,79,4,269,0
"FABP5",0,0,0,0,0,0
"FABP6",0,0,0,0,18,0
"FABP7",6,938,0,2,0,1
"FABP9",0,0,0,0,0,0
"FADD",84,311,439,302,675,170
"FADS1",189,32,1012,971,237,19
"FADS2",47,18,1123,1565,41,1
"FADS3",158,19,231,162,174,0
"FADS6",0,0,5,0,0,0
"FAF1",520,863,487,1187,1079,9
"FAF2",531,144,597,833,721,0
"FAH",123,1568,195,287,358,1501
"FAHD1",175,74,149,313,238,0
"FAHD2A",78,41,39,0,73,268
"FAHD2B",6,57,29,42,33,0
"FAIM",35,5,22,0,5,0
"FAIM2",6,22,0,0,0,1
"FAM102A",632,1391,1032,4123,1885,6
"FAM102B",17,0,0,0,0,0
"FAM104A",333,779,277,824,1607,560
"FAM104B",59,59,166,149,89,0
"FAM106A",0,2,20,0,26,0
"FAM107A",170,142,28,0,93,0
"FAM107B",421,51,369,148,334,26
"FAM110A",206,691,253,683,1803,0
"FAM110B",46,16,45,1171,89,0
"FAM110C",5,14,10,23,61,0
"FAM110D",75,3,57,0,55,0
"FAM111A",747,1537,620,956,1345,0
"FAM111B",20,52,9,4,5,0
"FAM114A1",498,145,1133,263,409,204
"FAM114A2",220,239,181,300,258,1
"FAM117A",219,51,53,31,97,0
"FAM117B",29,40,28,73,72,0
"FAM118A",174,39,290,0,106,1155
"FAM118B",71,71,111,5,124,0
"FAM120A",878,291,548,1274,528,8
"FAM120AOS",185,167,265,671,306,0
"FAM120B",142,485,440,484,695,0
"FAM120C",61,136,95,160,109,3
"FAM122A",89,70,66,74,64,0
"FAM122B",291,472,296,505,1200,144
"FAM122C",14,0,0,0,8,0
"FAM124A",30,2,19,0,48,0
"FAM124B",7,10,16,0,11,0
"FAM126A",168,30,222,24,74,134
"FAM126B",121,110,59,215,138,0
"FAM131A",14,2,8,3,16,0
"FAM131B",12,0,7,45,17,0
"FAM131C",0,0,0,0,0,0
"FAM133A",3,0,20,0,0,0
"FAM133B",85,59,11,31,26,0
"FAM135A",148,117,132,94,127,0
"FAM135B",0,0,26,19,0,0
"FAM136A",123,223,222,91,253,0
"FAM13A",179,11,62,22,38,362
"FAM13B",102,64,79,212,160,1
"FAM13C",14,6,7,17,4,1
"FAM149A",23,1,21,0,25,0
"FAM149B1",39,25,47,59,47,1
"FAM151A",0,0,0,0,0,0
"FAM151B",4,34,28,88,12,0
"FAM153A",8,1,0,0,0,0
"FAM153B",3,0,0,0,0,0
"FAM155A",48,27,12,0,20,0
"FAM155B",8,72,20,60,41,0
"FAM156A",0,0,0,0,0,2
"FAM156B",0,0,0,0,0,0
"FAM160A1",1,0,3,0,2,0
"FAM160A2",288,171,278,344,298,1
"FAM160B1",91,42,89,0,197,0
"FAM160B2",352,822,596,498,888,477
"FAM161A",39,93,63,21,74,1
"FAM161B",11,27,15,19,39,0
"FAM162A",161,1008,173,740,387,0
"FAM162B",31,27,13,56,18,0
"FAM163A",0,0,0,1,11,0
"FAM163B",0,0,0,0,0,0
"FAM166A",2,0,0,0,0,0
"FAM166B",0,0,0,0,0,0
"FAM167A",14,0,2,0,16,0
"FAM167B",79,73,31,4,49,0
"FAM168A",52,73,58,51,93,1
"FAM168B",421,505,431,767,932,1
"FAM169A",8,1,0,1,5,0
"FAM170A",0,0,0,0,0,0
"FAM170B",0,0,0,0,0,0
"FAM171A1",151,7,125,95,44,0
"FAM171A2",67,20,251,99,77,1
"FAM171B",4,0,2,0,12,0
"FAM172A",236,46,121,17,54,0
"FAM174A",59,9,47,138,55,0
"FAM174B",189,951,334,1374,1569,1
"FAM177A1",316,236,653,521,1952,658
"FAM177B",32,4,7,0,10,1
"FAM178B",10,156,7,50,199,0
"FAM180A",117,14,202,0,94,0
"FAM180B",4,0,0,0,0,0
"FAM181A",0,0,0,0,0,0
"FAM181B",6,0,0,0,0,0
"FAM183A",0,18,0,0,30,0
"FAM184A",1,0,1,0,16,0
"FAM184B",0,20,0,11,16,0
"FAM185A",18,3,17,72,30,0
"FAM186A",1,0,0,0,0,0
"FAM186B",2,0,6,30,0,0
"FAM187A",0,0,0,0,0,0
"FAM187B",0,0,0,0,0,0
"FAM189A1",4,0,27,0,7,0
"FAM189A2",46,13,0,0,179,0
"FAM189B",295,2200,835,2777,1400,124
"FAM193A",609,240,441,472,711,86
"FAM193B",420,182,499,567,617,0
"FAM199X",116,198,61,433,358,122
"FAM200A",27,52,6,27,43,0
"FAM200B",146,173,91,80,106,0
"FAM204A",237,135,206,231,308,0
"FAM205A",0,0,0,0,0,0
"FAM207A",60,79,68,94,117,0
"FAM209A",0,0,17,0,0,0
"FAM209B",1,1,0,0,5,0
"FAM20A",744,86,492,3,201,0
"FAM20B",53,6,49,81,36,0
"FAM20C",2052,654,1032,293,940,4604
"FAM210A",47,113,80,192,243,0
"FAM210B",511,4667,1292,2820,1168,2641
"FAM214A",112,275,87,398,351,1
"FAM214B",59,9,20,51,12,0
"FAM216A",26,6,11,2,40,0
"FAM216B",0,0,0,0,0,0
"FAM217A",0,0,0,0,0,0
"FAM217B",267,167,160,419,223,663
"FAM218A",2,1,0,5,4,0
"FAM219A",283,844,424,215,1119,36
"FAM219B",332,540,255,225,1051,0
"FAM220A",117,47,155,302,191,0
"FAM221A",7,29,4,0,50,0
"FAM221B",0,47,4,84,1,0
"FAM222A",1,359,11,46,19,0
"FAM222B",528,288,604,514,522,761
"FAM227A",55,207,260,273,122,0
"FAM227B",33,72,39,363,101,6
"FAM228A",0,0,0,0,0,0
"FAM228B",78,13,45,63,134,0
"FAM229A",59,78,58,64,116,0
"FAM229B",40,48,97,240,192,0
"FAM24A",0,0,0,0,0,0
"FAM24B",16,0,3,0,8,0
"FAM25A",0,0,0,0,0,0
"FAM25C",0,0,0,0,0,0
"FAM25G",0,0,0,0,0,0
"FAM32A",971,1597,1266,665,1178,870
"FAM3A",210,257,352,674,808,261
"FAM3B",13,291,20,0,1372,1
"FAM3C",97,116,493,390,472,0
"FAM3D",0,49,0,0,0,0
"FAM43A",178,0,143,11,50,0
"FAM43B",2,10,7,0,23,0
"FAM47A",0,0,0,0,0,0
"FAM47B",0,0,0,0,0,0
"FAM47C",0,0,0,0,0,0
"FAM47E",4,3,5,6,20,0
"FAM47E-STBD1",0,0,0,0,0,0
"FAM50A",396,788,560,410,2242,2
"FAM50B",58,92,40,127,115,6
"FAM53A",18,46,20,81,161,0
"FAM53B",276,668,369,541,837,653
"FAM53C",127,345,277,442,527,26
"FAM71A",0,0,0,0,2,0
"FAM71B",0,0,0,0,0,0
"FAM71C",0,0,0,0,0,0
"FAM71D",5,0,10,15,6,0
"FAM71E1",11,71,8,60,35,0
"FAM71E2",0,0,0,0,0,0
"FAM71F1",0,0,4,0,1,0
"FAM71F2",35,69,91,68,93,0
"FAM72A",21,0,8,0,0,0
"FAM72B",0,0,0,0,0,0
"FAM72C",0,0,0,0,0,0
"FAM72D",0,0,0,0,0,0
"FAM76A",174,110,223,388,234,0
"FAM76B",96,71,61,47,113,0
"FAM78A",161,14,45,18,4,0
"FAM78B",20,48,26,45,21,1
"FAM81A",3,0,11,42,7,0
"FAM81B",0,0,0,0,3,0
"FAM83A",101,99,60,0,286,149
"FAM83B",0,0,0,0,62,0
"FAM83C",0,0,0,0,0,0
"FAM83D",17,15,48,160,81,0
"FAM83E",0,0,32,0,19,0
"FAM83F",97,1248,88,64,327,0
"FAM83G",46,37,64,56,189,1
"FAM83H",147,2670,544,1363,2911,3802
"FAM86B1",0,0,0,0,0,0
"FAM86B2",0,0,0,0,0,0
"FAM89A",145,70,80,14,41,65
"FAM89B",459,432,570,256,935,169
"FAM8A1",121,253,176,527,211,1
"FAM90A1",5,0,2,0,4,0
"FAM90A26",0,0,0,0,0,0
"FAM91A1",121,445,169,203,1381,2
"FAM98A",329,2316,647,555,798,547
"FAM98B",72,64,42,198,198,0
"FAM98C",224,1016,366,443,770,35
"FAM9A",0,0,0,1,0,0
"FAM9B",1,0,0,0,0,0
"FAM9C",0,0,0,0,0,0
"FAN1",103,52,51,113,120,0
"FANCA",89,265,207,150,333,0
"FANCB",0,1,2,0,0,0
"FANCC",16,121,38,145,125,0
"FANCD2",75,219,224,293,120,0
"FANCD2OS",0,3,0,0,0,0
"FANCE",73,220,64,151,134,1
"FANCF",98,157,68,240,114,0
"FANCG",106,78,99,185,174,0
"FANCI",31,261,61,45,110,0
"FANCL",139,312,165,217,444,0
"FANCM",21,40,13,0,58,0
"FANK1",26,70,144,68,136,1
"FAP",641,125,2043,402,1585,845
"FAR1",419,69,200,196,520,3
"FAR2",37,117,8,0,10,0
"FARP1",779,187,1388,4133,1881,318
"FARP2",237,127,288,346,188,0
"FARS2",136,163,98,113,216,4
"FARSA",528,1106,1337,666,417,2817
"FARSB",497,2491,809,1279,1754,657
"FAS",88,50,72,8,80,0
"FASLG",7,0,0,0,0,0
"FASN",1516,223001,4684,18795,21322,7233
"FASTK",1370,1899,2795,6979,1373,2123
"FASTKD1",201,304,261,285,316,19
"FASTKD2",127,160,102,169,287,343
"FASTKD3",2,16,4,0,2,0
"FASTKD5",190,1203,279,471,782,7
"FAT1",23,0,17,32,9,0
"FAT2",19,0,0,0,1,0
"FAT3",11,0,54,62,2,0
"FAT4",37,0,1,1,0,0
"FATE1",0,0,0,0,0,0
"FAU",10738,15709,10948,9677,23804,1980
"FAXC",12,38,45,149,86,0
"FAXDC2",151,251,113,33,520,0
"FBF1",86,55,129,76,148,0
"FBL",1184,7253,1486,1794,3709,8382
"FBLIM1",493,172,662,708,1739,465
"FBLL1",21,7,10,0,70,0
"FBLN1",7297,144,8836,1288,3225,5006
"FBLN2",167,8,222,13,102,234
"FBLN5",622,317,1225,678,1405,4
"FBLN7",96,0,113,66,108,0
"FBN1",954,177,4545,767,1299,85
"FBN2",79,0,45,90,94,0
"FBN3",140,0,206,4,8,6
"FBP1",534,472,206,661,138,686
"FBP2",0,25,0,0,0,0
"FBRS",811,633,1144,2522,2023,20
"FBRSL1",582,869,649,831,1203,804
"FBXL12",30,80,38,1,30,0
"FBXL13",0,0,0,0,0,0
"FBXL14",0,13,10,0,20,140
"FBXL15",277,88,178,141,175,0
"FBXL16",5,11,3,46,23,1
"FBXL17",406,518,579,1043,865,1
"FBXL18",15,28,19,87,37,0
"FBXL19",24,34,51,102,44,504
"FBXL2",26,4,26,88,54,324
"FBXL20",544,26,236,498,351,2
"FBXL22",47,378,195,53,206,0
"FBXL3",130,207,101,57,228,0
"FBXL4",113,93,77,189,164,0
"FBXL5",574,183,716,1580,725,0
"FBXL6",16,1,7,0,12,0
"FBXL7",63,146,695,0,180,1
"FBXL8",5,0,14,27,1,0
"FBXO10",67,0,22,3,35,0
"FBXO11",190,92,136,182,229,251
"FBXO15",15,87,4,89,25,0
"FBXO16",12,96,11,166,51,0
"FBXO17",124,30,271,61,99,0
"FBXO2",25,2,42,209,1938,1
"FBXO21",226,1054,233,544,412,1
"FBXO22",282,343,172,643,559,66
"FBXO24",18,36,10,119,20,0
"FBXO25",186,359,132,317,69,0
"FBXO27",7,49,14,2,12,0
"FBXO28",66,235,92,178,291,0
"FBXO3",82,45,109,114,169,0
"FBXO30",63,35,106,387,139,0
"FBXO31",247,95,186,0,488,200
"FBXO32",1224,1513,1209,889,2178,1
"FBXO33",149,118,245,79,598,4
"FBXO34",16,49,25,90,28,0
"FBXO36",10,2,20,2,6,0
"FBXO38",79,388,72,104,236,0
"FBXO39",0,0,0,0,4,0
"FBXO4",100,77,69,9,169,0
"FBXO40",0,0,0,0,0,0
"FBXO41",99,33,114,325,376,0
"FBXO42",168,248,242,115,345,1025
"FBXO43",0,0,0,2,1,0
"FBXO44",233,297,292,349,1089,0
"FBXO45",142,304,205,90,532,50
"FBXO46",172,281,147,294,216,37
"FBXO47",0,0,0,0,0,0
"FBXO48",11,31,12,12,21,0
"FBXO5",2,0,33,40,0,0
"FBXO6",18,4,41,0,62,0
"FBXO7",606,330,785,704,693,4
"FBXO8",13,4,14,2,38,0
"FBXO9",559,1144,502,1100,1283,0
"FBXW10",0,0,12,1,0,0
"FBXW11",50,172,70,120,142,0
"FBXW12",0,0,0,0,0,0
"FBXW2",383,1951,647,926,623,420
"FBXW4",422,371,390,1365,636,337
"FBXW5",897,1704,1227,935,674,6107
"FBXW7",1346,375,451,202,751,1
"FBXW8",72,432,49,209,86,0
"FBXW9",77,534,185,259,137,1493
"FCAMR",4,0,0,0,0,0
"FCAR",3,0,0,0,0,0
"FCER1A",14,2,0,0,1,0
"FCER1G",1864,263,1302,500,350,184
"FCER2",11,0,0,0,0,1
"FCF1",359,135,340,191,154,102
"FCGBP",58,2,212,1,93,699
"FCGR1A",1,36,13,0,3,0
"FCGR1B",23,0,6,0,11,0
"FCGR2A",572,112,301,314,85,210
"FCGR2B",325,14,81,33,21,0
"FCGR3A",220,82,232,143,230,0
"FCGR3B",0,0,53,0,12,0
"FCGRT",2412,647,1638,788,13825,3274
"FCHO1",24,0,14,4,9,0
"FCHO2",34,2,8,40,14,0
"FCHSD1",523,60,562,273,1228,1
"FCHSD2",86,10,61,1,45,0
"FCMR",463,87,11,73,483,10
"FCN1",153,19,60,10,13,7
"FCN2",0,0,6,0,0,0
"FCN3",37,55,43,15,4,0
"FCRL1",4,0,0,0,0,0
"FCRL2",31,21,0,0,0,0
"FCRL3",41,0,0,0,0,0
"FCRL4",0,0,0,0,0,0
"FCRL5",420,2,0,4,10,0
"FCRL6",19,0,2,0,0,0
"FCRLA",150,0,0,0,8,0
"FCRLB",30,1,7,0,15,0
"FDCSP",28642,2,17,15,8,2
"FDFT1",298,3401,259,284,894,364
"FDPS",501,532,923,514,647,963
"FDX1",266,191,148,138,150,3
"FDXACB1",49,164,41,149,9,0
"FDXR",62,149,66,108,340,1
"FECH",244,160,247,433,353,0
"FEM1A",209,1210,353,480,679,0
"FEM1B",343,771,368,783,1375,452
"FEM1C",75,268,154,442,255,30
"FEN1",113,70,259,150,186,0
"FER",72,26,96,71,48,2
"FER1L5",3,0,15,1,0,0
"FER1L6",0,0,0,0,0,0
"FERD3L",0,0,0,0,0,0
"FERMT1",7,1,3,0,24,0
"FERMT2",151,2,190,34,35,1
"FERMT3",186,14,95,87,11,0
"FES",148,14,113,71,136,0
"FETUB",0,0,0,0,0,0
"FEV",0,0,0,0,0,0
"FEZ1",42,0,55,0,5,0
"FEZ2",336,25,254,217,189,2
"FEZF1",0,46,0,0,0,0
"FEZF2",0,0,0,0,0,0
"FFAR1",0,0,0,0,2,0
"FFAR2",16,5,14,59,26,0
"FFAR3",0,0,0,0,0,0
"FFAR4",19,0,9,1,0,0
"FGA",0,3,9,0,2,0
"FGB",0,3,5,0,13,15
"FGD1",6,0,60,44,71,0
"FGD2",322,51,35,0,46,216
"FGD3",126,0,47,250,150,0
"FGD4",271,69,96,8,128,0
"FGD5",114,70,155,0,116,0
"FGD6",212,75,166,8,58,0
"FGF1",41,5,242,72,224,749
"FGF10",16,1,21,240,5,0
"FGF11",0,0,0,0,0,0
"FGF12",30,18,6,0,0,1
"FGF13",19,14,67,19,89,0
"FGF14",13,0,5,0,0,0
"FGF16",0,0,1,0,8,0
"FGF17",2,0,0,0,0,0
"FGF18",37,1,47,10,30,0
"FGF19",0,0,0,0,0,0
"FGF2",26,0,6,0,28,0
"FGF20",0,0,0,0,2,0
"FGF21",0,0,0,0,0,0
"FGF22",0,1,3,1,0,5
"FGF23",0,0,1,0,0,0
"FGF3",0,0,0,0,0,0
"FGF4",0,0,0,5,0,0
"FGF5",0,0,0,0,0,0
"FGF6",0,0,0,0,0,0
"FGF7",64,0,20,2,3,0
"FGF8",1,0,1,0,0,0
"FGF9",1,0,0,0,0,0
"FGFBP1",22,0,0,0,1,0
"FGFBP2",11,0,0,0,6,0
"FGFBP3",34,21,45,23,46,1
"FGFR1",1457,59,2217,816,6307,7
"FGFR1OP2",229,94,218,124,184,947
"FGFR2",21,1,113,316,151,1
"FGFR3",184,26,65,37,253,0
"FGFR4",4,15,10,46,12,0
"FGFRL1",182,66,238,640,540,1
"FGG",0,0,29,0,2,0
"FGGY",19,46,28,0,163,0
"FGL1",0,13,0,0,0,0
"FGL2",229,54,33,2,37,0
"FGR",762,50,260,79,133,500
"FH",58,13,49,56,23,0
"FHAD1",43,1,67,64,11,1077
"FHDC1",16,95,45,18,46,0
"FHIT",124,111,42,179,148,24
"FHL1",135,50,205,42,288,0
"FHL2",192,152,301,401,664,1202
"FHL3",180,59,305,72,363,693
"FHL5",1,0,0,0,5,0
"FHOD1",629,1456,786,1025,1292,652
"FHOD3",24,0,76,0,141,0
"FIBCD1",0,0,4,276,21,47
"FIBIN",470,19,1848,328,780,241
"FIBP",428,1002,904,1073,1811,3616
"FICD",65,24,18,85,61,0
"FIG4",72,118,59,144,163,0
"FIGLA",0,0,0,0,4,0
"FIGN",91,26,30,0,101,0
"FIGNL1",64,23,79,123,62,1
"FILIP1",89,0,23,33,24,0
"FILIP1L",52,20,314,18,59,3
"FIP1L1",374,33,196,207,209,0
"FIS1",532,1113,884,2242,1047,973
"FITM1",16,4,9,0,9,1
"FITM2",38,402,77,384,622,251
"FIZ1",139,173,149,185,166,749
"FJX1",21,0,11,79,1,10
"FKBP10",400,104,1180,602,911,435
"FKBP11",433,76,395,253,353,0
"FKBP14",211,75,403,238,328,1279
"FKBP15",379,266,232,152,211,1
"FKBP1A",3121,8211,5672,4486,10080,7362
"FKBP1B",30,0,59,0,120,0
"FKBP1C",0,0,0,0,3,0
"FKBP2",1004,38,409,288,179,10
"FKBP3",374,804,648,473,904,0
"FKBP4",566,6184,965,1599,4612,1894
"FKBP5",411,1527,51,235,107,0
"FKBP6",0,0,0,0,0,0
"FKBP7",27,68,150,62,133,0
"FKBP8",37,67,28,11,24,83
"FKBP9",329,19,558,55,450,1
"FKBPL",83,243,90,145,57,0
"FKRP",46,5,38,1,33,0
"FKTN",42,1,46,92,22,0
"FLAD1",231,914,376,725,476,2837
"FLCN",490,228,965,783,1345,1
"FLG",7,0,0,0,0,0
"FLG2",0,0,0,0,0,0
"FLI1",240,79,173,97,184,0
"FLII",337,261,409,573,557,147
"FLNA",5857,1193,11295,11283,9414,20054
"FLNB",1194,883,926,2331,2357,265
"FLNC",30,0,45,0,27,0
"FLOT1",995,3156,1990,5154,2742,2179
"FLOT2",865,252,545,1921,621,425
"FLRT1",0,0,0,0,0,0
"FLRT2",601,96,431,113,192,1
"FLRT3",1,1,3,2,2,0
"FLT1",152,200,163,1,141,0
"FLT3",14,0,0,0,4,0
"FLT3LG",16,9,16,0,5,0
"FLT4",128,74,94,37,371,71
"FLVCR1",68,27,88,238,64,1415
"FLVCR2",21,10,36,43,10,0
"FLYWCH1",135,239,257,228,415,1426
"FLYWCH2",31,15,21,64,20,0
"FMN1",33,2,24,70,96,0
"FMN2",0,0,0,0,7,0
"FMNL1",578,79,284,274,70,701
"FMNL2",598,627,1277,142,804,1
"FMNL3",706,374,767,654,694,2027
"FMO1",372,1,409,5,87,106
"FMO2",76,4,3,0,11,0
"FMO3",11,0,13,0,0,0
"FMO4",30,166,26,71,41,0
"FMO5",27,240,9,192,21,0
"FMOD",816,190,1440,1636,1412,179
"FMR1",229,149,269,371,671,211
"FMR1NB",0,0,0,0,0,0
"FN1",1324,167,8276,1387,7101,1560
"FN3K",4,0,5,62,21,0
"FN3KRP",190,190,293,590,672,1
"FNBP1",1036,1018,516,467,530,268
"FNBP1L",29,45,60,24,207,0
"FNBP4",1619,132,1302,560,454,53
"FNDC1",197,3,318,65,61,1
"FNDC3A",154,9,100,135,60,1
"FNDC3B",338,58,357,53,202,37
"FNDC4",43,33,112,31,76,0
"FNDC5",11,0,3,0,31,0
"FNDC7",0,0,0,0,8,0
"FNDC8",0,0,0,0,0,0
"FNDC9",0,0,0,0,0,0
"FNIP1",267,655,434,546,1936,8
"FNIP2",1319,2346,1214,692,742,129
"FNTA",391,1257,442,670,1615,8
"FNTB",167,163,273,203,405,20
"FOCAD",303,384,375,458,737,1
"FOLH1",7,0,9,0,0,0
"FOLR1",220,0,11,32,1007,279
"FOLR2",789,219,298,167,94,0
"FOLR3",9,0,0,0,0,0
"FOS",168,123,31,7,1087,472
"FOSB",65,20,1,1,1475,0
"FOSL1",24,0,30,0,2,0
"FOSL2",826,182,3062,549,1754,1804
"FOXA1",14,2198,281,1738,378,562
"FOXA2",0,0,0,47,0,0
"FOXA3",6,0,2,12,0,0
"FOXB1",0,2,1,0,0,0
"FOXB2",0,0,0,0,0,0
"FOXC1",460,51,130,0,683,1
"FOXC2",9,16,8,0,40,0
"FOXD1",4,0,4,0,5,0
"FOXD2",24,45,127,24,79,2
"FOXD3",0,0,1,13,0,0
"FOXD4",0,0,0,0,0,0
"FOXD4L1",0,0,0,1,0,0
"FOXD4L3",0,0,0,0,0,0
"FOXD4L4",0,0,0,0,0,0
"FOXD4L5",0,0,0,0,0,0
"FOXD4L6",0,0,0,0,0,0
"FOXE1",0,0,0,0,0,0
"FOXE3",0,0,0,0,0,0
"FOXF1",0,2,0,0,2,0
"FOXF2",9,0,2,0,1,0
"FOXG1",0,0,0,0,1,0
"FOXH1",0,0,2,0,10,0
"FOXI1",4,0,22,54,0,0
"FOXI2",1,0,0,0,0,0
"FOXI3",0,0,0,0,0,0
"FOXJ1",0,0,0,1,0,0
"FOXJ2",337,76,407,363,332,2
"FOXJ3",363,147,201,138,664,1
"FOXK1",198,85,265,235,328,1
"FOXK2",335,286,587,1460,1060,11
"FOXL1",10,0,19,0,1,0
"FOXL2",0,0,1,84,6,0
"FOXL2NB",0,0,0,0,0,0
"FOXM1",84,274,133,10,200,1202
"FOXN1",0,0,12,0,0,0
